Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario;Empresa_Cliente;Canal_Venta;Punto_Venta
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-09-16;Guía de remisión - R;126.0;Almacen Central;0.0;2500.0;77090.0;0.0;0.0;2500.0;77090.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-09-16;Guía de remisión - R;126.0;Almacen Punto de Ventas 1;2500.0;0.0;79590.0;0.0;2500.0;0.0;79590.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-09-17;Entrada por Producci;32.0;Almacen Central;6756.0;0.0;86346.0;1.0;6756.0;0.0;86346.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-09-17;Guía de remisión - R;127.0;Almacen Central;0.0;2000.0;84346.0;0.0;0.0;2000.0;84346.0;1.0;Madrid INMOBILIARIA;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-09-17;Guía de remisión - R;127.0;Almacen Punto de Ventas 1;2000.0;0.0;86346.0;0.0;2000.0;0.0;86346.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-09-24;Guía de remisión - R;132.0;Almacen Central;0.0;2500.0;83846.0;0.0;0.0;2500.0;83846.0;1.0;ELCONSI;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-09-24;Guía de remisión - R;132.0;Almacen Punto de Ventas 1;2500.0;0.0;86346.0;0.0;2500.0;0.0;86346.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-09-25;Guía de remisión - R;133.0;Almacen Central;0.0;1000.0;85346.0;0.0;0.0;1000.0;85346.0;1.0;SETECOM AIR;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-09-25;Guía de remisión - R;133.0;Almacen Punto de Ventas 1;1000.0;0.0;86346.0;0.0;1000.0;0.0;86346.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-01;Guía de remisión - R;138.0;Almacen Central;0.0;1250.0;85096.0;0.0;0.0;1250.0;85096.0;1.0;Madrid INMOBILIARIA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-01;Guía de remisión - R;138.0;Almacen Punto de Ventas 1;1250.0;0.0;86346.0;0.0;1250.0;0.0;86346.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-01;Ajuste de Salida;12.0;Almacen Central;0.0;1.0;86345.0;0.0;0.0;1.0;86345.0;1.0;ELCONSI;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-01;Apertura;148.0;Almacen Punto de Venta 2;2326.0;0.0;88671.0;1.0;2326.0;0.0;88671.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-11;Venta Tienda Sin Doc;6.0;Almacen Punto de Venta 2;0.0;100.0;88571.0;0.0;0.0;100.0;88571.0;1.0;SETECOM AIR;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-13;Venta Tienda Sin Doc;18.0;Almacen Punto de Ventas 1;0.0;50.0;88521.0;0.0;0.0;50.0;88521.0;1.0;Madrid INMOBILIARIA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-13;Venta Tienda Sin Doc;29.0;Almacen Punto de Venta 2;0.0;50.0;88471.0;0.0;0.0;50.0;88471.0;1.0;NEVADO CONSTRUCTORA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-14;Salida por Consumo;19.0;Almacen Punto de Ventas 1;0.0;20.0;88451.0;0.0;0.0;20.0;88451.0;1.0;SETECOM AIR;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-14;Salida por Consumo;23.0;Almacen Punto de Venta 2;0.0;50.0;88401.0;0.0;0.0;50.0;88401.0;1.0;CIM;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-14;Entrada por Producci;69.0;Almacen Central;2850.0;0.0;91251.0;1.0;2850.0;0.0;91251.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-14;Guía de remisión - R;153.0;Almacen Central;0.0;2850.0;88401.0;0.0;0.0;2850.0;88401.0;1.0;ELCONSI;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-14;Guía de remisión - R;153.0;Almacen Punto de Venta 2;2850.0;0.0;91251.0;0.0;2850.0;0.0;91251.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-14;Venta Tienda Sin Doc;21.0;Almacen Punto de Ventas 1;0.0;200.0;91051.0;0.0;0.0;200.0;91051.0;1.0;Madrid INMOBILIARIA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-14;Venta Tienda Sin Doc;26.0;Almacen Punto de Ventas 1;0.0;250.0;90801.0;0.0;0.0;250.0;90801.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-14;Salida por Consumo;31.0;Almacen Punto de Venta 2;0.0;300.0;90501.0;0.0;0.0;300.0;90501.0;1.0;CIM;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-15;Venta Tienda Sin Doc;17.0;Almacen Punto de Ventas 1;0.0;81971.0;8530.0;0.0;0.0;81971.0;8530.0;1.0;H&R ELECTRICAL ENGINEERS S.A.C.;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-15;Salida por Consumo;32.0;Almacen Punto de Venta 2;0.0;200.0;8330.0;0.0;0.0;200.0;8330.0;1.0;ELCONSI;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-15;Salida por Consumo;34.0;Almacen Punto de Venta 2;0.0;100.0;8230.0;0.0;0.0;100.0;8230.0;1.0;ELCONSI;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-15;Salida por Consumo;35.0;Almacen Punto de Venta 2;0.0;50.0;8180.0;0.0;0.0;50.0;8180.0;1.0;ELCONSI;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-15;Salida por Consumo;38.0;Almacen Punto de Ventas 1;0.0;40.0;8140.0;0.0;0.0;40.0;8140.0;1.0;NEVADO CONSTRUCTORA;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-15;Venta Tienda Sin Doc;41.0;Almacen Punto de Venta 2;0.0;50.0;8090.0;0.0;0.0;50.0;8090.0;1.0;CIM;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-16;Salida por Consumo;39.0;Almacen Punto de Venta 2;0.0;400.0;7690.0;0.0;0.0;400.0;7690.0;1.0;SETECOM AIR;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-16;Venta Tienda Sin Doc;81.0;Almacen Punto de Venta 2;0.0;500.0;7190.0;0.0;0.0;500.0;7190.0;1.0;ELCONSI;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-18;Salida por Consumo;46.0;Almacen Punto de Ventas 1;0.0;100.0;7090.0;0.0;0.0;100.0;7090.0;1.0;DRAGON;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-18;Venta Tienda Sin Doc;50.0;Almacen Punto de Ventas 1;0.0;50.0;7040.0;0.0;0.0;50.0;7040.0;1.0;NEVADO CONSTRUCTORA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-19;Venta Tienda Sin Doc;53.0;Almacen Punto de Ventas 1;0.0;50.0;6990.0;0.0;0.0;50.0;6990.0;1.0;DRAGON;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-20;Salida por Consumo;61.0;Almacen Punto de Ventas 1;0.0;300.0;6690.0;0.0;0.0;300.0;6690.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-20;Entrada por Producci;74.0;Almacen Central;6765.0;0.0;13455.0;1.0;6765.0;0.0;13455.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-21;Guía de remisión - R;160.0;Almacen Central;0.0;1000.0;12455.0;0.0;0.0;1000.0;12455.0;1.0;NEVADO CONSTRUCTORA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-21;Guía de remisión - R;160.0;Almacen Punto de Ventas 1;1000.0;0.0;13455.0;0.0;1000.0;0.0;13455.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-22;Venta Tienda Sin Doc;79.0;Almacen Punto de Venta 2;0.0;50.0;13405.0;0.0;0.0;50.0;13405.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-23;Venta Tienda Sin Doc;80.0;Almacen Punto de Venta 2;0.0;100.0;13305.0;0.0;0.0;100.0;13305.0;1.0;ELCONSI;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-23;Salida por Consumo;95.0;Almacen Punto de Ventas 1;0.0;500.0;12805.0;0.0;0.0;500.0;12805.0;1.0;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-26;Salida por Consumo;111.0;Almacen Punto de Ventas 1;0.0;300.0;12505.0;0.0;0.0;300.0;12505.0;1.0;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-26;Venta Tienda Sin Doc;97.0;Almacen Punto de Venta 2;0.0;50.0;12455.0;0.0;0.0;50.0;12455.0;1.0;SETECOM AIR;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-26;Venta Tienda Sin Doc;143.0;Almacen Punto de Venta 2;0.0;50.0;12405.0;0.0;0.0;50.0;12405.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-27;Salida por Consumo;113.0;Almacen Punto de Ventas 1;0.0;250.0;12155.0;0.0;0.0;250.0;12155.0;1.0;ELCONSI;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-27;Salida por Consumo;115.0;Almacen Punto de Ventas 1;0.0;250.0;11905.0;0.0;0.0;250.0;11905.0;1.0;PROCISA INGENIEROS S.A.C.;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-28;Guía de remisión - R;168.0;Almacen Central;0.0;500.0;11405.0;0.0;0.0;500.0;11405.0;1.0;PROCISA INGENIEROS S.A.C.;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-28;Guía de remisión - R;168.0;Almacen Punto de Venta 2;500.0;0.0;11905.0;0.0;500.0;0.0;11905.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-28;Venta Tienda Sin Doc;102.0;Almacen Punto de Ventas 1;0.0;200.0;11705.0;0.0;0.0;200.0;11705.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-28;Venta Tienda Sin Doc;144.0;Almacen Punto de Venta 2;0.0;300.0;11405.0;0.0;0.0;300.0;11405.0;1.0;Madrid INMOBILIARIA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-28;Venta Tienda Sin Doc;145.0;Almacen Punto de Venta 2;0.0;100.0;11305.0;0.0;0.0;100.0;11305.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-29;Venta Tienda Sin Doc;103.0;Almacen Punto de Ventas 1;0.0;100.0;11205.0;0.0;0.0;100.0;11205.0;1.0;ELCONSI;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-29;Venta Tienda Sin Doc;105.0;Almacen Punto de Ventas 1;0.0;100.0;11105.0;0.0;0.0;100.0;11105.0;1.0;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-29;Guía de remisión - R;169.0;Almacen Central;0.0;500.0;10605.0;0.0;0.0;500.0;10605.0;1.0;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-29;Guía de remisión - R;169.0;Almacen Punto de Ventas 1;500.0;0.0;11105.0;0.0;500.0;0.0;11105.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-29;Venta Tienda Sin Doc;146.0;Almacen Punto de Venta 2;0.0;150.0;10955.0;0.0;0.0;150.0;10955.0;1.0;NEVADO CONSTRUCTORA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-30;Salida por Consumo;134.0;Almacen Punto de Ventas 1;0.0;200.0;10755.0;0.0;0.0;200.0;10755.0;1.0;ELCONSI;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-30;Salida por Consumo;136.0;Almacen Punto de Ventas 1;0.0;50.0;10705.0;0.0;0.0;50.0;10705.0;1.0;CIM;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-30;Salida por Consumo;138.0;Almacen Punto de Ventas 1;0.0;8.0;10697.0;0.0;0.0;8.0;10697.0;1.0;Madrid INMOBILIARIA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-10-30;Venta Tienda Sin Doc;147.0;Almacen Punto de Venta 2;0.0;100.0;10597.0;0.0;0.0;100.0;10597.0;1.0;CIM;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-02;Venta Tienda Sin Doc;108.0;Almacen Punto de Ventas 1;0.0;100.0;10497.0;0.0;0.0;100.0;10497.0;1.0;ELCONSI;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-02;Salida por Consumo;140.0;Almacen Punto de Ventas 1;0.0;100.0;10397.0;0.0;0.0;100.0;10397.0;1.0;Madrid INMOBILIARIA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-02;Venta Tienda Sin Doc;111.0;Almacen Punto de Ventas 1;0.0;100.0;10297.0;0.0;0.0;100.0;10297.0;1.0;SETECOM AIR;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-03;Guía de remisión - R;171.0;Almacen Central;0.0;500.0;9797.0;0.0;0.0;500.0;9797.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-03;Guía de remisión - R;171.0;Almacen Punto de Ventas 1;500.0;0.0;10297.0;0.0;500.0;0.0;10297.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-03;Salida por Consumo;153.0;Almacen Punto de Ventas 1;0.0;12.0;10285.0;0.0;0.0;12.0;10285.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-03;Salida por Consumo;154.0;Almacen Punto de Ventas 1;0.0;100.0;10185.0;0.0;0.0;100.0;10185.0;1.0;ELCONSI;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-03;Venta Tienda Sin Doc;114.0;Almacen Punto de Ventas 1;0.0;10.0;10175.0;0.0;0.0;10.0;10175.0;1.0;ELCONSI;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-03;Venta Tienda Sin Doc;119.0;Almacen Punto de Ventas 1;0.0;50.0;10125.0;0.0;0.0;50.0;10125.0;1.0;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-03;Venta Tienda Sin Doc;159.0;Almacen Punto de Ventas 1;0.0;1000.0;9125.0;0.0;0.0;1000.0;9125.0;1.0;SETECOM AIR;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-04;Salida por Consumo;159.0;Almacen Punto de Ventas 1;0.0;40.0;9085.0;0.0;0.0;40.0;9085.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-04;Salida por Consumo;162.0;Almacen Punto de Ventas 1;0.0;100.0;8985.0;0.0;0.0;100.0;8985.0;1.0;Madrid INMOBILIARIA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-04;Salida por Consumo;164.0;Almacen Punto de Ventas 1;0.0;50.0;8935.0;0.0;0.0;50.0;8935.0;1.0;SETECOM AIR;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-04;Salida por Consumo;166.0;Almacen Punto de Ventas 1;0.0;30.0;8905.0;0.0;0.0;30.0;8905.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-04;Venta Tienda Sin Doc;126.0;Almacen Punto de Ventas 1;0.0;50.0;8855.0;0.0;0.0;50.0;8855.0;1.0;ELCONSI;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-05;Salida por Consumo;168.0;Almacen Punto de Ventas 1;0.0;200.0;8655.0;0.0;0.0;200.0;8655.0;1.0;SETECOM AIR;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-05;Salida por Consumo;169.0;Almacen Punto de Ventas 1;0.0;50.0;8605.0;0.0;0.0;50.0;8605.0;1.0;Madrid INMOBILIARIA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-05;Venta Tienda Sin Doc;130.0;Almacen Punto de Ventas 1;0.0;150.0;8455.0;0.0;0.0;150.0;8455.0;1.0;NEVADO CONSTRUCTORA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-09;Salida por Consumo;192.0;Almacen Punto de Ventas 1;0.0;100.0;8355.0;0.0;0.0;100.0;8355.0;1.0;SETECOM AIR;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-09;Salida por Consumo;193.0;Almacen Punto de Ventas 1;0.0;4.0;8351.0;0.0;0.0;4.0;8351.0;1.0;H&R ELECTRICAL ENGINEERS S.A.C.;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-09;Venta Tienda Sin Doc;138.0;Almacen Punto de Ventas 1;0.0;305.0;8046.0;0.0;0.0;305.0;8046.0;1.0;Madrid INMOBILIARIA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-10;Venta Tienda Sin Doc;149.0;Almacen Punto de Ventas 1;0.0;100.0;7946.0;0.0;0.0;100.0;7946.0;1.0;ELCONSI;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-11;Guía de remisión - R;182.0;Almacen Central;0.0;1000.0;6946.0;0.0;0.0;1000.0;6946.0;1.0;SETECOM AIR;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-11;Guía de remisión - R;182.0;Almacen Punto de Ventas 1;1000.0;0.0;7946.0;0.0;1000.0;0.0;7946.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-11;Guía de remisión - R;183.0;Almacen Central;0.0;1000.0;6946.0;0.0;0.0;1000.0;6946.0;1.0;NEVADO CONSTRUCTORA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-11;Guía de remisión - R;183.0;Almacen Punto de Venta 2;1000.0;0.0;7946.0;0.0;1000.0;0.0;7946.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-11;Entrada por Producci;121.0;Almacen Central;4600.0;0.0;12546.0;1.0;4600.0;0.0;12546.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-11;Venta Tienda Sin Doc;154.0;Almacen Punto de Ventas 1;0.0;100.0;12446.0;0.0;0.0;100.0;12446.0;1.0;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-11;Salida por Consumo;219.0;Almacen Punto de Ventas 1;0.0;50.0;12396.0;0.0;0.0;50.0;12396.0;1.0;SETECOM AIR;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-11;Ajuste de Entrada;4.0;Almacen Punto de Ventas 1;50.0;0.0;12446.0;1.0;50.0;0.0;12446.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-12;Venta Tienda Sin Doc;161.0;Almacen Punto de Ventas 1;0.0;100.0;12346.0;0.0;0.0;100.0;12346.0;1.0;SETECOM AIR;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-12;Salida por Consumo;223.0;Almacen Punto de Ventas 1;0.0;200.0;12146.0;0.0;0.0;200.0;12146.0;1.0;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-12;Salida por Consumo;225.0;Almacen Punto de Ventas 1;0.0;30.0;12116.0;0.0;0.0;30.0;12116.0;1.0;NEVADO CONSTRUCTORA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-12;Salida por Consumo;226.0;Almacen Punto de Ventas 1;0.0;200.0;11916.0;0.0;0.0;200.0;11916.0;1.0;NEVADO CONSTRUCTORA;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-13;Salida por Consumo;227.0;Almacen Punto de Ventas 1;0.0;50.0;11866.0;0.0;0.0;50.0;11866.0;1.0;NEVADO CONSTRUCTORA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-13;Venta Tienda Sin Doc;163.0;Almacen Punto de Ventas 1;0.0;100.0;11766.0;0.0;0.0;100.0;11766.0;1.0;CIM;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-16;Guía de remisión - R;185.0;Almacen Central;0.0;2000.0;9766.0;0.0;0.0;2000.0;9766.0;1.0;PROCISA INGENIEROS S.A.C.;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-16;Guía de remisión - R;185.0;Almacen Punto de Ventas 1;2000.0;0.0;11766.0;0.0;2000.0;0.0;11766.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-16;Salida por Consumo;239.0;Almacen Punto de Venta 2;0.0;200.0;11566.0;0.0;0.0;200.0;11566.0;1.0;PROCISA INGENIEROS S.A.C.;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-16;Venta Tienda Sin Doc;177.0;Almacen Punto de Ventas 1;0.0;1050.0;10516.0;0.0;0.0;1050.0;10516.0;1.0;SETECOM AIR;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-17;Salida por Consumo;246.0;Almacen Punto de Ventas 1;0.0;100.0;10416.0;0.0;0.0;100.0;10416.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-17;Salida por Consumo;248.0;Almacen Punto de Ventas 1;0.0;200.0;10216.0;0.0;0.0;200.0;10216.0;1.0;ELCONSI;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-17;Salida por Consumo;251.0;Almacen Punto de Ventas 1;0.0;50.0;10166.0;0.0;0.0;50.0;10166.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-17;Salida por Consumo;252.0;Almacen Punto de Ventas 1;0.0;100.0;10066.0;0.0;0.0;100.0;10066.0;1.0;CIM;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-17;Venta Tienda Sin Doc;168.0;Almacen Punto de Ventas 1;0.0;100.0;9966.0;0.0;0.0;100.0;9966.0;1.0;CIM;Presencial;Sector B
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-18;Traspaso entre Almac;68.0;Almacen Punto de Venta 2;0.0;50.0;9916.0;0.0;0.0;50.0;9916.0;1.0;PROCISA INGENIEROS S.A.C.;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-18;Traspaso entre Almac;68.0;Almacen Punto de Ventas 1;50.0;0.0;9966.0;0.0;50.0;0.0;9966.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-18;Traspaso entre Almac;71.0;Almacen Punto de Venta 2;0.0;1500.0;8466.0;0.0;0.0;1500.0;8466.0;1.0;NEVADO CONSTRUCTORA;Online;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-18;Traspaso entre Almac;71.0;Almacen Punto de Ventas 1;1500.0;0.0;9966.0;0.0;1500.0;0.0;9966.0;1.0;;;
CEO 006;CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).;2021-11-18;Salida por Consumo;261.0;Almacen Punto de Ventas 1;0.0;20.0;9946.0;0.0;0.0;20.0;9946.0;1.0;ELCONSI;Online;
