Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario;Empresa_Cliente;Canal_Venta;Punto_Venta
CP-00009;CAJA DE PASE 100X100X50MM  3/4 (F. G. 0.90);2021-10-06;Entrada por Producci;53.0;Almacen Central;5.0;0.0;50.0;1.0;5.0;0.0;64.32;1.286438;;;
CP-00009;CAJA DE PASE 100X100X50MM  3/4 (F. G. 0.90);2021-10-06;Guía de remisión - R;100003216.0;Almacen Central;0.0;50.0;0.0;0.0;0.0;64.32;0.0;1.286438;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);;Saldo Anterior;;;;0.0;0.0;;;;0.0;0.0;;;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-01-01;Apertura;3.0;Almacen Central;545.0;0.0;545.0;2.103;1146.14;0.0;1146.14;2.103;;;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-01-01;Apertura;56.0;Almacen Central;100.0;0.0;645.0;1.0;100.0;0.0;1246.14;1.931992;;;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-01-01;Ajuste de Salida;4.0;Almacen Central;0.0;45.0;600.0;0.0;0.0;86.94;1159.2;1.931992;SETECOM AIR;Online;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-01-05;Guía de remisión - R;4.0;Almacen Central;0.0;350.0;250.0;0.0;0.0;676.2;483.0;1.931992;SETECOM AIR;Presencial;Sector A
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-01-05;Guía de remisión - R;4.0;Almacen Punto de Ventas 1;350.0;0.0;600.0;0.0;676.2;0.0;1159.2;1.931992;;;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-01-13;Guía de remisión - R;6.0;Almacen Central;0.0;100.0;500.0;0.0;0.0;193.2;966.0;1.931992;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-01-13;Guía de remisión - R;6.0;Almacen Punto de Ventas 1;100.0;0.0;600.0;0.0;193.2;0.0;1159.2;1.931992;;;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-02-03;Guía de remisión - R;24.0;Almacen Central;0.0;9.0;591.0;0.0;0.0;17.39;1141.81;1.931992;DRAGON;Presencial;Sector B
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-02-13;Guía de remisión - R;161.0;Almacen Central;0.0;100.0;491.0;0.0;0.0;193.2;948.61;1.931992;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-02-17;Guía de remisión - R;136.0;Almacen Central;0.0;10.0;481.0;0.0;0.0;19.32;929.29;1.931992;ARCHENGINE CONSULTORA S.A.C.;Online;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-09-15;Ajuste de Entrada;1.0;Almacen Central;12.0;0.0;493.0;1.0;12.0;0.0;941.29;1.909889;;;
CP-00010;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.15);2021-10-13;Venta Tienda Sin Doc;23.0;Almacen Punto de Ventas 1;0.0;450.0;43.0;0.0;0.0;859.45;81.84;1.909889;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;;Saldo Anterior;;;;0.0;0.0;;;;0.0;0.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-01-01;Apertura;6.0;Almacen Central;400.0;0.0;400.0;1.0;400.0;0.0;400.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-01-01;Apertura;57.0;Almacen Central;70.0;0.0;470.0;1.0;70.0;0.0;470.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-01-01;Apertura;94.0;Almacen Central;200.0;0.0;670.0;1.0;200.0;0.0;670.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-01-01;Apertura;99.0;Almacen Central;50.0;0.0;720.0;1.0;50.0;0.0;720.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-01-01;Apertura;104.0;Almacen Central;50.0;0.0;770.0;1.0;50.0;0.0;770.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-01-01;Apertura;110.0;Almacen Central;614.0;0.0;1384.0;1.0;614.0;0.0;1384.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-01-01;Apertura;108.0;Almacen Central;491.0;0.0;1875.0;1.0;491.0;0.0;1875.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-01-01;Ajuste de Salida;4.0;Almacen Central;0.0;581.0;1294.0;0.0;0.0;581.0;1294.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-02-19;Guía de remisión - R;70.0;Almacen Central;0.0;120.0;1174.0;0.0;0.0;120.0;1174.0;1.0;CIM;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-02-19;Guía de remisión - R;71.0;Almacen Central;0.0;50.0;1124.0;0.0;0.0;50.0;1124.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-03-05;Guía de remisión - R;163.0;Almacen Central;0.0;100.0;1024.0;0.0;0.0;100.0;1024.0;1.0;JEF;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-03-24;Guía de remisión - R;118.0;Almacen Central;0.0;200.0;824.0;0.0;0.0;200.0;824.0;1.0;SETECOM AIR;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-05-17;Guía de remisión - R;213.0;Almacen Central;0.0;50.0;774.0;0.0;0.0;50.0;774.0;1.0;Madrid INMOBILIARIA;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-05-20;Guía de remisión - R;51.0;Almacen Central;0.0;200.0;574.0;0.0;0.0;200.0;574.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-05-20;Guía de remisión - R;51.0;Almacen Punto de Ventas 1;200.0;0.0;774.0;0.0;200.0;0.0;774.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-05-28;Guía de remisión - R;210.0;Almacen Central;0.0;50.0;724.0;0.0;0.0;50.0;724.0;1.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-06-01;Apertura;107.0;Almacen Central;614.0;0.0;1338.0;1.0;614.0;0.0;1338.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-06-09;Guía de remisión - R;217.0;Almacen Central;0.0;50.0;1288.0;0.0;0.0;50.0;1288.0;1.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-06-10;Guía de remisión - R;56.0;Almacen Central;0.0;308.0;980.0;0.0;0.0;308.0;980.0;1.0;CIM;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-06-10;Guía de remisión - R;56.0;Almacen Punto de Ventas 1;308.0;0.0;1288.0;0.0;308.0;0.0;1288.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-06-25;Guía de remisión - R;221.0;Almacen Central;0.0;60.0;1228.0;0.0;0.0;60.0;1228.0;1.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-06-28;Guía de remisión - R;223.0;Almacen Central;0.0;136.0;1092.0;0.0;0.0;136.0;1092.0;1.0;ELCONSI;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-07-07;Guía de remisión - R;228.0;Almacen Central;0.0;80.0;1012.0;0.0;0.0;80.0;1012.0;1.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-07-23;Guía de remisión - R;233.0;Almacen Central;0.0;50.0;962.0;0.0;0.0;50.0;962.0;1.0;DRAGON;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-08-04;Guía de remisión - R;104.0;Almacen Central;0.0;400.0;562.0;0.0;0.0;400.0;562.0;1.0;Madrid INMOBILIARIA;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-08-04;Guía de remisión - R;104.0;Almacen Punto de Ventas 1;400.0;0.0;962.0;0.0;400.0;0.0;962.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-08-18;Guía de remisión - R;249.0;Almacen Central;0.0;40.0;922.0;0.0;0.0;40.0;922.0;1.0;JEF;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-08-26;Entrada por Producci;9.0;Almacen Central;160.0;0.0;1082.0;1.0;160.0;0.0;1082.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-08-26;Guía de remisión - R;258.0;Almacen Central;0.0;40.0;1042.0;0.0;0.0;40.0;1042.0;1.0;Madrid INMOBILIARIA;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-08-26;Guía de remisión - R;259.0;Almacen Central;0.0;100.0;942.0;0.0;0.0;100.0;942.0;1.0;Madrid INMOBILIARIA;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-01;Ajuste de Salida;8.0;Almacen Central;0.0;14.0;928.0;0.0;0.0;14.0;928.0;1.0;Madrid INMOBILIARIA;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-16;Guía de remisión - R;273.0;Almacen Central;0.0;20.0;908.0;0.0;0.0;20.0;908.0;1.0;SETECOM AIR;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-17;Entrada por Producci;32.0;Almacen Central;281.0;0.0;1189.0;1.0;281.0;0.0;1189.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-17;Guía de remisión - R;127.0;Almacen Central;0.0;281.0;908.0;0.0;0.0;281.0;908.0;1.0;JEF;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-17;Guía de remisión - R;127.0;Almacen Punto de Ventas 1;281.0;0.0;1189.0;0.0;281.0;0.0;1189.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-24;Entrada por Producci;39.0;Almacen Central;664.0;0.0;1853.0;1.0;664.0;0.0;1853.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-24;Guía de remisión - R;132.0;Almacen Central;0.0;200.0;1653.0;0.0;0.0;200.0;1653.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-24;Guía de remisión - R;132.0;Almacen Punto de Ventas 1;200.0;0.0;1853.0;0.0;200.0;0.0;1853.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-24;Guía de remisión - R;276.0;Almacen Central;0.0;30.0;1823.0;0.0;0.0;30.0;1823.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-25;Guía de remisión - R;133.0;Almacen Central;0.0;200.0;1623.0;0.0;0.0;200.0;1623.0;1.0;NEVADO CONSTRUCTORA;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-25;Guía de remisión - R;133.0;Almacen Punto de Ventas 1;200.0;0.0;1823.0;0.0;200.0;0.0;1823.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-27;Entrada por Producci;41.0;Almacen Central;566.0;0.0;2389.0;1.0;566.0;0.0;2389.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-30;Guía de remisión - R;137.0;Almacen Central;0.0;200.0;2189.0;0.0;0.0;200.0;2189.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-09-30;Guía de remisión - R;137.0;Almacen Punto de Ventas 1;200.0;0.0;2389.0;0.0;200.0;0.0;2389.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-01;Apertura;148.0;Almacen Punto de Venta 2;454.0;0.0;2843.0;1.0;454.0;0.0;2843.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-02;Guía de remisión - R;279.0;Almacen Central;0.0;50.0;2793.0;0.0;0.0;50.0;2793.0;1.0;PROCISA INGENIEROS S.A.C.;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-11;Venta Tienda Sin Doc;8.0;Almacen Punto de Venta 2;0.0;20.0;2773.0;0.0;0.0;20.0;2773.0;1.0;Madrid INMOBILIARIA;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-12;Salida por Consumo;6.0;Almacen Punto de Venta 2;0.0;40.0;2733.0;0.0;0.0;40.0;2733.0;1.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-13;Salida por Consumo;9.0;Almacen Punto de Venta 2;0.0;20.0;2713.0;0.0;0.0;20.0;2713.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-13;Guía de remisión - R;149.0;Almacen Central;0.0;400.0;2313.0;0.0;0.0;400.0;2313.0;1.0;Madrid INMOBILIARIA;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-13;Guía de remisión - R;149.0;Almacen Punto de Ventas 1;400.0;0.0;2713.0;0.0;400.0;0.0;2713.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-14;Entrada por Producci;67.0;Almacen Central;198.0;0.0;2911.0;1.0;198.0;0.0;2911.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-15;Venta Tienda Sin Doc;17.0;Almacen Punto de Ventas 1;0.0;1658.0;1253.0;0.0;0.0;1658.0;1253.0;1.0;JEF;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-16;Salida por Consumo;39.0;Almacen Punto de Venta 2;0.0;45.0;1208.0;0.0;0.0;45.0;1208.0;1.0;DRAGON;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-16;Salida por Consumo;42.0;Almacen Punto de Venta 2;0.0;24.0;1184.0;0.0;0.0;24.0;1184.0;1.0;CIM;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-18;Salida por Consumo;45.0;Almacen Punto de Venta 2;0.0;40.0;1144.0;0.0;0.0;40.0;1144.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-18;Salida por Consumo;49.0;Almacen Punto de Ventas 1;0.0;40.0;1104.0;0.0;0.0;40.0;1104.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-20;Salida por Consumo;60.0;Almacen Punto de Venta 2;0.0;50.0;1054.0;0.0;0.0;50.0;1054.0;1.0;CIM;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-20;Salida por Consumo;65.0;Almacen Punto de Ventas 1;0.0;20.0;1034.0;0.0;0.0;20.0;1034.0;1.0;JEF;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-23;Salida por Consumo;90.0;Almacen Punto de Venta 2;0.0;10.0;1024.0;0.0;0.0;10.0;1024.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-28;Salida por Consumo;122.0;Almacen Punto de Ventas 1;0.0;50.0;974.0;0.0;0.0;50.0;974.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-10-28;Salida por Consumo;123.0;Almacen Punto de Ventas 1;0.0;40.0;934.0;0.0;0.0;40.0;934.0;1.0;ELCONSI;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-03;Salida por Consumo;151.0;Almacen Punto de Ventas 1;0.0;50.0;884.0;0.0;0.0;50.0;884.0;1.0;JEF;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-03;Venta Tienda Sin Doc;115.0;Almacen Punto de Ventas 1;0.0;10.0;874.0;0.0;0.0;10.0;874.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-05;Salida por Consumo;208.0;Almacen Punto de Venta 2;0.0;20.0;854.0;0.0;0.0;20.0;854.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-09;Guía de remisión - R;100003268.0;Almacen Central;0.0;20.0;834.0;0.0;0.0;20.0;834.0;1.0;ELCONSI;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-11;Ajuste de Salida;36.0;Almacen Punto de Venta 2;0.0;1.0;833.0;0.0;0.0;1.0;833.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-15;Salida por Consumo;238.0;Almacen Punto de Venta 2;0.0;15.0;818.0;0.0;0.0;15.0;818.0;1.0;JEF;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-18;Salida por Consumo;262.0;Almacen Punto de Ventas 1;0.0;50.0;768.0;0.0;0.0;50.0;768.0;1.0;ELCONSI;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-23;Entrada por Producci;139.0;Almacen Central;306.0;0.0;1074.0;1.0;306.0;0.0;1074.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-24;Guía de remisión - R;100003282.0;Almacen Central;0.0;1.0;1073.0;0.0;0.0;1.0;1073.0;1.0;DRAGON;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-25;Salida por Consumo;317.0;Almacen Punto de Ventas 1;0.0;100.0;973.0;0.0;0.0;100.0;973.0;1.0;NEVADO CONSTRUCTORA;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-26;Salida por Consumo;326.0;Almacen Punto de Ventas 1;0.0;50.0;923.0;0.0;0.0;50.0;923.0;1.0;SETECOM AIR;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-26;Salida por Consumo;327.0;Almacen Punto de Ventas 1;0.0;50.0;873.0;0.0;0.0;50.0;873.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-26;Traspaso entre Almac;83.0;Almacen Punto de Venta 2;0.0;150.0;723.0;0.0;0.0;150.0;723.0;1.0;H&R ELECTRICAL ENGINEERS S.A.C.;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-26;Traspaso entre Almac;83.0;Almacen Punto de Ventas 1;150.0;0.0;873.0;0.0;150.0;0.0;873.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-26;Venta Tienda Sin Doc;211.0;Almacen Punto de Ventas 1;0.0;50.0;823.0;0.0;0.0;50.0;823.0;1.0;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-29;Salida por Consumo;347.0;Almacen Punto de Ventas 1;0.0;150.0;673.0;0.0;0.0;150.0;673.0;1.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-11-30;Salida por Consumo;360.0;Almacen Punto de Ventas 1;0.0;20.0;653.0;0.0;0.0;20.0;653.0;1.0;NEVADO CONSTRUCTORA;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-01;Traspaso entre Almac;85.0;Almacen Punto de Venta 2;0.0;19.0;634.0;0.0;0.0;19.0;634.0;1.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-01;Traspaso entre Almac;85.0;Almacen Punto de Ventas 1;19.0;0.0;653.0;0.0;19.0;0.0;653.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-03;Guía de remisión - R;100003293.0;Almacen Central;0.0;10.0;643.0;0.0;0.0;10.0;643.0;1.0;JEF;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-06;Guía de remisión - R;100003303.0;Almacen Central;0.0;20.0;623.0;0.0;0.0;20.0;623.0;1.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-10;Guía de remisión - R;208.0;Almacen Central;0.0;300.0;323.0;0.0;0.0;300.0;323.0;1.0;CIM;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-10;Guía de remisión - R;208.0;Almacen Punto de Ventas 1;300.0;0.0;623.0;0.0;300.0;0.0;623.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-10;Salida por Consumo;431.0;Almacen Punto de Ventas 1;0.0;4.0;619.0;0.0;0.0;4.0;619.0;1.0;CIM;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-14;Salida por Consumo;453.0;Almacen Punto de Ventas 1;0.0;100.0;519.0;0.0;0.0;100.0;519.0;1.0;JEF;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-15;Salida por Consumo;455.0;Almacen Punto de Ventas 1;0.0;20.0;499.0;0.0;0.0;20.0;499.0;1.0;Madrid INMOBILIARIA;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-16;Salida por Consumo;467.0;Almacen Punto de Ventas 1;0.0;100.0;399.0;0.0;0.0;100.0;399.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-18;Salida por Consumo;483.0;Almacen Punto de Ventas 1;0.0;82.0;317.0;0.0;0.0;82.0;317.0;1.0;NEVADO CONSTRUCTORA;Online;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-19;Ajuste de Entrada;10.0;Almacen Punto de Ventas 1;32.0;0.0;349.0;1.0;32.0;0.0;349.0;1.0;;;
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-30;Guía de remisión - R;100003336.0;Almacen Central;0.0;10.0;339.0;0.0;0.0;10.0;339.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A
CP-00011;CAJA DE PASE 100X100X50MM  3/4 (F. G. 1.20).;2021-12-30;Venta Tienda Sin Doc;325.0;Almacen Punto de Ventas 1;0.0;15.0;324.0;0.0;0.0;15.0;324.0;1.0;SETECOM AIR;Presencial;Sector B
CP-00012;CAJA DE PASE 100X100X50MM  3/4 (F.G. 1.50).;;Saldo Anterior;;;;0.0;0.0;;;;0.0;0.0;;;
CP-00012;CAJA DE PASE 100X100X50MM  3/4 (F.G. 1.50).;2021-01-01;Apertura;44.0;Almacen Central;20.0;0.0;20.0;1.0;20.0;0.0;20.0;1.0;;;
CP-00012;CAJA DE PASE 100X100X50MM  3/4 (F.G. 1.50).;2021-01-01;Apertura;48.0;Almacen Central;40.0;0.0;60.0;1.0;40.0;0.0;60.0;1.0;;;
CP-00012;CAJA DE PASE 100X100X50MM  3/4 (F.G. 1.50).;2021-01-01;Apertura;113.0;Almacen Central;100.0;0.0;160.0;1.0;100.0;0.0;160.0;1.0;;;
CP-00012;CAJA DE PASE 100X100X50MM  3/4 (F.G. 1.50).;2021-03-24;Guía de remisión - R;142.0;Almacen Central;0.0;20.0;140.0;0.0;0.0;20.0;140.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;
CP-00012;CAJA DE PASE 100X100X50MM  3/4 (F.G. 1.50).;2021-03-24;Guía de remisión - R;151.0;Almacen Central;0.0;40.0;100.0;0.0;0.0;40.0;100.0;1.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B
CP-00012;CAJA DE PASE 100X100X50MM  3/4 (F.G. 1.50).;2021-07-13;Guía de remisión - R;73.0;Almacen Central;0.0;100.0;0.0;0.0;0.0;100.0;0.0;1.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector A
CP-00012;CAJA DE PASE 100X100X50MM  3/4 (F.G. 1.50).;2021-07-13;Guía de remisión - R;73.0;Almacen Punto de Ventas 1;100.0;0.0;100.0;0.0;100.0;0.0;100.0;1.0;;;
