AñoSemana,CP_01,CP_02,CP_03,CP_04,CP_05,CP_06,CP_07,CP_08,CP_09,CP_10,CP_11,CP_12,CP_13,CP_14,CR_01,CR_02,CR_03,CT_01,MECO_01,MZ_01
2021-W02,124.94,100.34,323.76,55.24,78.64,297.08,166.21,156.01,26.3,124.04,36.46,173.61,39.8,60.69,291.51,369.76,70.51,22.11,233.79,392.47
2021-W07,108.64,81.03,273.9,75.88,74.56,264.9,166.21,164.75,36.45,159.33,38.4,253.83,43.68,76.08,267.31,336.15,143.98,17.75,233.79,270.93
2021-W11,124.94,100.34,323.76,55.24,78.64,297.08,166.21,156.01,26.3,124.04,36.46,173.61,39.8,60.69,291.51,369.76,70.51,22.11,233.79,392.47
2021-W15,108.64,81.03,273.9,75.88,74.56,264.9,166.21,164.75,36.45,159.33,38.4,253.83,43.68,76.08,267.31,336.15,143.98,17.75,233.79,270.93
2021-W19,124.94,100.34,323.76,55.24,78.64,297.08,166.21,156.01,26.3,124.04,36.46,173.61,39.8,60.69,291.51,369.76,70.51,22.11,233.79,392.47
2021-W24,108.64,81.03,273.9,75.88,74.56,264.9,166.21,164.75,36.45,159.33,38.4,253.83,43.68,76.08,267.31,336.15,143.98,17.75,233.79,270.93
2021-W28,124.94,100.34,323.76,55.24,78.64,297.08,166.21,156.01,26.3,124.04,36.46,173.61,39.8,60.69,291.51,369.76,70.51,22.11,233.79,392.47
2021-W32,108.64,81.03,273.9,75.88,74.56,264.9,166.21,164.75,36.45,159.33,38.4,253.83,43.68,76.08,267.31,336.15,143.98,17.75,233.79,270.93
2021-W37,124.94,100.34,323.76,55.24,78.64,297.08,166.21,156.01,26.3,124.04,36.46,173.61,39.8,60.69,291.51,369.76,70.51,22.11,233.79,392.47
2021-W41,108.64,81.03,273.9,75.88,74.56,264.9,166.21,164.75,36.45,159.33,38.4,253.83,43.68,76.08,267.31,336.15,143.98,17.75,233.79,270.93
2021-W46,124.94,100.34,323.76,55.24,78.64,297.08,166.21,156.01,26.3,124.04,36.46,173.61,39.8,60.69,291.51,369.76,70.51,22.11,233.79,392.47
2021-W50,108.64,81.03,273.9,75.88,74.56,264.9,166.21,164.75,36.45,159.33,38.4,253.83,43.68,76.08,267.31,336.15,143.98,17.75,233.79,270.93
2021-W52,111.35666666666667,0.0,323.76,62.98,0.0,0.0,0.0,0.0,30.360000000000003,124.04,37.624,0.0,40.31733333333333,60.69,267.31,0.0,0.0,19.784666666666666,233.79,0.0
2022-W01,119.01272727272728,81.03,312.126,68.88903225806452,76.41454545454546,275.6266666666666,0.0,159.54761904761904,29.683333333333334,134.4665909090909,37.784126984126985,216.80538461538464,40.623030303030305,63.68249999999999,275.95285714285717,346.233,73.33576923076923,19.229285714285712,233.79,270.93
2022-W02,119.67384615384616,84.24833333333333,314.69454545454545,67.31245283018868,77.18285714285715,280.99,0.0,159.506,29.727272727272727,132.68244897959184,37.818,227.7118604651163,40.68685714285714,62.47953488372093,278.60333333333335,349.59399999999994,76.3876,19.467575757575755,233.79,286.1225
2022-W03,117.35206896551725,82.51538461538462,310.9388571428571,66.94626865671641,76.5296551724138,270.2633333333333,0.0,159.65166666666667,30.106250000000003,129.08142857142857,37.588727272727276,221.74200000000002,40.33150684931507,63.31756097560976,273.62304347826085,350.55428571428575,75.101875,19.481176470588235,233.79,270.93
2022-W04,119.25395348837209,81.03,314.96117647058827,65.56,76.37333333333333,264.9,0.0,159.506,30.795,134.12285714285716,37.479322033898306,213.72000000000003,40.45762711864407,63.1524,274.42764705882354,357.15625,76.89869565217391,19.57126582278481,233.79,270.93
2022-W05,119.31931034482758,87.46666666666667,309.8455813953488,66.98892307692307,76.91733333333333,270.93375,0.0,158.55916666666667,29.41048387096774,132.69603773584907,37.540506329113924,218.8249090909091,40.23924528301887,62.684999999999995,280.9882608695652,345.3163636363636,89.34846153846154,19.316875,233.79,287.6941379310345
2022-W06,118.37766233766234,86.77081081081081,312.67999999999995,67.6895238095238,76.89142857142858,274.554,166.21,159.30811320754717,30.795,130.26764705882354,37.50950819672131,225.41875000000002,40.70701298701298,64.2,278.01384615384615,350.0323913043478,95.43732142857142,19.767313432835824,233.79,286.1225
2022-W07,119.072,86.73522727272727,311.295,67.8175,77.14122448979592,272.21363636363634,166.21,158.6484905660377,30.720161290322583,131.4956338028169,37.624,228.49736842105264,41.03174603174603,63.72464788732394,277.8317391304348,349.594,95.0,19.073571428571427,233.79,278.2224
2022-W08,118.97098591549296,86.61973684210527,314.2279411764706,67.624,77.16425531914894,268.118,166.21,158.31867924528302,30.360000000000003,130.10546875,37.49643835616438,228.0990566037736,41.00225352112676,61.9725,275.78,342.87199999999996,86.3564705882353,19.073571428571427,233.79,277.4997297297297
2022-W09,119.60545454545455,87.62365853658537,314.30379310344824,68.50857142857143,76.83720930232558,271.6353488372093,166.21,158.48358490566036,31.305479452054797,130.5751851851852,37.676610169491525,219.63786885245904,40.52426666666666,64.2,277.3933333333333,348.30680851063823,88.285,19.594615384615384,233.79,287.88906976744187
2022-W10,116.45506849315068,87.65057142857142,311.0683636363636,68.312,76.95172413793104,271.5010256410256,166.21,159.1208474576271,30.913636363636368,129.00265625,37.707142857142856,218.5818181818182,40.58915254237288,64.2,276.3256862745098,344.18717391304347,96.91328125,19.69523076923077,233.79,285.7519512195122
2022-W11,117.69555555555556,85.8575,313.07571428571424,68.46249999999999,77.02,270.93375,166.21,159.66490909090908,29.683333333333334,131.73963636363638,37.63492957746479,216.5183720930233,40.839285714285715,63.17225806451613,275.76079365079363,350.08585365853656,88.07891304347827,19.22569230769231,233.79,288.29285714285714
2022-W12,119.50666666666666,87.32673913043479,313.78799999999995,66.43457627118644,76.97469387755102,270.3941463414634,166.21,158.31,30.685802469135805,130.1478846153846,37.334366197183094,220.95295081967214,40.684050632911394,63.58956521739131,275.65482758620686,351.0877777777778,99.41622950819672,19.71507042253521,233.79,304.07727272727277
2022-W13,120.13016393442622,88.51755102040816,314.69454545454545,67.03428571428572,76.63849056603775,272.5619047619047,166.21,159.77724137931034,30.302816901408452,127.62014492753624,37.6725,225.75300000000001,40.548771929824554,63.66870967741936,275.0885714285714,347.07325,96.44058823529413,19.96353846153846,233.79,283.59041666666667
2022-W14,117.74259740259741,86.70941176470589,316.63714285714286,67.99505617977528,77.06363636363636,270.7509090909091,166.21,159.21466666666666,30.57368421052632,130.37410256410257,37.509882352941176,234.18428571428572,40.51042253521126,63.488181818181815,274.90215686274513,350.76304347826084,94.12535714285715,19.408028169014084,233.79,278.68787234042554
2022-W15,117.39370370370371,88.22392156862745,310.7964,70.11294117647058,77.30344827586208,274.69391304347823,166.21,158.8638775510204,30.541791044776122,128.03509433962265,37.67942857142857,218.8249090909091,40.61354838709677,63.488181818181815,280.5962745098039,347.10978260869564,95.41508474576271,19.458648648648648,233.79,293.54209302325586
2022-W16,115.71358490566037,89.19961538461538,312.5012903225806,66.99696202531646,76.67846153846155,273.53365853658534,166.21,159.43745098039216,32.361805555555556,131.88222222222223,37.65384615384615,230.38107692307693,40.41263157894737,62.01672413793103,276.33985074626867,345.9870731707317,99.62075471698112,19.44194029850746,233.79,291.6176595744681
2022-W17,120.14588235294117,88.98117647058824,312.07406249999997,66.75076923076924,76.99063829787234,271.79571428571427,166.21,159.4758620689655,29.25058139534884,134.9749295774648,37.68369230769231,229.90473684210528,40.38787878787878,63.465245901639335,278.54571428571427,351.6623076923077,85.204,19.696428571428573,233.79,301.315
2022-W18,119.40964285714286,89.44717948717948,312.3056756756757,66.9545945945946,76.99230769230769,267.6582857142857,166.21,159.0851851851852,30.360000000000003,132.18384615384616,37.47217391304348,220.05315789473684,40.85818181818182,63.31756097560976,274.62627906976746,349.8040625,103.6435294117647,19.566666666666666,233.79,290.63918918918915
2022-W19,118.95224489795918,86.35689655172413,313.788,68.10260869565218,77.314,273.1748571428571,166.21,159.20346153846154,29.901612903225807,132.57790322580644,37.67942857142857,216.39400000000003,40.60833333333333,63.44641791044776,274.2242857142857,346.2964150943396,82.03470588235295,19.720958904109587,233.79,303.34066666666666
2022-W20,118.10451612903225,86.70941176470589,310.70142857142855,65.904,77.22448979591837,267.4744,166.21,160.2828888888889,30.713043478260875,132.27433333333335,37.462333333333326,217.2384210526316,40.66865671641791,64.97901639344262,274.79,350.26619999999997,89.78081967213114,20.186470588235295,233.79,290.3764
