AñoSemana,CP_01,CP_02,CP_03,CP_04,CP_05,CP_06,CP_07,CP_08,CP_09,CP_10,CP_11,CP_12,CP_13,CP_14,CR_01,CR_02,CR_03,CT_01,MECO_01,MZ_01
2021-W02,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2021-W07,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2021-W11,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2021-W15,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2021-W19,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2021-W24,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2021-W28,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2021-W32,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2021-W37,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2021-W41,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2021-W46,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2021-W50,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2021-W52,16.666666666666664,0.0,100.0,62.5,0.0,0.0,0.0,0.0,60.0,100.0,40.0,0.0,86.66666666666667,100.0,0.0,0.0,0.0,46.666666666666664,100.0,0.0
2022-W01,63.63636363636363,0.0,76.66666666666667,33.87096774193548,45.45454545454545,33.33333333333333,0.0,59.523809523809526,66.66666666666666,70.45454545454545,31.746031746031743,46.15384615384615,78.78787878787878,80.55555555555556,35.714285714285715,30.0,96.15384615384616,33.92857142857143,100.0,0.0
2022-W02,67.6923076923077,16.666666666666664,81.81818181818183,41.509433962264154,64.28571428571429,50.0,0.0,60.0,66.23376623376623,75.51020408163265,30.0,32.55813953488372,77.14285714285715,88.37209302325581,46.666666666666664,40.0,92.0,39.39393939393939,100.0,12.5
2022-W03,53.44827586206896,7.6923076923076925,74.28571428571429,43.28358208955223,48.275862068965516,16.666666666666664,0.0,58.333333333333336,62.5,85.71428571428571,41.81818181818181,40.0,86.3013698630137,82.92682926829268,26.08695652173913,42.857142857142854,93.75,39.705882352941174,100.0,0.0
2022-W04,65.11627906976744,0.0,82.35294117647058,50.0,44.44444444444444,0.0,0.0,60.0,55.714285714285715,71.42857142857143,47.45762711864407,50.0,83.05084745762711,84.0,29.411764705882355,62.5,91.30434782608695,41.77215189873418,100.0,0.0
2022-W05,65.51724137931035,33.33333333333333,72.09302325581395,43.07692307692308,57.77777777777777,18.75,0.0,70.83333333333334,69.35483870967742,75.47169811320755,44.303797468354425,43.63636363636363,88.67924528301887,87.03703703703704,56.52173913043478,27.27272727272727,74.35897435897436,35.9375,100.0,13.793103448275861
2022-W06,59.74025974025974,29.72972972972973,77.77777777777779,39.682539682539684,57.14285714285714,30.0,100.0,62.264150943396224,55.714285714285715,82.35294117647058,45.90163934426229,35.41666666666667,76.62337662337663,77.19298245614034,44.230769230769226,41.30434782608695,66.07142857142857,46.26865671641791,100.0,12.5
2022-W07,64.0,29.545454545454547,75.0,39.0625,63.26530612244898,22.727272727272727,100.0,69.81132075471697,56.451612903225815,78.87323943661971,40.0,31.57894736842105,68.25396825396825,80.28169014084507,43.47826086956522,40.0,66.66666666666666,30.357142857142854,100.0,6.0
