Periodo del;01/01/2021 al 31/12/2021;;;;;;;;;;;;
Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada;Salida;Saldo;Costo Unitario
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";06/12/2021;Salida por Consumo;398;Almacen Punto de Ventas 1;0;700;7390;0;0.00;700.00;7390.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";06/12/2021;Salida por Consumo;403;Almacen Punto de Ventas 1;0;50;7340;0;0.00;50.00;7340.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Venta Tienda Sin Doc;259;Almacen Punto de Ventas 1;0;10;7330;0;0.00;10.00;7330.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Guía de remisión - R;205;Almacen Central;0;1500;5830;0;0;1500;5830.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Guía de remisión - R;205;Almacen Punto de Ventas 1;1500;0;7330;0;1500;0;7330.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Salida por Consumo;405;Almacen Punto de Ventas 1;0;30;7300;0;0.00;30.00;7300.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Salida por Consumo;408;Almacen Punto de Ventas 1;0;100;7200;0;0.00;100.00;7200.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Salida por Consumo;409;Almacen Punto de Ventas 1;0;50;7150;0;0.00;50.00;7150.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Salida por Consumo;411;Almacen Punto de Ventas 1;0;35;7115;0;0.00;35.00;7115.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Salida por Consumo;412;Almacen Punto de Ventas 1;0;50;7065;0;0.00;50.00;7065.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Traspaso entre Almac;91;Almacen Punto de Venta 2;0;100;6965;0;0;100;6965.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";07/12/2021;Traspaso entre Almac;91;Almacen Punto de Ventas 1;100;0;7065;0;100;0;7065.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";09/12/2021;Entrada por Producci;156;Almacen Central;2464;0;9529;1;2464.00;0.00;9529.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";09/12/2021;Salida por Consumo;413;Almacen Punto de Ventas 1;0;100;9429;0;0.00;100.00;9429.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";09/12/2021;Salida por Consumo;415;Almacen Punto de Ventas 1;0;100;9329;0;0.00;100.00;9329.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";09/12/2021;Traspaso entre Almac;92;Almacen Punto de Venta 2;0;1900;7429;0;0;1900;7429.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";09/12/2021;Traspaso entre Almac;92;Almacen Punto de Ventas 1;1900;0;9329;0;1900;0;9329.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";09/12/2021;Venta Tienda Sin Doc;262;Almacen Punto de Ventas 1;0;7;9322;0;0.00;7.00;9322.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";10/12/2021;Guía de remisión - R;208;Almacen Central;0;1500;7822;0;0;1500;7822.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";10/12/2021;Guía de remisión - R;208;Almacen Punto de Ventas 1;1500;0;9322;0;1500;0;9322.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";10/12/2021;Salida por Consumo;427;Almacen Punto de Ventas 1;0;200;9122;0;0.00;200.00;9122.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";10/12/2021;Salida por Consumo;428;Almacen Punto de Ventas 1;0;50;9072;0;0.00;50.00;9072.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";10/12/2021;Salida por Consumo;432;Almacen Punto de Ventas 1;0;100;8972;0;0.00;100.00;8972.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";10/12/2021;Venta Tienda Sin Doc;267;Almacen Punto de Ventas 1;0;250;8722;0;0.00;250.00;8722.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";10/12/2021;Venta Tienda Sin Doc;268;Almacen Punto de Ventas 1;0;3000;5722;0;0.00;3000.00;5722.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";13/12/2021;Guía de remisión - R;210;Almacen Central;0;1500;4222;0;0;1500;4222.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";13/12/2021;Guía de remisión - R;210;Almacen Punto de Ventas 1;1500;0;5722;0;1500;0;5722.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";13/12/2021;Salida por Consumo;444;Almacen Punto de Ventas 1;0;200;5522;0;0.00;200.00;5522.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";13/12/2021;Venta Tienda Sin Doc;273;Almacen Punto de Ventas 1;0;140;5382;0;0.00;140.00;5382.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";14/12/2021;Guía de remisión - R;212;Almacen Central;0;750;4632;0;0;750;4632.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";14/12/2021;Guía de remisión - R;212;Almacen Punto de Venta 2;750;0;5382;0;750;0;5382.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";14/12/2021;Salida por Consumo;446;Almacen Punto de Ventas 1;0;50;5332;0;0.00;50.00;5332.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";14/12/2021;Salida por Consumo;447;Almacen Punto de Ventas 1;0;50;5282;0;0.00;50.00;5282.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";14/12/2021;Salida por Consumo;448;Almacen Punto de Ventas 1;0;100;5182;0;0.00;100.00;5182.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";14/12/2021;Salida por Consumo;449;Almacen Punto de Ventas 1;0;20;5162;0;0.00;20.00;5162.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";14/12/2021;Salida por Consumo;451;Almacen Punto de Ventas 1;0;100;5062;0;0.00;100.00;5062.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";15/12/2021;Salida por Consumo;456;Almacen Punto de Ventas 1;0;50;5012;0;0.00;50.00;5012.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";15/12/2021;Salida por Consumo;459;Almacen Punto de Ventas 1;0;80;4932;0;0.00;80.00;4932.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";16/12/2021;Salida por Consumo;465;Almacen Punto de Ventas 1;0;120;4812;0;0.00;120.00;4812.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";16/12/2021;Salida por Consumo;467;Almacen Punto de Ventas 1;0;26;4786;0;0.00;26.00;4786.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";16/12/2021;Salida por Consumo;470;Almacen Punto de Ventas 1;0;100;4686;0;0.00;100.00;4686.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";16/12/2021;Salida por Consumo;471;Almacen Punto de Ventas 1;0;20;4666;0;0.00;20.00;4666.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";17/12/2021;Venta Tienda Sin Doc;286;Almacen Punto de Ventas 1;0;300;4366;0;0.00;300.00;4366.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";17/12/2021;Venta Tienda Sin Doc;288;Almacen Punto de Ventas 1;0;50;4316;0;0.00;50.00;4316.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";17/12/2021;Venta Tienda Sin Doc;289;Almacen Punto de Ventas 1;0;400;3916;0;0.00;400.00;3916.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";17/12/2021;Venta Tienda Sin Doc;290;Almacen Punto de Ventas 1;0;6;3910;0;0.00;6.00;3910.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";17/12/2021;Venta Tienda Sin Doc;303;Almacen Punto de Ventas 1;0;100;3810;0;0.00;100.00;3810.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";17/12/2021;Traspaso entre Almac;99;Almacen Punto de Venta 2;0;100;3710;0;0;100;3710.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";17/12/2021;Traspaso entre Almac;99;Almacen Punto de Ventas 1;100;0;3810;0;100;0;3810.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";18/12/2021;Guía de remisión - R;217;Almacen Central;0;1000;2810;0;0;1000;2810.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";18/12/2021;Guía de remisión - R;217;Almacen Punto de Venta 2;1000;0;3810;0;1000;0;3810.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";18/12/2021;Traspaso entre Almac;100;Almacen Punto de Venta 2;0;950;2860;0;0;950;2860.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";18/12/2021;Traspaso entre Almac;100;Almacen Punto de Ventas 1;950;0;3810;0;950;0;3810.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";18/12/2021;Salida por Consumo;481;Almacen Punto de Ventas 1;0;10;3800;0;0.00;10.00;3800.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";18/12/2021;Salida por Consumo;482;Almacen Punto de Ventas 1;0;1650;2150;0;0.00;1650.00;2150.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";20/12/2021;Entrada por Producci;171;Almacen Central;2500;0;4650;1;2500.00;0.00;4650.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";21/12/2021;Entrada por Producci;176;Almacen Central;1000;0;5650;1;1000.00;0.00;5650.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";21/12/2021;Guía de remisión - R;219;Almacen Central;0;1000;4650;0;0;1000;4650.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";21/12/2021;Guía de remisión - R;219;Almacen Punto de Ventas 1;1000;0;5650;0;1000;0;5650.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";21/12/2021;Entrada por Producci;177;Almacen Central;3316;0;8966;1;3316.00;0.00;8966.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";21/12/2021;Venta Tienda Sin Doc;309;Almacen Punto de Ventas 1;0;100;8866;0;0.00;100.00;8866.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";22/12/2021;Guía de remisión - R;220;Almacen Central;0;1500;7366;0;0;1500;7366.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";22/12/2021;Guía de remisión - R;220;Almacen Punto de Ventas 1;1500;0;8866;0;1500;0;8866.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";22/12/2021;Salida por Consumo;503;Almacen Punto de Ventas 1;0;50;8816;0;0.00;50.00;8816.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";22/12/2021;Salida por Consumo;504;Almacen Punto de Ventas 1;0;100;8716;0;0.00;100.00;8716.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";22/12/2021;Salida por Consumo;509;Almacen Punto de Ventas 1;0;200;8516;0;0.00;200.00;8516.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";22/12/2021;Salida por Consumo;511;Almacen Punto de Ventas 1;0;120;8396;0;0.00;120.00;8396.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";23/12/2021;Salida por Consumo;521;Almacen Punto de Ventas 1;0;300;8096;0;0.00;300.00;8096.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";23/12/2021;Venta Tienda Sin Doc;315;Almacen Punto de Ventas 1;0;100;7996;0;0.00;100.00;7996.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";27/12/2021;Salida por Consumo;526;Almacen Punto de Ventas 1;0;50;7946;0;0.00;50.00;7946.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";27/12/2021;Salida por Consumo;528;Almacen Punto de Ventas 1;0;50;7896;0;0.00;50.00;7896.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";28/12/2021;Salida por Consumo;533;Almacen Punto de Ventas 1;0;50;7846;0;0.00;50.00;7846.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";28/12/2021;Salida por Consumo;535;Almacen Punto de Ventas 1;0;50;7796;0;0.00;50.00;7796.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";29/12/2021;Salida por Consumo;543;Almacen Punto de Ventas 1;0;6;7790;0;0.00;6.00;7790.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";29/12/2021;Venta Tienda Sin Doc;321;Almacen Punto de Ventas 1;0;75;7715;0;0.00;75.00;7715.00;1
"CEO 006";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.75).";29/12/2021;Venta Tienda Sin Doc;323;Almacen Punto de Ventas 1;0;600;7115;0;0.00;600.00;7115.00;1
"CEO 007";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.90).";;Saldo Anterior;;;;;0;;;;0.00;0
"CEO 007";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.90).";01/06/2021;Apertura;106;Almacen Central;50;0;50;1;50.00;0.00;50.00;1
"CEO 007";"CAJA OCTOG 100X40MM  3/4 (F. G. 0.90).";24/09/2021;Entrada por Producci;39;Almacen Central;242;0;292;1;242.00;0.00;292.00;1
