Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);13/03/2025;Salida de Materia Pr;130.0;Almacen Central;0.0;10.0;149.0;0.0;0.0;690.34;10284.71;69.034288
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);15/03/2025;Salida de Materia Pr;131.0;Almacen Central;0.0;10.0;139.0;0.0;0.0;690.34;9594.37;69.034288
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);18/03/2025;Salida de Materia Pr;132.0;Almacen Central;0.0;4.0;135.0;0.0;0.0;276.14;9318.23;69.034288
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);19/03/2025;Salida de Materia Pr;145.0;Almacen Central;0.0;7.0;128.0;0.0;0.0;483.24;8834.99;69.034288
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);19/03/2025;Salida de Materia Pr;146.0;Almacen Central;0.0;12.0;116.0;0.0;0.0;828.41;8006.58;69.034288
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/03/2025;Salida de Materia Pr;147.0;Almacen Central;0.0;60.0;56.0;0.0;0.0;4142.06;3864.52;69.034288
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);01/05/2025;Ajuste de Salida de ;333.0;Almacen Central;0.0;56.0;0.0;0.0;0.0;3865.92;-1.4;69.034288
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/05/2025;Entrada por Compra -;159.0;Almacen Central;80.0;0.0;80.0;69.0;5520.0;0.0;5518.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/05/2025;Entrada por Compra -;160.0;Almacen Central;80.0;0.0;160.0;69.0;5520.0;0.0;11038.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/05/2025;Salida de Materia Pr;160.0;Almacen Central;0.0;10.0;150.0;0.0;0.0;690.0;10348.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/05/2025;Salida de Materia Pr;161.0;Almacen Central;0.0;20.0;130.0;0.0;0.0;1380.0;8968.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);06/05/2025;Salida de Materia Pr;162.0;Almacen Central;0.0;20.0;110.0;0.0;0.0;1380.0;7588.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);08/05/2025;Salida de Materia Pr;163.0;Almacen Central;0.0;10.0;100.0;0.0;0.0;690.0;6898.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);08/05/2025;Salida de Materia Pr;164.0;Almacen Central;0.0;5.0;95.0;0.0;0.0;345.0;6553.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);08/05/2025;Salida de Materia Pr;165.0;Almacen Central;0.0;5.0;90.0;0.0;0.0;345.0;6208.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);09/05/2025;Salida de Materia Pr;166.0;Almacen Central;0.0;12.0;78.0;0.0;0.0;828.0;5380.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);09/05/2025;Salida de Materia Pr;167.0;Almacen Central;0.0;8.0;70.0;0.0;0.0;552.0;4828.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);10/05/2025;Salida de Materia Pr;168.0;Almacen Central;0.0;1.0;69.0;0.0;0.0;69.0;4759.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);10/05/2025;Salida de Materia Pr;169.0;Almacen Central;0.0;1.0;68.0;0.0;0.0;69.0;4690.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);10/05/2025;Entrada por Compra -;161.0;Almacen Central;66.0;0.0;134.0;69.0;4554.0;0.0;9244.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/05/2025;Salida de Materia Pr;170.0;Almacen Central;0.0;60.0;74.0;0.0;0.0;4140.0;5104.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/05/2025;Salida de Materia Pr;171.0;Almacen Central;0.0;3.0;71.0;0.0;0.0;207.0;4897.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/05/2025;Salida de Materia Pr;172.0;Almacen Central;0.0;4.0;67.0;0.0;0.0;276.0;4621.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);14/05/2025;Salida de Materia Pr;173.0;Almacen Central;0.0;50.0;17.0;0.0;0.0;3450.0;1171.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);14/05/2025;Salida de Materia Pr;174.0;Almacen Central;0.0;6.0;11.0;0.0;0.0;414.0;757.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);15/05/2025;Salida de Materia Pr;175.0;Almacen Central;0.0;11.0;0.0;0.0;0.0;759.0;-1.4;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/05/2025;Entrada por Compra -;162.0;Almacen Central;120.0;0.0;120.0;69.0;8280.0;0.0;8278.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/05/2025;Salida de Materia Pr;176.0;Almacen Central;0.0;4.0;116.0;0.0;0.0;276.0;8002.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/05/2025;Salida de Materia Pr;177.0;Almacen Central;0.0;13.0;103.0;0.0;0.0;897.0;7105.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);23/05/2025;Salida de Materia Pr;178.0;Almacen Central;0.0;5.0;98.0;0.0;0.0;345.0;6760.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);23/05/2025;Salida de Materia Pr;179.0;Almacen Central;0.0;2.0;96.0;0.0;0.0;138.0;6622.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);23/05/2025;Salida de Materia Pr;180.0;Almacen Central;0.0;50.0;46.0;0.0;0.0;3450.0;3172.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);26/05/2025;Salida de Materia Pr;181.0;Almacen Central;0.0;46.0;0.0;0.0;0.0;3174.0;-1.4;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);26/05/2025;Entrada por Compra -;165.0;Almacen Central;75.0;0.0;75.0;69.0;5175.0;0.0;5173.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);26/05/2025;Entrada por Compra -;166.0;Almacen Central;75.0;0.0;150.0;69.0;5175.0;0.0;10348.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);28/05/2025;Salida de Materia Pr;182.0;Almacen Central;0.0;6.0;144.0;0.0;0.0;414.0;9934.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);28/05/2025;Salida de Materia Pr;183.0;Almacen Central;0.0;15.0;129.0;0.0;0.0;1035.0;8899.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);29/05/2025;Salida de Materia Pr;184.0;Almacen Central;0.0;2.0;127.0;0.0;0.0;138.0;8761.6;69.0
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);29/05/2025;Salida de Materia Pr;185.0;Almacen Central;0.0;50.0;77.0;0.0;0.0;3450.0;5311.6;69.0
'20;BOLSA DE POLIETILENO 16X18MM;12/03/2021;Saldo Anterior;;;;;120.6;;;;1100.79;9.127598
'21;TORNILLO WAFER P/PUNTA BROCA ZINCADO 8X1/2;26/03/2021;Saldo Anterior;;;;;4.0;;;;81.36;20.339491
'22;MATRIZ RECT ESP FONDO 50 DE 3/4, 1 CIZALLA, 2 NOCKAUT DE 3/4.BLOQUE DE ACERO BONIFICADO CON 2 GUIAS;30/03/2021;Saldo Anterior;;;;;1.0;;;;7500.0;7500.0
'23;MATRIZ DE EMBUTIDO CAJA OCTOGONAL PARA 0.70 Y 0.90;01/03/2021;Saldo Anterior;;;;;1.0;;;;5200.0;5200.0
'24;MATRIZ DE CABECERA PROGRESIVA DE 1/2;14/04/2021;Saldo Anterior;;;;;1.0;;;;2584.75;2584.745
'25;PLANCHA GALVANIZADA  F°G° 0.60 (1200x2400mm);31/03/2023;Saldo Anterior;;;;;0.0;;;;-1.24;61.240333
'26;AMOLADORA BOSCH 670W;01/03/2021;Saldo Anterior;;;;;1.0;;;;161.02;161.02
'27;GATA BOTELLA TRUPER DE 2 TON;29/04/2021;Saldo Anterior;;;;;2.0;;;;84.75;42.372882
'28;MATRIZ PUNZONADORA Y DOBLADORA DE OREJAS PARA CAJA RECT LIVIANA Y PESADA;;Saldo Anterior;;;;;0.0;;;;0.0;0.0
'35;CAJA DE PASE 300X300X150MM CIEGA (F. G. 0.75);30/12/2024;Saldo Anterior;;;;;63.0;;;;63.0;1.0
'35;CAJA DE PASE 300X300X150MM CIEGA (F. G. 0.75);11/01/2025;Venta Tienda Sin Doc;16.0;Almacen Punto de Ventas 1;0.0;10.0;53.0;0.0;0.0;10.0;53.0;1.0
'35;CAJA DE PASE 300X300X150MM CIEGA (F. G. 0.75);18/01/2025;Ajuste de Entrada Ca;12.0;Almacen Punto de Ventas 1;1.0;0.0;54.0;1.0;1.0;0.0;54.0;1.0
'35;CAJA DE PASE 300X300X150MM CIEGA (F. G. 0.75);18/01/2025;Ajuste de Entrada Ca;48.0;Almacen Punto de Ventas 1;5.0;0.0;59.0;1.0;5.0;0.0;59.0;1.0
'35;CAJA DE PASE 300X300X150MM CIEGA (F. G. 0.75);18/01/2025;Ajuste de Salida de ;83.0;Almacen Punto de Ventas 1;0.0;41.0;18.0;0.0;0.0;41.0;18.0;1.0
'35;CAJA DE PASE 300X300X150MM CIEGA (F. G. 0.75);18/01/2025;Ajuste de Salida de ;84.0;Almacen Central;0.0;15.0;3.0;0.0;0.0;15.0;3.0;1.0
'35;CAJA DE PASE 300X300X150MM CIEGA (F. G. 0.75);21/01/2025;Venta Tienda Sin Doc;54.0;Almacen Punto de Ventas 1;0.0;3.0;0.0;0.0;0.0;3.0;0.0;1.0
'36;CAJA RECT 100X60X50MM 1/2 (F.G.1.15);22/04/2024;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'38;CAJA TELEF. 650X350X130MM (F.G.1.20);10/02/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'39;CAJA DE PASE 200X200X75MM 1 1/4” (F.G 1.50);06/07/2023;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'40;CAJA DE PASE 100X100X69MM 3/4 (F.G.1.50);03/06/2022;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'41;CAJA DE PASE 500X300X300MM CIEGA (F.G.1.15);15/09/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'42;CAJA DE PASE 400X300X100MM CIEGA (F.G.1.15);15/09/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'43;TAPA REDONDA CON LOGO 3/4 (F.G.1.20);22/05/2024;Saldo Anterior;;;;;280.0;;;;280.0;1.0
'43;TAPA REDONDA CON LOGO 3/4 (F.G.1.20);18/01/2025;Ajuste de Salida de ;70.0;Almacen Central;0.0;280.0;0.0;0.0;0.0;280.0;0.0;1.0
'44;CAJA RECT 100X60X50MM 3/4 (F.G.1.15);08/02/2023;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'45;CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50);16/08/2024;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'45;CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50);22/01/2025;Entrada por Producci;64.0;Almacen Central;50.0;0.0;50.0;1.0;50.0;0.0;50.0;1.0
'45;CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50);23/01/2025;GUIA ELECTRONICA-REM;100001282.0;Almacen Central;0.0;50.0;0.0;0.0;0.0;50.0;0.0;1.0
'45;CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50);08/02/2025;Entrada por Producci;101.0;Almacen Central;58.0;0.0;58.0;1.0;58.0;0.0;58.0;1.0
'45;CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50);10/02/2025;GUIA ELECTRONICA-REM;100001310.0;Almacen Central;0.0;58.0;0.0;0.0;0.0;58.0;0.0;1.0
'45;CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50);28/03/2025;Entrada por Producci;227.0;Almacen Central;4.0;0.0;4.0;1.0;4.0;0.0;4.0;1.0
'45;CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50);28/03/2025;GUIA ELECTRONICA-REM;100001409.0;Almacen Central;0.0;4.0;0.0;0.0;0.0;4.0;0.0;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);11/12/2024;Saldo Anterior;;;;;2588.0;;;;2587.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);04/01/2025;GUIA ELECTRONICA-REM;100001233.0;Almacen Central;0.0;600.0;1988.0;0.0;0.0;600.0;1987.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);04/01/2025;GUIA ELECTRONICA-REM;100001233.0;Almacen Punto de Ventas 1;600.0;0.0;2588.0;0.0;600.0;0.0;2587.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);07/01/2025;Traspaso entre Almac;11.0;Almacen Punto de Ventas 1;0.0;200.0;2388.0;0.0;0.0;200.0;2387.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);07/01/2025;Traspaso entre Almac;11.0;Almacen Punto de Venta 2;200.0;0.0;2588.0;0.0;200.0;0.0;2587.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);07/01/2025;Traspaso entre Almac;13.0;Almacen Punto de Ventas 1;0.0;400.0;2188.0;0.0;0.0;400.0;2187.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);07/01/2025;Traspaso entre Almac;13.0;Almacen Central;400.0;0.0;2588.0;0.0;400.0;0.0;2587.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);07/01/2025;GUIA ELECTRONICA-REM;100001237.0;Almacen Central;0.0;400.0;2188.0;0.0;0.0;400.0;2187.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);09/01/2025;Traspaso entre Almac;17.0;Almacen Punto de Venta 2;0.0;600.0;1588.0;0.0;0.0;600.0;1587.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);09/01/2025;Traspaso entre Almac;17.0;Almacen Punto de Ventas 1;600.0;0.0;2188.0;0.0;600.0;0.0;2187.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);18/01/2025;Ajuste de Salida de ;62.0;Almacen Central;0.0;1.0;2187.0;0.0;0.0;1.0;2186.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);18/01/2025;Ajuste de Salida de ;69.0;Almacen Punto de Ventas 1;0.0;633.0;1554.0;0.0;0.0;633.0;1553.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);21/01/2025;Traspaso entre Almac;33.0;Almacen Punto de Venta 2;0.0;300.0;1254.0;0.0;0.0;300.0;1253.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);21/01/2025;Traspaso entre Almac;33.0;Almacen Punto de Ventas 1;300.0;0.0;1554.0;0.0;300.0;0.0;1553.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);22/01/2025;Ajuste de Salida de ;85.0;Almacen Central;0.0;4.0;1550.0;0.0;0.0;4.0;1549.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);22/01/2025;Ajuste de Salida de ;86.0;Almacen Punto de Ventas 1;0.0;300.0;1250.0;0.0;0.0;300.0;1249.98;1.0
'46;CAJA RECT 100X55X40MM 1/2 (F. G. 1.50);22/01/2025;Ajuste de Salida de ;87.0;Almacen Punto de Venta 2;0.0;1250.0;0.0;0.0;0.0;1250.0;-0.02;1.0
'47;CAJA DE PASE 150X150X70MM HCO ESP (F.G.1.50);15/09/2022;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'48;CAJA DE PASE 150X150X100MM 1/2 (F.G.0.75);13/09/2023;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'49;CAJA DE PASE 650X500X150MM C/H (F.G.1.20);10/10/2023;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'5;CINTA DE EMBALAJE;21/04/2021;Saldo Anterior;;;;;318.0;;;;446.6;1.379612
'50;CAJA DE PASE 1100X800X200MM (F.G.1.20);12/03/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'51;CAJA DE PASE 500X500X200MM CIEGA (F.G.1.50);22/05/2024;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'52;CAJA DE PASE 700X700X250MM CIEGA (F.G.1.50);22/03/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'53;CAJA DE PASE 650X350X150MM CIEGA (F.G.1.50);12/01/2023;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'54;CAJA DE PASE 800X500X150MM CIEGA (F.G.1.20);23/02/2024;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'55;GABINETE ADOSABLE 650X650X200MM (F.G.1.50);06/03/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'58;CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20);26/07/2022;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'59;GABINETE ADOSABLE 500X800X200MM CIEGA (F.G. 1.50);14/04/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);31/10/2024;Saldo Anterior;;;;;2.5;;;;204.96;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);02/01/2025;Salida de Materia Pr;40.0;Almacen Central;0.0;2.5;0.0;0.0;0.0;206.25;-1.29;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);07/01/2025;Entrada por Compra -;20.0;Almacen Central;30.0;0.0;30.0;82.5;2475.0;0.0;2473.71;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);07/01/2025;Salida de Materia Pr;26.0;Almacen Central;0.0;30.0;0.0;0.0;0.0;2475.0;-1.29;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);28/01/2025;Entrada por Compra -;43.0;Almacen Central;20.0;0.0;20.0;82.5;1650.0;0.0;1648.71;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);31/01/2025;Entrada por Compra -;44.0;Almacen Central;1.0;0.0;21.0;82.5;82.5;0.0;1731.21;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);01/02/2025;Salida de Materia Pr;66.0;Almacen Central;0.0;1.0;20.0;0.0;0.0;82.5;1648.71;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);04/02/2025;Entrada por Compra -;74.0;Almacen Central;6.0;0.0;26.0;82.5;495.0;0.0;2143.71;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);06/02/2025;Salida de Materia Pr;67.0;Almacen Central;0.0;20.0;6.0;0.0;0.0;1650.0;493.71;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);07/02/2025;Salida de Materia Pr;97.0;Almacen Central;0.0;6.0;0.0;0.0;0.0;495.0;-1.29;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);20/02/2025;Entrada por Compra -;75.0;Almacen Central;25.0;0.0;25.0;82.5;2062.5;0.0;2061.21;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);22/02/2025;Salida de Materia Pr;100.0;Almacen Central;0.0;25.0;0.0;0.0;0.0;2062.5;-1.29;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);12/03/2025;Entrada por Compra -;108.0;Almacen Central;5.0;0.0;5.0;82.5;412.5;0.0;411.21;82.5
'6;PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm);12/03/2025;Salida de Materia Pr;142.0;Almacen Central;0.0;5.0;0.0;0.0;0.0;412.5;-1.29;82.5
'60;CAJA DE PASE 650X350X150MM - TIPO C (F.G.1.20);14/04/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'60;CAJA DE PASE 650X350X150MM - TIPO C (F.G.1.20);18/02/2025;Entrada por Compra -;72.0;Almacen Punto de Ventas 1;2.0;0.0;2.0;127.118644;254.24;0.0;254.24;127.12
'60;CAJA DE PASE 650X350X150MM - TIPO C (F.G.1.20);18/02/2025;Salida por Consumo;700006963.0;Almacen Punto de Ventas 1;0.0;2.0;0.0;0.0;0.0;254.24;0.0;127.12
'62;CAJA DE PASE ELECTRICA 3990X245X200MM (F.G.1.50);14/05/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'63;CAJA DE PASE 350X350X150MM (F.G.1.50);13/10/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'66;CAJA DE PASE 200X200X150MM CIEGA (F.G.0.75);30/11/2024;Saldo Anterior;;;;;53.0;;;;100.12;1.897127
'66;CAJA DE PASE 200X200X150MM CIEGA (F.G.0.75);11/01/2025;Venta Tienda Sin Doc;16.0;Almacen Punto de Ventas 1;0.0;10.0;43.0;0.0;0.0;18.97;81.15;1.897127
