Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;09/04/2025;Traspaso entre Almac;174.0;Almacen Punto de Venta 2;0.0;1200.0;3182.0;0.0;0.0;1203.95;3193.26;1.003292
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;09/04/2025;Traspaso entre Almac;174.0;Almacen Punto de Ventas 1;1200.0;0.0;4382.0;0.0;1203.95;0.0;4397.21;1.003292
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;10/04/2025;Traspaso entre Almac;175.0;Almacen Punto de Ventas 1;0.0;1200.0;3182.0;0.0;0.0;1203.95;3193.26;1.003292
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;10/04/2025;Traspaso entre Almac;175.0;Almacen Punto de Venta 2;1200.0;0.0;4382.0;0.0;1203.95;0.0;4397.21;1.003292
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;11/04/2025;Entrada por Producci;247.0;Almacen Central;1028.0;0.0;5410.0;1.0;1028.0;0.0;5425.21;1.002666
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;11/04/2025;GUIA ELECTRONICA-REM;100001435.0;Almacen Central;0.0;1028.0;4382.0;0.0;0.0;1030.74;4394.47;1.002666
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;11/04/2025;GUIA ELECTRONICA-REM;100001435.0;Almacen Punto de Ventas 1;1028.0;0.0;5410.0;0.0;1030.74;0.0;5425.21;1.002666
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;11/04/2025;Salida por Consumo;700007456.0;Almacen Punto de Ventas 1;0.0;30.0;5380.0;0.0;0.0;30.08;5395.13;1.002666
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;14/04/2025;Salida por Consumo;700007470.0;Almacen Punto de Ventas 1;0.0;1700.0;3680.0;0.0;0.0;1704.53;3690.6;1.002666
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;15/04/2025;Entrada por Producci;250.0;Almacen Central;1500.0;0.0;5180.0;1.0;1500.0;0.0;5190.6;1.001893
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;15/04/2025;GUIA ELECTRONICA-REM;100001439.0;Almacen Central;0.0;1500.0;3680.0;0.0;0.0;1502.84;3687.76;1.001893
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;15/04/2025;GUIA ELECTRONICA-REM;100001439.0;Almacen Punto de Ventas 1;1500.0;0.0;5180.0;0.0;1502.84;0.0;5190.6;1.001893
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;15/04/2025;Traspaso entre Almac;184.0;Almacen Punto de Ventas 1;0.0;1000.0;4180.0;0.0;0.0;1001.89;4188.71;1.001893
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;15/04/2025;Traspaso entre Almac;184.0;Almacen Punto de Venta 2;1000.0;0.0;5180.0;0.0;1001.89;0.0;5190.6;1.001893
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;16/04/2025;Entrada por Producci;252.0;Almacen Central;500.0;0.0;5680.0;1.0;500.0;0.0;5690.6;1.001726
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;16/04/2025;GUIA ELECTRONICA-REM;100001441.0;Almacen Central;0.0;500.0;5180.0;0.0;0.0;500.86;5189.74;1.001726
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;16/04/2025;GUIA ELECTRONICA-REM;100001441.0;Almacen Punto de Ventas 1;500.0;0.0;5680.0;0.0;500.86;0.0;5690.6;1.001726
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;16/04/2025;Venta Tienda Sin Doc;284.0;Almacen Punto de Ventas 1;0.0;10.0;5670.0;0.0;0.0;10.02;5680.58;1.001726
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;19/04/2025;Salida por Consumo;700007487.0;Almacen Punto de Ventas 1;0.0;100.0;5570.0;0.0;0.0;100.17;5580.41;1.001726
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;19/04/2025;Salida por Consumo;700007488.0;Almacen Punto de Ventas 1;0.0;30.0;5540.0;0.0;0.0;30.05;5550.36;1.001726
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;22/04/2025;Salida por Consumo;700007496.0;Almacen Punto de Ventas 1;0.0;100.0;5440.0;0.0;0.0;100.17;5450.19;1.001726
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;22/04/2025;Salida por Consumo;700007500.0;Almacen Punto de Ventas 1;0.0;12.0;5428.0;0.0;0.0;12.02;5438.17;1.001726
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;22/04/2025;Salida por Consumo;700007505.0;Almacen Punto de Ventas 1;0.0;30.0;5398.0;0.0;0.0;30.05;5408.12;1.001726
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;25/04/2025;Entrada por Producci;269.0;Almacen Central;1242.0;0.0;6640.0;1.0;1242.0;0.0;6650.12;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;25/04/2025;Salida por Consumo;700007530.0;Almacen Punto de Ventas 1;0.0;4.0;6636.0;0.0;0.0;4.01;6646.11;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;26/04/2025;Ajuste de Salida de ;272.0;Almacen Punto de Venta 2;0.0;1291.0;5345.0;0.0;0.0;1292.81;5353.3;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;26/04/2025;Ajuste de Salida de ;304.0;Almacen Punto de Ventas 1;0.0;963.0;4382.0;0.0;0.0;964.35;4388.95;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;28/04/2025;GUIA ELECTRONICA-REM;100001458.0;Almacen Central;0.0;1242.0;3140.0;0.0;0.0;1243.74;3145.21;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;28/04/2025;GUIA ELECTRONICA-REM;100001458.0;Almacen Punto de Ventas 1;1242.0;0.0;4382.0;0.0;1243.74;0.0;4388.95;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;28/04/2025;Salida por Consumo;700007551.0;Almacen Punto de Ventas 1;0.0;4.0;4378.0;0.0;0.0;4.01;4384.94;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;28/04/2025;Salida por Consumo;700007553.0;Almacen Punto de Ventas 1;0.0;35.0;4343.0;0.0;0.0;35.05;4349.89;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;29/04/2025;Salida por Consumo;700007559.0;Almacen Punto de Ventas 1;0.0;500.0;3843.0;0.0;0.0;500.7;3849.19;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;29/04/2025;Salida por Consumo;700007561.0;Almacen Punto de Ventas 1;0.0;150.0;3693.0;0.0;0.0;150.21;3698.98;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;29/04/2025;Salida por Consumo;700007562.0;Almacen Punto de Ventas 1;0.0;15.0;3678.0;0.0;0.0;15.02;3683.96;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;29/04/2025;Salida por Consumo;700007564.0;Almacen Punto de Ventas 1;0.0;10.0;3668.0;0.0;0.0;10.01;3673.95;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;02/05/2025;Salida por Consumo;700007573.0;Almacen Punto de Ventas 1;0.0;1300.0;2368.0;0.0;0.0;1301.82;2372.13;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;05/05/2025;Salida por Consumo;700007584.0;Almacen Punto de Ventas 1;0.0;40.0;2328.0;0.0;0.0;40.06;2332.07;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;06/05/2025;Salida por Consumo;700007600.0;Almacen Punto de Ventas 1;0.0;70.0;2258.0;0.0;0.0;70.1;2261.97;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;07/05/2025;Salida por Consumo;700007602.0;Almacen Punto de Ventas 1;0.0;50.0;2208.0;0.0;0.0;50.07;2211.9;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;08/05/2025;Traspaso entre Almac;227.0;Almacen Punto de Venta 2;0.0;100.0;2108.0;0.0;0.0;100.14;2111.76;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;08/05/2025;Traspaso entre Almac;227.0;Almacen Punto de Ventas 1;100.0;0.0;2208.0;0.0;100.14;0.0;2211.9;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;08/05/2025;Salida por Consumo;700007615.0;Almacen Punto de Ventas 1;0.0;17.0;2191.0;0.0;0.0;17.02;2194.88;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;08/05/2025;Salida por Consumo;700007618.0;Almacen Punto de Ventas 1;0.0;50.0;2141.0;0.0;0.0;50.07;2144.81;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;09/05/2025;Traspaso entre Almac;229.0;Almacen Punto de Venta 2;0.0;500.0;1641.0;0.0;0.0;500.7;1644.11;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;09/05/2025;Traspaso entre Almac;229.0;Almacen Punto de Ventas 1;500.0;0.0;2141.0;0.0;500.7;0.0;2144.81;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;09/05/2025;Venta Tienda Sin Doc;348.0;Almacen Punto de Ventas 1;0.0;17.0;2124.0;0.0;0.0;17.02;2127.79;1.001403
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;10/05/2025;Entrada por Producci;306.0;Almacen Central;3184.0;0.0;5308.0;1.0;3184.0;0.0;5311.79;1.000561
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;10/05/2025;GUIA ELECTRONICA-REM;100001480.0;Almacen Central;0.0;3184.0;2124.0;0.0;0.0;3185.79;2126.0;1.000561
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;10/05/2025;GUIA ELECTRONICA-REM;100001480.0;Almacen Punto de Ventas 1;3184.0;0.0;5308.0;0.0;3185.79;0.0;5311.79;1.000561
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;10/05/2025;Salida por Consumo;700007627.0;Almacen Punto de Ventas 1;0.0;2194.0;3114.0;0.0;0.0;2195.23;3116.56;1.000561
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;10/05/2025;Traspaso entre Almac;231.0;Almacen Punto de Ventas 1;0.0;900.0;2214.0;0.0;0.0;900.5;2216.06;1.000561
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;10/05/2025;Traspaso entre Almac;231.0;Almacen Punto de Venta 2;900.0;0.0;3114.0;0.0;900.5;0.0;3116.56;1.000561
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;12/05/2025;Entrada por Producci;322.0;Almacen Central;62.0;0.0;3176.0;1.0;62.0;0.0;3178.56;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;12/05/2025;GUIA ELECTRONICA-REM;100001488.0;Almacen Central;0.0;62.0;3114.0;0.0;0.0;62.03;3116.53;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;12/05/2025;GUIA ELECTRONICA-REM;100001488.0;Almacen Punto de Ventas 1;62.0;0.0;3176.0;0.0;62.03;0.0;3178.56;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;15/05/2025;Salida por Consumo;700007680.0;Almacen Punto de Ventas 1;0.0;150.0;3026.0;0.0;0.0;150.08;3028.48;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;15/05/2025;Salida por Consumo;700007681.0;Almacen Punto de Ventas 1;0.0;15.0;3011.0;0.0;0.0;15.01;3013.47;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;15/05/2025;Salida por Consumo;700007685.0;Almacen Punto de Ventas 1;0.0;50.0;2961.0;0.0;0.0;50.03;2963.44;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;16/05/2025;Salida por Consumo;700007694.0;Almacen Punto de Ventas 1;0.0;50.0;2911.0;0.0;0.0;50.03;2913.41;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;16/05/2025;Salida por Consumo;700007697.0;Almacen Punto de Ventas 1;0.0;100.0;2811.0;0.0;0.0;100.06;2813.35;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;19/05/2025;Salida por Consumo;700007724.0;Almacen Punto de Ventas 1;0.0;100.0;2711.0;0.0;0.0;100.06;2713.29;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;20/05/2025;Venta Tienda Sin Doc;368.0;Almacen Punto de Ventas 1;0.0;2.0;2709.0;0.0;0.0;2.0;2711.29;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;21/05/2025;Salida por Consumo;700007748.0;Almacen Punto de Ventas 1;0.0;20.0;2689.0;0.0;0.0;20.01;2691.28;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;22/05/2025;Salida por Consumo;700007758.0;Almacen Punto de Ventas 1;0.0;200.0;2489.0;0.0;0.0;200.11;2491.17;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;23/05/2025;Salida por Consumo;700007763.0;Almacen Punto de Ventas 1;0.0;5.0;2484.0;0.0;0.0;5.0;2486.17;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;23/05/2025;Traspaso entre Almac;255.0;Almacen Punto de Venta 2;0.0;500.0;1984.0;0.0;0.0;500.28;1985.89;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;23/05/2025;Traspaso entre Almac;255.0;Almacen Punto de Ventas 1;500.0;0.0;2484.0;0.0;500.28;0.0;2486.17;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;24/05/2025;Salida por Consumo;700007773.0;Almacen Punto de Ventas 1;0.0;60.0;2424.0;0.0;0.0;60.03;2426.14;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;26/05/2025;Traspaso entre Almac;260.0;Almacen Punto de Venta 2;0.0;200.0;2224.0;0.0;0.0;200.11;2226.03;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;26/05/2025;Traspaso entre Almac;260.0;Almacen Punto de Ventas 1;200.0;0.0;2424.0;0.0;200.11;0.0;2426.14;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;26/05/2025;Salida por Consumo;700007781.0;Almacen Punto de Ventas 1;0.0;200.0;2224.0;0.0;0.0;200.11;2226.03;1.00055
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;Entrada por Producci;375.0;Almacen Central;1350.0;0.0;3574.0;1.0;1350.0;0.0;3576.03;1.000342
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;GUIA ELECTRONICA-REM;100001520.0;Almacen Central;0.0;1350.0;2224.0;0.0;0.0;1350.46;2225.57;1.000342
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;GUIA ELECTRONICA-REM;100001520.0;Almacen Punto de Ventas 1;1350.0;0.0;3574.0;0.0;1350.46;0.0;3576.03;1.000342
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;Entrada por Producci;377.0;Almacen Central;1273.0;0.0;4847.0;1.0;1273.0;0.0;4849.03;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;Venta Tienda Sin Doc;385.0;Almacen Punto de Ventas 1;0.0;5.0;4842.0;0.0;0.0;5.0;4844.03;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;GUIA ELECTRONICA-REM;100001522.0;Almacen Central;0.0;1273.0;3569.0;0.0;0.0;1273.32;3570.71;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;GUIA ELECTRONICA-REM;100001522.0;Almacen Punto de Ventas 1;1273.0;0.0;4842.0;0.0;1273.32;0.0;4844.03;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;Salida por Consumo;700007787.0;Almacen Punto de Ventas 1;0.0;50.0;4792.0;0.0;0.0;50.01;4794.02;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;Salida por Consumo;700007788.0;Almacen Punto de Ventas 1;0.0;400.0;4392.0;0.0;0.0;400.1;4393.92;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;Salida por Consumo;700007790.0;Almacen Punto de Ventas 1;0.0;50.0;4342.0;0.0;0.0;50.01;4343.91;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;Traspaso entre Almac;262.0;Almacen Punto de Ventas 1;0.0;1273.0;3069.0;0.0;0.0;1273.32;3070.59;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;27/05/2025;Traspaso entre Almac;262.0;Almacen Punto de Venta 2;1273.0;0.0;4342.0;0.0;1273.32;0.0;4343.91;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;28/05/2025;Venta Tienda Sin Doc;389.0;Almacen Punto de Ventas 1;0.0;12.0;4330.0;0.0;0.0;12.0;4331.91;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;28/05/2025;Salida por Consumo;700007799.0;Almacen Punto de Ventas 1;0.0;500.0;3830.0;0.0;0.0;500.13;3831.78;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;29/05/2025;Venta Tienda Sin Doc;393.0;Almacen Punto de Ventas 1;0.0;50.0;3780.0;0.0;0.0;50.01;3781.77;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;31/05/2025;Salida por Consumo;700007827.0;Almacen Punto de Ventas 1;0.0;200.0;3580.0;0.0;0.0;200.05;3581.72;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;31/05/2025;Ajuste de Salida de ;361.0;Almacen Punto de Ventas 1;0.0;170.0;3410.0;0.0;0.0;170.04;3411.68;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;31/05/2025;Ajuste de Salida de ;362.0;Almacen Punto de Ventas 1;0.0;6.0;3404.0;0.0;0.0;6.0;3405.68;1.000252
CER 008;CAJA RECT 100X55X40MM 3/4 (F. G. 1.20).;31/05/2025;Ajuste de Salida de ;379.0;Almacen Punto de Venta 2;0.0;1559.0;1845.0;0.0;0.0;1559.39;1846.29;1.000252
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;19/11/2024;Saldo Anterior;;;;;1232.0;;;;1232.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;04/01/2025;GUIA ELECTRONICA-REM;100001233.0;Almacen Central;0.0;248.0;984.0;0.0;0.0;248.0;984.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;04/01/2025;GUIA ELECTRONICA-REM;100001233.0;Almacen Punto de Ventas 1;248.0;0.0;1232.0;0.0;248.0;0.0;1232.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;07/01/2025;Traspaso entre Almac;11.0;Almacen Punto de Ventas 1;0.0;48.0;1184.0;0.0;0.0;48.0;1184.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;07/01/2025;Traspaso entre Almac;11.0;Almacen Punto de Venta 2;48.0;0.0;1232.0;0.0;48.0;0.0;1232.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;07/01/2025;Traspaso entre Almac;12.0;Almacen Punto de Venta 2;0.0;200.0;1032.0;0.0;0.0;200.0;1032.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;07/01/2025;Traspaso entre Almac;12.0;Almacen Punto de Ventas 1;200.0;0.0;1232.0;0.0;200.0;0.0;1232.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;07/01/2025;Traspaso entre Almac;13.0;Almacen Punto de Ventas 1;0.0;300.0;932.0;0.0;0.0;300.0;932.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;07/01/2025;Traspaso entre Almac;13.0;Almacen Central;300.0;0.0;1232.0;0.0;300.0;0.0;1232.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;07/01/2025;GUIA ELECTRONICA-REM;100001237.0;Almacen Central;0.0;300.0;932.0;0.0;0.0;300.0;932.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;18/01/2025;Ajuste de Salida de ;20.0;Almacen Punto de Ventas 1;0.0;100.0;832.0;0.0;0.0;100.0;832.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;18/01/2025;Ajuste de Entrada Ca;49.0;Almacen Punto de Venta 2;100.0;0.0;932.0;1.0;100.0;0.0;932.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;21/01/2025;Traspaso entre Almac;33.0;Almacen Punto de Venta 2;0.0;400.0;532.0;0.0;0.0;400.0;532.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;21/01/2025;Traspaso entre Almac;33.0;Almacen Punto de Ventas 1;400.0;0.0;932.0;0.0;400.0;0.0;932.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;22/01/2025;Traspaso entre Almac;34.0;Almacen Punto de Ventas 1;0.0;400.0;532.0;0.0;0.0;400.0;532.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;22/01/2025;Traspaso entre Almac;34.0;Almacen Central;400.0;0.0;932.0;0.0;400.0;0.0;932.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;23/01/2025;GUIA ELECTRONICA-REM;100001282.0;Almacen Central;0.0;400.0;532.0;0.0;0.0;400.0;532.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;30/01/2025;Traspaso entre Almac;52.0;Almacen Punto de Venta 2;0.0;50.0;482.0;0.0;0.0;50.0;482.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;30/01/2025;Traspaso entre Almac;52.0;Almacen Punto de Ventas 1;50.0;0.0;532.0;0.0;50.0;0.0;532.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;30/01/2025;Venta Tienda Sin Doc;82.0;Almacen Punto de Ventas 1;0.0;50.0;482.0;0.0;0.0;50.0;482.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;31/01/2025;Traspaso entre Almac;58.0;Almacen Punto de Venta 2;0.0;250.0;232.0;0.0;0.0;250.0;232.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;31/01/2025;Traspaso entre Almac;58.0;Almacen Punto de Ventas 1;250.0;0.0;482.0;0.0;250.0;0.0;482.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;03/02/2025;Ajuste de Salida de ;148.0;Almacen Punto de Ventas 1;0.0;250.0;232.0;0.0;0.0;250.0;232.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;05/02/2025;Traspaso entre Almac;64.0;Almacen Punto de Venta 2;0.0;50.0;182.0;0.0;0.0;50.0;182.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;05/02/2025;Traspaso entre Almac;64.0;Almacen Punto de Ventas 1;50.0;0.0;232.0;0.0;50.0;0.0;232.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;08/02/2025;Traspaso entre Almac;72.0;Almacen Punto de Venta 2;0.0;170.0;62.0;0.0;0.0;170.0;62.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;08/02/2025;Traspaso entre Almac;72.0;Almacen Central;170.0;0.0;232.0;0.0;170.0;0.0;232.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;08/02/2025;Ajuste de Entrada Ca;114.0;Almacen Central;10.0;0.0;242.0;1.0;10.0;0.0;242.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;10/02/2025;GUIA ELECTRONICA-REM;100001310.0;Almacen Central;0.0;180.0;62.0;0.0;0.0;180.0;62.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;12/02/2025;Traspaso entre Almac;86.0;Almacen Punto de Ventas 1;0.0;50.0;12.0;0.0;0.0;50.0;12.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;12/02/2025;Traspaso entre Almac;86.0;Almacen Punto de Venta 2;50.0;0.0;62.0;0.0;50.0;0.0;62.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;14/02/2025;Traspaso entre Almac;91.0;Almacen Punto de Venta 2;0.0;50.0;12.0;0.0;0.0;50.0;12.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;14/02/2025;Traspaso entre Almac;91.0;Almacen Central;50.0;0.0;62.0;0.0;50.0;0.0;62.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;14/02/2025;Ajuste de Entrada Ca;118.0;Almacen Central;50.0;0.0;112.0;1.0;50.0;0.0;112.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;14/02/2025;GUIA ELECTRONICA-REM;100001322.0;Almacen Central;0.0;100.0;12.0;0.0;0.0;100.0;12.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;25/02/2025;Entrada por Producci;141.0;Almacen Central;100.0;0.0;112.0;1.0;100.0;0.0;112.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;25/02/2025;GUIA ELECTRONICA-REM;100001338.0;Almacen Central;0.0;100.0;12.0;0.0;0.0;100.0;12.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;26/02/2025;Entrada por Producci;146.0;Almacen Central;1195.0;0.0;1207.0;1.0;1195.0;0.0;1207.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;07/03/2025;GUIA ELECTRONICA-REM;100001355.0;Almacen Central;0.0;300.0;907.0;0.0;0.0;300.0;907.41;1.0
CER 009;CAJA RECT 100X55X40MM 3/4 (F. G. 1.50).;19/03/2025;GUIA ELECTRONICA-REM;100001388.0;Almacen Central;0.0;200.0;707.0;0.0;0.0;200.0;707.41;1.0
