Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;27/03/2023;Guía de remisión - R;100004239.0;Almacen Punto de Venta 2;8.0;0.0;8.0;0.0;8.0;0.0;8.0;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;29/03/2023;Entrada por Compra -;70.0;Almacen Punto de Ventas 1;160.0;0.0;168.0;1.991525;318.64;0.0;326.64;1.944285
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;29/03/2023;Venta Tienda Sin Doc;177.0;Almacen Punto de Ventas 1;0.0;160.0;8.0;0.0;0.0;311.09;15.55;1.944285
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/04/2023;Traspaso entre Almac;36.0;Almacen Punto de Venta 2;0.0;8.0;0.0;0.0;0.0;15.55;0.0;1.944285
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/04/2023;Traspaso entre Almac;36.0;Almacen Punto de Ventas 1;8.0;0.0;8.0;0.0;15.55;0.0;15.55;1.944285
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/04/2023;Entrada por Compra -;83.0;Almacen Punto de Ventas 1;209.0;0.0;217.0;1.991525;416.23;0.0;431.78;1.989789
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/04/2023;Venta Tienda Sin Doc;207.0;Almacen Punto de Ventas 1;0.0;209.0;8.0;0.0;0.0;415.87;15.91;1.989789
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;05/04/2023;Entrada por Compra -;85.0;Almacen Punto de Ventas 1;174.0;0.0;182.0;1.991525;346.53;0.0;362.44;1.991474
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/04/2023;Venta Tienda Sin Doc;242.0;Almacen Punto de Ventas 1;0.0;4.0;178.0;0.0;0.0;7.97;354.47;1.991474
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/04/2023;Entrada por Compra -;88.0;Almacen Punto de Ventas 1;376.0;0.0;554.0;1.991525;748.81;0.0;1103.28;1.991502
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/04/2023;Venta Tienda Sin Doc;247.0;Almacen Punto de Ventas 1;0.0;500.0;54.0;0.0;0.0;995.75;107.53;1.991502
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/04/2023;Traspaso entre Almac;40.0;Almacen Punto de Ventas 1;0.0;50.0;4.0;0.0;0.0;99.58;7.95;1.991502
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/04/2023;Traspaso entre Almac;40.0;Almacen Central;50.0;0.0;54.0;0.0;99.58;0.0;107.53;1.991502
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;12/04/2023;Guía de remisión - R;100004274.0;Almacen Central;0.0;50.0;4.0;0.0;0.0;99.58;7.95;1.991502
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;17/04/2023;Entrada por Producci;218.0;Almacen Central;2500.0;0.0;2504.0;1.0;2500.0;0.0;2507.95;1.001583
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;17/04/2023;Guía de remisión - R;100004285.0;Almacen Central;0.0;2500.0;4.0;0.0;0.0;2503.96;3.99;1.001583
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;17/04/2023;Guía de remisión - R;100004285.0;Almacen Punto de Ventas 1;2500.0;0.0;2504.0;0.0;2503.96;0.0;2507.95;1.001583
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;17/04/2023;Entrada por Producci;219.0;Almacen Central;311.0;0.0;2815.0;1.0;311.0;0.0;2818.95;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;19/04/2023;Salida por Consumo;700001478.0;Almacen Punto de Ventas 1;0.0;50.0;2765.0;0.0;0.0;50.07;2768.88;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;21/04/2023;Salida por Consumo;700001497.0;Almacen Punto de Ventas 1;0.0;12.0;2753.0;0.0;0.0;12.02;2756.86;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;27/04/2023;Salida por Consumo;700001533.0;Almacen Punto de Ventas 1;0.0;300.0;2453.0;0.0;0.0;300.42;2456.44;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;27/04/2023;Salida por Consumo;700001535.0;Almacen Punto de Ventas 1;0.0;1500.0;953.0;0.0;0.0;1502.11;954.33;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;28/04/2023;Salida por Consumo;700001546.0;Almacen Punto de Ventas 1;0.0;50.0;903.0;0.0;0.0;50.07;904.26;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;29/04/2023;Salida por Consumo;700001557.0;Almacen Punto de Ventas 1;0.0;100.0;803.0;0.0;0.0;100.14;804.12;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/05/2023;Salida por Consumo;700001578.0;Almacen Punto de Ventas 1;0.0;10.0;793.0;0.0;0.0;10.01;794.11;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/05/2023;Salida por Consumo;700001579.0;Almacen Punto de Ventas 1;0.0;100.0;693.0;0.0;0.0;100.14;693.97;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;08/05/2023;Salida por Consumo;700001602.0;Almacen Punto de Ventas 1;0.0;200.0;493.0;0.0;0.0;200.28;493.69;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;09/05/2023;Guía de remisión - R;100004305.0;Almacen Central;0.0;311.0;182.0;0.0;0.0;311.44;182.25;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;09/05/2023;Guía de remisión - R;100004305.0;Almacen Punto de Ventas 1;311.0;0.0;493.0;0.0;311.44;0.0;493.69;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;10/05/2023;Salida por Consumo;700001628.0;Almacen Punto de Ventas 1;0.0;50.0;443.0;0.0;0.0;50.07;443.62;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;10/05/2023;Venta Tienda Sin Doc;317.0;Almacen Punto de Ventas 1;0.0;4.0;439.0;0.0;0.0;4.01;439.61;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;16/05/2023;Salida por Consumo;700001667.0;Almacen Punto de Ventas 1;0.0;50.0;389.0;0.0;0.0;50.07;389.54;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;25/05/2023;Salida por Consumo;700001718.0;Almacen Punto de Ventas 1;0.0;100.0;289.0;0.0;0.0;100.14;289.4;1.001408
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;25/05/2023;Entrada por Producci;286.0;Almacen Central;500.0;0.0;789.0;1.0;500.0;0.0;789.4;1.000515
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;25/05/2023;GUIA ELECTRONICA-REM;100000064.0;Almacen Central;0.0;500.0;289.0;0.0;0.0;500.26;289.14;1.000515
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;25/05/2023;GUIA ELECTRONICA-REM;100000064.0;Almacen Punto de Ventas 1;500.0;0.0;789.0;0.0;500.26;0.0;789.4;1.000515
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;25/05/2023;Entrada por Producci;288.0;Almacen Central;2329.0;0.0;3118.0;1.0;2329.0;0.0;3118.4;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;26/05/2023;Salida por Consumo;700001738.0;Almacen Punto de Ventas 1;0.0;50.0;3068.0;0.0;0.0;50.01;3068.39;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;26/05/2023;Salida por Consumo;700001739.0;Almacen Punto de Ventas 1;0.0;200.0;2868.0;0.0;0.0;200.03;2868.36;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;26/05/2023;Venta Tienda Sin Doc;363.0;Almacen Punto de Ventas 1;0.0;10.0;2858.0;0.0;0.0;10.0;2858.36;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;27/05/2023;Salida por Consumo;700001747.0;Almacen Punto de Ventas 1;0.0;50.0;2808.0;0.0;0.0;50.01;2808.35;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;01/06/2023;GUIA ELECTRONICA-REM;100000078.0;Almacen Central;0.0;300.0;2508.0;0.0;0.0;300.04;2508.31;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;01/06/2023;GUIA ELECTRONICA-REM;100000078.0;Almacen Punto de Ventas 1;300.0;0.0;2808.0;0.0;300.04;0.0;2808.35;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;12/06/2023;Salida por Consumo;700001840.0;Almacen Punto de Ventas 1;0.0;50.0;2758.0;0.0;0.0;50.01;2758.34;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;28/06/2023;Salida por Consumo;700001936.0;Almacen Punto de Ventas 1;0.0;200.0;2558.0;0.0;0.0;200.03;2558.31;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/07/2023;Salida por Consumo;700001956.0;Almacen Punto de Ventas 1;0.0;50.0;2508.0;0.0;0.0;50.01;2508.3;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/07/2023;Salida por Consumo;700001965.0;Almacen Punto de Ventas 1;0.0;50.0;2458.0;0.0;0.0;50.01;2458.29;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;07/07/2023;GUIA ELECTRONICA-REM;100000159.0;Almacen Central;0.0;300.0;2158.0;0.0;0.0;300.04;2158.25;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;07/07/2023;GUIA ELECTRONICA-REM;100000159.0;Almacen Punto de Ventas 1;300.0;0.0;2458.0;0.0;300.04;0.0;2458.29;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;07/07/2023;Salida por Consumo;700001996.0;Almacen Punto de Ventas 1;0.0;50.0;2408.0;0.0;0.0;50.01;2408.28;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/07/2023;Salida por Consumo;700002008.0;Almacen Punto de Ventas 1;0.0;100.0;2308.0;0.0;0.0;100.01;2308.27;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/07/2023;Salida por Consumo;700002021.0;Almacen Punto de Ventas 1;0.0;200.0;2108.0;0.0;0.0;200.03;2108.24;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;13/07/2023;Ajuste de Salida;29.0;Almacen Central;0.0;1.0;2107.0;0.0;0.0;1.0;2107.24;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;20/07/2023;Salida por Consumo;700002085.0;Almacen Punto de Ventas 1;0.0;200.0;1907.0;0.0;0.0;200.03;1907.21;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;20/07/2023;GUIA ELECTRONICA-REM;100000185.0;Almacen Central;0.0;500.0;1407.0;0.0;0.0;500.06;1407.15;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;20/07/2023;GUIA ELECTRONICA-REM;100000185.0;Almacen Punto de Ventas 1;500.0;0.0;1907.0;0.0;500.06;0.0;1907.21;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;21/07/2023;Salida por Consumo;700002093.0;Almacen Punto de Ventas 1;0.0;58.0;1849.0;0.0;0.0;58.01;1849.2;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;24/07/2023;Salida por Consumo;700002104.0;Almacen Punto de Ventas 1;0.0;20.0;1829.0;0.0;0.0;20.0;1829.2;1.00013
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;27/07/2023;Entrada por Producci;401.0;Almacen Central;1.0;0.0;1830.0;1.0;1.0;0.0;1830.2;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;02/08/2023;Salida por Consumo;700002157.0;Almacen Punto de Ventas 1;0.0;200.0;1630.0;0.0;0.0;200.03;1630.17;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;03/08/2023;Venta Tienda Sin Doc;504.0;Almacen Punto de Ventas 1;0.0;220.0;1410.0;0.0;0.0;220.03;1410.14;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;05/08/2023;Ajuste de Salida;36.0;Almacen Punto de Ventas 1;0.0;25.0;1385.0;0.0;0.0;25.0;1385.14;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;05/08/2023;Salida por Consumo;700002184.0;Almacen Punto de Ventas 1;0.0;100.0;1285.0;0.0;0.0;100.01;1285.13;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;07/08/2023;GUIA ELECTRONICA-REM;100000224.0;Almacen Central;0.0;600.0;685.0;0.0;0.0;600.08;685.05;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;07/08/2023;GUIA ELECTRONICA-REM;100000224.0;Almacen Punto de Ventas 1;600.0;0.0;1285.0;0.0;600.08;0.0;1285.13;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;16/08/2023;Salida por Consumo;700002274.0;Almacen Punto de Ventas 1;0.0;100.0;1185.0;0.0;0.0;100.01;1185.12;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;17/08/2023;GUIA ELECTRONICA-REM;100000245.0;Almacen Central;0.0;500.0;685.0;0.0;0.0;500.06;685.06;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;17/08/2023;GUIA ELECTRONICA-REM;100000245.0;Almacen Punto de Ventas 1;500.0;0.0;1185.0;0.0;500.06;0.0;1185.12;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;17/08/2023;Salida por Consumo;700002283.0;Almacen Punto de Ventas 1;0.0;500.0;685.0;0.0;0.0;500.06;685.06;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;18/08/2023;Salida por Consumo;700002284.0;Almacen Punto de Ventas 1;0.0;50.0;635.0;0.0;0.0;50.01;635.05;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;19/08/2023;Salida por Consumo;700002298.0;Almacen Punto de Ventas 1;0.0;150.0;485.0;0.0;0.0;150.02;485.03;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;19/08/2023;Salida por Consumo;700002300.0;Almacen Punto de Ventas 1;0.0;150.0;335.0;0.0;0.0;150.02;335.01;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;23/08/2023;Salida por Consumo;700002339.0;Almacen Punto de Ventas 1;0.0;50.0;285.0;0.0;0.0;50.01;285.0;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;24/08/2023;Salida por Consumo;700002341.0;Almacen Punto de Ventas 1;0.0;100.0;185.0;0.0;0.0;100.01;184.99;1.000129
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;24/08/2023;Entrada por Producci;452.0;Almacen Central;371.0;0.0;556.0;1.0;371.0;0.0;555.99;1.000042
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;24/08/2023;GUIA ELECTRONICA-REM;100000262.0;Almacen Central;0.0;500.0;56.0;0.0;0.0;500.02;55.97;1.000042
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;24/08/2023;GUIA ELECTRONICA-REM;100000262.0;Almacen Punto de Ventas 1;500.0;0.0;556.0;0.0;500.02;0.0;555.99;1.000042
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;24/08/2023;Salida por Consumo;700002343.0;Almacen Punto de Ventas 1;0.0;50.0;506.0;0.0;0.0;50.0;505.99;1.000042
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/09/2023;Entrada por Producci;482.0;Almacen Central;1286.0;0.0;1792.0;1.0;1286.0;0.0;1791.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;07/09/2023;GUIA ELECTRONICA-REM;100000290.0;Almacen Central;0.0;500.0;1292.0;0.0;0.0;500.01;1291.98;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;07/09/2023;GUIA ELECTRONICA-REM;100000290.0;Almacen Punto de Ventas 1;500.0;0.0;1792.0;0.0;500.01;0.0;1791.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;07/09/2023;Salida por Consumo;700002450.0;Almacen Punto de Ventas 1;0.0;50.0;1742.0;0.0;0.0;50.0;1741.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/09/2023;Salida por Consumo;700002478.0;Almacen Punto de Ventas 1;0.0;80.0;1662.0;0.0;0.0;80.0;1661.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/09/2023;Salida por Consumo;700002481.0;Almacen Punto de Ventas 1;0.0;100.0;1562.0;0.0;0.0;100.0;1561.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;18/09/2023;Salida por Consumo;700002532.0;Almacen Punto de Ventas 1;0.0;40.0;1522.0;0.0;0.0;40.0;1521.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;18/09/2023;Salida por Consumo;700002538.0;Almacen Punto de Ventas 1;0.0;25.0;1497.0;0.0;0.0;25.0;1496.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;19/09/2023;Salida por Consumo;700002547.0;Almacen Punto de Ventas 1;0.0;194.0;1303.0;0.0;0.0;194.0;1302.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;20/09/2023;Salida por Consumo;700002552.0;Almacen Punto de Ventas 1;0.0;20.0;1283.0;0.0;0.0;20.0;1282.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;21/09/2023;Salida por Consumo;700002561.0;Almacen Punto de Ventas 1;0.0;100.0;1183.0;0.0;0.0;100.0;1182.99;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;26/09/2023;GUIA ELECTRONICA-REM;100000325.0;Almacen Central;0.0;550.0;633.0;0.0;0.0;550.01;632.98;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;30/09/2023;Venta Tienda Sin Doc;601.0;Almacen Punto de Ventas 1;0.0;30.0;603.0;0.0;0.0;30.0;602.98;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;04/10/2023;Salida por Consumo;700002673.0;Almacen Punto de Ventas 1;0.0;200.0;403.0;0.0;0.0;200.0;402.98;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;06/10/2023;Salida por Consumo;700002707.0;Almacen Punto de Ventas 1;0.0;50.0;353.0;0.0;0.0;50.0;352.98;1.000011
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;10/10/2023;Entrada por Producci;555.0;Almacen Central;4.0;0.0;357.0;1.0;4.0;0.0;356.98;1.00001
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;10/10/2023;GUIA ELECTRONICA-REM;100000360.0;Almacen Central;0.0;240.0;117.0;0.0;0.0;240.0;116.98;1.00001
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;10/10/2023;GUIA ELECTRONICA-REM;100000360.0;Almacen Punto de Ventas 1;240.0;0.0;357.0;0.0;240.0;0.0;356.98;1.00001
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;10/10/2023;Salida por Consumo;700002737.0;Almacen Punto de Ventas 1;0.0;10.0;347.0;0.0;0.0;10.0;346.98;1.00001
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/10/2023;Salida por Consumo;700002749.0;Almacen Punto de Ventas 1;0.0;300.0;47.0;0.0;0.0;300.0;46.98;1.00001
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;12/10/2023;Salida por Consumo;700002754.0;Almacen Punto de Ventas 1;0.0;47.0;0.0;0.0;0.0;47.0;-0.02;1.00001
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;13/10/2023;Entrada por Producci;564.0;Almacen Central;1695.0;0.0;1695.0;1.0;1695.0;0.0;1694.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;17/10/2023;GUIA ELECTRONICA-REM;100000370.0;Almacen Central;0.0;1000.0;695.0;0.0;0.0;1000.0;694.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;17/10/2023;GUIA ELECTRONICA-REM;100000370.0;Almacen Punto de Ventas 1;1000.0;0.0;1695.0;0.0;1000.0;0.0;1694.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;18/10/2023;Salida por Consumo;700002807.0;Almacen Punto de Ventas 1;0.0;50.0;1645.0;0.0;0.0;50.0;1644.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;20/10/2023;Salida por Consumo;700002825.0;Almacen Punto de Ventas 1;0.0;100.0;1545.0;0.0;0.0;100.0;1544.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;23/10/2023;Salida por Consumo;700002853.0;Almacen Punto de Ventas 1;0.0;26.0;1519.0;0.0;0.0;26.0;1518.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;26/10/2023;Salida por Consumo;700002890.0;Almacen Punto de Ventas 1;0.0;100.0;1419.0;0.0;0.0;100.0;1418.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;28/10/2023;Salida por Consumo;700002915.0;Almacen Punto de Ventas 1;0.0;15.0;1404.0;0.0;0.0;15.0;1403.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;31/10/2023;Venta Tienda Sin Doc;658.0;Almacen Punto de Ventas 1;0.0;5.0;1399.0;0.0;0.0;5.0;1398.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;02/11/2023;Salida por Consumo;700002947.0;Almacen Punto de Ventas 1;0.0;10.0;1389.0;0.0;0.0;10.0;1388.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;06/11/2023;GUIA ELECTRONICA-REM;100000415.0;Almacen Central;0.0;150.0;1239.0;0.0;0.0;150.0;1238.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;06/11/2023;GUIA ELECTRONICA-REM;100000415.0;Almacen Punto de Ventas 1;150.0;0.0;1389.0;0.0;150.0;0.0;1388.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;07/11/2023;Salida por Consumo;700002990.0;Almacen Punto de Ventas 1;0.0;9.0;1380.0;0.0;0.0;9.0;1379.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;08/11/2023;Salida por Consumo;700003003.0;Almacen Punto de Ventas 1;0.0;30.0;1350.0;0.0;0.0;30.0;1349.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;11/11/2023;Salida por Consumo;700003035.0;Almacen Punto de Ventas 1;0.0;150.0;1200.0;0.0;0.0;150.0;1199.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;14/11/2023;Salida por Consumo;700003061.0;Almacen Punto de Ventas 1;0.0;40.0;1160.0;0.0;0.0;40.0;1159.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;18/11/2023;GUIA ELECTRONICA-REM;100000436.0;Almacen Central;0.0;200.0;960.0;0.0;0.0;200.0;959.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;20/11/2023;Salida por Consumo;700003116.0;Almacen Punto de Ventas 1;0.0;150.0;810.0;0.0;0.0;150.0;809.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;21/11/2023;Salida por Consumo;700003123.0;Almacen Punto de Ventas 1;0.0;150.0;660.0;0.0;0.0;150.0;659.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;22/11/2023;Entrada por Producci;636.0;Almacen Central;155.0;0.0;815.0;1.0;155.0;0.0;814.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;22/11/2023;GUIA ELECTRONICA-REM;100000443.0;Almacen Central;0.0;374.0;441.0;0.0;0.0;374.0;440.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;22/11/2023;GUIA ELECTRONICA-REM;100000443.0;Almacen Punto de Ventas 1;374.0;0.0;815.0;0.0;374.0;0.0;814.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;23/11/2023;Salida por Consumo;700003147.0;Almacen Punto de Ventas 1;0.0;8.0;807.0;0.0;0.0;8.0;806.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;24/11/2023;Salida por Consumo;700003167.0;Almacen Punto de Ventas 1;0.0;50.0;757.0;0.0;0.0;50.0;756.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;27/11/2023;Venta Tienda Sin Doc;718.0;Almacen Punto de Ventas 1;0.0;100.0;657.0;0.0;0.0;100.0;656.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;28/11/2023;Salida por Consumo;700003187.0;Almacen Punto de Ventas 1;0.0;100.0;557.0;0.0;0.0;100.0;556.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;28/11/2023;Salida por Consumo;700003194.0;Almacen Punto de Ventas 1;0.0;50.0;507.0;0.0;0.0;50.0;506.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;29/11/2023;Salida por Consumo;700003212.0;Almacen Punto de Ventas 1;0.0;2.0;505.0;0.0;0.0;2.0;504.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;29/11/2023;Salida por Consumo;700003214.0;Almacen Punto de Ventas 1;0.0;2.0;503.0;0.0;0.0;2.0;502.98;1.0
CEO 009;CAJA OCTOG 100X40MM  3/4 (F. G. 1.20).;30/11/2023;Salida por Consumo;700003217.0;Almacen Punto de Ventas 1;0.0;200.0;303.0;0.0;0.0;200.0;302.98;1.0
