Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada.1;Salida.1;Saldo.1;Costo Unitario
(Automático);CAJA DE PASE 200X200X75MM (F.G.1.50);22/03/2021;Saldo Anterior;;;;;0.0;;;;0.0;1.0
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);;Saldo Anterior;;;;;0.0;;;;0.0;0.0
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);24/02/2022;Entrada por Compra -;21.0;Almacen Central;19.0;0.0;19.0;176.96;3362.24;0.0;3362.24;176.96
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);02/03/2022;Entrada por Compra -;22.0;Almacen Central;7.0;0.0;26.0;180.57;1263.99;0.0;4626.23;177.931923
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);30/03/2022;Ajuste de Salida;18.0;Almacen Central;0.0;26.0;0.0;0.0;0.0;4626.23;0.0;177.931923
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);12/07/2022;Entrada por Compra -;103.0;Almacen Central;8.0;0.0;8.0;160.67796;1285.42;0.0;1285.42;160.6775
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);12/07/2022;Salida de Materia Pr;156.0;Almacen Central;0.0;8.0;0.0;0.0;0.0;1285.42;0.0;160.6775
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);17/10/2022;Entrada por Compra -;159.0;Almacen Central;8.0;0.0;8.0;145.84745;1166.78;0.0;1166.78;145.8475
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);17/10/2022;Salida de Materia Pr;290.0;Almacen Central;0.0;2.0;6.0;0.0;0.0;291.7;875.08;145.8475
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);18/10/2022;Salida de Materia Pr;291.0;Almacen Central;0.0;4.0;2.0;0.0;0.0;583.39;291.69;145.8475
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);19/10/2022;Salida de Materia Pr;292.0;Almacen Central;0.0;2.0;0.0;0.0;0.0;291.7;-0.01;145.8475
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);20/10/2022;Entrada por Compra -;160.0;Almacen Central;15.0;0.0;15.0;145.84745;2187.71;0.0;2187.7;145.847333
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);03/11/2022;Salida de Materia Pr;315.0;Almacen Central;0.0;3.0;12.0;0.0;0.0;437.54;1750.16;145.847333
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);03/11/2022;Salida de Materia Pr;316.0;Almacen Central;0.0;2.0;10.0;0.0;0.0;291.69;1458.47;145.847333
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);03/11/2022;Salida de Materia Pr;317.0;Almacen Central;0.0;1.0;9.0;0.0;0.0;145.85;1312.62;145.847333
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);05/11/2022;Salida de Materia Pr;322.0;Almacen Central;0.0;8.0;1.0;0.0;0.0;1166.78;145.84;145.847333
'1;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);05/11/2022;Salida de Materia Pr;323.0;Almacen Central;0.0;1.0;0.0;0.0;0.0;145.85;-0.01;145.847333
'10;AUTORROSCANTES 8X3/8;23/04/2021;Saldo Anterior;;;;;29.0;;;;416.79;14.371968
'11;PEGAMENTO DE 1/4  AZUL;07/01/2021;Saldo Anterior;;;;;50.0;;;;1228.81;24.5762
'11;PEGAMENTO DE 1/4  AZUL;30/11/2022;Ajuste de Salida;62.0;Almacen Central;0.0;50.0;0.0;0.0;0.0;1228.81;0.0;24.5762
'12;MATRIZ DE 4x4x2: 2PUNZONES DE 3/4, 1 CUCHILLA,2BOCINAS CON TTO, 2 GUIAS CON TTO, 1 BASE 3/4, 2 ESQUI;05/01/2021;Saldo Anterior;;;;;1.0;;;;2500.0;2500.0
'13;GUANTE DE POLIESTER;31/03/2021;Saldo Anterior;;;;;36.0;;;;81.37;2.330997
'14;GUANTE NITRON CLUTE;31/03/2021;Saldo Anterior;;;;;36.0;;;;183.87;5.331282
'15;MATRIZ DE CAJA OCT 3/4, 1PUNZON DE 3/4, 1CIZALLA,2 GUIAS, 2 BOCINAS TTO;01/03/2021;Saldo Anterior;;;;;1.0;;;;4500.0;4500.0
'16;MATRIZ DE OCT PROGRESIVA CORTE Y OREJAS COTE Y CIZALLA, 2 GUIAS 2 BOCINAS TTO;01/03/2021;Saldo Anterior;;;;;1.0;;;;6000.0;6000.0
'17;PLUMON FAB 23 NEGRO;25/01/2021;Saldo Anterior;;;;;24.0;;;;46.61;1.942086
'18;PLUMON FAB 23 VERDE;25/01/2021;Saldo Anterior;;;;;24.0;;;;46.61;1.942086
'19;STRECH FILM 20X3KG;21/04/2021;Saldo Anterior;;;;;20.0;;;;419.49;20.72043
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);28/12/2021;Saldo Anterior;;;;;1170.0;;;;98125.86;83.868586
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);17/01/2022;Entrada por Compra -;5.0;Almacen Central;100.0;0.0;1270.0;101.9;10190.0;0.0;108315.86;85.288382
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);17/01/2022;Entrada por Compra -;5.0;Almacen Central;100.0;0.0;1370.0;101.9;10190.0;0.0;118505.86;86.500908
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);31/01/2022;Entrada por Compra -;13.0;Almacen Central;80.0;0.0;1450.0;101.9;8152.0;0.0;126657.86;87.350513
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);10/02/2022;Entrada por Compra -;11.0;Almacen Central;50.0;0.0;1500.0;101.9;5095.0;0.0;131752.86;87.835495
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);10/02/2022;Entrada por Compra -;12.0;Almacen Central;50.0;0.0;1550.0;101.9;5095.0;0.0;136847.86;88.289188
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);21/02/2022;Entrada por Compra -;17.0;Almacen Central;75.0;0.0;1625.0;86.355932;6476.69;0.0;143324.55;88.199957
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);21/02/2022;Entrada por Compra -;17.0;Almacen Central;75.0;0.0;1700.0;86.355932;6476.69;0.0;149801.24;88.1186
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);21/02/2022;Entrada por Compra -;17.0;Almacen Central;50.0;0.0;1750.0;86.355932;4317.8;0.0;154119.04;88.06824
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);28/02/2022;Entrada por Compra -;20.0;Almacen Central;5.0;0.0;1755.0;96.72;483.6;0.0;154602.64;88.092888
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);02/03/2022;Entrada por Compra -;22.0;Almacen Central;100.0;0.0;1855.0;97.43;9743.0;0.0;164345.64;88.596236
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);07/03/2022;Entrada por Compra -;23.0;Almacen Central;50.0;0.0;1905.0;99.28;4964.0;0.0;169309.64;88.876649
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);24/03/2022;Entrada por Compra -;35.0;Almacen Central;60.0;0.0;1965.0;101.9;6114.0;0.0;175423.64;89.274308
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);24/03/2022;Entrada por Compra -;36.0;Almacen Central;60.0;0.0;2025.0;101.9;6114.0;0.0;181537.64;89.648402
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);30/03/2022;Ajuste de Salida;18.0;Almacen Central;0.0;1959.0;66.0;0.0;0.0;175621.0;5916.64;89.648402
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);01/04/2022;Salida de Materia Pr;2.0;Almacen Central;0.0;50.0;16.0;0.0;0.0;4482.0;1434.64;89.648402
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);06/04/2022;Ajuste de Entrada;8.0;Almacen Central;1.0;0.0;17.0;101.9;101.9;0.0;1536.54;90.369084
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);07/04/2022;Entrada por Compra -;41.0;Almacen Central;30.0;0.0;47.0;102.9;3087.0;0.0;4623.54;98.367541
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);08/04/2022;Salida de Materia Pr;15.0;Almacen Central;0.0;7.0;40.0;0.0;0.0;689.0;3934.54;98.367541
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);08/04/2022;Salida de Materia Pr;16.0;Almacen Central;0.0;6.0;34.0;0.0;0.0;590.0;3344.54;98.367541
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);08/04/2022;Salida de Materia Pr;17.0;Almacen Central;0.0;7.0;27.0;0.0;0.0;689.0;2655.54;98.367541
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);11/04/2022;Salida de Materia Pr;18.0;Almacen Central;0.0;27.0;0.0;0.0;0.0;2656.0;-0.46;98.367541
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/04/2022;Entrada por Compra -;44.0;Almacen Central;220.0;0.0;220.0;102.9;22638.0;0.0;22637.54;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/04/2022;Salida de Materia Pr;19.0;Almacen Central;0.0;50.0;170.0;0.0;0.0;5145.0;17492.54;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);13/04/2022;Salida de Materia Pr;20.0;Almacen Central;0.0;28.0;142.0;0.0;0.0;2881.0;14611.54;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);13/04/2022;Salida de Materia Pr;21.0;Almacen Central;0.0;3.0;139.0;0.0;0.0;309.0;14302.54;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);19/04/2022;Salida de Materia Pr;23.0;Almacen Central;0.0;78.0;61.0;0.0;0.0;8026.0;6276.54;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/04/2022;Salida de Materia Pr;24.0;Almacen Central;0.0;17.0;44.0;0.0;0.0;1749.0;4527.54;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);23/04/2022;Salida de Materia Pr;27.0;Almacen Central;0.0;24.0;20.0;0.0;0.0;2470.0;2057.54;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);27/04/2022;Entrada por Compra -;47.0;Almacen Central;50.0;0.0;70.0;102.9;5145.0;0.0;7202.54;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);03/05/2022;Salida de Materia Pr;36.0;Almacen Central;0.0;30.0;40.0;0.0;0.0;3087.0;4115.54;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);04/05/2022;Entrada por Compra -;51.0;Almacen Central;26.0;0.0;66.0;102.9;2675.4;0.0;6790.94;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);04/05/2022;Salida de Materia Pr;37.0;Almacen Central;0.0;40.0;26.0;0.0;0.0;4116.0;2674.94;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/05/2022;Entrada por Compra -;52.0;Almacen Central;6.0;0.0;32.0;102.9;617.4;0.0;3292.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/05/2022;Salida de Materia Pr;38.0;Almacen Central;0.0;26.0;6.0;0.0;0.0;2675.0;617.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/05/2022;Salida de Materia Pr;44.0;Almacen Central;0.0;5.0;1.0;0.0;0.0;515.0;102.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);07/05/2022;Salida de Materia Pr;45.0;Almacen Central;0.0;1.0;0.0;0.0;0.0;103.0;-0.66;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);09/05/2022;Entrada por Compra -;55.0;Almacen Central;25.0;0.0;25.0;102.9;2572.5;0.0;2571.84;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);09/05/2022;Salida de Materia Pr;46.0;Almacen Central;0.0;25.0;0.0;0.0;0.0;2573.0;-1.16;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);09/05/2022;Entrada por Compra -;56.0;Almacen Central;25.0;0.0;25.0;102.9;2572.5;0.0;2571.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);09/05/2022;Salida de Materia Pr;47.0;Almacen Central;0.0;25.0;0.0;0.0;0.0;2573.0;-1.66;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);09/05/2022;Entrada por Compra -;57.0;Almacen Central;50.0;0.0;50.0;102.9;5145.0;0.0;5143.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);09/05/2022;Entrada por Compra -;59.0;Almacen Central;120.0;0.0;170.0;102.9;12348.0;0.0;17491.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);10/05/2022;Salida de Materia Pr;49.0;Almacen Central;0.0;50.0;120.0;0.0;0.0;5145.0;12346.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/05/2022;Salida de Materia Pr;52.0;Almacen Central;0.0;1.0;119.0;0.0;0.0;103.0;12243.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/05/2022;Salida de Materia Pr;55.0;Almacen Central;0.0;64.0;55.0;0.0;0.0;6586.0;5657.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);13/05/2022;Salida de Materia Pr;56.0;Almacen Central;0.0;9.0;46.0;0.0;0.0;926.0;4731.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);16/05/2022;Salida de Materia Pr;57.0;Almacen Central;0.0;36.0;10.0;0.0;0.0;3704.0;1027.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);16/05/2022;Entrada por Compra -;64.0;Almacen Central;100.0;0.0;110.0;102.9;10290.0;0.0;11317.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);18/05/2022;Salida de Materia Pr;61.0;Almacen Central;0.0;3.0;107.0;0.0;0.0;309.0;11008.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/05/2022;Salida de Materia Pr;71.0;Almacen Central;0.0;50.0;57.0;0.0;0.0;5145.0;5863.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);23/05/2022;Salida de Materia Pr;73.0;Almacen Central;0.0;2.0;55.0;0.0;0.0;206.0;5657.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);27/05/2022;Salida de Materia Pr;75.0;Almacen Central;0.0;50.0;5.0;0.0;0.0;5145.0;512.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);27/05/2022;Salida de Materia Pr;76.0;Almacen Central;0.0;1.0;4.0;0.0;0.0;103.0;409.34;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);30/05/2022;Salida de Materia Pr;78.0;Almacen Central;0.0;4.0;0.0;0.0;0.0;412.0;-2.66;102.9
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);01/06/2022;Entrada por Compra -;75.0;Almacen Central;50.0;0.0;50.0;87.203389;4360.17;0.0;4357.51;87.2034
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);01/06/2022;Salida de Materia Pr;82.0;Almacen Central;0.0;46.0;4.0;0.0;0.0;4011.0;346.51;87.2034
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);01/06/2022;Salida de Materia Pr;84.0;Almacen Central;0.0;4.0;0.0;0.0;0.0;349.0;-2.49;87.2034
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);03/06/2022;Entrada por Compra -;83.0;Almacen Central;3.0;0.0;3.0;87.203389;261.61;0.0;259.12;87.203333
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);03/06/2022;Salida de Materia Pr;89.0;Almacen Central;0.0;2.0;1.0;0.0;0.0;174.0;85.12;87.203333
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);14/06/2022;Entrada por Compra -;85.0;Almacen Central;50.0;0.0;51.0;87.203389;4360.17;0.0;4445.29;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);14/06/2022;Entrada por Compra -;86.0;Almacen Central;50.0;0.0;101.0;87.203389;4360.17;0.0;8805.46;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);14/06/2022;Entrada por Compra -;87.0;Almacen Central;50.0;0.0;151.0;87.203389;4360.17;0.0;13165.63;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);14/06/2022;Entrada por Compra -;88.0;Almacen Central;50.0;0.0;201.0;87.203389;4360.17;0.0;17525.8;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);16/06/2022;Salida de Materia Pr;116.0;Almacen Central;0.0;50.0;151.0;0.0;0.0;4360.0;13165.8;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/06/2022;Salida de Materia Pr;118.0;Almacen Central;0.0;20.0;131.0;0.0;0.0;1744.0;11421.8;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/06/2022;Salida de Materia Pr;119.0;Almacen Central;0.0;1.0;130.0;0.0;0.0;87.0;11334.8;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);21/06/2022;Salida de Materia Pr;124.0;Almacen Central;0.0;30.0;100.0;0.0;0.0;2616.0;8718.8;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);22/06/2022;Salida de Materia Pr;126.0;Almacen Central;0.0;40.0;60.0;0.0;0.0;3488.0;5230.8;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);22/06/2022;Salida de Materia Pr;127.0;Almacen Central;0.0;12.0;48.0;0.0;0.0;1046.0;4184.8;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);28/06/2022;Salida de Materia Pr;133.0;Almacen Central;0.0;48.0;0.0;0.0;0.0;4186.0;-1.2;87.203398
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/07/2022;Entrada por Compra -;95.0;Almacen Central;70.0;0.0;70.0;79.745762;5582.2;0.0;5581.0;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/07/2022;Entrada por Compra -;96.0;Almacen Central;70.0;0.0;140.0;79.745762;5582.2;0.0;11163.2;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/07/2022;Salida de Materia Pr;136.0;Almacen Central;0.0;54.0;86.0;0.0;0.0;4306.27;6856.93;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);07/07/2022;Salida de Materia Pr;140.0;Almacen Central;0.0;3.0;83.0;0.0;0.0;239.24;6617.69;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);08/07/2022;Salida de Materia Pr;143.0;Almacen Central;0.0;10.0;73.0;0.0;0.0;797.46;5820.23;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);09/07/2022;Salida de Materia Pr;145.0;Almacen Central;0.0;5.0;68.0;0.0;0.0;398.73;5421.5;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);14/07/2022;Salida de Materia Pr;154.0;Almacen Central;0.0;30.0;38.0;0.0;0.0;2392.37;3029.13;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);02/08/2022;Salida de Materia Pr;168.0;Almacen Central;0.0;38.0;0.0;0.0;0.0;3030.34;-1.21;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);04/08/2022;Entrada por Compra -;111.0;Almacen Central;74.0;0.0;74.0;79.7457;5901.18;0.0;5899.97;79.745675
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);04/08/2022;Entrada por Compra -;112.0;Almacen Central;76.0;0.0;150.0;79.74576;6060.68;0.0;11960.65;79.745733
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);04/08/2022;Salida de Materia Pr;172.0;Almacen Central;0.0;2.0;148.0;0.0;0.0;159.49;11801.16;79.745733
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/08/2022;Salida de Materia Pr;174.0;Almacen Central;0.0;20.0;128.0;0.0;0.0;1594.91;10206.25;79.745733
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/08/2022;Salida de Materia Pr;181.0;Almacen Central;0.0;50.0;78.0;0.0;0.0;3987.29;6218.96;79.745733
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);16/08/2022;Entrada por Compra -;118.0;Almacen Central;72.0;0.0;150.0;79.745762;5741.69;0.0;11960.65;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);17/08/2022;Salida de Materia Pr;187.0;Almacen Central;0.0;100.0;50.0;0.0;0.0;7974.57;3986.08;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);19/08/2022;Salida de Materia Pr;190.0;Almacen Central;0.0;50.0;0.0;0.0;0.0;3987.29;-1.21;79.745714
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);22/08/2022;Entrada por Compra -;121.0;Almacen Central;2.0;0.0;2.0;79.745762;159.49;0.0;158.28;79.745
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);22/08/2022;Salida de Materia Pr;192.0;Almacen Central;0.0;2.0;0.0;0.0;0.0;159.49;-1.21;79.745
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);06/09/2022;Entrada por Compra -;128.0;Almacen Central;60.0;0.0;60.0;79.745762;4784.75;0.0;4783.54;79.745833
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);06/09/2022;Entrada por Compra -;129.0;Almacen Central;40.0;0.0;100.0;79.745762;3189.83;0.0;7973.37;79.745799
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);06/09/2022;Salida de Materia Pr;210.0;Almacen Central;0.0;50.0;50.0;0.0;0.0;3987.29;3986.08;79.745799
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);07/09/2022;Salida de Materia Pr;211.0;Almacen Central;0.0;50.0;0.0;0.0;0.0;3987.29;-1.21;79.745799
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);10/09/2022;Entrada por Compra -;132.0;Almacen Central;50.0;0.0;50.0;79.745762;3987.29;0.0;3986.08;79.7458
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/09/2022;Salida de Materia Pr;219.0;Almacen Central;0.0;50.0;0.0;0.0;0.0;3987.29;-1.21;79.7458
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);16/09/2022;Entrada por Compra -;137.0;Almacen Central;45.0;0.0;45.0;79.745762;3588.56;0.0;3587.35;79.745777
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);16/09/2022;Salida de Materia Pr;229.0;Almacen Central;0.0;5.0;40.0;0.0;0.0;398.73;3188.62;79.745777
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);19/09/2022;Salida de Materia Pr;231.0;Almacen Central;0.0;1.0;39.0;0.0;0.0;79.75;3108.87;79.745777
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/09/2022;Salida de Materia Pr;237.0;Almacen Central;0.0;23.0;16.0;0.0;0.0;1834.15;1274.72;79.745777
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);20/09/2022;Salida de Materia Pr;238.0;Almacen Central;0.0;8.0;8.0;0.0;0.0;637.97;636.75;79.745777
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);22/09/2022;Entrada por Compra -;140.0;Almacen Central;21.0;0.0;29.0;79.745762;1674.66;0.0;2311.41;79.745731
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);23/09/2022;Salida de Materia Pr;245.0;Almacen Central;0.0;27.0;2.0;0.0;0.0;2153.13;158.28;79.745731
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);24/09/2022;Entrada por Compra -;142.0;Almacen Central;40.0;0.0;42.0;79.745762;3189.83;0.0;3348.11;79.745749
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);26/09/2022;Entrada por Compra -;143.0;Almacen Central;40.0;0.0;82.0;79.745762;3189.83;0.0;6537.94;79.745749
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);26/09/2022;Salida de Materia Pr;250.0;Almacen Central;0.0;28.0;54.0;0.0;0.0;2232.88;4305.06;79.745749
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);04/10/2022;Salida de Materia Pr;272.0;Almacen Central;0.0;4.0;50.0;0.0;0.0;318.98;3986.08;79.745749
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);04/10/2022;Salida de Materia Pr;273.0;Almacen Central;0.0;15.0;35.0;0.0;0.0;1196.19;2789.89;79.745749
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/10/2022;Salida de Materia Pr;274.0;Almacen Central;0.0;10.0;25.0;0.0;0.0;797.46;1992.43;79.745749
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);07/10/2022;Salida de Materia Pr;277.0;Almacen Central;0.0;2.0;23.0;0.0;0.0;159.49;1832.94;79.745749
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);10/10/2022;Entrada por Compra -;181.0;Almacen Central;50.0;0.0;73.0;72.355932;3617.8;0.0;5450.74;74.684277
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);12/10/2022;Salida de Materia Pr;284.0;Almacen Central;0.0;50.0;23.0;0.0;0.0;3734.21;1716.53;74.684277
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);14/10/2022;Entrada por Compra -;157.0;Almacen Central;50.0;0.0;73.0;62.288135;3114.41;0.0;4830.94;66.193813
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);14/10/2022;Salida de Materia Pr;286.0;Almacen Central;0.0;30.0;43.0;0.0;0.0;1985.81;2845.13;66.193813
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);28/10/2022;Salida de Materia Pr;306.0;Almacen Central;0.0;43.0;0.0;0.0;0.0;2846.0;-0.87;66.193813
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);31/10/2022;Entrada por Compra -;161.0;Almacen Central;100.0;0.0;100.0;72.372881;7237.29;0.0;7236.42;72.3729
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);03/11/2022;Salida de Materia Pr;311.0;Almacen Central;0.0;37.0;63.0;0.0;0.0;2678.0;4558.42;72.3729
'2;PLANCHA GALVANIZADA F°G° 0.75 (1200x2400mm);05/11/2022;Entrada por Compra -;162.0;Almacen Central;50.0;0.0;113.0;76.177966;3808.9;0.0;8367.32;74.056572
