Código;Año;Semana;Fecha;Salida;Lag_1;Lag_2;Lag_3;Lag_4;Lag_13;MA_2;MA_13
CEO 006;2024;29;2024-07-15;1536.0;1600.0;2719.0;4240.0;4773.0;6438.0;2159.5;3193.230769230769
CEO 006;2024;30;2024-07-22;2130.0;1536.0;1600.0;2719.0;4240.0;706.0;1568.0;2816.153846153846
CEO 006;2024;31;2024-07-29;3735.0;2130.0;1536.0;1600.0;2719.0;1276.0;1833.0;2925.692307692308
CEO 006;2024;32;2024-08-05;2760.0;3735.0;2130.0;1536.0;1600.0;4322.0;2932.5;3114.846153846154
CEO 006;2024;33;2024-08-12;2918.0;2760.0;3735.0;2130.0;1536.0;3327.0;3247.5;2994.692307692308
CEO 006;2024;34;2024-08-19;4214.0;2918.0;2760.0;3735.0;2130.0;5459.0;2839.0;2963.230769230769
CEO 006;2024;35;2024-08-26;3848.0;4214.0;2918.0;2760.0;3735.0;3363.0;3566.0;2867.4615384615386
CEO 006;2024;36;2024-09-02;5965.0;3848.0;4214.0;2918.0;2760.0;1500.0;4031.0;2904.769230769231
CEO 006;2024;37;2024-09-09;805.0;5965.0;3848.0;4214.0;2918.0;1789.0;4906.5;3248.230769230769
CEO 006;2024;38;2024-09-16;2750.0;805.0;5965.0;3848.0;4214.0;4773.0;3385.0;3172.538461538461
CEO 006;2024;39;2024-09-23;3224.0;2750.0;805.0;5965.0;3848.0;4240.0;1777.5;3016.923076923077
CEO 006;2024;40;2024-09-30;3220.0;3224.0;2750.0;805.0;5965.0;2719.0;2987.0;2938.769230769231
CEO 006;2024;41;2024-10-07;2290.0;3220.0;3224.0;2750.0;805.0;1600.0;3222.0;2977.3076923076924
CEO 006;2024;42;2024-10-14;1883.0;2290.0;3220.0;3224.0;2750.0;1536.0;2755.0;3030.3846153846152
CEO 006;2024;43;2024-10-21;1570.0;1883.0;2290.0;3220.0;3224.0;2130.0;2086.5;3057.076923076923
CEO 006;2024;44;2024-10-28;3782.0;1570.0;1883.0;2290.0;3220.0;3735.0;1726.5;3014.0
CEO 006;2024;45;2024-11-04;5133.0;3782.0;1570.0;1883.0;2290.0;2760.0;2676.0;3017.6153846153848
CEO 006;2024;46;2024-11-11;4586.0;5133.0;3782.0;1570.0;1883.0;2918.0;4457.5;3200.153846153846
CEO 006;2024;47;2024-11-18;2393.0;4586.0;5133.0;3782.0;1570.0;4214.0;4859.5;3328.4615384615386
CEO 006;2024;48;2024-11-25;1305.0;2393.0;4586.0;5133.0;3782.0;3848.0;3489.5;3188.3846153846152
CEO 006;2024;49;2024-12-02;2845.0;1305.0;2393.0;4586.0;5133.0;5965.0;1849.0;2992.769230769231
CEO 006;2024;50;2024-12-09;1669.0;2845.0;1305.0;2393.0;4586.0;805.0;2075.0;2752.769230769231
CEO 006;2024;51;2024-12-16;1396.0;1669.0;2845.0;1305.0;2393.0;2750.0;2257.0;2819.230769230769
CEO 006;2024;52;2024-12-23;3219.0;1396.0;1669.0;2845.0;1305.0;3224.0;1532.5;2715.076923076923
CEO 006;2025;1;2024-12-30;619.0;3219.0;1396.0;1669.0;2845.0;3220.0;2307.5;2714.692307692308
CEO 006;2025;2;2025-01-06;2930.0;619.0;3219.0;1396.0;1669.0;2290.0;1919.0;2514.6153846153848
CEO 006;2025;3;2025-01-13;2487.0;2930.0;619.0;3219.0;1396.0;1883.0;1774.5;2563.846153846154
CEO 006;2025;4;2025-01-20;3701.0;2487.0;2930.0;619.0;3219.0;1570.0;2708.5;2610.3076923076924
CEO 006;2025;5;2025-01-27;2304.0;3701.0;2487.0;2930.0;619.0;3782.0;3094.0;2774.230769230769
CEO 006;2025;6;2025-02-03;1210.0;2304.0;3701.0;2487.0;2930.0;5133.0;3002.5;2660.538461538461
CEO 006;2025;7;2025-02-10;806.0;1210.0;2304.0;3701.0;2487.0;4586.0;1757.0;2358.769230769231
CEO 006;2025;8;2025-02-17;1450.0;806.0;1210.0;2304.0;3701.0;2393.0;1008.0;2068.0
CEO 006;2025;9;2025-02-24;235.0;1450.0;806.0;1210.0;2304.0;1305.0;1128.0;1995.4615384615383
CEO 006;2025;10;2025-03-03;36.0;235.0;1450.0;806.0;1210.0;2845.0;842.5;1913.1538461538464
CEO 006;2025;11;2025-03-10;6048.0;36.0;235.0;1450.0;806.0;1669.0;135.5;1697.076923076923
CEO 006;2025;12;2025-03-17;4650.0;6048.0;36.0;235.0;1450.0;1396.0;3042.0;2033.923076923077
CEO 006;2025;13;2025-03-24;9089.0;4650.0;6048.0;36.0;235.0;3219.0;5349.0;2284.230769230769
CEO 006;2025;14;2025-03-31;719.0;9089.0;4650.0;6048.0;36.0;619.0;6869.5;2735.769230769231
CEO 006;2025;15;2025-04-07;4270.0;719.0;9089.0;4650.0;6048.0;2930.0;4904.0;2743.4615384615386
CEO 006;2025;16;2025-04-14;600.0;4270.0;719.0;9089.0;4650.0;2487.0;2494.5;2846.538461538461
CEO 006;2025;17;2025-04-21;1161.0;600.0;4270.0;719.0;9089.0;3701.0;2435.0;2701.3846153846152
CEO 006;2025;18;2025-04-28;406.0;1161.0;600.0;4270.0;719.0;2304.0;880.5;2506.0
CEO 006;2025;19;2025-05-05;5352.0;406.0;1161.0;600.0;4270.0;1210.0;783.5;2360.0
CEO 006;2025;20;2025-05-12;5343.0;5352.0;406.0;1161.0;600.0;806.0;2879.0;2678.6153846153848
CEO 006;2025;21;2025-05-19;776.0;5343.0;5352.0;406.0;1161.0;1450.0;5347.5;3027.6153846153848
CEO 006;2025;22;2025-05-26;2149.0;776.0;5343.0;5352.0;406.0;235.0;3059.5;2975.769230769231
CERE 002;2020;53;2020-12-28;631.0;;;;;;;
CERE 002;2021;2;2021-01-11;1000.0;631.0;;;;;631.0;631.0
CERE 002;2021;3;2021-01-18;4660.0;1000.0;631.0;;;;815.5;815.5
CERE 002;2021;5;2021-02-01;2000.0;4660.0;1000.0;631.0;;;2830.0;2097.0
CERE 002;2021;7;2021-02-15;684.0;2000.0;4660.0;1000.0;631.0;;3330.0;2072.75
CERE 002;2021;9;2021-03-01;4681.0;684.0;2000.0;4660.0;1000.0;;1342.0;1795.0
CERE 002;2021;11;2021-03-15;700.0;4681.0;684.0;2000.0;4660.0;;2682.5;2276.0
CERE 002;2021;13;2021-03-29;1796.0;700.0;4681.0;684.0;2000.0;;2690.5;2050.8571428571427
CERE 002;2021;14;2021-04-05;2700.0;1796.0;700.0;4681.0;684.0;;1248.0;2019.0
CERE 002;2021;15;2021-04-12;260.0;2700.0;1796.0;700.0;4681.0;;2248.0;2094.6666666666665
CERE 002;2021;16;2021-04-19;5805.0;260.0;2700.0;1796.0;700.0;;1480.0;1911.2
CERE 002;2021;19;2021-05-10;1855.0;5805.0;260.0;2700.0;1796.0;;3032.5;2265.181818181818
CERE 002;2021;21;2021-05-24;4000.0;1855.0;5805.0;260.0;2700.0;;3830.0;2231.0
CERE 002;2021;22;2021-05-31;3250.0;4000.0;1855.0;5805.0;260.0;631.0;2927.5;2367.076923076923
CERE 002;2021;26;2021-06-28;217.0;3250.0;4000.0;1855.0;5805.0;1000.0;3625.0;2568.538461538461
CERE 002;2021;29;2021-07-19;3050.0;217.0;3250.0;4000.0;1855.0;4660.0;1733.5;2508.3076923076924
CERE 002;2021;31;2021-08-02;21.0;3050.0;217.0;3250.0;4000.0;2000.0;1633.5;2384.4615384615386
CERE 002;2021;33;2021-08-16;150.0;21.0;3050.0;217.0;3250.0;684.0;1535.5;2232.230769230769
CERE 002;2021;34;2021-08-23;4300.0;150.0;21.0;3050.0;217.0;4681.0;85.5;2191.153846153846
CERE 002;2021;36;2021-09-06;2700.0;4300.0;150.0;21.0;3050.0;700.0;2225.0;2161.846153846154
CERE 002;2021;38;2021-09-20;1500.0;2700.0;4300.0;150.0;21.0;1796.0;3500.0;2315.692307692308
CERE 002;2021;41;2021-10-11;10500.0;1500.0;2700.0;4300.0;150.0;2700.0;2100.0;2292.923076923077
CERE 002;2021;42;2021-10-18;1000.0;10500.0;1500.0;2700.0;4300.0;260.0;6000.0;2892.923076923077
CERE 002;2021;44;2021-11-01;50.0;1000.0;10500.0;1500.0;2700.0;5805.0;5750.0;2949.846153846154
CERE 002;2021;46;2021-11-15;3293.0;50.0;1000.0;10500.0;1500.0;1855.0;525.0;2507.153846153846
CERE 002;2021;48;2021-11-29;2176.0;3293.0;50.0;1000.0;10500.0;4000.0;1671.5;2617.769230769231
CERE 002;2021;51;2021-12-20;324.0;2176.0;3293.0;50.0;1000.0;3250.0;2734.5;2477.4615384615386
CERE 002;2021;52;2021-12-27;1000.0;324.0;2176.0;3293.0;50.0;217.0;1250.0;2252.3846153846152
CERE 002;2022;1;2022-01-03;1045.0;1000.0;324.0;2176.0;3293.0;3050.0;662.0;2312.6153846153848
CERE 002;2022;2;2022-01-10;2455.0;1045.0;1000.0;324.0;2176.0;21.0;1022.5;2158.3846153846152
CERE 002;2022;3;2022-01-17;4950.0;2455.0;1045.0;1000.0;324.0;150.0;1750.0;2345.6153846153848
CERE 002;2022;4;2022-01-24;1600.0;4950.0;2455.0;1045.0;1000.0;4300.0;3702.5;2714.846153846154
CERE 002;2022;5;2022-01-31;200.0;1600.0;4950.0;2455.0;1045.0;2700.0;3275.0;2507.153846153846
CERE 002;2022;6;2022-02-07;1065.0;200.0;1600.0;4950.0;2455.0;1500.0;900.0;2314.846153846154
CERE 002;2022;7;2022-02-14;1000.0;1065.0;200.0;1600.0;4950.0;10500.0;632.5;2281.3846153846152
CERE 002;2022;9;2022-02-28;2000.0;1000.0;1065.0;200.0;1600.0;1000.0;1032.5;1550.6153846153843
CERE 002;2022;10;2022-03-07;4000.0;2000.0;1000.0;1065.0;200.0;50.0;1500.0;1627.5384615384614
CERE 002;2022;11;2022-03-14;9047.0;4000.0;2000.0;1000.0;1065.0;3293.0;3000.0;1931.3846153846157
CERE 002;2022;12;2022-03-21;3923.0;9047.0;4000.0;2000.0;1000.0;2176.0;6523.5;2374.0
CERE 002;2022;17;2022-04-25;6000.0;3923.0;9047.0;4000.0;2000.0;324.0;6485.0;2508.3846153846152
CERE 002;2022;18;2022-05-02;4000.0;6000.0;3923.0;9047.0;4000.0;1000.0;4961.5;2945.0
CERE 002;2022;20;2022-05-16;2200.0;4000.0;6000.0;3923.0;9047.0;1045.0;5000.0;3175.769230769231
CERE 002;2022;21;2022-05-23;1108.0;2200.0;4000.0;6000.0;3923.0;2455.0;3100.0;3264.6153846153848
CERE 002;2022;23;2022-06-06;6000.0;1108.0;2200.0;4000.0;6000.0;4950.0;1654.0;3161.0
CERE 002;2022;31;2022-08-01;5.0;6000.0;1108.0;2200.0;4000.0;1600.0;3554.0;3241.769230769231
CERE 002;2022;32;2022-08-08;4003.0;5.0;6000.0;1108.0;2200.0;200.0;3002.5;3119.076923076923
CERE 002;2022;34;2022-08-22;2000.0;4003.0;5.0;6000.0;1108.0;1065.0;2004.0;3411.6153846153848
CERE 002;2022;36;2022-09-05;2700.0;2000.0;4003.0;5.0;6000.0;1000.0;3001.5;3483.538461538461
CERE 002;2022;38;2022-09-19;2025.0;2700.0;2000.0;4003.0;5.0;2000.0;2350.0;3614.307692307693
CERE 002;2022;40;2022-10-03;1950.0;2025.0;2700.0;2000.0;4003.0;4000.0;2362.5;3616.230769230769
CERE 002;2022;41;2022-10-10;880.0;1950.0;2025.0;2700.0;2000.0;9047.0;1987.5;3458.538461538461
CERE 002;2022;42;2022-10-17;200.0;880.0;1950.0;2025.0;2700.0;3923.0;1415.0;2830.3076923076924
CERE 002;2022;43;2022-10-24;3600.0;200.0;880.0;1950.0;2025.0;6000.0;540.0;2543.923076923077
CERE 002;2022;44;2022-10-31;500.0;3600.0;200.0;880.0;1950.0;4000.0;1900.0;2359.3076923076924
CERE 002;2022;45;2022-11-07;154.0;500.0;3600.0;200.0;880.0;2200.0;2050.0;2090.076923076923
CERE 002;2022;46;2022-11-14;2450.0;154.0;500.0;3600.0;200.0;1108.0;327.0;1932.692307692308
CERE 002;2022;47;2022-11-21;1000.0;2450.0;154.0;500.0;3600.0;6000.0;1302.0;2035.923076923077
CERE 002;2023;2;2023-01-09;275.0;1000.0;2450.0;154.0;500.0;5.0;1725.0;1651.3076923076924
CERE 002;2023;3;2023-01-16;7323.0;275.0;1000.0;2450.0;154.0;4003.0;637.5;1672.076923076923
CERE 002;2023;4;2023-01-23;2750.0;7323.0;275.0;1000.0;2450.0;2000.0;3799.0;1927.4615384615383
CERE 002;2023;7;2023-02-13;200.0;2750.0;7323.0;275.0;1000.0;2700.0;5036.5;1985.1538461538464
CERE 002;2023;8;2023-02-20;2500.0;200.0;2750.0;7323.0;275.0;2025.0;1475.0;1792.8461538461538
CERE 002;2023;9;2023-02-27;650.0;2500.0;200.0;2750.0;7323.0;1950.0;1350.0;1829.3846153846157
CERE 002;2023;10;2023-03-06;2350.0;650.0;2500.0;200.0;2750.0;880.0;1575.0;1729.3846153846157
CERE 002;2023;11;2023-03-13;4035.0;2350.0;650.0;2500.0;200.0;200.0;1500.0;1842.4615384615383
CERE 002;2023;12;2023-03-20;900.0;4035.0;2350.0;650.0;2500.0;3600.0;3192.5;2137.4615384615386
CERE 002;2023;13;2023-03-27;3691.0;900.0;4035.0;2350.0;650.0;500.0;2467.5;1929.7692307692307
CERE 002;2023;15;2023-04-10;5688.0;3691.0;900.0;4035.0;2350.0;154.0;2295.5;2175.230769230769
CERE 002;2023;16;2023-04-17;5500.0;5688.0;3691.0;900.0;4035.0;2450.0;4689.5;2600.923076923077
CERE 002;2023;18;2023-05-01;1000.0;5500.0;5688.0;3691.0;900.0;1000.0;5594.0;2835.538461538461
CERE 002;2023;21;2023-05-22;6700.0;1000.0;5500.0;5688.0;3691.0;275.0;3250.0;2835.538461538461
CERE 002;2023;22;2023-05-29;1250.0;6700.0;1000.0;5500.0;5688.0;7323.0;3850.0;3329.769230769231
CERE 002;2023;23;2023-06-05;5450.0;1250.0;6700.0;1000.0;5500.0;2750.0;3975.0;2862.6153846153848
CERE 002;2023;28;2023-07-10;1.0;5450.0;1250.0;6700.0;1000.0;200.0;3350.0;3070.3076923076924
CERE 002;2023;34;2023-08-21;4000.0;1.0;5450.0;1250.0;6700.0;2500.0;2725.5;3055.0
CERE 002;2023;36;2023-09-04;73.0;4000.0;1.0;5450.0;1250.0;650.0;2000.5;3170.3846153846152
CERE 002;2023;38;2023-09-18;1248.0;73.0;4000.0;1.0;5450.0;2350.0;2036.5;3126.0
CERE 002;2023;40;2023-10-02;2345.0;1248.0;73.0;4000.0;1.0;4035.0;660.5;3041.230769230769
CERE 002;2023;44;2023-10-30;832.0;2345.0;1248.0;73.0;4000.0;900.0;1796.5;2911.230769230769
CERE 002;2023;47;2023-11-20;835.0;832.0;2345.0;1248.0;73.0;3691.0;1588.5;2906.0
CERE 002;2023;49;2023-12-04;1200.0;835.0;832.0;2345.0;1248.0;5688.0;833.5;2686.3076923076924
CERE 002;2023;51;2023-12-18;2100.0;1200.0;835.0;832.0;2345.0;5500.0;1017.5;2341.076923076923
CERE 002;2024;1;2024-01-01;1000.0;2100.0;1200.0;835.0;832.0;1000.0;1650.0;2079.538461538461
CERE 002;2024;2;2024-01-08;11000.0;1000.0;2100.0;1200.0;835.0;6700.0;1550.0;2079.538461538461
CERE 002;2024;3;2024-01-15;700.0;11000.0;1000.0;2100.0;1200.0;1250.0;6000.0;2410.3076923076924
CERE 002;2024;4;2024-01-22;700.0;700.0;11000.0;1000.0;2100.0;5450.0;5850.0;2368.0
CERE 002;2024;5;2024-01-29;2657.0;700.0;700.0;11000.0;1000.0;1.0;700.0;2002.6153846153843
CERE 002;2024;8;2024-02-19;1000.0;2657.0;700.0;700.0;11000.0;4000.0;1678.5;2206.923076923077
CERE 002;2024;11;2024-03-11;7620.0;1000.0;2657.0;700.0;700.0;73.0;1828.5;1976.1538461538464
CERE 002;2024;14;2024-04-01;3000.0;7620.0;1000.0;2657.0;700.0;1248.0;4310.0;2556.692307692308
CERE 002;2024;15;2024-04-08;2969.0;3000.0;7620.0;1000.0;2657.0;2345.0;5310.0;2691.4615384615386
CERE 002;2024;16;2024-04-15;800.0;2969.0;3000.0;7620.0;1000.0;832.0;2984.5;2739.4615384615386
CERE 002;2024;20;2024-05-13;1600.0;800.0;2969.0;3000.0;7620.0;835.0;1884.5;2737.0
CERE 002;2024;21;2024-05-20;3976.0;1600.0;800.0;2969.0;3000.0;1200.0;1200.0;2795.846153846154
CERE 002;2024;23;2024-06-03;2200.0;3976.0;1600.0;800.0;2969.0;2100.0;2788.0;3009.3846153846152
CERE 002;2024;25;2024-06-17;200.0;2200.0;3976.0;1600.0;800.0;1000.0;3088.0;3017.076923076923
CERE 002;2024;26;2024-06-24;160.0;200.0;2200.0;3976.0;1600.0;11000.0;1200.0;2955.538461538461
CERE 002;2024;28;2024-07-08;1750.0;160.0;200.0;2200.0;3976.0;700.0;180.0;2121.692307692308
CERE 002;2024;31;2024-07-29;200.0;1750.0;160.0;200.0;2200.0;700.0;955.0;2202.4615384615386
CERE 002;2024;32;2024-08-05;341.0;200.0;1750.0;160.0;200.0;2657.0;975.0;2164.0
CERE 002;2024;33;2024-08-12;2150.0;341.0;200.0;1750.0;160.0;1000.0;270.5;1985.8461538461536
CERE 002;2024;34;2024-08-19;1.0;2150.0;341.0;200.0;1750.0;7620.0;1245.5;2074.3076923076924
CERE 002;2024;36;2024-09-02;1775.0;1.0;2150.0;341.0;200.0;3000.0;1075.5;1488.2307692307693
CERE 002;2024;38;2024-09-16;20.0;1775.0;1.0;2150.0;341.0;2969.0;888.0;1394.0
CERE 002;2024;39;2024-09-23;600.0;20.0;1775.0;1.0;2150.0;800.0;897.5;1167.1538461538462
CERE 002;2024;40;2024-09-30;532.0;600.0;20.0;1775.0;1.0;1600.0;310.0;1151.7692307692307
CERE 002;2024;41;2024-10-07;468.0;532.0;600.0;20.0;1775.0;3976.0;566.0;1069.6153846153843
CERE 002;2024;43;2024-10-21;1000.0;468.0;532.0;600.0;20.0;2200.0;500.0;799.7692307692307
CERE 002;2024;46;2024-11-11;3334.0;1000.0;468.0;532.0;600.0;200.0;734.0;707.4615384615385
CERE 002;2024;48;2024-11-25;1.0;3334.0;1000.0;468.0;532.0;160.0;2167.0;948.5384615384615
CERE 002;2025;3;2025-01-13;50.0;1.0;3334.0;1000.0;468.0;1750.0;1667.5;936.3076923076924
CERE 002;2025;4;2025-01-20;1.0;50.0;1.0;3334.0;1000.0;200.0;25.5;805.5384615384615
CERE 002;2025;6;2025-02-03;20.0;1.0;50.0;1.0;3334.0;341.0;25.5;790.2307692307693
CERE 002;2025;8;2025-02-17;1000.0;20.0;1.0;50.0;1.0;2150.0;10.5;765.5384615384615
CERE 002;2025;10;2025-03-03;1000.0;1000.0;20.0;1.0;50.0;1.0;510.0;677.0769230769231
CERE 002;2025;13;2025-03-24;449.0;1000.0;1000.0;20.0;1.0;1775.0;1000.0;753.9230769230769
CERE 002;2025;14;2025-03-31;580.0;449.0;1000.0;1000.0;20.0;20.0;724.5;651.9230769230769
CERE 002;2025;17;2025-04-21;11.0;580.0;449.0;1000.0;1000.0;600.0;514.5;695.0
CERE 002;2025;18;2025-04-28;1.0;11.0;580.0;449.0;1000.0;532.0;295.5;649.6923076923077
CERE 002;2025;22;2025-05-26;300.0;1.0;11.0;580.0;449.0;468.0;6.0;608.8461538461538
CER 004;2021;20;2021-05-17;110.0;;;;;;;
CER 004;2021;21;2021-05-24;300.0;110.0;;;;;110.0;110.0
CER 004;2021;22;2021-05-31;95.0;300.0;110.0;;;;205.0;205.0
CER 004;2021;23;2021-06-07;600.0;95.0;300.0;110.0;;;197.5;168.33333333333334
CER 004;2021;24;2021-06-14;450.0;600.0;95.0;300.0;110.0;;347.5;276.25
CER 004;2021;25;2021-06-21;960.0;450.0;600.0;95.0;300.0;;525.0;311.0
CER 004;2021;27;2021-07-05;1100.0;960.0;450.0;600.0;95.0;;705.0;419.1666666666667
CER 004;2021;29;2021-07-19;1190.0;1100.0;960.0;450.0;600.0;;1030.0;516.4285714285714
CER 004;2021;31;2021-08-02;500.0;1190.0;1100.0;960.0;450.0;;1145.0;600.625
CER 004;2021;32;2021-08-09;900.0;500.0;1190.0;1100.0;960.0;;845.0;589.4444444444445
CER 004;2021;33;2021-08-16;1000.0;900.0;500.0;1190.0;1100.0;;700.0;620.5
CER 004;2021;34;2021-08-23;450.0;1000.0;900.0;500.0;1190.0;;950.0;655.0
CER 004;2021;35;2021-08-30;1.0;450.0;1000.0;900.0;500.0;;725.0;637.9166666666666
CER 004;2021;36;2021-09-06;1000.0;1.0;450.0;1000.0;900.0;110.0;225.5;588.9230769230769
CER 004;2021;38;2021-09-20;900.0;1000.0;1.0;450.0;1000.0;300.0;500.5;657.3846153846154
CER 004;2021;39;2021-09-27;1800.0;900.0;1000.0;1.0;450.0;95.0;950.0;703.5384615384615
CER 004;2021;41;2021-10-11;4915.0;1800.0;900.0;1000.0;1.0;600.0;1350.0;834.6923076923077
CER 004;2021;42;2021-10-18;1700.0;4915.0;1800.0;900.0;1000.0;450.0;3357.5;1166.6153846153843
CER 004;2021;43;2021-10-25;3205.0;1700.0;4915.0;1800.0;900.0;960.0;3307.5;1262.7692307692307
CER 004;2021;44;2021-11-01;330.0;3205.0;1700.0;4915.0;1800.0;1100.0;2452.5;1435.4615384615386
CER 004;2021;45;2021-11-08;142.0;330.0;3205.0;1700.0;4915.0;1190.0;1767.5;1376.2307692307693
CER 004;2021;46;2021-11-15;988.0;142.0;330.0;3205.0;1700.0;500.0;236.0;1295.6153846153843
CER 004;2021;47;2021-11-22;1030.0;988.0;142.0;330.0;3205.0;900.0;565.0;1333.1538461538462
CER 004;2021;48;2021-11-29;6.0;1030.0;988.0;142.0;330.0;1000.0;1009.0;1343.1538461538462
CER 004;2021;49;2021-12-06;999.0;6.0;1030.0;988.0;142.0;450.0;518.0;1266.6923076923076
CER 004;2021;50;2021-12-13;940.0;999.0;6.0;1030.0;988.0;1.0;502.5;1308.923076923077
CER 004;2021;51;2021-12-20;200.0;940.0;999.0;6.0;1030.0;1000.0;969.5;1381.1538461538462
CER 004;2021;52;2021-12-27;1000.0;200.0;940.0;999.0;6.0;900.0;570.0;1319.6153846153843
CER 004;2022;1;2022-01-03;900.0;1000.0;200.0;940.0;999.0;1800.0;600.0;1327.3076923076924
CER 004;2022;2;2022-01-10;516.0;900.0;1000.0;200.0;940.0;4915.0;950.0;1258.076923076923
CER 004;2022;3;2022-01-17;20.0;516.0;900.0;1000.0;200.0;1700.0;708.0;919.6923076923076
CER 004;2022;4;2022-01-24;45.0;20.0;516.0;900.0;1000.0;3205.0;268.0;790.4615384615385
CER 004;2022;5;2022-01-31;4273.0;45.0;20.0;516.0;900.0;330.0;32.5;547.3846153846154
CER 004;2022;6;2022-02-07;4570.0;4273.0;45.0;20.0;516.0;142.0;2159.0;850.6923076923077
CER 004;2022;7;2022-02-14;676.0;4570.0;4273.0;45.0;20.0;988.0;4421.5;1191.3076923076924
CER 004;2022;8;2022-02-21;490.0;676.0;4570.0;4273.0;45.0;1030.0;2623.0;1167.3076923076924
CER 004;2022;9;2022-02-28;10.0;490.0;676.0;4570.0;4273.0;6.0;583.0;1125.7692307692307
CER 004;2022;10;2022-03-07;150.0;10.0;490.0;676.0;4570.0;999.0;250.0;1126.076923076923
CER 004;2022;11;2022-03-14;79.0;150.0;10.0;490.0;676.0;940.0;80.0;1060.7692307692307
CER 004;2022;12;2022-03-21;651.0;79.0;150.0;10.0;490.0;200.0;114.5;994.5384615384615
CER 004;2022;13;2022-03-28;1500.0;651.0;79.0;150.0;10.0;1000.0;365.0;1029.2307692307693
CER 004;2022;15;2022-04-11;1400.0;1500.0;651.0;79.0;150.0;900.0;1075.5;1067.6923076923076
CER 004;2022;16;2022-04-18;12.0;1400.0;1500.0;651.0;79.0;516.0;1450.0;1106.1538461538462
CER 004;2022;17;2022-04-25;430.0;12.0;1400.0;1500.0;651.0;20.0;706.0;1067.3846153846157
CER 004;2022;19;2022-05-09;100.0;430.0;12.0;1400.0;1500.0;45.0;221.0;1098.923076923077
CER 004;2022;21;2022-05-23;1600.0;100.0;430.0;12.0;1400.0;4273.0;265.0;1103.1538461538462
CER 004;2022;22;2022-05-30;3504.0;1600.0;100.0;430.0;12.0;4570.0;850.0;897.5384615384615
CER 004;2022;23;2022-06-06;75.0;3504.0;1600.0;100.0;430.0;676.0;2552.0;815.5384615384615
CER 004;2022;24;2022-06-13;204.0;75.0;3504.0;1600.0;100.0;490.0;1789.5;769.3076923076923
CER 004;2022;26;2022-06-27;126.0;204.0;75.0;3504.0;1600.0;10.0;139.5;747.3076923076923
CER 004;2022;27;2022-07-04;150.0;126.0;204.0;75.0;3504.0;150.0;165.0;756.2307692307693
CER 004;2022;28;2022-07-11;1.0;150.0;126.0;204.0;75.0;79.0;138.0;756.2307692307693
CER 004;2022;29;2022-07-18;100.0;1.0;150.0;126.0;204.0;651.0;75.5;750.2307692307693
CER 004;2022;30;2022-07-25;100.0;100.0;1.0;150.0;126.0;1500.0;50.5;707.8461538461538
CER 004;2022;31;2022-08-01;150.0;100.0;100.0;1.0;150.0;1400.0;100.0;600.1538461538462
CER 004;2022;32;2022-08-08;151.0;150.0;100.0;100.0;1.0;12.0;125.0;504.0
CER 004;2022;33;2022-08-15;300.0;151.0;150.0;100.0;100.0;430.0;150.5;514.6923076923077
CER 004;2022;34;2022-08-22;20.0;300.0;151.0;150.0;100.0;100.0;225.5;504.6923076923077
CER 004;2022;35;2022-08-29;20.0;20.0;300.0;151.0;150.0;1600.0;160.0;498.5384615384616
CER 004;2022;36;2022-09-05;5.0;20.0;20.0;300.0;151.0;3504.0;20.0;377.0
CER 004;2022;37;2022-09-12;151.0;5.0;20.0;20.0;300.0;75.0;12.5;107.84615384615384
CER 004;2022;38;2022-09-19;50.0;151.0;5.0;20.0;20.0;204.0;78.0;113.6923076923077
CER 004;2022;39;2022-09-26;1.0;50.0;151.0;5.0;20.0;126.0;100.5;101.84615384615384
CER 004;2022;41;2022-10-10;149.0;1.0;50.0;151.0;5.0;150.0;25.5;92.23076923076924
CER 004;2022;42;2022-10-17;210.0;149.0;1.0;50.0;151.0;1.0;75.0;92.15384615384616
CER 004;2022;43;2022-10-24;80.0;210.0;149.0;1.0;50.0;100.0;179.5;108.23076923076924
CER 004;2022;44;2022-10-31;2460.0;80.0;210.0;149.0;1.0;100.0;145.0;106.6923076923077
CER 004;2022;45;2022-11-07;255.0;2460.0;80.0;210.0;149.0;150.0;1270.0;288.2307692307692
CER 004;2022;46;2022-11-14;254.0;255.0;2460.0;80.0;210.0;151.0;1357.5;296.3076923076923
CER 004;2022;47;2022-11-21;50.0;254.0;255.0;2460.0;80.0;300.0;254.5;304.2307692307692
CER 004;2022;48;2022-11-28;210.0;50.0;254.0;255.0;2460.0;20.0;152.0;285.0
CER 004;2022;50;2022-12-12;12.0;210.0;50.0;254.0;255.0;20.0;130.0;299.61538461538464
CER 004;2022;51;2022-12-19;5.0;12.0;210.0;50.0;254.0;5.0;111.0;299.0
CER 004;2022;52;2022-12-26;2.0;5.0;12.0;210.0;50.0;151.0;8.5;299.0
CER 004;2023;8;2023-02-20;837.0;2.0;5.0;12.0;210.0;50.0;3.5;287.53846153846155
CER 004;2023;9;2023-02-27;707.0;837.0;2.0;5.0;12.0;1.0;419.5;348.0769230769231
CER 004;2023;10;2023-03-06;465.0;707.0;837.0;2.0;5.0;149.0;772.0;402.38461538461536
CER 004;2023;11;2023-03-13;10.0;465.0;707.0;837.0;2.0;210.0;586.0;426.6923076923077
CER 004;2023;13;2023-03-27;100.0;10.0;465.0;707.0;837.0;80.0;237.5;411.3076923076923
CER 004;2023;14;2023-04-03;26.0;100.0;10.0;465.0;707.0;2460.0;55.0;412.84615384615387
