Código;Año;Semana;Fecha;Salida;Lag_1;Lag_2;Lag_3;Lag_4;Lag_13;MA_2;MA_13
CER 004;2023;15;2023-04-10;3450.0;26.0;100.0;10.0;465.0;255.0;63.0;225.6153846153846
CER 004;2023;16;2023-04-17;720.0;3450.0;26.0;100.0;10.0;254.0;1738.0;471.38461538461536
CER 004;2023;17;2023-04-24;1110.0;720.0;3450.0;26.0;100.0;50.0;2085.0;507.2307692307692
CER 004;2023;18;2023-05-01;400.0;1110.0;720.0;3450.0;26.0;210.0;915.0;588.7692307692307
CER 004;2023;19;2023-05-08;375.0;400.0;1110.0;720.0;3450.0;12.0;755.0;603.3846153846154
CER 004;2023;20;2023-05-15;520.0;375.0;400.0;1110.0;720.0;5.0;387.5;631.3076923076923
CER 004;2023;21;2023-05-22;1050.0;520.0;375.0;400.0;1110.0;2.0;447.5;670.9230769230769
CER 004;2023;22;2023-05-29;1790.0;1050.0;520.0;375.0;400.0;837.0;785.0;751.5384615384615
CER 004;2023;23;2023-06-05;1045.0;1790.0;1050.0;520.0;375.0;707.0;1420.0;824.8461538461538
CER 004;2023;25;2023-06-19;2.0;1045.0;1790.0;1050.0;520.0;465.0;1417.5;850.8461538461538
CER 004;2023;26;2023-06-26;4421.0;2.0;1045.0;1790.0;1050.0;10.0;523.5;815.2307692307693
CER 004;2023;27;2023-07-03;950.0;4421.0;2.0;1045.0;1790.0;100.0;2211.5;1154.5384615384614
CER 004;2023;28;2023-07-10;700.0;950.0;4421.0;2.0;1045.0;26.0;2685.5;1219.923076923077
CER 004;2023;29;2023-07-17;100.0;700.0;950.0;4421.0;2.0;3450.0;825.0;1271.7692307692307
CER 004;2023;30;2023-07-24;65.0;100.0;700.0;950.0;4421.0;720.0;400.0;1014.0769230769232
CER 004;2023;31;2023-07-31;62.0;65.0;100.0;700.0;950.0;1110.0;82.5;963.6923076923076
CER 004;2023;32;2023-08-07;700.0;62.0;65.0;100.0;700.0;400.0;63.5;883.0769230769231
CER 004;2023;33;2023-08-14;500.0;700.0;62.0;65.0;100.0;375.0;381.0;906.1538461538462
CER 004;2023;34;2023-08-21;500.0;500.0;700.0;62.0;65.0;520.0;600.0;915.7692307692308
CER 004;2023;36;2023-09-04;50.0;500.0;500.0;700.0;62.0;1050.0;500.0;914.2307692307692
CER 004;2023;37;2023-09-11;10.0;50.0;500.0;500.0;700.0;1790.0;275.0;837.3076923076923
CER 004;2023;38;2023-09-18;1571.0;10.0;50.0;500.0;500.0;1045.0;30.0;700.3846153846154
CER 004;2023;39;2023-09-25;506.0;1571.0;10.0;50.0;500.0;2.0;790.5;740.8461538461538
CER 004;2023;40;2023-10-02;1280.0;506.0;1571.0;10.0;50.0;4421.0;1038.5;779.6153846153846
CER 004;2023;41;2023-10-09;4540.0;1280.0;506.0;1571.0;10.0;950.0;893.0;538.0
CER 004;2023;42;2023-10-16;150.0;4540.0;1280.0;506.0;1571.0;700.0;2910.0;814.1538461538462
CER 004;2023;43;2023-10-23;750.0;150.0;4540.0;1280.0;506.0;100.0;2345.0;771.8461538461538
CER 004;2023;44;2023-10-30;151.0;750.0;150.0;4540.0;1280.0;65.0;450.0;821.8461538461538
CER 004;2023;45;2023-11-06;511.0;151.0;750.0;150.0;4540.0;62.0;450.5;828.4615384615385
CER 004;2023;46;2023-11-13;805.0;511.0;151.0;750.0;150.0;700.0;331.0;863.0
CER 004;2023;47;2023-11-20;1020.0;805.0;511.0;151.0;750.0;500.0;658.0;871.0769230769231
CER 004;2023;48;2023-11-27;1511.0;1020.0;805.0;511.0;151.0;500.0;912.5;911.0769230769232
CER 004;2023;49;2023-12-04;834.0;1511.0;1020.0;805.0;511.0;50.0;1265.5;988.8461538461538
CER 004;2023;50;2023-12-11;600.0;834.0;1511.0;1020.0;805.0;10.0;1172.5;1049.1538461538462
CER 004;2023;51;2023-12-18;1000.0;600.0;834.0;1511.0;1020.0;1571.0;717.0;1094.5384615384614
CER 004;2023;52;2023-12-25;327.0;1000.0;600.0;834.0;1511.0;506.0;800.0;1050.6153846153843
CER 004;2024;1;2024-01-01;127.0;327.0;1000.0;600.0;834.0;1280.0;663.5;1036.8461538461538
CER 004;2024;2;2024-01-08;1158.0;127.0;327.0;1000.0;600.0;4540.0;227.0;948.1538461538462
CER 004;2024;3;2024-01-15;3500.0;1158.0;127.0;327.0;1000.0;150.0;642.5;688.0
CER 004;2024;4;2024-01-22;992.0;3500.0;1158.0;127.0;327.0;750.0;2329.0;945.6923076923076
CER 004;2024;5;2024-01-29;350.0;992.0;3500.0;1158.0;127.0;151.0;2246.0;964.3076923076924
CER 004;2024;6;2024-02-05;325.0;350.0;992.0;3500.0;1158.0;511.0;671.0;979.6153846153846
CER 004;2024;7;2024-02-12;300.0;325.0;350.0;992.0;3500.0;805.0;337.5;965.3076923076924
CER 004;2024;8;2024-02-19;225.0;300.0;325.0;350.0;992.0;1020.0;312.5;926.4615384615385
CER 004;2024;9;2024-02-26;850.0;225.0;300.0;325.0;350.0;1511.0;262.5;865.3076923076923
CER 004;2024;10;2024-03-04;215.0;850.0;225.0;300.0;325.0;834.0;537.5;814.4615384615385
CER 004;2024;11;2024-03-11;50.0;215.0;850.0;225.0;300.0;600.0;532.5;766.8461538461538
CER 004;2024;12;2024-03-18;100.0;50.0;215.0;850.0;225.0;1000.0;132.5;724.5384615384615
CER 004;2024;13;2024-03-25;3000.0;100.0;50.0;215.0;850.0;327.0;75.0;655.3076923076923
CER 004;2024;14;2024-04-01;10502.0;3000.0;100.0;50.0;215.0;127.0;1550.0;860.9230769230769
CER 004;2024;15;2024-04-08;10.0;10502.0;3000.0;100.0;50.0;1158.0;6751.0;1659.0
CER 004;2024;16;2024-04-15;1078.0;10.0;10502.0;3000.0;100.0;3500.0;5256.0;1570.6923076923076
CER 004;2024;17;2024-04-22;2890.0;1078.0;10.0;10502.0;3000.0;992.0;544.0;1384.3846153846157
CER 004;2024;19;2024-05-06;1653.0;2890.0;1078.0;10.0;10502.0;350.0;1984.0;1530.3846153846157
CER 004;2024;20;2024-05-13;440.0;1653.0;2890.0;1078.0;10.0;325.0;2271.5;1630.6153846153843
CER 004;2024;21;2024-05-20;2100.0;440.0;1653.0;2890.0;1078.0;300.0;1046.5;1639.4615384615386
CER 004;2024;22;2024-05-27;950.0;2100.0;440.0;1653.0;2890.0;225.0;1270.0;1777.923076923077
CER 004;2024;23;2024-06-03;2305.0;950.0;2100.0;440.0;1653.0;850.0;1525.0;1833.692307692308
CER 004;2024;24;2024-06-10;1840.0;2305.0;950.0;2100.0;440.0;215.0;1627.5;1945.6153846153843
CER 004;2024;26;2024-06-24;1420.0;1840.0;2305.0;950.0;2100.0;50.0;2072.5;2070.6153846153848
CER 004;2024;27;2024-07-01;540.0;1420.0;1840.0;2305.0;950.0;100.0;1630.0;2176.0
CER 004;2024;28;2024-07-08;700.0;540.0;1420.0;1840.0;2305.0;3000.0;980.0;2209.846153846154
CER 004;2024;29;2024-07-15;200.0;700.0;540.0;1420.0;1840.0;10502.0;620.0;2032.923076923077
CER 004;2024;30;2024-07-22;1000.0;200.0;700.0;540.0;1420.0;10.0;450.0;1240.4615384615386
CER 004;2024;31;2024-07-29;198.0;1000.0;200.0;700.0;540.0;1078.0;600.0;1316.6153846153843
CER 004;2024;32;2024-08-05;35.0;198.0;1000.0;200.0;700.0;2890.0;599.0;1248.923076923077
CER 004;2024;33;2024-08-12;25.0;35.0;198.0;1000.0;200.0;1653.0;116.5;1029.3076923076924
CER 004;2024;34;2024-08-19;1552.0;25.0;35.0;198.0;1000.0;440.0;30.0;904.0769230769232
CER 004;2024;35;2024-08-26;162.0;1552.0;25.0;35.0;198.0;2100.0;788.5;989.6153846153846
CER 004;2024;36;2024-09-02;2700.0;162.0;1552.0;25.0;35.0;950.0;857.0;840.5384615384615
CER 004;2024;37;2024-09-09;1204.0;2700.0;162.0;1552.0;25.0;2305.0;1431.0;975.1538461538462
CER 004;2024;38;2024-09-16;3694.0;1204.0;2700.0;162.0;1552.0;1840.0;1952.0;890.4615384615385
CER 004;2024;39;2024-09-23;850.0;3694.0;1204.0;2700.0;162.0;1420.0;2449.0;1033.076923076923
CER 004;2024;40;2024-09-30;3201.0;850.0;3694.0;1204.0;2700.0;540.0;2272.0;989.2307692307692
CER 004;2024;41;2024-10-07;1350.0;3201.0;850.0;3694.0;1204.0;700.0;2025.5;1193.923076923077
CER 004;2024;42;2024-10-14;850.0;1350.0;3201.0;850.0;3694.0;200.0;2275.5;1243.923076923077
CER 004;2024;43;2024-10-21;1109.0;850.0;1350.0;3201.0;850.0;1000.0;1100.0;1293.923076923077
CER 004;2024;44;2024-10-28;569.0;1109.0;850.0;1350.0;3201.0;198.0;979.5;1302.3076923076924
CER 004;2024;45;2024-11-04;2108.0;569.0;1109.0;850.0;1350.0;35.0;839.0;1330.8461538461538
CER 004;2024;46;2024-11-11;369.0;2108.0;569.0;1109.0;850.0;25.0;1338.5;1490.3076923076924
CER 004;2024;47;2024-11-18;65.0;369.0;2108.0;569.0;1109.0;1552.0;1238.5;1516.7692307692307
CER 004;2024;48;2024-11-25;100.0;65.0;369.0;2108.0;569.0;162.0;217.0;1402.3846153846157
CER 004;2024;49;2024-12-02;1531.0;100.0;65.0;369.0;2108.0;2700.0;82.5;1397.6153846153843
CER 004;2024;50;2024-12-09;1500.0;1531.0;100.0;65.0;369.0;1204.0;815.5;1307.6923076923076
CER 004;2024;51;2024-12-16;460.0;1500.0;1531.0;100.0;65.0;3694.0;1515.5;1330.4615384615386
CER 004;2024;52;2024-12-23;850.0;460.0;1500.0;1531.0;100.0;850.0;980.0;1081.6923076923076
CER 004;2025;1;2024-12-30;1486.0;850.0;460.0;1500.0;1531.0;3201.0;655.0;1081.6923076923076
CER 004;2025;2;2025-01-06;330.0;1486.0;850.0;460.0;1500.0;1350.0;1168.0;949.7692307692308
CER 004;2025;3;2025-01-13;2945.0;330.0;1486.0;850.0;460.0;850.0;908.0;871.3076923076923
CER 004;2025;4;2025-01-20;3872.0;2945.0;330.0;1486.0;850.0;1109.0;1637.5;1032.4615384615386
CER 004;2025;5;2025-01-27;1200.0;3872.0;2945.0;330.0;1486.0;569.0;3408.5;1245.0
CER 004;2025;6;2025-02-03;2850.0;1200.0;3872.0;2945.0;330.0;2108.0;2536.0;1293.5384615384614
CER 004;2025;7;2025-02-10;2080.0;2850.0;1200.0;3872.0;2945.0;369.0;2025.0;1350.6153846153843
CER 004;2025;8;2025-02-17;427.0;2080.0;2850.0;1200.0;3872.0;65.0;2465.0;1482.2307692307693
CER 004;2025;9;2025-02-24;1760.0;427.0;2080.0;2850.0;1200.0;100.0;1253.5;1510.076923076923
CER 004;2025;10;2025-03-03;2040.0;1760.0;427.0;2080.0;2850.0;1531.0;1093.5;1637.7692307692307
CER 004;2025;11;2025-03-10;135.0;2040.0;1760.0;427.0;2080.0;1500.0;1900.0;1676.923076923077
CER 004;2025;12;2025-03-17;5674.0;135.0;2040.0;1760.0;427.0;460.0;1087.5;1571.923076923077
CER 004;2025;13;2025-03-24;304.0;5674.0;135.0;2040.0;1760.0;850.0;2904.5;1973.0
CER 004;2025;14;2025-03-31;710.0;304.0;5674.0;135.0;2040.0;1486.0;2989.0;1931.0
CER 004;2025;15;2025-04-07;550.0;710.0;304.0;5674.0;135.0;330.0;507.0;1871.3076923076924
CER 004;2025;16;2025-04-14;2700.0;550.0;710.0;304.0;5674.0;2945.0;630.0;1888.2307692307693
CER 004;2025;17;2025-04-21;5208.0;2700.0;550.0;710.0;304.0;3872.0;1625.0;1869.3846153846157
CER 004;2025;18;2025-04-28;5702.0;5208.0;2700.0;550.0;710.0;1200.0;3954.0;1972.1538461538464
CER 004;2025;19;2025-05-05;5403.0;5702.0;5208.0;2700.0;550.0;2850.0;5455.0;2318.4615384615386
CER 004;2025;20;2025-05-12;11883.0;5403.0;5702.0;5208.0;2700.0;2080.0;5552.5;2514.846153846154
CER 004;2025;21;2025-05-19;3633.0;11883.0;5403.0;5702.0;5208.0;427.0;8643.0;3268.923076923077
CER 004;2025;22;2025-05-26;641.0;3633.0;11883.0;5403.0;5702.0;1760.0;7758.0;3515.538461538461
CER 008;2021;20;2021-05-17;1050.0;;;;;;;
CER 008;2021;21;2021-05-24;100.0;1050.0;;;;;1050.0;1050.0
CER 008;2021;23;2021-06-07;100.0;100.0;1050.0;;;;575.0;575.0
CER 008;2021;24;2021-06-14;200.0;100.0;100.0;1050.0;;;100.0;416.6666666666667
CER 008;2021;25;2021-06-21;50.0;200.0;100.0;100.0;1050.0;;150.0;362.5
CER 008;2021;29;2021-07-19;565.0;50.0;200.0;100.0;100.0;;125.0;300.0
CER 008;2021;31;2021-08-02;500.0;565.0;50.0;200.0;100.0;;307.5;344.1666666666667
CER 008;2021;32;2021-08-09;1650.0;500.0;565.0;50.0;200.0;;532.5;366.4285714285714
CER 008;2021;34;2021-08-23;60.0;1650.0;500.0;565.0;50.0;;1075.0;526.875
CER 008;2021;35;2021-08-30;1.0;60.0;1650.0;500.0;565.0;;855.0;475.0
CER 008;2021;38;2021-09-20;1000.0;1.0;60.0;1650.0;500.0;;30.5;427.6
CER 008;2021;39;2021-09-27;1581.0;1000.0;1.0;60.0;1650.0;;500.5;479.6363636363636
CER 008;2021;41;2021-10-11;6630.0;1581.0;1000.0;1.0;60.0;;1290.5;571.4166666666666
CER 008;2021;42;2021-10-18;400.0;6630.0;1581.0;1000.0;1.0;1050.0;4105.5;1037.4615384615386
CER 008;2021;43;2021-10-25;3450.0;400.0;6630.0;1581.0;1000.0;100.0;3515.0;987.4615384615385
CER 008;2021;44;2021-11-01;600.0;3450.0;400.0;6630.0;1581.0;100.0;1925.0;1245.1538461538462
CER 008;2021;45;2021-11-08;375.0;600.0;3450.0;400.0;6630.0;200.0;2025.0;1283.6153846153843
CER 008;2021;46;2021-11-15;1030.0;375.0;600.0;3450.0;400.0;50.0;487.5;1297.076923076923
CER 008;2021;47;2021-11-22;800.0;1030.0;375.0;600.0;3450.0;565.0;702.5;1372.4615384615386
CER 008;2021;48;2021-11-29;402.0;800.0;1030.0;375.0;600.0;500.0;915.0;1390.5384615384614
CER 008;2021;49;2021-12-06;1751.0;402.0;800.0;1030.0;375.0;1650.0;601.0;1383.0
CER 008;2021;51;2021-12-20;2762.0;1751.0;402.0;800.0;1030.0;60.0;1076.5;1390.7692307692307
CER 008;2021;52;2021-12-27;1781.0;2762.0;1751.0;402.0;800.0;1.0;2256.5;1598.6153846153843
CER 008;2022;1;2022-01-03;1300.0;1781.0;2762.0;1751.0;402.0;1000.0;2271.5;1735.5384615384614
CER 008;2022;2;2022-01-10;528.0;1300.0;1781.0;2762.0;1751.0;1581.0;1540.5;1758.6153846153843
CER 008;2022;3;2022-01-17;964.0;528.0;1300.0;1781.0;2762.0;6630.0;914.0;1677.6153846153843
CER 008;2022;4;2022-01-24;107.0;964.0;528.0;1300.0;1781.0;400.0;746.0;1241.7692307692307
CER 008;2022;5;2022-01-31;80.0;107.0;964.0;528.0;1300.0;3450.0;535.5;1219.2307692307693
CER 008;2022;6;2022-02-07;10522.0;80.0;107.0;964.0;528.0;600.0;93.5;960.0
CER 008;2022;7;2022-02-14;352.0;10522.0;80.0;107.0;964.0;375.0;5301.0;1723.2307692307693
CER 008;2022;8;2022-02-21;460.0;352.0;10522.0;80.0;107.0;1030.0;5437.0;1721.4615384615386
CER 008;2022;9;2022-02-28;100.0;460.0;352.0;10522.0;80.0;800.0;406.0;1677.6153846153843
CER 008;2022;10;2022-03-07;90.0;100.0;460.0;352.0;10522.0;402.0;280.0;1623.7692307692307
CER 008;2022;11;2022-03-14;50.0;90.0;100.0;460.0;352.0;1751.0;95.0;1599.7692307692307
CER 008;2022;12;2022-03-21;16.0;50.0;90.0;100.0;460.0;2762.0;70.0;1468.923076923077
CER 008;2022;13;2022-03-28;80.0;16.0;50.0;90.0;100.0;1781.0;33.0;1257.6923076923076
CER 008;2022;14;2022-04-04;1000.0;80.0;16.0;50.0;90.0;1300.0;48.0;1126.8461538461538
CER 008;2022;15;2022-04-11;500.0;1000.0;80.0;16.0;50.0;528.0;540.0;1103.7692307692307
CER 008;2022;16;2022-04-18;240.0;500.0;1000.0;80.0;16.0;964.0;750.0;1101.6153846153843
CER 008;2022;17;2022-04-25;436.0;240.0;500.0;1000.0;80.0;107.0;370.0;1045.923076923077
CER 008;2022;18;2022-05-02;72.0;436.0;240.0;500.0;1000.0;80.0;338.0;1071.2307692307693
CER 008;2022;19;2022-05-09;30.0;72.0;436.0;240.0;500.0;10522.0;254.0;1070.6153846153843
CER 008;2022;21;2022-05-23;1710.0;30.0;72.0;436.0;240.0;352.0;51.0;263.53846153846155
CER 008;2022;22;2022-05-30;457.0;1710.0;30.0;72.0;436.0;460.0;870.0;368.0
CER 008;2022;23;2022-06-06;293.0;457.0;1710.0;30.0;72.0;100.0;1083.5;367.7692307692308
CER 008;2022;24;2022-06-13;600.0;293.0;457.0;1710.0;30.0;90.0;375.0;382.61538461538464
CER 008;2022;26;2022-06-27;420.0;600.0;293.0;457.0;1710.0;50.0;446.5;421.84615384615387
CER 008;2022;27;2022-07-04;215.0;420.0;600.0;293.0;457.0;16.0;510.0;450.3076923076923
CER 008;2022;28;2022-07-11;50.0;215.0;420.0;600.0;293.0;80.0;317.5;465.61538461538464
CER 008;2022;29;2022-07-18;197.0;50.0;215.0;420.0;600.0;1000.0;132.5;463.3076923076923
CER 008;2022;31;2022-08-01;265.0;197.0;50.0;215.0;420.0;500.0;123.5;401.5384615384616
CER 008;2022;32;2022-08-08;186.0;265.0;197.0;50.0;215.0;240.0;231.0;383.46153846153845
CER 008;2022;33;2022-08-15;459.0;186.0;265.0;197.0;50.0;436.0;225.5;379.3076923076923
CER 008;2022;34;2022-08-22;2200.0;459.0;186.0;265.0;197.0;72.0;322.5;381.0769230769231
CER 008;2022;35;2022-08-29;65.0;2200.0;459.0;186.0;265.0;30.0;1329.5;544.7692307692307
CER 008;2022;36;2022-09-05;569.0;65.0;2200.0;459.0;186.0;1710.0;1132.5;547.4615384615385
CER 008;2022;37;2022-09-12;150.0;569.0;65.0;2200.0;459.0;457.0;317.0;459.6923076923077
CER 008;2022;38;2022-09-19;270.0;150.0;569.0;65.0;2200.0;293.0;359.5;436.0769230769231
CER 008;2022;39;2022-09-26;782.0;270.0;150.0;569.0;65.0;600.0;210.0;434.3076923076923
CER 008;2022;40;2022-10-03;300.0;782.0;270.0;150.0;569.0;420.0;526.0;448.3076923076923
CER 008;2022;41;2022-10-10;126.0;300.0;782.0;270.0;150.0;215.0;541.0;439.0769230769231
CER 008;2023;2;2023-01-09;322.0;126.0;300.0;782.0;270.0;50.0;213.0;432.2307692307692
CER 008;2023;3;2023-01-16;330.0;322.0;126.0;300.0;782.0;197.0;224.0;453.1538461538461
CER 008;2023;4;2023-01-23;300.0;330.0;322.0;126.0;300.0;265.0;326.0;463.38461538461536
CER 008;2023;5;2023-01-30;993.0;300.0;330.0;322.0;126.0;186.0;315.0;466.0769230769231
CER 008;2023;6;2023-02-06;200.0;993.0;300.0;330.0;322.0;459.0;646.5;528.1538461538462
CER 008;2023;7;2023-02-13;1070.0;200.0;993.0;300.0;330.0;2200.0;596.5;508.2307692307692
CER 008;2023;8;2023-02-20;624.0;1070.0;200.0;993.0;300.0;65.0;635.0;421.3076923076923
CER 008;2023;9;2023-02-27;520.0;624.0;1070.0;200.0;993.0;569.0;847.0;464.3076923076923
CER 008;2023;10;2023-03-06;200.0;520.0;624.0;1070.0;200.0;150.0;572.0;460.5384615384616
CER 008;2023;11;2023-03-13;548.0;200.0;520.0;624.0;1070.0;270.0;360.0;464.38461538461536
CER 008;2023;12;2023-03-20;100.0;548.0;200.0;520.0;624.0;782.0;374.0;485.7692307692308
CER 008;2023;13;2023-03-27;150.0;100.0;548.0;200.0;520.0;300.0;324.0;433.3076923076923
CER 008;2023;14;2023-04-03;275.0;150.0;100.0;548.0;200.0;126.0;125.0;421.7692307692308
CER 008;2023;15;2023-04-10;920.0;275.0;150.0;100.0;548.0;322.0;212.5;433.2307692307692
CER 008;2023;16;2023-04-17;212.0;920.0;275.0;150.0;100.0;330.0;597.5;479.2307692307692
CER 008;2023;17;2023-04-24;2600.0;212.0;920.0;275.0;150.0;300.0;566.0;470.1538461538461
CER 008;2023;18;2023-05-01;60.0;2600.0;212.0;920.0;275.0;993.0;1406.0;647.0769230769231
CER 008;2023;19;2023-05-08;400.0;60.0;2600.0;212.0;920.0;200.0;1330.0;575.3076923076923
CER 008;2023;20;2023-05-15;234.0;400.0;60.0;2600.0;212.0;1070.0;230.0;590.6923076923077
CER 008;2023;21;2023-05-22;365.0;234.0;400.0;60.0;2600.0;624.0;317.0;526.3846153846154
CER 008;2023;22;2023-05-29;75.0;365.0;234.0;400.0;60.0;520.0;299.5;506.46153846153845
CER 008;2023;23;2023-06-05;106.0;75.0;365.0;234.0;400.0;200.0;220.0;472.2307692307692
CER 008;2023;24;2023-06-12;650.0;106.0;75.0;365.0;234.0;548.0;90.5;465.0
CER 008;2023;25;2023-06-19;600.0;650.0;106.0;75.0;365.0;100.0;378.0;472.84615384615387
CER 008;2023;26;2023-06-26;1250.0;600.0;650.0;106.0;75.0;150.0;625.0;511.3076923076923
CER 008;2023;27;2023-07-03;1150.0;1250.0;600.0;650.0;106.0;275.0;925.0;595.9230769230769
CER 008;2023;28;2023-07-10;451.0;1150.0;1250.0;600.0;650.0;920.0;1200.0;663.2307692307693
CER 008;2023;29;2023-07-17;104.0;451.0;1150.0;1250.0;600.0;212.0;800.5;627.1538461538462
CER 008;2023;30;2023-07-24;10.0;104.0;451.0;1150.0;1250.0;2600.0;277.5;618.8461538461538
CER 008;2023;31;2023-07-31;306.0;10.0;104.0;451.0;1150.0;60.0;57.0;419.61538461538464
CER 008;2023;32;2023-08-07;966.0;306.0;10.0;104.0;451.0;400.0;158.0;438.5384615384616
CER 008;2023;33;2023-08-14;2315.0;966.0;306.0;10.0;104.0;234.0;636.0;482.0769230769231
CER 008;2023;34;2023-08-21;322.0;2315.0;966.0;306.0;10.0;365.0;1640.5;642.1538461538462
CER 008;2023;35;2023-08-28;101.0;322.0;2315.0;966.0;306.0;75.0;1318.5;638.8461538461538
CER 008;2023;36;2023-09-04;70.0;101.0;322.0;2315.0;966.0;106.0;211.5;640.8461538461538
CER 008;2023;37;2023-09-11;242.0;70.0;101.0;322.0;2315.0;650.0;85.5;638.0769230769231
CER 008;2023;38;2023-09-18;2425.0;242.0;70.0;101.0;322.0;600.0;156.0;606.6923076923077
CER 008;2023;39;2023-09-25;680.0;2425.0;242.0;70.0;101.0;1250.0;1333.5;747.0769230769231
CER 008;2023;40;2023-10-02;176.0;680.0;2425.0;242.0;70.0;1150.0;1552.5;703.2307692307693
CER 008;2023;41;2023-10-09;150.0;176.0;680.0;2425.0;242.0;451.0;428.0;628.3076923076923
CER 008;2023;42;2023-10-16;160.0;150.0;176.0;680.0;2425.0;104.0;163.0;605.1538461538462
CER 008;2023;44;2023-10-30;706.0;160.0;150.0;176.0;680.0;10.0;155.0;609.4615384615385
CER 008;2023;45;2023-11-06;1810.0;706.0;160.0;150.0;176.0;306.0;433.0;663.0
CER 008;2023;46;2023-11-13;515.0;1810.0;706.0;160.0;150.0;966.0;1258.0;778.6923076923077
CER 008;2023;47;2023-11-20;995.0;515.0;1810.0;706.0;160.0;2315.0;1162.5;744.0
CER 008;2023;48;2023-11-27;855.0;995.0;515.0;1810.0;706.0;322.0;755.0;642.4615384615385
CER 008;2023;49;2023-12-04;2254.0;855.0;995.0;515.0;1810.0;101.0;925.0;683.4615384615385
CER 008;2023;50;2023-12-11;400.0;2254.0;855.0;995.0;515.0;70.0;1554.5;849.0769230769231
CER 008;2023;51;2023-12-18;150.0;400.0;2254.0;855.0;995.0;242.0;1327.0;874.4615384615385
CER 008;2023;52;2023-12-25;800.0;150.0;400.0;2254.0;855.0;2425.0;275.0;867.3846153846154
CER 008;2024;1;2024-01-01;400.0;800.0;150.0;400.0;2254.0;680.0;475.0;742.3846153846154
CER 008;2024;2;2024-01-08;150.0;400.0;800.0;150.0;400.0;176.0;600.0;720.8461538461538
CER 008;2024;3;2024-01-15;2214.0;150.0;400.0;800.0;150.0;150.0;275.0;718.8461538461538
CER 008;2024;4;2024-01-22;1101.0;2214.0;150.0;400.0;800.0;160.0;1182.0;877.6153846153846
CER 008;2024;5;2024-01-29;680.0;1101.0;2214.0;150.0;400.0;706.0;1657.5;950.0
CER 008;2024;6;2024-02-05;425.0;680.0;1101.0;2214.0;150.0;1810.0;890.5;948.0
CER 008;2024;7;2024-02-12;2810.0;425.0;680.0;1101.0;2214.0;515.0;552.5;841.4615384615385
CER 008;2024;8;2024-02-19;1163.0;2810.0;425.0;680.0;1101.0;995.0;1617.5;1018.0
CER 008;2024;9;2024-02-26;355.0;1163.0;2810.0;425.0;680.0;855.0;1986.5;1030.923076923077
CER 008;2024;11;2024-03-11;500.0;355.0;1163.0;2810.0;425.0;2254.0;759.0;992.4615384615385
CER 008;2024;12;2024-03-18;2492.0;500.0;355.0;1163.0;2810.0;400.0;427.5;857.5384615384615
CER 008;2024;13;2024-03-25;3150.0;2492.0;500.0;355.0;1163.0;150.0;1496.0;1018.4615384615385
CER 008;2024;14;2024-04-01;2100.0;3150.0;2492.0;500.0;355.0;800.0;2821.0;1249.2307692307693
CER 008;2024;15;2024-04-08;1165.0;2100.0;3150.0;2492.0;500.0;400.0;2625.0;1349.2307692307693
CER 008;2024;16;2024-04-15;500.0;1165.0;2100.0;3150.0;2492.0;150.0;1632.5;1408.076923076923
CER 008;2024;17;2024-04-22;2600.0;500.0;1165.0;2100.0;3150.0;2214.0;832.5;1435.0
CER 008;2024;18;2024-04-29;858.0;2600.0;500.0;1165.0;2100.0;1101.0;1550.0;1464.6923076923076
CER 008;2024;19;2024-05-06;896.0;858.0;2600.0;500.0;1165.0;680.0;1729.0;1446.0
CER 008;2024;21;2024-05-20;500.0;896.0;858.0;2600.0;500.0;425.0;877.0;1462.6153846153843
CER 008;2024;22;2024-05-27;3151.0;500.0;896.0;858.0;2600.0;2810.0;698.0;1468.3846153846157
CER 008;2024;23;2024-06-03;552.0;3151.0;500.0;896.0;858.0;1163.0;1825.5;1494.6153846153843
CER 008;2024;24;2024-06-10;217.0;552.0;3151.0;500.0;896.0;355.0;1851.5;1447.6153846153843
CER 008;2024;25;2024-06-17;2382.0;217.0;552.0;3151.0;500.0;500.0;384.5;1437.0
CER 008;2024;26;2024-06-24;3187.0;2382.0;217.0;552.0;3151.0;2492.0;1299.5;1581.7692307692307
CER 008;2024;27;2024-07-01;866.0;3187.0;2382.0;217.0;552.0;3150.0;2784.5;1635.2307692307693
CER 008;2024;28;2024-07-08;791.0;866.0;3187.0;2382.0;217.0;2100.0;2026.5;1459.5384615384614
CER 008;2024;29;2024-07-15;4338.0;791.0;866.0;3187.0;2382.0;1165.0;828.5;1358.8461538461538
CER 008;2024;30;2024-07-22;2330.0;4338.0;791.0;866.0;3187.0;500.0;2564.5;1602.923076923077
CER 008;2024;31;2024-07-29;226.0;2330.0;4338.0;791.0;866.0;2600.0;3334.0;1743.6923076923076
CER 008;2024;32;2024-08-05;1288.0;226.0;2330.0;4338.0;791.0;858.0;1278.0;1561.076923076923
CER 008;2024;33;2024-08-12;3645.0;1288.0;226.0;2330.0;4338.0;896.0;757.0;1594.1538461538462
CER 008;2024;34;2024-08-19;2423.0;3645.0;1288.0;226.0;2330.0;500.0;2466.5;1805.6153846153843
CER 008;2024;35;2024-08-26;304.0;2423.0;3645.0;1288.0;226.0;3151.0;3034.0;1953.5384615384612
CER 008;2024;36;2024-09-02;1565.0;304.0;2423.0;3645.0;1288.0;552.0;1363.5;1734.5384615384614
