Código;Año;Semana;Fecha;Salida;Salida_Promedio;Salida_Std;Salida_Min;Salida_Max;Empresa_Modo;Canal_Modo;Punto_Modo;Mes;Trimestre;Lag_1;Lag_2;Lag_3;Lag_4;Lag_13;MA_2;MA_4;MA_8;MA_13
CER 001;2020;53;2020-12-28;5997.0;2998.5;2281.833582888989;1385.0;4612.0;DRAGON;Online;Unknown;12;4;;;;;;;;;
CER 001;2021;1;2021-01-04;1500.0;1500.0;;1500.0;1500.0;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Unknown;1;1;5997.0;;;;;5997.0;5997.0;5997.0;5997.0
CER 001;2021;3;2021-01-18;4600.0;2300.0;1697.0562748477141;1100.0;3500.0;Madrid INMOBILIARIA;Online;Sector B;1;1;1500.0;5997.0;;;;3748.5;3748.5;3748.5;3748.5
CER 001;2021;4;2021-01-25;6000.0;3000.0;0.0;3000.0;3000.0;ELCONSI;Presencial;Sector A;1;1;4600.0;1500.0;5997.0;;;3050.0;4032.3333333333335;4032.3333333333335;4032.3333333333335
CER 001;2021;5;2021-02-01;5816.0;581.6;351.42478253216257;184.0;1000.0;ELCONSI;Presencial;Sector B;2;1;6000.0;4600.0;1500.0;5997.0;;5300.0;4524.25;4524.25;4524.25
CER 001;2021;6;2021-02-08;2618.0;327.25;189.7304478915887;100.0;668.0;ELCONSI;Presencial;Sector A;2;1;5816.0;6000.0;4600.0;1500.0;;5908.0;4479.0;4782.6;4782.6
CER 001;2021;7;2021-02-15;5404.0;772.0;776.3942297570223;200.0;2000.0;NEVADO CONSTRUCTORA;Presencial;Sector B;2;1;2618.0;5816.0;6000.0;4600.0;;4217.0;4758.5;4421.833333333333;4421.833333333333
CER 001;2021;8;2021-02-22;2916.0;486.0;548.4304878469103;50.0;1500.0;NEVADO CONSTRUCTORA;Presencial;Sector B;2;1;5404.0;2618.0;5816.0;6000.0;;4011.0;4959.5;4562.142857142857;4562.142857142857
CER 001;2021;9;2021-03-01;2096.0;299.42857142857144;349.6221089227897;50.0;1000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;3;1;2916.0;5404.0;2618.0;5816.0;;4160.0;4188.5;4356.375;4356.375
CER 001;2021;10;2021-03-08;8700.0;2175.0;2242.58035902098;600.0;5500.0;ELCONSI;Online;Sector B;3;1;2096.0;2916.0;5404.0;2618.0;;2506.0;3258.5;3868.75;4105.222222222223
CER 001;2021;12;2021-03-22;3100.0;1033.3333333333333;808.290376865476;100.0;1500.0;Madrid INMOBILIARIA;Online;Sector A;3;1;8700.0;2096.0;2916.0;5404.0;;5398.0;4779.0;4768.75;4564.7
CER 001;2021;13;2021-03-29;3000.0;3000.0;;3000.0;3000.0;Madrid INMOBILIARIA;Online;Unknown;3;1;3100.0;8700.0;2096.0;2916.0;;5900.0;4203.0;4581.25;4431.545454545455
CER 001;2021;14;2021-04-05;5000.0;1250.0;866.0254037844386;500.0;2500.0;ELCONSI;Online;Sector A;4;2;3000.0;3100.0;8700.0;2096.0;;3050.0;4224.0;4206.25;4312.25
CER 001;2021;16;2021-04-19;7313.0;1462.6;1629.3537982893708;13.0;4000.0;Madrid INMOBILIARIA;Presencial;Sector A;4;2;5000.0;3000.0;3100.0;8700.0;5997.0;4000.0;4950.0;4104.25;4365.153846153846
CER 001;2021;17;2021-04-26;1500.0;1500.0;;1500.0;1500.0;PROCISA INGENIEROS S.A.C.;Online;Unknown;4;2;7313.0;5000.0;3000.0;3100.0;1500.0;6156.5;4603.25;4691.125;4466.384615384615
CER 001;2021;19;2021-05-10;3000.0;1500.0;707.1067811865476;1000.0;2000.0;NEVADO CONSTRUCTORA;Online;Unknown;5;2;1500.0;7313.0;5000.0;3000.0;4600.0;4406.5;4203.25;4203.125;4466.384615384615
CER 001;2021;20;2021-05-17;1500.0;750.0;353.5533905932738;500.0;1000.0;CIM;Online;Sector A;5;2;3000.0;1500.0;7313.0;5000.0;6000.0;2250.0;4203.25;4213.625;4343.307692307692
CER 001;2021;21;2021-05-24;3500.0;1750.0;353.5533905932738;1500.0;2000.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector A;5;2;1500.0;3000.0;1500.0;7313.0;5816.0;2250.0;3328.25;4139.125;3997.153846153846
CER 001;2021;22;2021-05-31;500.0;500.0;;500.0;500.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector A;5;2;3500.0;1500.0;3000.0;1500.0;2618.0;2500.0;2375.0;3489.125;3819.0
CER 001;2021;23;2021-06-07;1500.0;1500.0;;1500.0;1500.0;SETECOM AIR;Online;Unknown;6;2;500.0;3500.0;1500.0;3000.0;5404.0;2000.0;2125.0;3164.125;3656.076923076923
CER 001;2021;24;2021-06-14;5000.0;1666.6666666666667;288.67513459481285;1500.0;2000.0;JEF;Online;Unknown;6;2;1500.0;500.0;3500.0;1500.0;2916.0;1000.0;1750.0;2976.625;3355.769230769231
CER 001;2021;25;2021-06-21;3000.0;1000.0;500.0;500.0;1500.0;SETECOM AIR;Presencial;Sector A;6;2;5000.0;1500.0;500.0;3500.0;2096.0;3250.0;2625.0;2976.625;3516.076923076923
CER 001;2021;26;2021-06-28;3950.0;1975.0;2085.965004500315;500.0;3450.0;ELCONSI;Online;Sector B;6;2;3000.0;5000.0;1500.0;500.0;8700.0;4000.0;2500.0;2437.5;3585.6153846153848
CER 001;2021;27;2021-07-05;4300.0;1075.0;298.607881119482;800.0;1500.0;NEVADO CONSTRUCTORA;Online;Unknown;7;3;3950.0;3000.0;5000.0;1500.0;3100.0;3475.0;3362.5;2743.75;3220.230769230769
CER 001;2021;28;2021-07-12;7800.0;1950.0;953.9392014169457;1000.0;3000.0;ELCONSI;Online;Sector A;7;3;4300.0;3950.0;3000.0;5000.0;3000.0;4125.0;4062.5;2906.25;3312.5384615384614
CER 001;2021;29;2021-07-19;5400.0;1800.0;818.535277187245;900.0;2500.0;ELCONSI;Online;Sector A;7;3;7800.0;4300.0;3950.0;3000.0;5000.0;6050.0;4762.5;3693.75;3681.769230769231
CER 001;2021;31;2021-08-02;6512.0;1302.4;904.007079618296;12.0;2500.0;PROCISA INGENIEROS S.A.C.;Online;Unknown;8;3;5400.0;7800.0;4300.0;3950.0;7313.0;6600.0;5362.5;3931.25;3712.5384615384614
CER 001;2021;32;2021-08-09;6201.0;1240.2;698.1262063552692;1.0;1700.0;ELCONSI;Presencial;Sector A;8;3;6512.0;5400.0;7800.0;4300.0;1500.0;5956.0;6003.0;4682.75;3650.923076923077
CER 001;2021;33;2021-08-16;4000.0;1333.3333333333333;617.1169527191206;650.0;1850.0;JEF;Presencial;Sector A;8;3;6201.0;6512.0;5400.0;7800.0;3000.0;6356.5;6478.25;5270.375;4012.5384615384614
CER 001;2021;34;2021-08-23;1334.0;667.0;236.17366491630688;500.0;834.0;Madrid INMOBILIARIA;Presencial;Sector A;8;3;4000.0;6201.0;6512.0;5400.0;1500.0;5100.5;5528.25;5145.375;4089.4615384615386
CER 001;2021;35;2021-08-30;2500.0;2500.0;;2500.0;2500.0;SETECOM AIR;Online;Unknown;8;3;1334.0;4000.0;6201.0;6512.0;3500.0;2667.0;4511.75;4937.125;4076.6923076923076
CER 001;2021;36;2021-09-06;4200.0;1400.0;529.1502622129182;1000.0;2000.0;CIM;Online;Unknown;9;3;2500.0;1334.0;4000.0;6201.0;500.0;1917.0;3508.75;4755.875;3999.769230769231
CER 001;2021;38;2021-09-20;10366.0;2591.5;1135.5566916715343;1500.0;4000.0;PROCISA INGENIEROS S.A.C.;Online;Sector A;9;3;4200.0;2500.0;1334.0;4000.0;1500.0;3350.0;3008.5;4743.375;4284.384615384615
CER 001;2021;39;2021-09-27;9005.0;1801.0;1253.1979093503148;5.0;3000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;9;3;10366.0;4200.0;2500.0;1334.0;5000.0;7283.0;4600.0;5064.125;4966.384615384615
CER 001;2021;41;2021-10-11;125386.0;6269.3;26997.588075701566;1.0;120955.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;10;4;9005.0;10366.0;4200.0;2500.0;3000.0;9685.5;6517.75;5514.75;5274.461538461538
CER 001;2021;42;2021-10-18;4546.0;206.63636363636363;227.1727988106862;1.0;880.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;10;4;125386.0;9005.0;10366.0;4200.0;3950.0;67195.5;37239.25;20374.0;14688.76923076923
CER 001;2021;43;2021-10-25;6632.0;288.3478260869565;443.53185892495134;20.0;2000.0;Madrid INMOBILIARIA;Presencial;Sector B;10;4;4546.0;125386.0;9005.0;10366.0;4300.0;64966.0;37325.75;20167.125;14734.615384615385
CER 001;2021;44;2021-11-01;7595.0;421.94444444444446;629.5262898983668;10.0;2000.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B;11;4;6632.0;4546.0;125386.0;9005.0;7800.0;5589.0;36392.25;20496.125;14914.0
CER 001;2021;45;2021-11-08;8803.0;550.1875;1068.012123448668;15.0;3450.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;11;4;7595.0;6632.0;4546.0;125386.0;5400.0;7113.5;36039.75;21278.75;14898.23076923077
CER 001;2021;46;2021-11-15;8488.0;369.04347826086956;888.7099679392735;2.0;4000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;11;4;8803.0;7595.0;6632.0;4546.0;6512.0;8199.0;6894.0;22066.625;15160.0
CER 001;2021;47;2021-11-22;8054.0;309.7692307692308;588.1168120496001;4.0;3000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;11;4;8488.0;8803.0;7595.0;6632.0;6201.0;8645.5;7879.5;22602.625;15312.0
CER 001;2021;48;2021-11-29;3768.0;144.92307692307693;290.30079890719185;3.0;1500.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;11;4;8054.0;8488.0;8803.0;7595.0;4000.0;8271.0;8235.0;22313.625;15454.538461538461
CER 001;2021;49;2021-12-06;6051.0;275.04545454545456;469.95496007826597;6.0;2000.0;ELCONSI;Presencial;Sector B;12;4;3768.0;8054.0;8488.0;8803.0;1334.0;5911.0;7278.25;21659.0;15436.692307692309
CER 001;2021;50;2021-12-13;7783.0;288.25925925925924;474.38393997596773;2.0;2000.0;NEVADO CONSTRUCTORA;Presencial;Sector B;12;4;6051.0;3768.0;8054.0;8488.0;2500.0;4909.5;6590.25;6742.125;15799.538461538461
CER 001;2021;51;2021-12-20;4655.0;273.8235294117647;467.4984271757122;25.0;1500.0;Madrid INMOBILIARIA;Presencial;Sector A;12;4;7783.0;6051.0;3768.0;8054.0;4200.0;6917.0;6414.0;7146.75;16205.923076923076
CER 001;2021;52;2021-12-27;3502.0;175.1;324.6288406943017;15.0;1500.0;Madrid INMOBILIARIA;Presencial;Sector B;12;4;4655.0;7783.0;6051.0;3768.0;10366.0;6219.0;5564.25;6899.625;16240.923076923076
CER 001;2022;1;2022-01-03;6475.0;308.3333333333333;320.75057807170566;24.0;1000.0;ELCONSI;Presencial;Sector B;1;1;3502.0;4655.0;7783.0;6051.0;9005.0;4078.5;5497.75;6388.0;15712.923076923076
CER 001;2022;2;2022-01-10;13730.0;596.9565217391304;866.3626932212246;2.0;3000.0;NEVADO CONSTRUCTORA;Presencial;Sector A;1;1;6475.0;3502.0;4655.0;7783.0;125386.0;4988.5;5603.75;6097.0;15518.307692307691
CER 001;2022;3;2022-01-17;3170.0;264.1666666666667;366.2452812810099;20.0;1000.0;PROCISA INGENIEROS S.A.C.;Online;Sector B;1;1;13730.0;6475.0;3502.0;4655.0;4546.0;10102.5;7090.5;6752.25;6929.384615384615
CER 001;2022;4;2022-01-24;3679.0;153.29166666666666;199.07557646513933;1.0;843.0;PROCISA INGENIEROS S.A.C.;Online;Sector B;1;1;3170.0;13730.0;6475.0;3502.0;6632.0;8450.0;6719.25;6141.75;6823.538461538462
CER 001;2022;5;2022-01-31;11525.0;576.25;1009.5372506878168;30.0;3350.0;ELCONSI;Presencial;Sector B;1;1;3679.0;3170.0;13730.0;6475.0;7595.0;3424.5;6763.5;6130.625;6596.384615384615
CER 001;2022;6;2022-02-07;2647.0;139.31578947368422;157.7093151027403;10.0;662.0;ELCONSI;Online;Sector B;2;1;11525.0;3679.0;3170.0;13730.0;8803.0;7602.0;8026.0;6814.875;6898.692307692308
CER 001;2022;7;2022-02-14;4316.0;392.3636363636364;778.651690132022;1.0;2600.0;Madrid INMOBILIARIA;Presencial;Sector B;2;1;2647.0;11525.0;3679.0;3170.0;8488.0;7086.0;5255.25;6172.875;6425.153846153846
CER 001;2022;8;2022-02-21;3753.0;234.5625;484.2342365357218;6.0;2000.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;2;1;4316.0;2647.0;11525.0;3679.0;8054.0;3481.5;5541.75;6130.5;6104.2307692307695
CER 001;2022;9;2022-02-28;2246.0;124.77777777777777;137.28440019152836;4.0;500.0;ELCONSI;Presencial;Sector B;2;1;3753.0;4316.0;2647.0;11525.0;3768.0;4034.5;5560.25;6161.875;5773.384615384615
CER 001;2022;10;2022-03-07;1175.0;97.91666666666667;83.6512873707744;15.0;300.0;ELCONSI;Online;Sector B;3;1;2246.0;3753.0;4316.0;2647.0;6051.0;2999.5;3240.5;5633.25;5656.307692307692
CER 001;2022;11;2022-03-14;1862.0;143.23076923076923;163.5222481530438;13.0;600.0;Madrid INMOBILIARIA;Presencial;Sector B;3;1;1175.0;2246.0;3753.0;4316.0;7783.0;1710.5;2872.5;4063.875;5281.2307692307695
CER 001;2022;12;2022-03-21;2679.0;178.6;225.93987822300994;7.0;810.0;Madrid INMOBILIARIA;Presencial;Sector B;3;1;1862.0;1175.0;2246.0;3753.0;4655.0;1518.5;2259.0;3900.375;4825.7692307692305
CER 001;2022;13;2022-03-28;1559.0;222.71428571428572;369.76421058367913;1.0;1000.0;CIM;Presencial;Sector B;3;1;2679.0;1862.0;1175.0;2246.0;3502.0;2270.5;1990.5;3775.375;4673.7692307692305
CER 001;2022;14;2022-04-04;2725.0;272.5;225.60104905193447;25.0;700.0;ELCONSI;Online;Sector A;4;2;1559.0;2679.0;1862.0;1175.0;6475.0;2119.0;1818.75;2529.625;4524.307692307692
CER 001;2022;15;2022-04-11;675.0;135.0;74.16198487095663;25.0;200.0;Madrid INMOBILIARIA;Presencial;Sector B;4;2;2725.0;1559.0;2679.0;1862.0;13730.0;2142.0;2206.25;2539.375;4235.846153846154
CER 001;2022;16;2022-04-18;2605.0;153.23529411764707;166.68590575231786;10.0;600.0;Madrid INMOBILIARIA;Presencial;Sector A;4;2;675.0;2725.0;1559.0;2679.0;3170.0;1700.0;1909.5;2084.25;3231.6153846153848
CER 001;2022;17;2022-04-25;3600.0;450.0;556.6224675923273;20.0;1550.0;NEVADO CONSTRUCTORA;Online;Sector A;4;2;2605.0;675.0;2725.0;1559.0;3679.0;1640.0;1891.0;1940.75;3188.153846153846
CER 001;2022;18;2022-05-02;1023.0;146.14285714285714;187.4143613951259;30.0;550.0;DRAGON;Presencial;Sector A;5;2;3600.0;2605.0;675.0;2725.0;11525.0;3102.5;2401.25;2110.0;3182.076923076923
CER 001;2022;19;2022-05-09;1349.0;149.88888888888889;159.93783514575628;20.0;500.0;NEVADO CONSTRUCTORA;Presencial;Sector A;5;2;1023.0;3600.0;2605.0;675.0;2647.0;2311.5;1975.75;2091.0;2374.230769230769
CER 001;2022;20;2022-05-16;2544.0;169.6;180.1474792655015;9.0;600.0;PROCISA INGENIEROS S.A.C.;Online;Sector A;5;2;1349.0;1023.0;3600.0;2605.0;4316.0;1186.0;2144.25;2026.875;2274.3846153846152
CER 001;2022;21;2022-05-23;1175.0;167.85714285714286;221.50728247729506;10.0;600.0;Madrid INMOBILIARIA;Presencial;Sector A;5;2;2544.0;1349.0;1023.0;3600.0;3753.0;1946.5;2129.0;2010.0;2138.076923076923
CER 001;2022;22;2022-05-30;2689.0;206.84615384615384;302.81673394806694;6.0;893.0;Madrid INMOBILIARIA;Online;Sector A;5;2;1175.0;2544.0;1349.0;1023.0;2246.0;1859.5;1522.75;1962.0;1939.7692307692307
CER 001;2022;23;2022-06-06;1865.0;155.41666666666666;195.11602997066936;5.0;600.0;Madrid INMOBILIARIA;Presencial;Sector A;6;2;2689.0;1175.0;2544.0;1349.0;1175.0;1932.0;1939.25;1957.5;1973.8461538461538
CER 001;2022;24;2022-06-13;1450.0;103.57142857142857;90.35035591068147;20.0;300.0;SETECOM AIR;Presencial;Sector A;6;2;1865.0;2689.0;1175.0;2544.0;1862.0;2277.0;2068.25;2106.25;2026.923076923077
CER 001;2022;25;2022-06-20;3319.0;165.95;164.36880066356557;2.0;500.0;Madrid INMOBILIARIA;Presencial;Sector A;6;2;1450.0;1865.0;2689.0;1175.0;2679.0;1657.5;1794.75;1961.875;1995.2307692307693
CER 001;2022;26;2022-06-27;2720.0;209.23076923076923;186.92518728364468;50.0;600.0;ELCONSI;Presencial;Sector A;6;2;3319.0;1450.0;1865.0;2689.0;1559.0;2384.5;2330.75;1926.75;2044.4615384615386
CER 001;2022;27;2022-07-04;1405.0;140.5;153.3414852905472;25.0;500.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;7;3;2720.0;3319.0;1450.0;1865.0;2725.0;3019.5;2338.5;2138.875;2133.769230769231
CER 001;2022;28;2022-07-11;2136.0;112.42105263157895;134.36737194451206;7.0;500.0;NEVADO CONSTRUCTORA;Presencial;Sector A;7;3;1405.0;2720.0;3319.0;1450.0;675.0;2062.5;2223.5;2145.875;2032.2307692307693
CER 001;2022;29;2022-07-18;2150.0;143.33333333333334;134.46543191821598;20.0;500.0;Madrid INMOBILIARIA;Presencial;Sector A;7;3;2136.0;1405.0;2720.0;3319.0;2605.0;1770.5;2395.0;2094.875;2144.6153846153848
CER 001;2022;30;2022-07-25;767.0;127.83333333333333;184.25028267730465;17.0;500.0;NEVADO CONSTRUCTORA;Online;Sector A;7;3;2150.0;2136.0;1405.0;2720.0;3600.0;2143.0;2102.75;2216.75;2109.6153846153848
CER 001;2022;31;2022-08-01;1715.0;131.92307692307693;170.36160636445325;5.0;500.0;ELCONSI;Presencial;Sector A;8;3;767.0;2150.0;2136.0;1405.0;1023.0;1458.5;1614.5;1976.5;1891.6923076923076
CER 001;2022;32;2022-08-08;2242.0;140.125;187.69367774825733;3.0;750.0;Madrid INMOBILIARIA;Online;Sector A;8;3;1715.0;767.0;2150.0;2136.0;1349.0;1241.0;1692.0;1957.75;1944.923076923077
CER 001;2022;33;2022-08-15;1031.0;147.28571428571428;195.22185182138662;11.0;550.0;ELCONSI;Presencial;Sector A;8;3;2242.0;1715.0;767.0;2150.0;2544.0;1978.5;1718.5;2056.75;2013.6153846153845
CER 001;2022;34;2022-08-22;1020.0;78.46153846153847;87.52105973670508;10.0;350.0;NEVADO CONSTRUCTORA;Presencial;Sector A;8;3;1031.0;2242.0;1715.0;767.0;1175.0;1636.5;1438.75;1770.75;1897.2307692307693
CER 001;2022;35;2022-08-29;1332.0;133.2;107.02626884191666;15.0;350.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;8;3;1020.0;1031.0;2242.0;1715.0;2689.0;1025.5;1502.0;1558.25;1885.3076923076924
CER 001;2022;36;2022-09-05;1306.0;118.72727272727273;169.81701381727976;6.0;500.0;ELCONSI;Presencial;Sector A;9;3;1332.0;1020.0;1031.0;2242.0;1865.0;1176.0;1406.25;1549.125;1780.923076923077
CER 001;2022;37;2022-09-12;2149.0;119.38888888888889;132.64775951585148;2.0;500.0;SETECOM AIR;Presencial;Sector A;9;3;1306.0;1332.0;1020.0;1031.0;1450.0;1319.0;1172.25;1445.375;1737.923076923077
CER 001;2022;38;2022-09-19;1090.0;83.84615384615384;98.51636594482339;5.0;350.0;ELCONSI;Presencial;Sector A;9;3;2149.0;1306.0;1332.0;1020.0;3319.0;1727.5;1451.75;1445.25;1791.6923076923076
CER 001;2022;39;2022-09-26;1012.0;84.33333333333333;80.5010822438074;4.0;220.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;9;3;1090.0;2149.0;1306.0;1332.0;2720.0;1619.5;1469.25;1485.625;1620.2307692307693
CER 001;2022;40;2022-10-03;1908.0;136.28571428571428;105.62300781657271;8.0;400.0;SETECOM AIR;Presencial;Sector B;10;4;1012.0;1090.0;2149.0;1306.0;1405.0;1051.0;1389.25;1397.75;1488.8461538461538
CER 001;2022;41;2022-10-10;2530.0;180.71428571428572;189.87705681123433;30.0;600.0;Madrid INMOBILIARIA;Presencial;Sector B;10;4;1908.0;1012.0;1090.0;2149.0;2136.0;1460.0;1539.75;1356.0;1527.5384615384614
CER 001;2022;42;2022-10-17;1450.0;96.66666666666667;51.63977794943222;50.0;200.0;NEVADO CONSTRUCTORA;Presencial;Sector B;10;4;2530.0;1908.0;1012.0;1090.0;2150.0;2219.0;1635.0;1543.375;1557.8461538461538
CER 001;2022;43;2022-10-24;2170.0;155.0;235.73942589875992;5.0;780.0;ELCONSI;Presencial;Sector B;10;4;1450.0;2530.0;1908.0;1012.0;767.0;1990.0;1725.0;1597.125;1504.0
CER 001;2022;44;2022-10-31;1418.0;128.9090909090909;162.35790990614194;3.0;566.0;NEVADO CONSTRUCTORA;Presencial;Sector B;10;4;2170.0;1450.0;2530.0;1908.0;1715.0;1810.0;2014.5;1701.875;1611.923076923077
CER 001;2022;45;2022-11-07;770.0;85.55555555555556;68.0277721065285;20.0;200.0;CIM;Presencial;Sector B;11;4;1418.0;2170.0;1450.0;2530.0;2242.0;1794.0;1892.0;1715.875;1589.076923076923
CER 001;2022;46;2022-11-14;1290.0;107.5;66.6230918198515;10.0;200.0;ELCONSI;Presencial;Sector B;11;4;770.0;1418.0;2170.0;1450.0;1031.0;1094.0;1452.0;1543.5;1475.8461538461538
CER 001;2022;47;2022-11-21;1060.0;70.66666666666667;30.110906108363235;10.0;100.0;ELCONSI;Presencial;Sector B;11;4;1290.0;770.0;1418.0;2170.0;1020.0;1030.0;1412.0;1568.5;1495.7692307692307
CER 001;2022;48;2022-11-28;736.0;81.77777777777777;87.51253878413335;10.0;300.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;1060.0;1290.0;770.0;1418.0;1332.0;1175.0;1134.5;1574.5;1498.8461538461538
CER 001;2022;49;2022-12-05;1172.0;195.33333333333334;229.7709003913826;2.0;600.0;SETECOM AIR;Online;Sector B;12;4;736.0;1060.0;1290.0;770.0;1306.0;898.0;964.0;1428.0;1453.0
CER 001;2022;50;2022-12-12;2788.0;214.46153846153845;232.92080749495648;38.0;750.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector B;12;4;1172.0;736.0;1060.0;1290.0;2149.0;954.0;1064.5;1258.25;1442.6923076923076
CER 001;2022;51;2022-12-19;1412.0;141.2;100.4266454239666;12.0;300.0;NEVADO CONSTRUCTORA;Presencial;Sector B;12;4;2788.0;1172.0;736.0;1060.0;1090.0;1980.0;1439.0;1425.5;1491.8461538461538
CER 001;2022;52;2022-12-26;1680.0;140.0;166.9512721506706;10.0;500.0;ELCONSI;Presencial;Sector B;12;4;1412.0;2788.0;1172.0;736.0;1012.0;2100.0;1527.0;1330.75;1516.6153846153845
CER 001;2023;1;2023-01-02;1575.0;131.25;77.16938276521094;10.0;200.0;ELCONSI;Presencial;Sector B;1;1;1680.0;1412.0;2788.0;1172.0;1908.0;1546.0;1763.0;1363.5;1568.0
CER 001;2023;2;2023-01-09;1625.0;180.55555555555554;150.42532292728436;5.0;400.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;1;1;1575.0;1680.0;1412.0;2788.0;2530.0;1627.5;1863.75;1464.125;1542.3846153846155
CER 001;2023;3;2023-01-16;2752.0;250.1818181818182;296.4799548643443;2.0;850.0;SETECOM AIR;Presencial;Sector A;1;1;1625.0;1575.0;1680.0;1412.0;1450.0;1600.0;1573.0;1506.0;1472.7692307692307
CER 001;2023;4;2023-01-23;2841.0;218.53846153846155;263.3855271221938;10.0;700.0;NEVADO CONSTRUCTORA;Presencial;Sector B;1;1;2752.0;1625.0;1575.0;1680.0;2170.0;2188.5;1908.0;1717.5;1572.923076923077
CER 001;2023;5;2023-01-30;1256.0;96.61538461538461;66.07260963205361;50.0;250.0;ELCONSI;Presencial;Sector B;1;1;2841.0;2752.0;1625.0;1575.0;1418.0;2796.5;2198.25;1980.625;1624.5384615384614
CER 001;2023;6;2023-02-06;1810.0;120.66666666666667;120.62140692896851;50.0;500.0;SETECOM AIR;Presencial;Sector B;2;1;1256.0;2841.0;2752.0;1625.0;770.0;2048.5;2118.5;1991.125;1612.076923076923
CER 001;2023;7;2023-02-13;4099.0;372.6363636363636;357.9989588608528;62.0;1100.0;ELCONSI;Presencial;Sector B;2;1;1810.0;1256.0;2841.0;2752.0;1290.0;1533.0;2164.75;1868.875;1692.076923076923
CER 001;2023;8;2023-02-20;1815.0;259.2857142857143;366.2015448200232;15.0;1000.0;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B;2;1;4099.0;1810.0;1256.0;2841.0;1060.0;2954.5;2501.5;2204.75;1908.1538461538462
CER 001;2023;9;2023-02-27;3815.0;254.33333333333334;203.53015454601268;15.0;700.0;SETECOM AIR;Presencial;Sector B;2;1;1815.0;4099.0;1810.0;1256.0;736.0;2957.0;2245.0;2221.625;1966.2307692307693
CER 001;2023;10;2023-03-06;1531.0;218.71428571428572;233.40716518972755;24.0;532.0;NEVADO CONSTRUCTORA;Presencial;Sector B;3;1;3815.0;1815.0;4099.0;1810.0;1172.0;2815.0;2884.75;2501.625;2203.076923076923
CER 001;2023;11;2023-03-13;1396.0;139.6;161.15706624284272;1.0;500.0;DRAGON;Presencial;Sector B;3;1;1531.0;3815.0;1815.0;4099.0;2788.0;2673.0;2815.0;2489.875;2230.6923076923076
CER 001;2023;12;2023-03-20;980.0;122.5;157.54817857223415;10.0;400.0;Madrid INMOBILIARIA;Presencial;Sector B;3;1;1396.0;1531.0;3815.0;1815.0;1412.0;1463.5;2139.25;2320.375;2123.6153846153848
CER 001;2023;13;2023-03-27;1927.0;160.58333333333334;136.29010391162825;12.0;500.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;3;1;980.0;1396.0;1531.0;3815.0;1680.0;1188.0;1930.5;2087.75;2090.3846153846152
CER 001;2023;14;2023-04-03;2806.0;400.85714285714283;461.92186517181614;6.0;1350.0;ELCONSI;Online;Sector B;4;2;1927.0;980.0;1396.0;1531.0;1575.0;1453.5;1458.5;2171.625;2109.3846153846152
CER 001;2023;15;2023-04-10;2163.0;166.3846153846154;156.18340632172297;3.0;500.0;ELCONSI;Presencial;Sector B;4;2;2806.0;1927.0;980.0;1396.0;1625.0;2366.5;1777.25;2296.125;2204.076923076923
CER 001;2023;16;2023-04-17;1697.0;154.27272727272728;318.8034162016119;7.0;1100.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Presencial;Sector A;4;2;2163.0;2806.0;1927.0;980.0;2752.0;2484.5;1969.0;2054.125;2245.4615384615386
CER 001;2023;17;2023-04-24;3517.0;251.21428571428572;440.42360353351927;5.0;1500.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;4;2;1697.0;2163.0;2806.0;1927.0;2841.0;1930.0;2148.25;2039.375;2164.3076923076924
CER 001;2023;18;2023-05-01;1065.0;133.125;93.30968025114774;15.0;300.0;ELCONSI;Presencial;Sector A;5;2;3517.0;1697.0;2163.0;2806.0;1256.0;2607.0;2545.75;2002.125;2216.3076923076924
CER 001;2023;19;2023-05-08;3225.0;322.5;385.94220926051725;25.0;1000.0;ELCONSI;Presencial;Sector A;5;2;1065.0;3517.0;1697.0;2163.0;1810.0;2291.0;2110.5;1943.875;2201.6153846153848
