Código;Año;Semana;Fecha;Salida;Salida_Promedio;Salida_Std;Salida_Min;Salida_Max;Empresa_Modo;Canal_Modo;Punto_Modo;Mes;Trimestre;Lag_1;Lag_2;Lag_3;Lag_4;Lag_13;MA_2;MA_4;MA_8;MA_13
CER 004;2023;22;2023-05-29;1790.0;447.5;295.0;300.0;890.0;ELCONSI;Presencial;Sector A;5;2;1050.0;520.0;375.0;400.0;837.0;785.0;586.25;956.375;751.5384615384615
CER 004;2023;23;2023-06-05;1045.0;149.28571428571428;187.20551477428427;2.0;450.0;ELCONSI;Presencial;Sector A;6;2;1790.0;1050.0;520.0;375.0;707.0;1420.0;933.75;1176.875;824.8461538461538
CER 004;2023;25;2023-06-19;2.0;2.0;;2.0;2.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A;6;2;1045.0;1790.0;1050.0;520.0;465.0;1417.5;1101.25;876.25;850.8461538461538
CER 004;2023;26;2023-06-26;4421.0;631.5714285714286;716.2131566190932;14.0;2000.0;PROCISA INGENIEROS S.A.C.;Online;Sector A;6;2;2.0;1045.0;1790.0;1050.0;10.0;523.5;971.75;786.5;815.2307692307693
CER 004;2023;27;2023-07-03;950.0;237.5;188.74586088176875;50.0;500.0;NEVADO CONSTRUCTORA;Online;Sector A;7;3;4421.0;2.0;1045.0;1790.0;100.0;2211.5;1814.5;1200.375;1154.5384615384614
CER 004;2023;28;2023-07-10;700.0;233.33333333333334;57.735026918962575;200.0;300.0;NEVADO CONSTRUCTORA;Presencial;Sector A;7;3;950.0;4421.0;2.0;1045.0;26.0;2685.5;1604.5;1269.125;1219.923076923077
CER 004;2023;29;2023-07-17;100.0;100.0;;100.0;100.0;NEVADO CONSTRUCTORA;Presencial;Sector A;7;3;700.0;950.0;4421.0;2.0;3450.0;825.0;1518.25;1309.75;1271.7692307692307
CER 004;2023;30;2023-07-24;65.0;32.5;24.748737341529164;15.0;50.0;SETECOM AIR;Presencial;Sector A;7;3;100.0;700.0;950.0;4421.0;720.0;400.0;1542.75;1257.25;1014.0769230769231
CER 004;2023;31;2023-07-31;62.0;31.0;26.870057685088806;12.0;50.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;7;3;65.0;100.0;700.0;950.0;1110.0;82.5;453.75;1134.125;963.6923076923077
CER 004;2023;32;2023-08-07;700.0;175.0;119.02380714238083;100.0;350.0;NEVADO CONSTRUCTORA;Presencial;Sector A;8;3;62.0;65.0;100.0;700.0;400.0;63.5;231.75;918.125;883.0769230769231
CER 004;2023;33;2023-08-14;500.0;500.0;;500.0;500.0;ELCONSI;Online;Unknown;8;3;700.0;62.0;65.0;100.0;375.0;381.0;231.75;875.0;906.1538461538462
CER 004;2023;34;2023-08-21;500.0;500.0;;500.0;500.0;NEVADO CONSTRUCTORA;Presencial;Sector A;8;3;500.0;700.0;62.0;65.0;520.0;600.0;331.75;937.25;915.7692307692307
CER 004;2023;36;2023-09-04;50.0;50.0;;50.0;50.0;NEVADO CONSTRUCTORA;Online;Unknown;9;3;500.0;500.0;700.0;62.0;1050.0;500.0;440.5;447.125;914.2307692307693
CER 004;2023;37;2023-09-11;10.0;10.0;;10.0;10.0;ELCONSI;Online;Unknown;9;3;50.0;500.0;500.0;700.0;1790.0;275.0;437.5;334.625;837.3076923076923
CER 004;2023;38;2023-09-18;1571.0;224.42857142857142;298.1520066134371;50.0;787.0;ELCONSI;Online;Sector A;9;3;10.0;50.0;500.0;500.0;1045.0;30.0;265.0;248.375;700.3846153846154
CER 004;2023;39;2023-09-25;506.0;84.33333333333333;58.92933621437345;6.0;150.0;Madrid INMOBILIARIA;Presencial;Sector A;9;3;1571.0;10.0;50.0;500.0;2.0;790.5;532.75;432.25;740.8461538461538
CER 004;2023;40;2023-10-02;1280.0;320.0;453.4313619501853;80.0;1000.0;CIM;Online;Sector B;10;4;506.0;1571.0;10.0;50.0;4421.0;1038.5;534.25;487.375;779.6153846153846
CER 004;2023;41;2023-10-09;4540.0;648.5714285714286;433.9903444174986;100.0;1250.0;JEF;Presencial;Sector B;10;4;1280.0;506.0;1571.0;10.0;950.0;893.0;841.75;639.625;538.0
CER 004;2023;42;2023-10-16;150.0;75.0;35.35533905932738;50.0;100.0;ELCONSI;Presencial;Sector A;10;4;4540.0;1280.0;506.0;1571.0;700.0;2910.0;1974.25;1119.625;814.1538461538462
CER 004;2023;43;2023-10-23;750.0;187.5;103.07764064044152;50.0;300.0;Madrid INMOBILIARIA;Presencial;Sector A;10;4;150.0;4540.0;1280.0;506.0;100.0;2345.0;1619.0;1075.875;771.8461538461538
CER 004;2023;44;2023-10-30;151.0;50.333333333333336;49.50084174368485;1.0;100.0;Madrid INMOBILIARIA;Presencial;Sector B;10;4;750.0;150.0;4540.0;1280.0;65.0;450.0;1680.0;1107.125;821.8461538461538
CER 004;2023;45;2023-11-06;511.0;255.5;345.77521600022175;11.0;500.0;ELCONSI;Online;Sector B;11;4;151.0;750.0;150.0;4540.0;62.0;450.5;1397.75;1119.75;828.4615384615385
CER 004;2023;46;2023-11-13;805.0;402.5;562.1498910433053;5.0;800.0;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Unknown;11;4;511.0;151.0;750.0;150.0;700.0;331.0;390.5;1182.375;863.0
CER 004;2023;47;2023-11-20;1020.0;255.0;305.66866593312;20.0;700.0;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B;11;4;805.0;511.0;151.0;750.0;500.0;658.0;554.25;1086.625;871.0769230769231
CER 004;2023;48;2023-11-27;1511.0;215.85714285714286;279.18955840756206;30.0;800.0;Madrid INMOBILIARIA;Presencial;Sector B;11;4;1020.0;805.0;511.0;151.0;500.0;912.5;621.75;1150.875;911.0769230769231
CER 004;2023;49;2023-12-04;834.0;278.0;233.77767215882702;34.0;500.0;Madrid INMOBILIARIA;Online;Sector B;12;4;1511.0;1020.0;805.0;511.0;50.0;1265.5;961.75;1179.75;988.8461538461538
CER 004;2023;50;2023-12-11;600.0;150.0;70.71067811865476;50.0;200.0;ELCONSI;Presencial;Sector B;12;4;834.0;1511.0;1020.0;805.0;10.0;1172.5;1042.5;716.5;1049.1538461538462
CER 004;2023;51;2023-12-18;1000.0;500.0;0.0;500.0;500.0;NEVADO CONSTRUCTORA;Online;Unknown;12;4;600.0;834.0;1511.0;1020.0;1571.0;717.0;991.25;772.75;1094.5384615384614
CER 004;2023;52;2023-12-25;327.0;163.5;51.61879502661797;127.0;200.0;CIM;Presencial;Sector B;12;4;1000.0;600.0;834.0;1511.0;506.0;800.0;986.25;804.0;1050.6153846153845
CER 004;2024;1;2024-01-01;127.0;63.5;19.091883092036785;50.0;77.0;DRAGON;Presencial;Sector A;1;1;327.0;1000.0;600.0;834.0;1280.0;663.5;690.25;826.0;1036.8461538461538
CER 004;2024;2;2024-01-08;1158.0;386.0;161.0807251039056;200.0;479.0;DRAGON;Online;Sector B;1;1;127.0;327.0;1000.0;600.0;4540.0;227.0;513.5;778.0;948.1538461538462
CER 004;2024;3;2024-01-15;3500.0;1750.0;1060.6601717798212;1000.0;2500.0;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B;1;1;1158.0;127.0;327.0;1000.0;150.0;642.5;653.0;822.125;688.0
CER 004;2024;4;2024-01-22;992.0;496.0;418.60721446243616;200.0;792.0;JEF;Presencial;Sector B;1;1;3500.0;1158.0;127.0;327.0;750.0;2329.0;1278.0;1132.125;945.6923076923077
CER 004;2024;5;2024-01-29;350.0;175.0;35.35533905932738;150.0;200.0;H&R ELECTRICAL ENGINEERS S.A.C.;Online;Sector B;1;1;992.0;3500.0;1158.0;127.0;151.0;2246.0;1444.25;1067.25;964.3076923076923
CER 004;2024;6;2024-02-05;325.0;81.25;98.3645430698142;2.0;225.0;Madrid INMOBILIARIA;Online;Sector A;2;1;350.0;992.0;3500.0;1158.0;511.0;671.0;1500.0;1006.75;979.6153846153846
CER 004;2024;7;2024-02-12;300.0;150.0;70.71067811865476;100.0;200.0;PROCISA INGENIEROS S.A.C.;Online;Unknown;2;1;325.0;350.0;992.0;3500.0;805.0;337.5;1291.75;972.375;965.3076923076923
CER 004;2024;8;2024-02-19;225.0;225.0;;225.0;225.0;Madrid INMOBILIARIA;Presencial;Sector B;2;1;300.0;325.0;350.0;992.0;1020.0;312.5;491.75;884.875;926.4615384615385
CER 004;2024;9;2024-02-26;850.0;283.3333333333333;284.31203515386636;50.0;600.0;ARCHENGINE CONSULTORA S.A.C.;Online;Sector B;2;1;225.0;300.0;325.0;350.0;1511.0;262.5;300.0;872.125;865.3076923076923
CER 004;2024;10;2024-03-04;215.0;107.5;130.8147545195113;15.0;200.0;DRAGON;Presencial;Sector B;3;1;850.0;225.0;300.0;325.0;834.0;537.5;425.0;962.5;814.4615384615385
CER 004;2024;11;2024-03-11;50.0;25.0;21.213203435596427;10.0;40.0;ELCONSI;Online;Sector B;3;1;215.0;850.0;225.0;300.0;600.0;532.5;397.5;844.625;766.8461538461538
CER 004;2024;12;2024-03-18;100.0;100.0;;100.0;100.0;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector A;3;1;50.0;215.0;850.0;225.0;1000.0;132.5;335.0;413.375;724.5384615384615
CER 004;2024;13;2024-03-25;3000.0;1000.0;888.8194417315589;300.0;2000.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Sector B;3;1;100.0;50.0;215.0;850.0;327.0;75.0;303.75;301.875;655.3076923076923
CER 004;2024;14;2024-04-01;10502.0;1500.2857142857142;1824.5128769332482;100.0;5322.0;DRAGON;Online;Sector A;4;2;3000.0;100.0;50.0;215.0;127.0;1550.0;841.25;633.125;860.9230769230769
CER 004;2024;15;2024-04-08;10.0;5.0;0.0;5.0;5.0;NEVADO CONSTRUCTORA;Online;Sector A;4;2;10502.0;3000.0;100.0;50.0;1158.0;6751.0;3413.0;1905.25;1659.0
CER 004;2024;16;2024-04-15;1078.0;539.0;227.6883835420683;378.0;700.0;NEVADO CONSTRUCTORA;Online;Unknown;4;2;10.0;10502.0;3000.0;100.0;3500.0;5256.0;3403.0;1869.0;1570.6923076923076
CER 004;2024;17;2024-04-22;2890.0;321.1111111111111;324.324083458369;10.0;1000.0;ELCONSI;Online;Sector A;4;2;1078.0;10.0;10502.0;3000.0;992.0;544.0;3647.5;1975.625;1384.3846153846155
CER 004;2024;19;2024-05-06;1653.0;826.5;461.7407281148155;500.0;1153.0;Madrid INMOBILIARIA;Online;Unknown;5;2;2890.0;1078.0;10.0;10502.0;350.0;1984.0;3620.0;2230.625;1530.3846153846155
CER 004;2024;20;2024-05-13;440.0;110.0;77.88880963698615;40.0;200.0;PROCISA INGENIEROS S.A.C.;Online;Sector A;5;2;1653.0;2890.0;1078.0;10.0;325.0;2271.5;1407.75;2410.375;1630.6153846153845
CER 004;2024;21;2024-05-20;2100.0;700.0;264.5751311064591;500.0;1000.0;CIM;Presencial;Sector A;5;2;440.0;1653.0;2890.0;1078.0;300.0;1046.5;1515.25;2459.125;1639.4615384615386
CER 004;2024;22;2024-05-27;950.0;237.5;188.74586088176875;100.0;500.0;SETECOM AIR;Presencial;Sector A;5;2;2100.0;440.0;1653.0;2890.0;225.0;1270.0;1770.75;2709.125;1777.923076923077
CER 004;2024;23;2024-06-03;2305.0;384.1666666666667;372.0507581858511;100.0;1068.0;Madrid INMOBILIARIA;Online;Sector A;6;2;950.0;2100.0;440.0;1653.0;850.0;1525.0;1285.75;2452.875;1833.6923076923076
CER 004;2024;24;2024-06-10;1840.0;306.6666666666667;348.34848451897517;80.0;1000.0;ELCONSI;Online;Sector A;6;2;2305.0;950.0;2100.0;440.0;215.0;1627.5;1448.75;1428.25;1945.6153846153845
CER 004;2024;26;2024-06-24;1420.0;355.0;377.8447653027188;100.0;900.0;CIM;Presencial;Sector A;6;2;1840.0;2305.0;950.0;2100.0;50.0;2072.5;1798.75;1657.0;2070.6153846153848
CER 004;2024;27;2024-07-01;540.0;270.0;325.2691193458119;40.0;500.0;Madrid INMOBILIARIA;Presencial;Sector A;7;3;1420.0;1840.0;2305.0;950.0;100.0;1630.0;1628.75;1699.75;2176.0
CER 004;2024;28;2024-07-08;700.0;233.33333333333334;119.30353445448853;100.0;330.0;SETECOM AIR;Online;Sector A;7;3;540.0;1420.0;1840.0;2305.0;3000.0;980.0;1526.25;1406.0;2209.846153846154
CER 004;2024;29;2024-07-15;200.0;200.0;;200.0;200.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;7;3;700.0;540.0;1420.0;1840.0;10502.0;620.0;1125.0;1286.875;2032.923076923077
CER 004;2024;30;2024-07-22;1000.0;1000.0;;1000.0;1000.0;NEVADO CONSTRUCTORA;Online;Unknown;7;3;200.0;700.0;540.0;1420.0;10.0;450.0;715.0;1256.875;1240.4615384615386
CER 004;2024;31;2024-07-29;198.0;99.0;138.59292911256333;1.0;197.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A;7;3;1000.0;200.0;700.0;540.0;1078.0;600.0;610.0;1119.375;1316.6153846153845
CER 004;2024;32;2024-08-05;35.0;17.5;10.606601717798213;10.0;25.0;ARCHENGINE CONSULTORA S.A.C.;Online;Unknown;8;3;198.0;1000.0;200.0;700.0;2890.0;599.0;524.5;1025.375;1248.923076923077
CER 004;2024;33;2024-08-12;25.0;25.0;;25.0;25.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector B;8;3;35.0;198.0;1000.0;200.0;1653.0;116.5;358.25;741.625;1029.3076923076924
CER 004;2024;34;2024-08-19;1552.0;388.0;445.289418992487;20.0;1000.0;ELCONSI;Online;Sector A;8;3;25.0;35.0;198.0;1000.0;440.0;30.0;314.5;514.75;904.0769230769231
CER 004;2024;35;2024-08-26;162.0;81.0;97.58073580374356;12.0;150.0;ARCHENGINE CONSULTORA S.A.C.;Online;Unknown;8;3;1552.0;25.0;35.0;198.0;2100.0;788.5;452.5;531.25;989.6153846153846
CER 004;2024;36;2024-09-02;2700.0;337.5;201.3348312779343;50.0;500.0;ELCONSI;Presencial;Sector A;9;3;162.0;1552.0;25.0;35.0;950.0;857.0;443.5;484.0;840.5384615384615
CER 004;2024;37;2024-09-09;1204.0;240.8;242.43184609287616;4.0;500.0;SETECOM AIR;Presencial;Sector B;9;3;2700.0;162.0;1552.0;25.0;2305.0;1431.0;1109.75;734.0;975.1538461538462
CER 004;2024;38;2024-09-16;3694.0;738.8;700.5192359957006;100.0;1500.0;Madrid INMOBILIARIA;Online;Sector A;9;3;1204.0;2700.0;162.0;1552.0;1840.0;1952.0;1404.5;859.5;890.4615384615385
CER 004;2024;39;2024-09-23;850.0;283.3333333333333;202.072594216369;50.0;400.0;ELCONSI;Presencial;Sector A;9;3;3694.0;1204.0;2700.0;162.0;1420.0;2449.0;1940.0;1196.25;1033.076923076923
CER 004;2024;40;2024-09-30;3201.0;400.125;730.2495537241264;1.0;2000.0;SETECOM AIR;Presencial;Sector B;9;3;850.0;3694.0;1204.0;2700.0;540.0;2272.0;2112.0;1277.75;989.2307692307693
CER 004;2024;41;2024-10-07;1350.0;450.0;650.0;50.0;1200.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A;10;4;3201.0;850.0;3694.0;1204.0;700.0;2025.5;2237.25;1673.5;1193.923076923077
CER 004;2024;42;2024-10-14;850.0;425.0;530.3300858899106;50.0;800.0;ARCHENGINE CONSULTORA S.A.C.;Online;Unknown;10;4;1350.0;3201.0;850.0;3694.0;200.0;2275.5;2273.75;1839.125;1243.923076923077
CER 004;2024;43;2024-10-21;1109.0;277.25;483.9403372317708;1.0;1000.0;Madrid INMOBILIARIA;Presencial;Sector B;10;4;850.0;1350.0;3201.0;850.0;1000.0;1100.0;1562.75;1751.375;1293.923076923077
CER 004;2024;44;2024-10-28;569.0;142.25;43.66825696849677;100.0;200.0;ELCONSI;Online;Sector B;10;4;1109.0;850.0;1350.0;3201.0;198.0;979.5;1627.5;1869.75;1302.3076923076924
CER 004;2024;45;2024-11-04;2108.0;351.3333333333333;376.6774039767539;2.0;800.0;NEVADO CONSTRUCTORA;Presencial;Sector B;11;4;569.0;1109.0;850.0;1350.0;35.0;839.0;969.5;1603.375;1330.8461538461538
CER 004;2024;46;2024-11-11;369.0;92.25;97.81061632904;4.0;200.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector B;11;4;2108.0;569.0;1109.0;850.0;25.0;1338.5;1159.0;1716.375;1490.3076923076924
CER 004;2024;47;2024-11-18;65.0;32.5;24.748737341529164;15.0;50.0;GCG - GARCIA CONTRATISTAS GENERALES S.A.;Online;Unknown;11;4;369.0;2108.0;569.0;1109.0;1552.0;1238.5;1038.75;1300.75;1516.7692307692307
CER 004;2024;48;2024-11-25;100.0;100.0;;100.0;100.0;NEVADO CONSTRUCTORA;Presencial;Sector B;11;4;65.0;369.0;2108.0;569.0;162.0;217.0;777.75;1202.625;1402.3846153846155
CER 004;2024;49;2024-12-02;1531.0;306.2;399.80270134154927;6.0;1000.0;ELCONSI;Presencial;Sector A;12;4;100.0;65.0;369.0;2108.0;2700.0;82.5;660.5;815.0;1397.6153846153845
CER 004;2024;50;2024-12-09;1500.0;300.0;158.11388300841898;100.0;500.0;Madrid INMOBILIARIA;Presencial;Sector A;12;4;1531.0;100.0;65.0;369.0;1204.0;815.5;516.25;837.625;1307.6923076923076
CER 004;2024;51;2024-12-16;460.0;153.33333333333334;145.0287327853806;10.0;300.0;CIM;Presencial;Sector B;12;4;1500.0;1531.0;100.0;65.0;3694.0;1515.5;799.0;918.875;1330.4615384615386
CER 004;2024;52;2024-12-23;850.0;283.3333333333333;225.4624876411447;50.0;500.0;NEVADO CONSTRUCTORA;Online;Sector A;12;4;460.0;1500.0;1531.0;100.0;850.0;980.0;897.75;837.75;1081.6923076923076
CER 004;2025;1;2024-12-30;1486.0;297.2;117.42742439481503;200.0;500.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;12;4;850.0;460.0;1500.0;1531.0;3201.0;655.0;1085.25;872.875;1081.6923076923076
CER 004;2025;2;2025-01-06;330.0;165.0;49.49747468305833;130.0;200.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B;1;1;1486.0;850.0;460.0;1500.0;1350.0;1168.0;1074.0;795.125;949.7692307692307
CER 004;2025;3;2025-01-13;2945.0;294.5;464.4433346610877;1.0;1500.0;ELCONSI;Presencial;Sector A;1;1;330.0;1486.0;850.0;460.0;850.0;908.0;781.5;790.25;871.3076923076923
CER 004;2025;4;2025-01-20;3872.0;645.3333333333334;584.1680123617406;6.0;1500.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Presencial;Sector B;1;1;2945.0;330.0;1486.0;850.0;1109.0;1637.5;1402.75;1150.25;1032.4615384615386
CER 004;2025;5;2025-01-27;1200.0;240.0;238.22258499143192;50.0;500.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B;1;1;3872.0;2945.0;330.0;1486.0;569.0;3408.5;2158.25;1621.75;1245.0
CER 004;2025;6;2025-02-03;2850.0;475.0;544.747647998594;50.0;1500.0;SETECOM AIR;Online;Sector B;2;1;1200.0;3872.0;2945.0;330.0;2108.0;2536.0;2086.75;1580.375;1293.5384615384614
CER 004;2025;7;2025-02-10;2080.0;520.0;554.316395812596;30.0;1000.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B;2;1;2850.0;1200.0;3872.0;2945.0;369.0;2025.0;2716.75;1749.125;1350.6153846153845
CER 004;2025;8;2025-02-17;427.0;142.33333333333334;99.88159656980525;27.0;200.0;CIM;Presencial;Sector B;2;1;2080.0;2850.0;1200.0;3872.0;65.0;2465.0;2500.5;1951.625;1482.2307692307693
CER 004;2025;9;2025-02-24;1760.0;440.0;711.3836283375283;10.0;1500.0;ELCONSI;Presencial;Sector A;2;1;427.0;2080.0;2850.0;1200.0;100.0;1253.5;1639.25;1898.75;1510.076923076923
CER 004;2025;10;2025-03-03;2040.0;340.0;248.19347291981717;50.0;790.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B;3;1;1760.0;427.0;2080.0;2850.0;1531.0;1093.5;1779.25;1933.0;1637.7692307692307
CER 004;2025;11;2025-03-10;135.0;135.0;;135.0;135.0;SETECOM AIR;Presencial;Sector A;3;1;2040.0;1760.0;427.0;2080.0;1500.0;1900.0;1576.75;2146.75;1676.923076923077
CER 004;2025;12;2025-03-17;5674.0;630.4444444444445;678.0426076418632;50.0;2000.0;Madrid INMOBILIARIA;Online;Sector A;3;1;135.0;2040.0;1760.0;427.0;460.0;1087.5;1090.5;1795.5;1571.923076923077
CER 004;2025;13;2025-03-24;304.0;101.33333333333333;98.0068024849976;4.0;200.0;SETECOM AIR;Presencial;Sector B;3;1;5674.0;135.0;2040.0;1760.0;850.0;2904.5;2402.25;2020.75;1973.0
CER 004;2025;14;2025-03-31;710.0;236.66666666666666;247.04925284917041;10.0;500.0;PROCISA INGENIEROS S.A.C.;Online;Sector A;3;1;304.0;5674.0;135.0;2040.0;1486.0;2989.0;2038.25;1908.75;1931.0
CER 004;2025;15;2025-04-07;550.0;137.5;110.86778913041725;50.0;300.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector B;4;2;710.0;304.0;5674.0;135.0;330.0;507.0;1705.75;1641.25;1871.3076923076924
CER 004;2025;16;2025-04-14;2700.0;540.0;597.285526360718;100.0;1500.0;ELCONSI;Online;Sector A;4;2;550.0;710.0;304.0;5674.0;2945.0;630.0;1809.5;1450.0;1888.2307692307693
CER 004;2025;17;2025-04-21;5208.0;434.0;579.9572084527993;20.0;1841.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;4;2;2700.0;550.0;710.0;304.0;3872.0;1625.0;1066.0;1734.125;1869.3846153846155
CER 004;2025;18;2025-04-28;5702.0;814.5714285714286;1059.4108200855255;25.0;2837.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;4;2;5208.0;2700.0;550.0;710.0;1200.0;3954.0;2292.0;2165.125;1972.1538461538462
CER 004;2025;19;2025-05-05;5403.0;450.25;612.0092282429616;3.0;1700.0;ELCONSI;Presencial;Sector A;5;2;5702.0;5208.0;2700.0;550.0;2850.0;5455.0;3540.0;2622.875;2318.4615384615386
CER 004;2025;20;2025-05-12;11883.0;1320.3333333333333;757.2918856029027;200.0;2600.0;SETECOM AIR;Online;Sector B;5;2;5403.0;5702.0;5208.0;2700.0;2080.0;5552.5;4753.25;3281.375;2514.846153846154
CER 004;2025;21;2025-05-19;3633.0;454.125;573.3700967587539;15.0;1578.0;Madrid INMOBILIARIA;Online;Sector A;5;2;11883.0;5403.0;5702.0;5208.0;427.0;8643.0;7049.0;4057.5;3268.923076923077
CER 004;2025;22;2025-05-26;641.0;128.2;121.14536722466939;16.0;300.0;ELCONSI;Presencial;Sector A;5;2;3633.0;11883.0;5403.0;5702.0;1760.0;7758.0;6655.25;4473.625;3515.5384615384614
CER 008;2021;20;2021-05-17;1050.0;525.0;671.7514421272201;50.0;1000.0;ELCONSI;Online;Sector A;5;2;;;;;;;;;
CER 008;2021;21;2021-05-24;100.0;100.0;;100.0;100.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;5;2;1050.0;;;;;1050.0;1050.0;1050.0;1050.0
CER 008;2021;23;2021-06-07;100.0;100.0;;100.0;100.0;PROCISA INGENIEROS S.A.C.;Online;Unknown;6;2;100.0;1050.0;;;;575.0;575.0;575.0;575.0
CER 008;2021;24;2021-06-14;200.0;100.0;0.0;100.0;100.0;CIM;Online;Unknown;6;2;100.0;100.0;1050.0;;;100.0;416.6666666666667;416.6666666666667;416.6666666666667
CER 008;2021;25;2021-06-21;50.0;50.0;;50.0;50.0;PROCISA INGENIEROS S.A.C.;Presencial;Sector A;6;2;200.0;100.0;100.0;1050.0;;150.0;362.5;362.5;362.5
CER 008;2021;29;2021-07-19;565.0;282.5;307.59144981614816;65.0;500.0;DRAGON;Online;Unknown;7;3;50.0;200.0;100.0;100.0;;125.0;112.5;300.0;300.0
CER 008;2021;31;2021-08-02;500.0;500.0;;500.0;500.0;PROCISA INGENIEROS S.A.C.;Online;Unknown;8;3;565.0;50.0;200.0;100.0;;307.5;228.75;344.1666666666667;344.1666666666667
CER 008;2021;32;2021-08-09;1650.0;550.0;433.0127018922193;50.0;800.0;Madrid INMOBILIARIA;Presencial;Sector A;8;3;500.0;565.0;50.0;200.0;;532.5;328.75;366.42857142857144;366.42857142857144
CER 008;2021;34;2021-08-23;60.0;60.0;;60.0;60.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A;8;3;1650.0;500.0;565.0;50.0;;1075.0;691.25;526.875;526.875
CER 008;2021;35;2021-08-30;1.0;1.0;;1.0;1.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector A;8;3;60.0;1650.0;500.0;565.0;;855.0;693.75;403.125;475.0
CER 008;2021;38;2021-09-20;1000.0;500.0;0.0;500.0;500.0;Madrid INMOBILIARIA;Online;Sector A;9;3;1.0;60.0;1650.0;500.0;;30.5;552.75;390.75;427.6
CER 008;2021;39;2021-09-27;1581.0;527.0;460.094555499193;81.0;1000.0;PROCISA INGENIEROS S.A.C.;Online;Sector B;9;3;1000.0;1.0;60.0;1650.0;;500.5;677.75;503.25;479.6363636363636
CER 008;2021;41;2021-10-11;6630.0;1105.0;2596.998267230843;10.0;6405.0;NEVADO CONSTRUCTORA;Online;Sector B;10;4;1581.0;1000.0;1.0;60.0;;1290.5;660.5;675.875;571.4166666666666
CER 008;2021;42;2021-10-18;400.0;133.33333333333334;57.735026918962575;100.0;200.0;H&R ELECTRICAL ENGINEERS S.A.C.;Presencial;Sector B;10;4;6630.0;1581.0;1000.0;1.0;1050.0;4105.5;2303.0;1498.375;1037.4615384615386
CER 008;2021;43;2021-10-25;3450.0;492.85714285714283;316.7919551648098;100.0;1000.0;PROCISA INGENIEROS S.A.C.;Online;Sector A;10;4;400.0;6630.0;1581.0;1000.0;100.0;3515.0;2402.75;1477.75;987.4615384615385
CER 008;2021;44;2021-11-01;600.0;200.0;150.0;50.0;350.0;CIM;Presencial;Sector B;11;4;3450.0;400.0;6630.0;1581.0;100.0;1925.0;3015.25;1846.5;1245.1538461538462
CER 008;2021;45;2021-11-08;375.0;125.0;152.0690632574555;25.0;300.0;NEVADO CONSTRUCTORA;Presencial;Sector A;11;4;600.0;3450.0;400.0;6630.0;200.0;2025.0;2770.0;1715.25;1283.6153846153845
CER 008;2021;46;2021-11-15;1030.0;171.66666666666666;178.14787864767482;10.0;500.0;ELCONSI;Online;Sector A;11;4;375.0;600.0;3450.0;400.0;50.0;487.5;1206.25;1754.625;1297.076923076923
CER 008;2021;47;2021-11-22;800.0;400.0;141.4213562373095;300.0;500.0;NEVADO CONSTRUCTORA;Online;Unknown;11;4;1030.0;375.0;600.0;3450.0;565.0;702.5;1363.75;1883.25;1372.4615384615386
CER 008;2021;48;2021-11-29;402.0;134.0;124.77179168385777;2.0;250.0;ARCHENGINE CONSULTORA S.A.C.;Presencial;Sector B;11;4;800.0;1030.0;375.0;600.0;500.0;915.0;701.25;1858.25;1390.5384615384614
CER 008;2021;49;2021-12-06;1751.0;350.2;695.1281896168505;8.0;1593.0;ELCONSI;Presencial;Sector B;12;4;402.0;800.0;1030.0;375.0;1650.0;601.0;651.75;1710.875;1383.0
CER 008;2021;51;2021-12-20;2762.0;920.6666666666666;104.50039872332228;800.0;981.0;Consultores en Ingeniería y Mantenimiento General S.A.C.;Online;Sector B;12;4;1751.0;402.0;800.0;1030.0;60.0;1076.5;995.75;1101.0;1390.7692307692307
CER 008;2021;52;2021-12-27;1781.0;593.6666666666666;350.02904641377023;300.0;981.0;CIM;Presencial;Sector B;12;4;2762.0;1751.0;402.0;800.0;1.0;2256.5;1428.75;1396.25;1598.6153846153845
