Código;Salida_Total;Descripción;Stock_Promedio;Rotacion
BANR-00004;11.2;BANDEJA RANURADA 150X100X2400MM C/TAPA (F.G 1.20);1.018181818181818;11.0
CPE-00151;12.0;CAJA DE PASE 150X150X50MM CIEGA (F. G. 0.75);1.0909090909090908;11.0
CPE-00236;12.0;CAJA DE PASE 250X250X125MM CIEGA (F.G. 1.20);1.0909090909090908;11.0
CP-00079;7.0;CAJA DE PASE 500X500X100MM CIEGA (F.G 1.20).;0.6363636363636364;11.0
COC-00018;10.0;"CONECTOR HERMETICO CURVO 25MM/ 1"" LIQUID TIGHT";0.9090909090909091;11.0
CR-00115;5.0;CURVA HORIZONTAL 90° RANU 250X100MM C/TAPA (F.G. 1.20);0.45454545454545453;11.0
CPE-00158;350.0;CAJA DE PASE 100X100X50MM HCO ESP 3/4 (F. G. 1.20);31.818181818181817;11.0
CP-00072;8.0;CAJA DE PASE 400X400X100MM CIEGA (F.G. 1.50);0.7272727272727273;11.0
CCL-00005;12.0;CAJA CONDULET TIPO LL 1/2;1.0909090909090908;11.0
'47;40.0;CAJA DE PASE 150X150X70MM HCO ESP (F.G.1.50);3.6363636363636362;11.0
CP-00015;182.0;CAJA DE PASE 100X100X50MM CIEGA (F. G. 0.90);16.545454545454547;11.0
CPE-00397;3.0;CAJA DE PASE 400X400X250MM CIEGA (F. G. 1.20);0.2727272727272727;11.0
CPE-00662;4.0;CAJA DE PASE 600X300X200MM CIEGA (F. G. 1.20);0.36363636363636365;11.0
ABZ-00005;62.0;"ABRAZADERA UNISTRUT 1/2""  EMT - RIGID";5.636363636363637;11.0
CERCD-00004;3.0;CAJA OCTOGONAL CONDUIT 1/2 (ALUMINIO);0.2727272727272727;11.0
CPE-00681;9.0;CAJA DE PASE 300X200X100MM CIEGA (F.G. 0.75);0.8181818181818182;11.0
CPE-00182;225.0;CAJA DE PASE 100X100X40MM 3/4 (F. G. 0.90);20.454545454545453;11.0
'51;5.0;CAJA DE PASE 500X500X200MM CIEGA (F.G.1.50);0.45454545454545453;11.0
CPE-00208;3.0;CAJA DE PASE 700X700X300MM CIEGA (F. G. 1.20);0.2727272727272727;11.0
TPC-00035;8.0;TAPA CIEGA 400X400MM (F.G.1.20);0.7272727272727273;11.0
CPE-00250;45.0;CAJA DE PASE 400X400X200MM CIEGA (F. G. 1.50);4.090909090909091;11.0
CTF-00009;36.0;CAJA TELEF. 650X350X150MM (F.G. 1.20);3.272727272727273;11.0
TOR-00004;100.0;TARUGO NARANJA  3/8;9.090909090909092;10.999999999999998
CUC-00004;25.0;"CURVA  EMT 50MM/ 2"" 1/2 -UL";2.272727272727273;10.999999999999998
CP-00104;27.0;CAJA DE PASE 100X100X80MM CIEGA (F. G. 1.20);2.4615384615384617;10.96875
CPE-00353;151.0;CAJA DE PASE 100X100X40MM 3/4 (F. G. 1.20).;13.818181818181818;10.927631578947368
CEO 007;2299.0;CAJA OCTOG 100X40MM  3/4 (F. G. 0.90).;211.38709677419354;10.875782084541433
CPE-00484;728.0;CAJA DE PASE 100X100X55MM 3/4 (F. G. 0.75);67.5;10.785185185185185
'58;72.0;CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20);6.714285714285714;10.72340425531915
CP-00048;209.0;CAJA DE PASE 300X300X100MM (F.G. 1.20).;19.508196721311474;10.713445378151262
CPE-00043;694.0;CAJA DE PASE 150X150X75MM (F. G. 1.20).;65.21052631578948;10.642453591606133
CPE-00569;897.0;CAJA DE PASE 200X200X75MM (F.G 0.75).;84.39830508474576;10.628175519630485
GA-00023;60.0;GABINETE ADOSABLE 350X350X150MM CIEGA (F. G. 1.20);5.666666666666667;10.588235294117647
CP-00086;108.0;CAJA DE PASE 150X150X100MM 1/2 (F.G. 1.20).;10.304347826086957;10.481012658227847
CPE-00540;13.0;CAJA DE PASE 350X350X120MM CIEGA (F. G. 1.20).;1.25;10.4
CP-00036;85.0;CAJA DE PASE 200X200X100MM (F. G. 0.90);8.235294117647058;10.321428571428573
CPE-00023;120.0;CAJA DE PASE 100X100X100MM  3/4 (F. G. 0.75);11.653846153846153;10.297029702970297
CERCD-00003;18.0;CAJA OCTOGONAL CONDUIT 3/4 (ALUMINIO);1.75;10.285714285714286
CER 002;2492.0;CAJA RECT 100X55X40MM 1/2 (F. G. 0.90);243.05555555555554;10.2528
TPH-00009;3000.0;TAPA OCTOG  3/4 (F. G. 1.20).;294.18918918918916;10.197519522278366
CP-00064;151.0;CAJA DE PASE 400X400X100MM (F.G 0.75).;14.85483870967742;10.165038002171553
'65;425.0;CAJA DE PASE 300X300X100MM (F.G.0.60);42.75;9.941520467836257
CPE-00169;13.0;CAJA DE PASE 600X600X150MM CIEGA (F. G. 1.50);1.3076923076923077;9.941176470588236
CPE-00518;230.0;CAJA DE PASE 100X100X55MM 1/2 (F. G. 1.20);23.166666666666668;9.928057553956833
CERE-012;1769.0;CAJA RECT 100X60X50MM BR 1/2 (F.G. 1.50).;178.36363636363637;9.917940876656472
CPE-00075;236.0;CAJA DE PASE 250X250X100MM (F.G. 1.20).;23.833333333333332;9.902097902097903
CPE-00232;101.0;CAJA DE PASE 250X250X120MM CIEGA (F. G. 1.50);10.214285714285714;9.888111888111888
BANR-00081;23.0;BANDEJA RANURADA 250X100X2400MM C/TAPA (F.G.1.20);2.3333333333333335;9.857142857142856
CR-00083;15.0;CURVA HORIZONTAL 90° RANU 300X100MM C/TAPA (F.G. 1.20);1.5333333333333334;9.782608695652174
CPE-00007;23.0;CAJA DE PASE 100X100X55MM  3/4 (F. G. 1.20);2.3636363636363638;9.73076923076923
'86;2482.0;TAPA CIEGA 100X100MM (F.G.0.75);257.63461538461536;9.63379861162947
CP-00003;3996.0;CAJA DE PASE 100X100X50MM  1/2 (F. G. 0.90);416.8636363636364;9.585868498527969
CP-00099;114.0;CAJA DE PASE 150X150X100MM 1/2 (F.G. 1.50);11.9;9.579831932773109
CP-00040;29.0;CAJA DE PASE 200X200X40MM  (F. G. 0.75);3.111111111111111;9.321428571428571
'61;1648.0;CAJA DE PASE 200X200X100MM (F. G. 0.60);177.0390625;9.308680111204271
ABZ-00026;98.0;"ABRAZADERA UNISTRUT 2 1/2"" EMT - RIGID";10.615384615384615;9.231884057971016
ABZ-00021;534.0;"ABRAZADERA UNISTRUT 6"" EMT - RIGID";57.86666666666667;9.228110599078342
CP-00103;34.0;CAJA DE PASE 120X120X80MM CIEGA (F. G. 1.20).;3.7;9.18918918918919
CPE-00028;78.0;CAJA DE PASE 100X100X100MM CIEGA (F. G. 0.75).;8.5;9.176470588235293
CP-00025;169.0;CAJA DE PASE 150X150X100MM (F. G. 0.90);18.555555555555557;9.107784431137723
CEO-040;5301.0;CAJA OCTOG 100X55MM BR 3/4 (F.G 1.50);583.6666666666666;9.082238720731011
CPE-00470;35.0;CAJA DE PASE150X150X100MM C/TAPA DOBLES 90° (F.G. 1.20);3.888888888888889;9.0
BANR-00093;44.0;BANDEJA RANURADA 350X100X2400MM C/TAPA (F.G. 1.20);4.888888888888889;9.0
CPE-00099;44.0;CAJA DE PASE 300X300X150MM 1” (F.G. 1.50);4.888888888888889;9.0
CPE-00252;30.0;CAJA DE PASE 150X100X100MM 3/4 (F.G. 1.20);3.3333333333333335;9.0
CPE-00731;5.0;CAJA DE PASE 300X300X250MM CIEGA (F°G°1.50);0.5555555555555556;9.0
CPE-00137;4.0;CAJA DE PASE 1200X1200X200MM CIEGA (F.G. 1.50);0.4444444444444444;9.0
CPE-00474;26.0;CAJA DE PASE 100X100X40MM CIEGA (F.G. 1.50);2.888888888888889;9.0
CPEH-00006;30.0;CAJA DE PASE 100X100X100MM HERMETICA (F.G. 1.50);3.3333333333333335;9.0
CPE-00220;4.0;CAJA DE PASE 700X1400X300MM CIEGA (F.G. 1.20);0.4444444444444444;9.0
ABZ-00029;25.0;"TIPO GOTA  MM/ "" -EMT";2.7777777777777777;9.0
CPE-00452;23.0;CAJA DE PASE 350X350X100MM HCO ESP (F. G. 1.50);2.5555555555555554;9.0
CPE-00485;5.0;CAJA DE PASE 200X200X150MM 3/4 (F. G. 1.20);0.5555555555555556;9.0
CPEH-00003;35.0;CAJA DE PASE 150X150X100MM HERMETICA (F.G. 1.20);3.888888888888889;9.0
CPE-00218;4.0;CAJA DE PASE 700X1400X150MM CIEGA (F.G. 1.20);0.4444444444444444;9.0
DISC-00001;5.0;DISCO CORTE DE 4 1/2 X 3/64 X 7/8 - NORTON;0.5555555555555556;9.0
TBC-00033;25.0;"TUBERIA CONDUIT EMT 100MM/ 4"" X 3MTS-UL PESADO";2.7777777777777777;9.0
TP-0020;4.0;TAPA CIEGA 450X450MM (F.G. 0.75);0.4444444444444444;9.0
COLG-00002;40.0;COLGADORES 3” TIPO GOTA;4.444444444444445;9.0
CPE-00219;4.0;CAJA DE PASE 700X1400X250MM CIEGA (F.G. 1.20);0.4444444444444444;9.0
CPE-00212;4.0;CAJA DE PASE 1200X500X200MM (F. G.0.70);0.4444444444444444;9.0
CPE-00271;5.0;"CAJA DE PASE 300X300X100MM 2"" (F. G.1.20)";0.5555555555555556;9.0
TER-00001;28.0;TERMINAL TUBULAR SOBREMOLDEADO C/AZUL CABLE 14AWG(2.5MM)(100PZAS) E2510 CHS;3.111111111111111;9.0
CPEH-00012;4.0;CAJA DE PASE 300X300X150MM HERMETICA (F.G. 1.50);0.4444444444444444;9.0
CPE-00725;5.0;CAJA DE PASE 300X300X150MM CIEGA (F.G. 2.00).;0.5555555555555556;9.0
TBC-00023;24.0;"TUBERIA IMC 15MM/ 1/2"" X 3MTS";2.6666666666666665;9.0
CPE-00708;36.0;CAJA DE PASE 100X100X70MM 1” (F° G° 0.70);4.0;9.0
CPEH-00058;40.0;CAJA DE PASE 100X100X50 CIEGA HERMETICA (F:G. 0.70);4.444444444444445;9.0
'53;34.0;CAJA DE PASE 650X350X150MM CIEGA (F.G.1.50);3.7777777777777777;9.0
TP-0015;42.0;TAPA CIEGA 500X500MM (F.G. 0.75);4.666666666666667;9.0
CPE-00422;3.0;CAJA DE PASE 700X700X250MM  CIEGA (F.G.1.50);0.3333333333333333;9.0
CJBAME-00042;5.0;CAJA BANCO MEDIDOR 1100X150X200MM CIEGA (F.G. 1.50);0.5555555555555556;9.0
CR-000053;2.0;CURVA HORIZONTAL 90° RANU 200X100MM C/TAPA (F.G. 1.20);0.2222222222222222;9.0
CPE-00443;7.0;"CAJA DE PASE 250X250X100MM 3/4"" (F. G.1.50)";0.7777777777777778;9.0
CPE-00115;45.0;CAJA DE PASE 400x400x200MM Ø ESP (F.G. 1.50);5.0;9.0
CTF-E-00007;11.0;CAJA TELEF. 650X350X150MM CIEGA (F.G. 1.50);1.2222222222222223;9.0
CPE-00384;11.0;CAJA DE PASE 250X250X200MM CIEGA (F. G. 1.20);1.2222222222222223;9.0
CPE-00620;11.0;CAJA DE PASE 200X300X150MM  (F.G. 0.70);1.2222222222222223;9.0
CPE-00713;2.0;CAJA DE PASE 800X800X250MM CIEGA (F.G.1.20);0.2222222222222222;9.0
CPE-00225;3.0;CAJA DE PASE 500X500X150MM CIEGA (F.G. 1.50);0.3333333333333333;9.0
CTF-E-00005;8.0;CAJA TELEF. TIPO B 450X250X150MM CIEGA (F.G. 1.20) C / CHAPA PUSH;0.8888888888888888;9.0
CPE-00582;3.0;CAJA DE PASE 700X700X250MM CIEGA (F.G.1.20);0.3333333333333333;9.0
CPE-00207;2.0;CAJA DE PASE 600X900X150MM CIEGA (F. G. 1.20);0.2222222222222222;9.0
CPE-00209;2.0;CAJA DE PASE 500X500X250MM CIEGA (F. G. 1.20);0.2222222222222222;9.0
CPE-00247;6.0;CAJA DE PASE 600X600X300MM CIEGA (F. G. 1.50);0.6666666666666666;9.0
CPE-00172;12.0;CAJA DE PASE 160X100X70MM CIEGA (F. G. 0.70);1.3333333333333333;9.0
CPEH-00052;6.0;CAJA DE PASE 300X300X150MM HERMETICA (F.G. 1.20);0.6666666666666666;9.0
CPE-00235;4.0;CAJA DE PASE 300X300X125MM CIEGA (F.G. 1.20);0.4444444444444444;9.0
CPE-00457;12.0;CAJA DE PASE 450X450X350MM  (F.G.1.50);1.3333333333333333;9.0
CPE-00206;2.0;CAJA DE PASE 600X900X300MM CIEGA (F. G. 1.20);0.2222222222222222;9.0
CTF-E-00003;12.0;CAJA TELEF. 450X300X150MM CIEGA (F.G. 1.20) C / CHAPA PUSH;1.3333333333333333;9.0
'54;4.0;CAJA DE PASE 800X500X150MM CIEGA (F.G.1.20);0.4444444444444444;9.0
CPE-00714;3.0;CAJA DE PASE 450X450X250MM CIEGA (F.G.1.20);0.3333333333333333;9.0
CPE-00727;3.0;CAJA DE PASE 1400X1400X250MM CIEGA (F.G.1.50);0.3333333333333333;9.0
CP-00101;11.0;CAJA DE PASE 200X200X100MM 1/2 (F.G. 0.90);1.2222222222222223;9.0
GA-00018;8.0;GABINETE ADOSABLE 1100X700X150 CIEGA (F.G.1.50);0.8888888888888888;9.0
CPE-00475;3.0;"CAJA DE PASE 250X250X100MM 1 1/4"" (F.G. 1.20)";0.3333333333333333;9.0
CTF-E-00012;8.0;CAJA TELEF. 650X350X120MM CIEGA (F.G. 1.20) C / CHAPA PUSH;0.8888888888888888;9.0
BANR-00092;9.0;BANDEJA RANURADA 200X100MMX2400MM C/TAPA (F.G. 1.00);1.0;9.0
CPEH-00011;9.0;CAJA DE PASE 200X200X100MM HERMETICA (F.G. 1.50);1.0;9.0
CCL-00001;8.0;CAJA CONDULET TIPO C 1/2;0.8888888888888888;9.0
CPE-00226;3.0;CAJA DE PASE 200X200X50MM CIEGA (F.G. 1.50);0.3333333333333333;9.0
CPE-00953;9.0;CAJA DE PASE 350X350X350MM CIEGA (F. G. 1.20);1.0;9.0
CPE-00377;8.0;CAJA DE PASE 250X250X125MM CIEGA (F.G. 1.50);0.8888888888888888;9.0
CPE-00086;2.0;CAJA DE PASE 250X250X150MM (F. G. 1.50);0.2222222222222222;9.0
TR-00048;2.0;TEE HORIZONTAL RANU 350X350X350MM C/TAPA (F.G. 1.20);0.2222222222222222;9.0
CPE-00572;3.0;CAJA DE PASE 500X500X300MM CIEGA (F. G. 1.50);0.3333333333333333;9.0
CPE-00277;8.0;CAJA DE PASE 800X800X200MM CIEGA (F. G. 1.50);0.8888888888888888;9.0
CR-00116;3.0;CURVA VERT. INTERNA ESCALERILLA  300X70MM C/TAPA (F.G. 1.50);0.3333333333333333;9.0
CPE-00577;8.0;CAJA DE PASE 300X300X100MM HCO ESP (F. G. 1.50);0.8888888888888888;9.0
COC-00027;7.0;"CONECTOR  RECTO HUB  2""";0.7777777777777778;9.0
CJBAME-00085;2.0;CAJA BANCO MEDIDOR 1000X200X200MM (F.G. 1.50);0.2222222222222222;9.0
CPE-00833;3.0;CAJA DE PASE 250X250X75MM CIEGA (F.G.1.20);0.3333333333333333;9.0
TR-00047;2.0;TEE HORIZONTAL RANU 350X350X250MM C/TAPA (F.G. 1.20);0.2222222222222222;9.0
CPE-00570;4.0;CAJA DE PASE 600X600X300MM CIEGA (F. G. 1.20);0.4444444444444444;9.0
CPE-00264;2.0;CAJA DE PASE 1000X1000X600MM CIEGA (F. G. 1.20);0.2222222222222222;9.0
'67;22.0;CAJA DE PASE 150X150X70MM (F.G.0.70);2.4444444444444446;9.0
BANR-00010;13.0;BANDEJA RANURADA 300X100X2400MM C/TAPA (F.G. 1.50);1.4444444444444444;9.0
CPE-00640;2.0;CAJA DE PASE 300X3000X300MM CIEGA (F. G. 0.75);0.2222222222222222;9.0
COC-00022;18.0;"CONECTOR  RECTO HUB  1/2""";2.0;9.0
CJBAME-00043;4.0;CAJA BANCO MEDIDOR 1700X200X200MM CIEGA (F.G. 1.50);0.4444444444444444;9.0
CPE-00234;18.0;CAJA DE PASE 600X300X150MM CIEGA (F. G. 1.50);2.0;9.0
CPE-00693;18.0;CAJA DE PASE 200X200X75MM CIEGA (F.G. 1.50);2.0;9.0
TBC-00027;18.0;"TUBERIA CONDUIT EMT 35MM/ 1 1/4"" PESADO";2.0;9.0
'49;18.0;CAJA DE PASE 650X500X150MM C/H (F.G.1.20);2.0;9.0
CJBAME-00048;2.0;CAJA BANCO MEDIDOR 850X200X200MM CIEGA (F.G. 1.50);0.2222222222222222;9.0
CPE-00205;2.0;CAJA DE PASE 600X1100X300MM CIEGA (F. G. 1.20);0.2222222222222222;9.0
CR-00100;2.0;CURVA VERTICAL EXTERNA  200X100MM C/TAPA (F.G. 1.50);0.2222222222222222;9.0
CR-00112;2.0;CURVA VERT. EXTERNA 90° RANU 250X100MM C/TAPA (F.G. 1.20);0.2222222222222222;9.0
BANR-00003;20.0;BANDEJA RANURADA 350X150X2400MM C/TAPA (F.G. 1.20);2.2222222222222223;9.0
ABZ-00002;20.0;"ABRAZADERA CONDUIT 1 OREJA 1 1/2"" EMT";2.2222222222222223;9.0
CCL-00010;20.0;CAJA CONDULET TIPO T 3/4;2.2222222222222223;9.0
TBC-00021;20.0;TUBERIA CONDUIT FLEXIBLE LIVIANO 80MM 3”;2.2222222222222223;9.0
CPE-00155;4.0;CAJA DE PASE 500X500X150MM CIEGA (F.G. 1.20);0.4444444444444444;9.0
'60;20.0;CAJA DE PASE 650X350X150MM - TIPO C (F.G.1.20);2.2222222222222223;9.0
TPC-00030;21.0;TAPA CIEGA 250X250MM (F.G. 1.20);2.3333333333333335;9.0
CPE-00121;5.0;CAJA DE PASE 600X600X200MM CIEGA (F.G. 1.50);0.5555555555555556;9.0
CP-00065;6.0;CAJA DE PASE 400X400X100MM (F.G. 0.90);0.6666666666666666;9.0
CPE-00215;16.0;CAJA DE PASE 600X300X150MM CIEGA (F.G. 1.20);1.7777777777777777;9.0
CPE-00240;4.0;CAJA DE PASE 700X300X150MM CIEGA (F.G. 0.90);0.4444444444444444;9.0
CPE-00239;2.0;CAJA DE PASE 400X300X100MM CIEGA (F.G. 1.20);0.2222222222222222;9.0
TR-00046;6.0;TEE HORIZONTAL RANU 350X350X150MM C/TAPA (F.G. 1.20);0.6666666666666666;9.0
TECCD-00001;13.0;TAPA CUADRADA 100X100MM CONDUIT (ALUMINIO);1.4444444444444444;9.0
CPE-00472;4.0;CAJA DE PASE 100X100X150MM CIEGA (F.G. 1.50);0.4444444444444444;9.0
CPE-00036;2.0;CAJA DE PASE 150X150X50MM (F.G. 1.20);0.2222222222222222;9.0
CJBAME-00049;2.0;CAJA BANCO MEDIDOR 1370X200X200MM CIEGA (F.G. 1.50);0.2222222222222222;9.0
CPE-00163;14.0;CAJA DE PASE 140X80X70MM  CIEGA (F. G. 0.70);1.5555555555555556;9.0
'82;2.0;CAJA DE PASE 250X300X200MM (F.G.0.70);0.2222222222222222;9.0
CPE-00241;2.0;CAJA DE PASE 700X400X150MM CIEGA (F.G. 0.90);0.2222222222222222;9.0
CPE-00258;4.0;CAJA DE PASE 2003X200X200MM CIEGA (F. G. 1.20);0.4444444444444444;9.0
CPE-00307;2.0;CAJA DE PASE 150X150X120MM CIEGA (F. G. 1.20);0.2222222222222222;9.0
CPE-00216;2.0;CAJA DE PASE 600X800X250MM CIEGA (F.G. 1.20);0.2222222222222222;9.0
CJBAME-00081;4.0;CAJA BANCO MEDIDOR 1210X250X200MM (F.G. 1.50);0.4444444444444444;9.0
CR-00012;2.0;CURVA VERTICAL INT. 90° RANU 350X100MM C/TAPA (F.G. 1.20);0.2222222222222222;9.0
CPE-00712;2.0;CAJA DE PASE 950X950X250MM CIEGA (F.G.1.20);0.2222222222222222;9.0
CCL-00002;16.0;CAJA CONDULET TIPO C 3/4;1.7777777777777777;9.0
CPE-00428;16.0;CAJA DE PASE 300X400X150MM CIEGA (F.G. 0.70);1.7777777777777777;9.0
CPE-00663;2.0;CAJA DE PASE 300X200X180MM CIEGA (F.G.1.20);0.2222222222222222;9.0
TP-0008;16.0;TAPA CIEGA 300X300MM (F.G. 1.20);1.7777777777777777;9.0
CUC-00005;17.0;"CURVA  EMT 75MM/ 3"" -UL";1.8888888888888888;9.0
CPE-00667;5.0;CAJA DE PASE 600X600X400MM CIEGA (F. G. 1.20)	;0.5555555555555556;9.0
CPE-000683;180.0;CAJA DE PASE 150X150X50MM CIEGA (F.G. 0.90);20.0;9.0
CPE-00259;100.0;"CAJA DE PASE 100X100X100MM 1"" (F.G. 0.70)";11.11111111111111;9.0
CPE-00280;165.0;CAJA DE PASE 150X150X70MM CIEGA (F.G. 1.50);18.333333333333332;9.0
RUNIS-00008;140.0;RIEL UNISTRUT BAJO 410X210X2400mm (F°G° 1.15);15.555555555555555;9.0
CPE-00463;126.0;CAJA DE PASE 200X200X100MM 3/4 (F.G.0.90);14.0;9.0
TBC-00009;125.0;"TUBERIA CONDUIT EMT 50MM/ 2"" X 3MTS-UL PESADO";13.88888888888889;9.0
SCHU-0015;110.0;CAJA SCHUKO 130X71X52MM 3/4 (F. G. 1.20);12.222222222222221;9.0
GA-00078;50.0;GABINETE ADOSABLE 450X350X180MM CIEGO (F.G. 1.20);5.555555555555555;9.0
CPE-00415;110.0;CAJA DE PASE 200X200X80MM CIEGA (F.G. 1.20);12.222222222222221;9.0
CER 007;109.0;CAJA RECT 100X55X40MM 3/4 (F. G. 1.15);12.11111111111111;9.0
CPE-00006;100.0;CAJA DE PASE 100X100X55MM HCO ESP (F.G. 1.50);11.11111111111111;9.0
CPE-00671;60.0;CAJA DE PASE 150X150X100MM 3/4 (F.G. 0.75);6.666666666666667;9.0
TOR-00003;90.0;TORNILLO SPACK TROP  6X40;10.0;9.0
TP-0004;86.0;TAPA CIEGA 350X350MM (F.G. 0.75);9.555555555555555;9.0
TP-0024;85.0;TAPA 150X150MM (F.G. 1.20);9.444444444444445;9.0
'48;85.0;CAJA DE PASE 150X150X100MM 1/2 (F.G.0.75);9.444444444444445;9.0
CPE-00325;83.0;CAJA DE PASE 300X300X100MM 3/4 (F.G.0.75);9.222222222222221;9.0
SCHU-0031;72.0;CAJA SCHUKO 100X75X50MM 3/4 (F. G. 1.50);8.0;9.0
CPE-00426;64.0;CAJA GANG 100X100X50MM  (F. G. 0.90);7.111111111111111;9.0
CPE-00557;64.0;CAJA DE PASE 100X100X70MM 1/2 (F. G. 1.20);7.111111111111111;9.0
CPE-00065;50.0;CAJA DE PASE 200X200X120MM CIEGA (F. G. 1.20);5.555555555555555;9.0
CPE-00020;181.0;CAJA DE PASE 100X100X75MM CIEGA (F.G. 1.20).;20.11111111111111;9.0
TPH-00015;190.0;TAPA RECTANGULAR Ø 1/2 (F°G° 0.75);21.11111111111111;9.0
CPEH-00016;194.0;CAJA DE PASE 150X150X75MM HERMETICA (F.G. 1.20);21.555555555555557;9.0
CP-00106;46.0;CAJA DE PASE 120X120X100MM CIEGA (F. G. 1.20);5.111111111111111;9.0
CPE-00233;48.0;CAJA DE PASE 350X650X150MM CIEGA (F. G. 1.50);5.333333333333333;9.0
CPE-00114;48.0;CAJA DE PASE 400X400X200MM (F. G. 1.20);5.333333333333333;9.0
CP-00042;49.0;CAJA DE PASE 200X200X100MM CIEGA (F. G. 0.90);5.444444444444445;9.0
CPE-00183;800.0;CAJA DE PASE 100X100X40MM 1/2 (F. G. 1.20);88.88888888888889;9.0
TPC-00028;731.0;TAPA CIEGA 100X100MM (F.G 1.50);81.22222222222223;9.0
CPE-01021;600.0;CAJA DE PASE 100X100X50MM HCO ESP (F.G 0.75);66.66666666666667;9.0
TOR-00006;600.0;TORNILLO (3.5mm X 25mm) CABEZA AUTOAVELLANANTE, PUNTA BROCA;66.66666666666667;9.0
CPE-00836;464.0;CAJA DE PASE 100X100X150MM 3/4 (F.G. 1.20);51.55555555555556;9.0
CERE-011;447.0;CAJA RECT 100X50X75MM 3/4 SCHUKO (F.G. 1.50);49.666666666666664;9.0
CPE-00152;400.0;CAJA DE PASE 100X100X40MM  Ø 1/2  (F.G. 0.75);44.44444444444444;9.0
TUCA-00002;220.0;TUERCA  ACOPLE 3/8 (UNION);24.444444444444443;9.0
CEO-017;217.0;CAJA OCTOG 100X55MM BR 1/2 (F.G 1.50);24.11111111111111;9.0
CP-00094;216.0;CAJA DE PASE 900X900X250MM CIEGA (F.G.1.00);24.0;9.0
'39;62.0;CAJA DE PASE 200X200X75MM 1 1/4” (F.G 1.50);6.888888888888889;9.0
'66;202.0;CAJA DE PASE 200X200X150MM CIEGA (F.G.0.75);22.555555555555557;8.955665024630541
CPE-00837;462.0;CAJA DE PASE 100X100X150MM 1/2 (F.G. 1.20);51.888888888888886;8.903640256959315
GA-00010;107.0;GABINETE ADOSABLE 650X350X150MM Ø ESP (F. G. 1.50);12.066666666666666;8.867403314917127
TPC-00011;1979.0;TAPA CIEGA 100X100MM (F.G 0.75).;223.86746987951807;8.840051665679995
GA-00042;40.0;GABINETE ADOSABLE 1100X550X150MM CIEGA (F.G. 1.50);4.538461538461538;8.813559322033898
CPE-00066;221.0;CAJA DE PASE 200X200X150MM (F.G. 0.75).;25.391304347826086;8.70376712328767
BANR-00007;379.8;BANDEJA RANURADA 200X100MM (F.G. 1.20);43.65;8.701030927835053
CPE-00098;6.0;CAJA DE PASE 300X300X150MM (F.G. 1.20).;0.6923076923076923;8.666666666666666
CPE-00834;460.0;CAJA DE PASE 100X100X150MM 3/4 (F.G. 1.50);53.07692307692308;8.666666666666666
CPE-00288;36.0;CAJA DE PASE 300X300X100MM 3/4 (F. G. 1.20).;4.153846153846154;8.666666666666666
CPE-00074;16.0;CAJA DE PASE 250X250X100MM 3/4 (F. G. 0.90);1.8461538461538463;8.666666666666666
CPE-00257;12.0;CAJA DE PASE 760X200X200MM CIEGA (F. G. 1.20);1.4;8.571428571428571
COC-00017;24.0;"CONECTOR HERMETICO RECTO 50MM/ 2"" LIQUID TIGHT";2.8333333333333335;8.470588235294118
'90;633.0;TAPA 300X300MM (F.G.0.75);75.92682926829268;8.33697398008352
CEO-021;101.0;CAJA OCTOG 100X40MM CIEGO (F. G. 1.20).;12.583333333333334;8.026490066225165
ABZ-00032;500.0;ABRAZADERA CONDUIT 2 OREJAS 3/4;62.294117647058826;8.026440037771483
CPE-00085;32.0;CAJA DE PASE 250X250X150MM (F. G. 1.20).;4.0;8.0
CERE-009;434.0;CAJA RECT 100X60X50MM BC 3/4 (F.G. 1.50).;54.26315789473684;7.998060135790495
ABZ-00019;853.0;"ABRAZADERA CONDUIT 1 OREJA 1/2"" EMT";107.03846153846153;7.96909809558031
'44;644.0;CAJA RECT 100X60X50MM 3/4 (F.G.1.15);81.33333333333333;7.918032786885246
TPBJ-00009;81.0;TAPA PARA BANDEJA 800X100X2400MM (F.G. 1.50);10.25;7.902439024390244
CPE-00061;643.0;CAJA DE PASE 200X200X75MM CIEGA (F.G. 0.75).;81.55555555555556;7.884196185286103
TPBJ-00010;67.0;TAPA PARA BANDEJA 120X80X2400MM (F.G. 1.50);8.5;7.882352941176471
CPE-00123;49.0;CAJA DE PASE 450X400X250MM CIEGA (F.G.1.50);6.230769230769231;7.864197530864198
CPE-01038;484.0;CAJA DE PASE 150X150X75MM (F.G. 0.80);61.69230769230769;7.8453865336658355
CPE-00561;145.0;CAJA DE PASE 300X100X70MM 1/2 (F. G. 1.20);18.5;7.837837837837838
CPE-00109;24.0;CAJA DE PASE 400X400X150MM (F.G. 1.20);3.090909090909091;7.764705882352941
CPE-00095;289.0;CAJA DE PASE 300X300X150MM (F.G. 0.75).;37.583333333333336;7.689578713968958
TBC-00019;7.0;TUBERIA CONDUIT FLEXIBLE LIVIANO 50MM 2”	;0.9166666666666666;7.636363636363637
CPE-00062;113.0;CAJA DE PASE 200X200X75MM CIEGA (F.G. 1.20).;14.821428571428571;7.624096385542169
ABZ-00028;180.0;"ABRAZADERA CADDY 1 1/4"" EMT - RIGID";23.636363636363637;7.615384615384615
