Semana_Inicio;Ventas_Semanales;Produccion_Semanal;Stock_Cierre_Semanal
2020-12-28;3500.0;60238.0;26524.0
2021-01-04;1000.0;1000.0;56738.0
2021-01-11;1000.0;1000.0;56738.0
2021-01-18;200.0;0.0;56538.0
2021-01-25;2.0;2.0;56538.0
2021-02-08;3530.0;0.0;53008.0
2021-02-15;1522.0;0.0;51486.0
2021-02-22;172.0;0.0;51314.0
2021-03-01;850.0;0.0;50464.0
2021-03-08;4500.0;4500.0;45964.0
2021-03-22;5000.0;5000.0;50464.0
2021-03-29;1000.0;1000.0;50464.0
2021-04-05;1000.0;500.0;49964.0
2021-04-19;2.0;0.0;49962.0
2021-04-26;4950.0;4450.0;49462.0
2021-05-03;1000.0;1000.0;48462.0
2021-05-10;3000.0;3000.0;49462.0
2021-05-17;3000.0;3000.0;49462.0
2021-05-24;2998.0;2998.0;49462.0
2021-05-31;1500.0;11320.0;59282.0
2021-06-14;6500.0;6500.0;59282.0
2021-06-21;3000.0;3000.0;57782.0
2021-06-28;500.0;500.0;59282.0
2021-07-05;1400.0;1000.0;58882.0
2021-07-12;3500.0;3500.0;58882.0
2021-07-19;3184.0;3184.0;58882.0
2021-08-02;2500.0;2500.0;58882.0
2021-08-09;2500.0;2500.0;58882.0
2021-08-16;2250.0;4750.0;61382.0
2021-08-23;2000.0;12415.0;71297.0
2021-09-06;3600.0;3600.0;71797.0
2021-09-13;1000.0;1000.0;70797.0
2021-09-20;2315.0;2315.0;71797.0
2021-09-27;0.0;8567.0;80364.0
2021-10-04;3000.0;6214.0;83578.0
2021-10-11;77593.0;2030.0;8015.0
2021-10-18;6722.0;2300.0;4095.0
2021-10-25;2595.0;0.0;1048.0
2021-11-01;7995.0;11440.0;4443.0
2021-11-08;2414.0;1455.0;3484.0
2021-11-15;850.0;0.0;2634.0
2021-11-22;931.0;0.0;1803.0
2021-11-29;2866.0;14889.0;13726.0
2021-12-06;5951.0;4000.0;11775.0
2021-12-13;6853.0;3500.0;8422.0
2021-12-20;3135.0;1500.0;6787.0
2021-12-27;930.0;6476.0;12333.0
2022-01-03;5058.0;2500.0;9775.0
2022-01-10;6985.0;4000.0;6790.0
2022-01-17;2499.0;1000.0;5291.0
2022-01-24;1950.0;0.0;3341.0
2022-01-31;829.0;90.0;2602.0
2022-02-07;6678.0;8450.0;4374.0
2022-02-14;5915.0;9925.0;8384.0
2022-02-21;3236.0;300.0;5448.0
2022-02-28;1786.0;0.0;3662.0
2022-03-07;1553.0;0.0;2109.0
2022-03-14;2481.0;5586.0;5128.0
2022-03-21;3690.0;0.0;1574.0
2022-03-28;1721.0;4500.0;4303.0
2022-04-04;1912.0;2837.0;5228.0
2022-04-11;431.0;0.0;4797.0
2022-04-18;2840.0;4950.0;6907.0
2022-04-25;2391.0;5096.0;9712.0
2022-05-02;1750.0;0.0;8062.0
2022-05-09;863.0;0.0;6999.0
2022-05-16;1064.0;4000.0;9935.0
2022-05-23;980.0;677.0;9632.0
2022-05-30;2782.0;261.0;7111.0
2022-06-06;1385.0;0.0;5726.0
2022-06-13;300.0;0.0;5426.0
2022-06-20;1631.0;0.0;3795.0
2022-06-27;1498.0;5152.0;7749.0
2022-07-04;1940.0;20.0;5529.0
2022-07-11;273.0;0.0;5256.0
2022-07-18;2983.0;0.0;2273.0
2022-07-25;1300.0;0.0;973.0
2022-08-01;4013.0;5050.0;2010.0
2022-08-08;445.0;2351.0;3944.0
2022-08-15;1662.0;4000.0;2254.0
2022-08-22;559.0;821.0;6516.0
2022-08-29;961.0;0.0;5555.0
2022-09-05;1150.0;6500.0;10905.0
2022-09-12;752.0;0.0;10153.0
2022-09-19;222.0;0.0;9931.0
2022-09-26;1068.0;0.0;8863.0
2022-10-03;784.0;0.0;8079.0
2022-10-10;1158.0;0.0;6921.0
2022-10-17;2059.0;0.0;4862.0
2022-10-24;1397.0;0.0;3465.0
2022-10-31;1739.0;0.0;1726.0
2022-11-07;1932.0;5538.0;5332.0
2022-11-14;2678.0;0.0;2654.0
2022-11-21;2882.0;5416.0;5488.0
2022-11-28;869.0;0.0;4319.0
2022-12-05;1350.0;0.0;2969.0
2022-12-12;1965.0;0.0;1004.0
2022-12-19;852.0;1100.0;1602.0
2022-12-26;1730.0;4546.0;4068.0
2023-01-02;759.0;0.0;3309.0
2023-01-09;1575.0;0.0;1734.0
2023-01-16;1640.0;0.0;94.0
2023-01-23;300.0;2900.0;2694.0
2023-01-30;1462.0;3988.0;5420.0
2023-02-06;811.0;0.0;4409.0
2023-02-13;4084.0;0.0;325.0
2023-02-20;1371.0;3400.0;2354.0
2023-02-27;1059.0;0.0;1545.0
2023-03-06;693.0;0.0;602.0
2023-03-13;740.0;2001.0;1863.0
2023-03-20;1240.0;4559.0;5182.0
2023-03-27;1595.0;36.0;3623.0
2023-04-03;2010.0;6418.0;8031.0
2023-04-10;1601.0;0.0;6430.0
2023-04-17;1312.0;0.0;5138.0
2023-04-24;3955.0;6395.0;7558.0
2023-05-01;950.0;0.0;7008.0
2023-05-08;985.0;6438.0;12061.0
2023-05-15;2690.0;0.0;9371.0
2023-05-22;1370.0;6442.0;14443.0
2023-05-29;2475.0;0.0;11968.0
2023-06-05;756.0;0.0;11212.0
2023-06-12;611.0;0.0;10601.0
2023-06-19;2732.0;6495.0;14364.0
2023-06-26;636.0;0.0;13728.0
2023-07-03;1250.0;0.0;12628.0
2023-07-10;1423.0;0.0;11055.0
2023-07-17;1280.0;0.0;9775.0
2023-07-24;1003.0;6482.0;15254.0
2023-07-31;2265.0;0.0;12989.0
2023-08-07;917.0;0.0;12072.0
2023-08-14;4051.0;0.0;8021.0
2023-08-21;1123.0;0.0;6898.0
2023-08-28;213.0;0.0;6685.0
2023-09-04;1129.0;1000.0;6556.0
2023-09-11;1216.0;5309.0;10649.0
2023-09-18;1904.0;0.0;8795.0
2023-09-25;918.0;0.0;7944.0
2023-10-02;1343.0;0.0;6499.0
2023-10-09;586.0;0.0;5898.0
2023-10-16;1842.0;1000.0;5056.0
2023-10-23;365.0;5458.0;10149.0
2023-10-30;280.0;0.0;9869.0
2023-11-06;2220.0;0.0;7649.0
2023-11-13;1831.0;0.0;5818.0
2023-11-20;2624.0;0.0;3294.0
2023-11-27;1211.0;6464.0;8447.0
2023-12-04;1511.0;0.0;6936.0
2023-12-11;700.0;0.0;6236.0
2023-12-18;670.0;0.0;5566.0
2023-12-25;3700.0;1000.0;2866.0
2024-01-01;515.0;3597.0;5948.0
2024-01-08;3710.0;0.0;2238.0
2024-01-15;7401.0;6551.0;1388.0
2024-01-22;4335.0;8974.0;6077.0
2024-01-29;1511.0;0.0;4516.0
2024-02-05;3208.0;850.0;2158.0
2024-02-12;2074.0;1095.0;1179.0
2024-02-19;3120.0;3616.0;1675.0
2024-02-26;1592.0;6309.0;6392.0
2024-03-04;625.0;0.0;5767.0
2024-03-11;1056.0;0.0;4761.0
2024-03-18;1152.0;700.0;4259.0
2024-03-25;2145.0;1000.0;3124.0
2024-04-01;4083.0;5296.0;4327.0
2024-04-08;1494.0;6456.0;9289.0
2024-04-15;4161.0;2222.0;7350.0
2024-04-22;1573.0;0.0;5777.0
2024-04-29;1074.0;0.0;4703.0
2024-05-06;2745.0;0.0;1958.0
2024-05-13;1517.0;7759.0;8200.0
2024-05-20;751.0;6483.0;13932.0
2024-05-27;2663.0;2032.0;11269.0
2024-06-03;1060.0;0.0;12291.0
2024-06-10;1646.0;0.0;10595.0
2024-06-17;1810.0;6500.0;15285.0
2024-06-24;4249.0;0.0;11036.0
2024-07-01;2750.0;6472.0;14758.0
2024-07-08;5864.0;0.0;8894.0
2024-07-15;1970.0;0.0;6924.0
2024-07-22;1499.0;7757.0;13182.0
2024-07-29;2625.0;50.0;10607.0
2024-08-05;2785.0;0.0;7822.0
2024-08-12;3222.0;0.0;4600.0
2024-08-19;3318.0;7791.0;9103.0
2024-08-26;1158.0;0.0;8115.0
2024-09-02;1881.0;6408.0;12442.0
2024-09-09;1734.0;0.0;10708.0
2024-09-16;3091.0;0.0;7617.0
2024-09-23;465.0;537.0;7689.0
2024-09-30;2485.0;6435.0;11639.0
2024-10-07;986.0;0.0;10653.0
2024-10-14;1366.0;6312.0;15599.0
2024-10-21;1385.0;1.0;14215.0
2024-10-28;2956.0;0.0;11259.0
2024-11-04;1930.0;0.0;9329.0
2024-11-11;2042.0;0.0;7287.0
2024-11-18;2914.0;7052.0;11425.0
2024-11-25;1225.0;0.0;10250.0
2024-12-02;860.0;9092.0;18432.0
2024-12-09;2184.0;0.0;16248.0
2024-12-16;749.0;0.0;15499.0
2024-12-23;775.0;0.0;14724.0
2024-12-30;729.0;0.0;13995.0
2025-01-06;1272.0;0.0;12723.0
2025-01-13;3182.0;384.0;9925.0
2025-01-20;3349.0;0.0;6576.0
2025-01-27;1255.0;0.0;5321.0
2025-02-03;1252.0;0.0;4069.0
2025-02-10;1646.0;0.0;2423.0
2025-02-17;1558.0;1.0;866.0
2025-02-24;530.0;0.0;336.0
2025-03-03;703.0;0.0;-367.0
2025-03-10;1355.0;3060.0;1338.0
2025-03-17;2396.0;7784.0;6726.0
2025-03-24;6860.0;134.0;0.0
2025-03-31;1853.0;3500.0;1647.0
2025-04-07;1985.0;3628.0;3390.0
2025-04-14;1904.0;0.0;1536.0
2025-04-21;3636.0;11220.0;10066.0
2025-04-28;2150.0;0.0;6820.0
2025-05-05;2209.0;0.0;4611.0
2025-05-12;4017.0;7765.0;8459.0
2025-05-19;981.0;0.0;7378.0
2025-05-26;1589.0;6477.0;12266.0
