Semana_Inicio;Ventas_Semanales;Produccion_Semanal;Planchas_Ventas;Planchas_Produccion;Planchas_Gap
2021-10-11;125386.0;2000.0;877.702;14.0;-863.702
2021-10-18;4546.0;880.0;31.822;6.16;-25.662
2021-10-25;6632.0;14950.0;46.424;104.65;58.226000000000006
2021-11-01;7595.0;4500.0;53.165;31.5;-21.665
2021-11-08;8803.0;6450.0;61.621;45.15;-16.471000000000004
2021-11-15;8488.0;8000.0;59.416000000000004;56.0;-3.416000000000004
2021-11-22;8054.0;11910.0;56.378;83.37;26.992000000000004
2021-11-29;3768.0;1500.0;26.376;10.5;-15.876000000000001
2021-12-06;6051.0;3000.0;42.357;21.0;-21.357
2021-12-13;7783.0;16063.0;54.481;112.441;57.96
2021-12-20;4655.0;3000.0;32.585;21.0;-11.585
2021-12-27;3502.0;1500.0;24.514;10.5;-14.014
2022-01-03;6475.0;9450.0;45.325;66.15;20.825000000000003
2022-01-10;13730.0;6000.0;96.11;42.0;-54.11
2022-01-17;3170.0;1000.0;22.19;7.0;-15.190000000000001
2022-01-24;3679.0;3966.0;25.753;27.762;2.0090000000000003
2022-01-31;11525.0;13045.0;80.675;91.315;10.64
2022-02-07;2647.0;0.0;18.529;0.0;-18.529
2022-02-14;4316.0;6900.0;30.212;48.300000000000004;18.088000000000005
2022-02-21;3753.0;2000.0;26.271;14.0;-12.271
2022-02-28;2246.0;10938.0;15.722;76.566;60.844
2022-03-07;1175.0;0.0;8.225;0.0;-8.225
2022-03-14;1862.0;77.0;13.034;0.539;-12.495000000000001
2022-03-21;2679.0;0.0;18.753;0.0;-18.753
2022-03-28;1559.0;0.0;10.913;0.0;-10.913
2022-04-04;2725.0;0.0;19.075;0.0;-19.075
2022-04-11;675.0;2000.0;4.7250000000000005;14.0;9.274999999999999
2022-04-18;2605.0;6300.0;18.235;44.1;25.865000000000002
2022-04-25;3600.0;722.0;25.2;5.054;-20.146
2022-05-02;1023.0;0.0;7.1610000000000005;0.0;-7.1610000000000005
2022-05-09;1349.0;2500.0;9.443;17.5;8.057
2022-05-16;2544.0;5697.0;17.808;39.879;22.070999999999998
2022-05-23;1175.0;0.0;8.225;0.0;-8.225
2022-05-30;2689.0;50.0;18.823;0.35000000000000003;-18.473
2022-06-06;1865.0;6439.0;13.055;45.073;32.018
2022-06-13;1450.0;0.0;10.15;0.0;-10.15
2022-06-20;3319.0;0.0;23.233;0.0;-23.233
2022-06-27;2720.0;3000.0;19.04;21.0;1.9600000000000009
2022-07-04;1405.0;3511.0;9.835;24.577;14.742
2022-07-11;2136.0;0.0;14.952;0.0;-14.952
2022-07-18;2150.0;0.0;15.05;0.0;-15.05
2022-07-25;767.0;0.0;5.369;0.0;-5.369
2022-08-01;1715.0;0.0;12.005;0.0;-12.005
2022-08-08;2242.0;0.0;15.694;0.0;-15.694
2022-08-15;1031.0;7750.0;7.2170000000000005;54.25;47.033
2022-08-22;1020.0;315.0;7.140000000000001;2.205;-4.9350000000000005
2022-08-29;1332.0;0.0;9.324;0.0;-9.324
2022-09-05;1306.0;6472.0;9.142;45.304;36.162000000000006
2022-09-12;2149.0;0.0;15.043000000000001;0.0;-15.043000000000001
2022-09-19;1090.0;0.0;7.63;0.0;-7.63
2022-09-26;1012.0;0.0;7.0840000000000005;0.0;-7.0840000000000005
2022-10-03;1908.0;0.0;13.356;0.0;-13.356
2022-10-10;2530.0;0.0;17.71;0.0;-17.71
2022-10-17;1450.0;6400.0;10.15;44.800000000000004;34.650000000000006
2022-10-24;2170.0;3872.0;15.19;27.104;11.914
2022-10-31;1418.0;0.0;9.926;0.0;-9.926
2022-11-07;770.0;0.0;5.39;0.0;-5.39
2022-11-14;1290.0;0.0;9.03;0.0;-9.03
2022-11-21;1060.0;0.0;7.42;0.0;-7.42
2022-11-28;736.0;0.0;5.152;0.0;-5.152
2022-12-05;1172.0;0.0;8.204;0.0;-8.204
2022-12-12;2788.0;6368.0;19.516000000000002;44.576;25.06
2022-12-19;1412.0;0.0;9.884;0.0;-9.884
2022-12-26;1680.0;0.0;11.76;0.0;-11.76
2023-01-02;1575.0;0.0;11.025;0.0;-11.025
2023-01-09;1625.0;4550.0;11.375;31.85;20.475
2023-01-16;2752.0;0.0;19.264;0.0;-19.264
2023-01-23;2841.0;12150.0;19.887;85.05;65.163
2023-01-30;1256.0;0.0;8.792;0.0;-8.792
2023-02-06;1810.0;0.0;12.67;0.0;-12.67
2023-02-13;4099.0;4672.0;28.693;32.704;4.010999999999999
2023-02-20;1815.0;1800.0;12.705;12.6;-0.10500000000000043
2023-02-27;3815.0;0.0;26.705000000000002;0.0;-26.705000000000002
2023-03-06;1531.0;2611.0;10.717;18.277;7.5600000000000005
2023-03-13;1396.0;0.0;9.772;0.0;-9.772
2023-03-20;980.0;5250.0;6.86;36.75;29.89
2023-03-27;1927.0;0.0;13.489;0.0;-13.489
2023-04-03;2806.0;2500.0;19.642;17.5;-2.1419999999999995
2023-04-10;2163.0;3800.0;15.141;26.6;11.459000000000001
2023-04-17;1697.0;0.0;11.879;0.0;-11.879
2023-04-24;3517.0;123.0;24.619;0.861;-23.758
2023-05-01;1065.0;12647.0;7.455;88.529;81.074
2023-05-08;3225.0;0.0;22.575;0.0;-22.575
2023-05-15;2522.0;6479.0;17.654;45.353;27.699
2023-05-22;3611.0;0.0;25.277;0.0;-25.277
2023-05-29;2351.0;6450.0;16.457;45.15;28.692999999999998
2023-06-05;573.0;0.0;4.011;0.0;-4.011
2023-06-12;1171.0;6290.0;8.197000000000001;44.03;35.833
2023-06-19;1775.0;0.0;12.425;0.0;-12.425
2023-06-26;1277.0;0.0;8.939;0.0;-8.939
2023-07-03;4650.0;0.0;32.55;0.0;-32.55
2023-07-10;1654.0;0.0;11.578;0.0;-11.578
2023-07-17;1876.0;0.0;13.132;0.0;-13.132
2023-07-24;3356.0;0.0;23.492;0.0;-23.492
2023-07-31;3236.0;0.0;22.652;0.0;-22.652
2023-08-07;2212.0;3100.0;15.484;21.7;6.215999999999999
2023-08-14;3115.0;4002.0;21.805;28.014;6.209
2023-08-21;3516.0;1348.0;24.612000000000002;9.436;-15.176000000000002
2023-08-28;1048.0;4202.0;7.336;29.414;22.078000000000003
2023-09-04;2905.0;1.0;20.335;0.007;-20.328
2023-09-11;3819.0;7711.0;26.733;53.977000000000004;27.244000000000003
2023-09-18;3892.0;3150.0;27.244;22.05;-5.193999999999999
2023-09-25;1769.0;9727.0;12.383000000000001;68.089;55.705999999999996
2023-10-02;5373.0;5162.0;37.611000000000004;36.134;-1.4770000000000039
2023-10-09;3321.0;0.0;23.247;0.0;-23.247
2023-10-16;3210.0;0.0;22.47;0.0;-22.47
2023-10-23;2914.0;6470.0;20.398;45.29;24.892
2023-10-30;1975.0;0.0;13.825000000000001;0.0;-13.825000000000001
2023-11-06;2180.0;6466.0;15.26;45.262;30.002000000000002
2023-11-13;2934.0;0.0;20.538;0.0;-20.538
2023-11-20;5848.0;3800.0;40.936;26.6;-14.335999999999999
2023-11-27;2341.0;2670.0;16.387;18.69;2.303000000000001
2023-12-04;2922.0;24.0;20.454;0.168;-20.286
2023-12-11;4881.0;4200.0;34.167;29.400000000000002;-4.7669999999999995
2023-12-18;1205.0;2250.0;8.435;15.75;7.3149999999999995
2023-12-25;3285.0;6505.0;22.995;45.535000000000004;22.540000000000003
2024-01-01;1716.0;0.0;12.012;0.0;-12.012
2024-01-08;5925.0;2000.0;41.475;14.0;-27.475
2024-01-15;5740.0;7618.0;40.18;53.326;13.146
2024-01-22;5147.0;4081.0;36.029;28.567;-7.462000000000003
2024-01-29;3153.0;4187.0;22.071;29.309;7.2379999999999995
2024-02-05;4570.0;3765.0;31.990000000000002;26.355;-5.635000000000002
2024-02-12;4135.0;11575.0;28.945;81.025;52.080000000000005
2024-02-19;4935.0;3400.0;34.545;23.8;-10.745000000000001
2024-02-26;2154.0;36.0;15.078000000000001;0.252;-14.826
2024-03-04;695.0;0.0;4.865;0.0;-4.865
2024-03-11;5431.0;10337.0;38.017;72.359;34.34199999999999
2024-03-18;8560.0;5872.0;59.92;41.104;-18.816000000000003
2024-03-25;1300.0;1150.0;9.1;8.05;-1.049999999999999
2024-04-01;21394.0;10136.0;149.758;70.952;-78.80600000000001
2024-04-08;10055.0;16614.0;70.385;116.298;45.913
2024-04-15;2636.0;3062.0;18.452;21.434;2.9819999999999993
2024-04-22;4548.0;7747.0;31.836000000000002;54.229;22.392999999999997
2024-04-29;1852.0;1000.0;12.964;7.0;-5.964
2024-05-06;1600.0;5477.0;11.200000000000001;38.339;27.138999999999996
2024-05-13;2860.0;0.0;20.02;0.0;-20.02
2024-05-20;3658.0;6466.0;25.606;45.262;19.656
2024-05-27;1107.0;8756.0;7.7490000000000006;61.292;53.543
2024-06-03;756.0;1500.0;5.292;10.5;5.208
2024-06-10;1828.0;1788.0;12.796000000000001;12.516;-0.28000000000000114
2024-06-17;4161.0;0.0;29.127;0.0;-29.127
2024-06-24;5851.0;0.0;40.957;0.0;-40.957
2024-07-01;1045.0;6423.0;7.315;44.961;37.646
2024-07-08;2496.0;0.0;17.472;0.0;-17.472
2024-07-15;1745.0;6436.0;12.215;45.052;32.837
2024-07-22;1410.0;25.0;9.870000000000001;0.17500000000000002;-9.695
2024-07-29;1015.0;6526.0;7.105;45.682;38.577
2024-08-05;1309.0;0.0;9.163;0.0;-9.163
2024-08-12;3480.0;0.0;24.36;0.0;-24.36
2024-08-19;3979.0;0.0;27.853;0.0;-27.853
2024-08-26;888.0;0.0;6.216;0.0;-6.216
2024-09-02;2621.0;50.0;18.347;0.35000000000000003;-17.997
2024-09-09;1325.0;6464.0;9.275;45.248;35.973
2024-09-16;1990.0;0.0;13.93;0.0;-13.93
2024-09-23;2316.0;134.0;16.212;0.9380000000000001;-15.274
2024-09-30;4757.0;0.0;33.299;0.0;-33.299
2024-10-07;1389.0;2000.0;9.723;14.0;4.276999999999999
2024-10-14;2090.0;4479.0;14.63;31.353;16.723
2024-10-21;2165.0;6465.0;15.155000000000001;45.255;30.1
2024-10-28;529.0;0.0;3.7030000000000003;0.0;-3.7030000000000003
2024-11-04;1625.0;0.0;11.375;0.0;-11.375
2024-11-11;1106.0;3268.0;7.742;22.876;15.134
2024-11-18;1428.0;3838.0;9.996;26.866;16.869999999999997
2024-11-25;1590.0;6477.0;11.13;45.339;34.208999999999996
2024-12-02;949.0;0.0;6.643;0.0;-6.643
2024-12-09;2620.0;0.0;18.34;0.0;-18.34
2024-12-16;748.0;0.0;5.236;0.0;-5.236
2024-12-23;819.0;0.0;5.7330000000000005;0.0;-5.7330000000000005
2024-12-30;1099.0;0.0;7.6930000000000005;0.0;-7.6930000000000005
2025-01-06;5405.0;0.0;37.835;0.0;-37.835
2025-01-13;1708.0;2423.0;11.956;16.961000000000002;5.005000000000003
2025-01-20;1016.0;0.0;7.112;0.0;-7.112
2025-01-27;369.0;0.0;2.583;0.0;-2.583
2025-02-03;1287.0;50.0;9.009;0.35000000000000003;-8.659
2025-02-10;1656.0;0.0;11.592;0.0;-11.592
2025-02-17;1207.0;0.0;8.449;0.0;-8.449
2025-02-24;700.0;0.0;4.9;0.0;-4.9
2025-03-03;1562.0;0.0;10.934000000000001;0.0;-10.934000000000001
2025-03-10;2470.0;5956.0;17.29;41.692;24.402
2025-03-17;1025.0;0.0;7.175;0.0;-7.175
2025-03-24;3515.0;1045.0;24.605;7.315;-17.29
2025-03-31;1450.0;5119.0;10.15;35.833;25.683
2025-04-07;900.0;144.0;6.3;1.008;-5.292
2025-04-14;609.0;3500.0;4.263;24.5;20.237000000000002
2025-04-21;1754.0;3016.0;12.278;21.112000000000002;8.834000000000001
2025-04-28;1150.0;6468.0;8.05;45.276;37.226
2025-05-05;1690.0;0.0;11.83;0.0;-11.83
2025-05-12;3005.0;0.0;21.035;0.0;-21.035
2025-05-19;640.0;0.0;4.48;0.0;-4.48
2025-05-26;1074.0;6473.0;7.518;45.311;37.793
