Semana_Inicio;Ventas_Semanales;Produccion_Semanal;Stock_Cierre_Semanal
2023-08-07;2212.0;3100.0;2772.0
2023-08-14;3115.0;4002.0;3247.0
2023-08-21;3516.0;1348.0;1079.0
2023-08-28;1048.0;4202.0;4283.0
2023-09-04;2905.0;1.0;1329.0
2023-09-11;3819.0;7711.0;5221.0
2023-09-18;3892.0;3150.0;4479.0
2023-09-25;1769.0;9727.0;12437.0
2023-10-02;5373.0;5162.0;12226.0
2023-10-09;3321.0;0.0;8905.0
2023-10-16;3210.0;0.0;5895.0
2023-10-23;2914.0;6470.0;9251.0
2023-10-30;1975.0;0.0;7276.0
2023-11-06;2180.0;6466.0;11612.0
2023-11-13;2934.0;0.0;8628.0
2023-11-20;5848.0;3800.0;6580.0
2023-11-27;2341.0;2670.0;6909.0
2023-12-04;2922.0;24.0;4011.0
2023-12-11;4881.0;4200.0;3330.0
2023-12-18;1205.0;2250.0;4375.0
2023-12-25;3285.0;6505.0;7595.0
2024-01-01;1716.0;0.0;6279.0
2024-01-08;5925.0;2000.0;1954.0
2024-01-15;5740.0;7618.0;3882.0
2024-01-22;5147.0;4081.0;3416.0
2024-01-29;3153.0;4187.0;3800.0
2024-02-05;4570.0;3765.0;2995.0
2024-02-12;4135.0;11575.0;10435.0
2024-02-19;4935.0;3400.0;8900.0
2024-02-26;2154.0;36.0;6782.0
2024-03-04;695.0;0.0;6087.0
2024-03-11;5431.0;10337.0;10993.0
2024-03-18;8560.0;5872.0;8305.0
2024-03-25;1300.0;1150.0;8155.0
2024-04-01;21394.0;10136.0;-3103.0
2024-04-08;10055.0;16614.0;3456.0
2024-04-15;2636.0;3062.0;3882.0
2024-04-22;4548.0;7747.0;7081.0
2024-04-29;1852.0;1000.0;6229.0
2024-05-06;1600.0;5477.0;10106.0
2024-05-13;2860.0;0.0;7246.0
2024-05-20;3658.0;6466.0;10054.0
2024-05-27;1107.0;8756.0;17703.0
2024-06-03;756.0;1500.0;18447.0
2024-06-10;1828.0;1788.0;18407.0
2024-06-17;4161.0;0.0;14696.0
2024-06-24;5851.0;0.0;8395.0
2024-07-01;1045.0;6423.0;13773.0
2024-07-08;2496.0;0.0;11427.0
2024-07-15;1745.0;6436.0;15968.0
2024-07-22;1410.0;25.0;14583.0
2024-07-29;1015.0;6526.0;20094.0
2024-08-05;1309.0;0.0;18785.0
2024-08-12;3480.0;0.0;15305.0
2024-08-19;3979.0;0.0;11481.0
2024-08-26;888.0;0.0;10638.0
2024-09-02;2621.0;50.0;7867.0
2024-09-09;1325.0;6464.0;13006.0
2024-09-16;1990.0;0.0;11016.0
2024-09-23;2316.0;134.0;8834.0
2024-09-30;4757.0;0.0;4239.0
2024-10-07;1389.0;2000.0;4838.0
2024-10-14;2090.0;4479.0;7077.0
2024-10-21;2165.0;6465.0;11377.0
2024-10-28;529.0;0.0;10848.0
2024-11-04;1625.0;0.0;9223.0
2024-11-11;1106.0;3268.0;11385.0
2024-11-18;1428.0;3838.0;13795.0
2024-11-25;1590.0;6477.0;18682.0
2024-12-02;949.0;0.0;17733.0
2024-12-09;2620.0;0.0;15113.0
2024-12-16;748.0;0.0;14365.0
2024-12-23;819.0;0.0;13596.0
2024-12-30;1099.0;0.0;12447.0
2025-01-06;5405.0;0.0;7042.0
2025-01-13;1708.0;2423.0;7757.0
2025-01-20;1016.0;0.0;6741.0
2025-01-27;369.0;0.0;6372.0
2025-02-03;1287.0;50.0;5135.0
2025-02-10;1656.0;0.0;4479.0
2025-02-17;1207.0;0.0;2272.0
2025-02-24;700.0;0.0;1572.0
2025-03-03;1562.0;0.0;110.0
2025-03-10;2470.0;5956.0;3796.0
2025-03-17;1025.0;0.0;2471.0
2025-03-24;3515.0;1045.0;151.0
2025-03-31;1450.0;5119.0;3670.0
2025-04-07;900.0;144.0;2964.0
2025-04-14;609.0;3500.0;5805.0
2025-04-21;1754.0;3016.0;7067.0
2025-04-28;1150.0;6468.0;12385.0
2025-05-05;1690.0;0.0;10695.0
2025-05-12;3005.0;0.0;7690.0
2025-05-19;640.0;0.0;7050.0
2025-05-26;1074.0;6473.0;12449.0
