Semana_Inicio;Ventas_Semanales;Produccion_Semanal;Stock_Cierre_Semanal
2020-12-28;600.0;99176.0;51181.0
2021-01-04;0.0;200.0;98776.0
2021-01-11;9500.0;9500.0;98776.0
2021-01-18;1792.0;648.0;97632.0
2021-01-25;1200.0;1200.0;97632.0
2021-02-01;3932.0;1400.0;95100.0
2021-02-08;500.0;200.0;94800.0
2021-02-15;3941.0;0.0;91100.0
2021-02-22;1350.0;0.0;89509.0
2021-03-01;200.0;0.0;89309.0
2021-03-08;9650.0;7250.0;86909.0
2021-03-15;500.0;0.0;86409.0
2021-03-22;1000.0;1000.0;86409.0
2021-04-05;5150.0;4000.0;83259.0
2021-04-12;2000.0;2000.0;85259.0
2021-04-19;2066.0;2000.0;85193.0
2021-04-26;500.0;0.0;84693.0
2021-05-03;1700.0;1000.0;83993.0
2021-05-10;5000.0;5000.0;83993.0
2021-05-17;1000.0;1000.0;83993.0
2021-05-24;2500.0;2500.0;83993.0
2021-05-31;1003.0;3166.0;86156.0
2021-06-14;5500.0;5500.0;86156.0
2021-06-21;2000.0;2000.0;86156.0
2021-06-28;4600.0;3000.0;84556.0
2021-07-05;5750.0;5500.0;84306.0
2021-07-12;500.0;500.0;83806.0
2021-07-19;5300.0;5300.0;84306.0
2021-07-26;5500.0;5500.0;82806.0
2021-08-09;1768.0;1768.0;84306.0
2021-08-16;1800.0;2169.0;84675.0
2021-08-23;3053.0;2500.0;84122.0
2021-08-30;4501.0;4569.0;84190.0
2021-09-06;4085.0;5585.0;84190.0
2021-09-13;4400.0;13019.0;93109.0
2021-09-20;1719.0;1719.0;94309.0
2021-09-27;4000.0;5545.0;95854.0
2021-10-04;6000.0;6000.0;95854.0
2021-10-11;96236.0;8159.0;7777.0
2021-10-18;3317.0;1500.0;5960.0
2021-10-25;6130.0;1650.0;1575.0
2021-11-01;1453.0;5743.0;5770.0
2021-11-08;6352.0;5749.0;5167.0
2021-11-15;3101.0;0.0;2066.0
2021-11-22;3820.0;10500.0;8746.0
2021-11-29;4232.0;5829.0;10343.0
2021-12-06;16618.0;11300.0;5025.0
2021-12-13;3672.0;6067.0;7720.0
2021-12-20;655.0;4571.0;11336.0
2021-12-27;856.0;0.0;10480.0
2022-01-03;6691.0;3500.0;7289.0
2022-01-10;10242.0;3243.0;290.0
2022-01-17;7372.0;12950.0;5868.0
2022-01-24;3069.0;2800.0;5599.0
2022-01-31;1340.0;6341.0;10600.0
2022-02-07;856.0;0.0;9744.0
2022-02-14;1875.0;2169.0;10038.0
2022-02-21;899.0;0.0;9139.0
2022-02-28;1222.0;0.0;7917.0
2022-03-07;695.0;0.0;7222.0
2022-03-14;768.0;0.0;6454.0
2022-03-21;1403.0;0.0;5051.0
2022-03-28;2444.0;5000.0;7607.0
2022-04-04;1180.0;655.0;7092.0
2022-04-11;400.0;0.0;6682.0
2022-04-18;2015.0;0.0;4667.0
2022-04-25;2612.0;0.0;2055.0
2022-05-02;4275.0;3400.0;1180.0
2022-05-09;1154.0;5674.0;5700.0
2022-05-16;1502.0;0.0;4298.0
2022-05-23;2030.0;2000.0;4578.0
2022-05-30;1499.0;3650.0;6319.0
2022-06-06;1052.0;0.0;5267.0
2022-06-13;1277.0;4.0;3994.0
2022-06-20;1836.0;4868.0;7026.0
2022-06-27;1608.0;0.0;5418.0
2022-07-04;825.0;3150.0;7743.0
2022-07-11;2916.0;3105.0;7932.0
2022-07-18;1058.0;0.0;7014.0
2022-07-25;1373.0;0.0;5501.0
2022-08-01;761.0;0.0;4770.0
2022-08-08;787.0;0.0;3953.0
2022-08-15;1049.0;0.0;2904.0
2022-08-22;855.0;4027.0;6076.0
2022-08-29;1381.0;0.0;4695.0
2022-09-05;755.0;0.0;3990.0
2022-09-12;929.0;0.0;3361.0
2022-09-19;486.0;0.0;2525.0
2022-09-26;713.0;5823.0;7635.0
2022-10-03;1735.0;0.0;5950.0
2022-10-10;1922.0;0.0;3978.0
2022-10-17;1320.0;0.0;2658.0
2022-10-24;1614.0;0.0;1044.0
2022-10-31;983.0;8887.0;8948.0
2022-11-07;1082.0;160.0;8076.0
2022-11-14;1150.0;0.0;6876.0
2022-11-21;990.0;0.0;6286.0
2022-11-28;511.0;0.0;5375.0
2022-12-05;600.0;0.0;4775.0
2022-12-12;1227.0;100.0;3648.0
2022-12-19;1580.0;0.0;2068.0
2022-12-26;628.0;5676.0;7116.0
2023-01-02;1145.0;0.0;5971.0
2023-01-09;1756.0;0.0;4215.0
2023-01-16;660.0;0.0;3555.0
2023-01-23;970.0;0.0;2585.0
2023-01-30;1544.0;0.0;1041.0
2023-02-06;753.0;0.0;288.0
2023-02-13;2345.0;5573.0;3651.0
2023-02-20;729.0;0.0;2787.0
2023-02-27;2000.0;0.0;787.0
2023-03-06;776.0;0.0;11.0
2023-03-13;1853.0;5450.0;3608.0
2023-03-20;254.0;5761.0;9115.0
2023-03-27;635.0;0.0;8480.0
2023-04-03;640.0;0.0;8240.0
2023-04-10;1110.0;5646.0;12376.0
2023-04-17;848.0;5601.0;17129.0
2023-04-24;2195.0;0.0;15484.0
2023-05-01;1723.0;0.0;13211.0
2023-05-08;1694.0;0.0;11517.0
2023-05-15;1656.0;0.0;9861.0
2023-05-22;2722.0;0.0;7139.0
2023-05-29;630.0;11373.0;17882.0
2023-06-05;925.0;6900.0;17007.0
2023-06-12;915.0;0.0;22942.0
2023-06-19;1036.0;0.0;21906.0
2023-06-26;550.0;0.0;21356.0
2023-07-03;1320.0;0.0;20286.0
2023-07-10;1232.0;0.0;18804.0
2023-07-17;1010.0;0.0;17794.0
2023-07-24;300.0;0.0;17494.0
2023-07-31;1532.0;0.0;15962.0
2023-08-07;2576.0;0.0;13386.0
2023-08-14;1806.0;0.0;11580.0
2023-08-21;1250.0;0.0;10780.0
2023-08-28;540.0;0.0;9790.0
2023-09-04;1950.0;5640.0;13480.0
2023-09-11;2007.0;0.0;11473.0
2023-09-18;2044.0;0.0;9429.0
2023-09-25;4279.0;0.0;5150.0
2023-10-02;2824.0;0.0;2326.0
2023-10-09;1530.0;5632.0;6428.0
2023-10-16;588.0;0.0;5840.0
2023-10-23;1850.0;1000.0;4990.0
2023-10-30;829.0;0.0;4161.0
2023-11-06;780.0;0.0;3381.0
2023-11-13;1624.0;1500.0;3344.0
2023-11-20;2087.0;3031.0;4201.0
2023-11-27;605.0;0.0;3766.0
2023-12-04;495.0;200.0;3401.0
2023-12-11;2829.0;5656.0;6128.0
2023-12-18;725.0;0.0;5403.0
2023-12-25;1015.0;0.0;4388.0
2024-01-01;1307.0;0.0;3081.0
2024-01-08;3035.0;1065.0;1111.0
2024-01-15;1665.0;700.0;146.0
2024-01-22;2119.0;8900.0;7287.0
2024-01-29;1994.0;850.0;5783.0
2024-02-05;1330.0;0.0;4453.0
2024-02-12;1054.0;0.0;3399.0
2024-02-19;1918.0;1646.0;3127.0
2024-02-26;2818.0;5000.0;5309.0
2024-03-04;1140.0;4900.0;9069.0
2024-03-11;4215.0;2080.0;6934.0
2024-03-18;12295.0;11500.0;6139.0
2024-03-25;355.0;500.0;6284.0
2024-04-01;1410.0;242.0;5116.0
2024-04-08;2200.0;0.0;2916.0
2024-04-15;680.0;1433.0;3669.0
2024-04-22;1960.0;4801.0;6510.0
2024-04-29;177.0;0.0;6333.0
2024-05-06;1050.0;0.0;5283.0
2024-05-13;790.0;5656.0;10149.0
2024-05-20;1962.0;0.0;8237.0
2024-05-27;564.0;6648.0;14271.0
2024-06-03;288.0;0.0;13983.0
2024-06-10;772.0;0.0;13211.0
2024-06-17;260.0;0.0;12951.0
2024-06-24;2406.0;0.0;10545.0
2024-07-01;3362.0;5670.0;12853.0
2024-07-08;1444.0;2005.0;13414.0
2024-07-15;1231.0;0.0;12183.0
2024-07-22;630.0;0.0;11553.0
2024-07-29;2676.0;0.0;8877.0
2024-08-05;1075.0;5650.0;13452.0
2024-08-12;1720.0;0.0;11732.0
2024-08-19;1357.0;0.0;10375.0
2024-08-26;1500.0;0.0;9075.0
2024-09-02;1310.0;0.0;7565.0
2024-09-09;662.0;5774.0;12677.0
2024-09-16;2794.0;0.0;9883.0
2024-09-23;125.0;562.0;10320.0
2024-09-30;610.0;0.0;9710.0
2024-10-07;925.0;0.0;8785.0
2024-10-14;1086.0;0.0;7699.0
2024-10-21;900.0;5640.0;12439.0
2024-10-28;557.0;0.0;11882.0
2024-11-04;900.0;0.0;10982.0
2024-11-11;1750.0;0.0;9232.0
2024-11-18;1528.0;2843.0;10547.0
2024-11-25;1072.0;5679.0;15154.0
2024-12-02;220.0;0.0;14934.0
2024-12-09;2015.0;0.0;12919.0
2024-12-16;128.0;0.0;12791.0
2024-12-23;11425.0;10000.0;11366.0
2024-12-30;10224.0;10000.0;11142.0
2025-01-06;1922.0;0.0;9220.0
2025-01-13;1741.0;0.0;7479.0
2025-01-20;2204.0;0.0;5275.0
2025-01-27;1250.0;0.0;4025.0
2025-02-03;866.0;0.0;3159.0
2025-02-10;1806.0;0.0;1353.0
2025-02-17;1342.0;0.0;11.0
2025-03-03;12.0;11.0;10.0
2025-03-10;1760.0;7169.0;5419.0
2025-03-17;885.0;0.0;4534.0
2025-03-24;4171.0;0.0;363.0
2025-03-31;750.0;5250.0;4863.0
2025-04-07;2354.0;1798.0;4307.0
2025-04-14;109.0;0.0;4248.0
2025-04-21;1648.0;4706.0;7256.0
2025-04-28;550.0;0.0;6706.0
2025-05-05;2120.0;0.0;4586.0
2025-05-12;685.0;0.0;3901.0
2025-05-19;400.0;5688.0;9189.0
2025-05-26;1243.0;2467.0;10413.0
