Semana_Inicio;Produccion_Semanal;Planchas_Consumidas;Costo_Planchas
2022-06-13;0.0;0.0;0.0
2022-06-20;0.0;0.0;0.0
2022-06-27;3000.0;21.0;2728.95
2022-07-04;3511.0;24.577;3193.78115
2022-07-11;0.0;0.0;0.0
2022-07-18;0.0;0.0;0.0
2022-07-25;0.0;0.0;0.0
2022-08-01;0.0;0.0;0.0
2022-08-08;0.0;0.0;0.0
2022-08-15;7750.0;54.25;7049.787499999999
2022-08-22;315.0;2.205;286.53974999999997
2022-08-29;0.0;0.0;0.0
2022-09-05;6472.0;45.304;5887.2548
2022-09-12;0.0;0.0;0.0
2022-09-19;0.0;0.0;0.0
2022-09-26;0.0;0.0;0.0
2022-10-03;0.0;0.0;0.0
2022-10-10;0.0;0.0;0.0
2022-10-17;6400.0;44.800000000000004;5821.76
2022-10-24;3872.0;27.104;3522.1647999999996
2022-10-31;0.0;0.0;0.0
2022-11-07;0.0;0.0;0.0
2022-11-14;0.0;0.0;0.0
2022-11-21;0.0;0.0;0.0
2022-11-28;0.0;0.0;0.0
2022-12-05;0.0;0.0;0.0
2022-12-12;6368.0;44.576;5792.651199999999
2022-12-19;0.0;0.0;0.0
2022-12-26;0.0;0.0;0.0
2023-01-02;0.0;0.0;0.0
2023-01-09;4550.0;31.85;4138.9075
2023-01-16;0.0;0.0;0.0
2023-01-23;12150.0;85.05;11052.2475
2023-01-30;0.0;0.0;0.0
2023-02-06;0.0;0.0;0.0
2023-02-13;4672.0;32.704;4249.8848
2023-02-20;1800.0;12.6;1637.37
2023-02-27;0.0;0.0;0.0
2023-03-06;2611.0;18.277;2375.09615
2023-03-13;0.0;0.0;0.0
2023-03-20;5250.0;36.75;4775.662499999999
2023-03-27;0.0;0.0;0.0
2023-04-03;2500.0;17.5;2274.125
2023-04-10;3800.0;26.6;3456.67
2023-04-17;0.0;0.0;0.0
2023-04-24;123.0;0.861;111.88694999999998
2023-05-01;12647.0;88.529;11504.343549999998
2023-05-08;0.0;0.0;0.0
2023-05-15;6479.0;45.353;5893.62235
2023-05-22;0.0;0.0;0.0
2023-05-29;6450.0;45.15;5867.242499999999
2023-06-05;0.0;0.0;0.0
2023-06-12;6290.0;44.03;5721.6984999999995
2023-06-19;0.0;0.0;0.0
2023-06-26;0.0;0.0;0.0
2023-07-03;0.0;0.0;0.0
2023-07-10;0.0;0.0;0.0
2023-07-17;0.0;0.0;0.0
2023-07-24;0.0;0.0;0.0
2023-07-31;0.0;0.0;0.0
2023-08-07;3100.0;21.7;2819.9149999999995
2023-08-14;4002.0;28.014;3640.4192999999996
2023-08-21;1348.0;9.436;1226.2081999999998
2023-08-28;4202.0;29.414;3822.3493
2023-09-04;1.0;0.007;0.90965
2023-09-11;7711.0;53.977000000000004;7014.3111499999995
2023-09-18;3150.0;22.05;2865.3975
2023-09-25;9727.0;68.089;8848.16555
2023-10-02;5162.0;36.134;4695.6133
2023-10-09;0.0;0.0;0.0
2023-10-16;0.0;0.0;0.0
2023-10-23;6470.0;45.29;5885.4355
2023-10-30;0.0;0.0;0.0
2023-11-06;6466.0;45.262;5881.796899999999
2023-11-13;0.0;0.0;0.0
2023-11-20;3800.0;26.6;3456.67
2023-11-27;2670.0;18.69;2428.7655
2023-12-04;24.0;0.168;21.831599999999998
2023-12-11;4200.0;29.400000000000002;3820.5299999999997
2023-12-18;2250.0;15.75;2046.7124999999999
2023-12-25;6505.0;45.535000000000004;5917.27325
2024-01-01;0.0;0.0;0.0
2024-01-08;2000.0;14.0;1819.2999999999997
2024-01-15;7618.0;53.326;6929.713699999999
2024-01-22;4081.0;28.567;3712.28165
2024-01-29;4187.0;29.309;3808.70455
2024-02-05;3765.0;26.355;3424.83225
2024-02-12;11575.0;81.025;10529.19875
2024-02-19;3400.0;23.8;3092.81
2024-02-26;36.0;0.252;32.7474
2024-03-04;0.0;0.0;0.0
2024-03-11;10337.0;72.359;9403.052049999998
2024-03-18;5872.0;41.104;5341.4648
2024-03-25;1150.0;8.05;1046.0975
2024-04-01;10136.0;70.952;9220.212399999999
2024-04-08;16614.0;116.298;15112.925099999999
2024-04-15;3062.0;21.434;2785.3483
2024-04-22;7747.0;54.229;7047.058549999999
2024-04-29;1000.0;7.0;909.6499999999999
2024-05-06;5477.0;38.339;4982.153049999999
2024-05-13;0.0;0.0;0.0
2024-05-20;6466.0;45.262;5881.796899999999
2024-05-27;8756.0;61.292;7964.895399999999
2024-06-03;1500.0;10.5;1364.475
2024-06-10;1788.0;12.516;1626.4542
2024-06-17;0.0;0.0;0.0
2024-06-24;0.0;0.0;0.0
2024-07-01;6423.0;44.961;5842.681949999999
2024-07-08;0.0;0.0;0.0
2024-07-15;6436.0;45.052;5854.5073999999995
2024-07-22;25.0;0.17500000000000002;22.74125
2024-07-29;6526.0;45.682;5936.3759
2024-08-05;0.0;0.0;0.0
2024-08-12;0.0;0.0;0.0
2024-08-19;0.0;0.0;0.0
2024-08-26;0.0;0.0;0.0
2024-09-02;50.0;0.35000000000000003;45.4825
2024-09-09;6464.0;45.248;5879.977599999999
2024-09-16;0.0;0.0;0.0
2024-09-23;134.0;0.9380000000000001;121.89309999999999
2024-09-30;0.0;0.0;0.0
2024-10-07;2000.0;14.0;1819.2999999999997
2024-10-14;4479.0;31.353;4074.32235
2024-10-21;6465.0;45.255;5880.88725
2024-10-28;0.0;0.0;0.0
2024-11-04;0.0;0.0;0.0
2024-11-11;3268.0;22.876;2972.7362
2024-11-18;3838.0;26.866;3491.2366999999995
2024-11-25;6477.0;45.339;5891.8030499999995
2024-12-02;0.0;0.0;0.0
2024-12-09;0.0;0.0;0.0
2024-12-16;0.0;0.0;0.0
2024-12-23;0.0;0.0;0.0
2024-12-30;0.0;0.0;0.0
2025-01-06;0.0;0.0;0.0
2025-01-13;2423.0;16.961000000000002;2204.0819500000002
2025-01-20;0.0;0.0;0.0
2025-01-27;0.0;0.0;0.0
2025-02-03;50.0;0.35000000000000003;45.4825
2025-02-10;0.0;0.0;0.0
2025-02-17;0.0;0.0;0.0
2025-02-24;0.0;0.0;0.0
2025-03-03;0.0;0.0;0.0
2025-03-10;5956.0;41.692;5417.8754
2025-03-17;0.0;0.0;0.0
2025-03-24;1045.0;7.315;950.58425
2025-03-31;5119.0;35.833;4656.498349999999
2025-04-07;144.0;1.008;130.9896
2025-04-14;3500.0;24.5;3183.7749999999996
2025-04-21;3016.0;21.112000000000002;2743.5044
2025-04-28;6468.0;45.276;5883.6161999999995
2025-05-05;0.0;0.0;0.0
2025-05-12;0.0;0.0;0.0
2025-05-19;0.0;0.0;0.0
2025-05-26;6473.0;45.311;5888.164449999999
