Semana_Inicio;Ventas_Semanales;Produccion_Semanal;Planchas_Ventas;Planchas_Produccion;Planchas_Gap
2022-11-14;2678.0;0.0;18.746;0.0;-18.746
2022-11-21;2882.0;5416.0;20.174;37.912;17.738
2022-11-28;869.0;0.0;6.083;0.0;-6.083
2022-12-05;1350.0;0.0;9.450000000000001;0.0;-9.450000000000001
2022-12-12;1965.0;0.0;13.755;0.0;-13.755
2022-12-19;852.0;1100.0;5.964;7.7;1.7359999999999998
2022-12-26;1730.0;4546.0;12.11;31.822;19.712
2023-01-02;759.0;0.0;5.313;0.0;-5.313
2023-01-09;1575.0;0.0;11.025;0.0;-11.025
2023-01-16;1640.0;0.0;11.48;0.0;-11.48
2023-01-23;300.0;2900.0;2.1;20.3;18.2
2023-01-30;1462.0;3988.0;10.234;27.916;17.682000000000002
2023-02-06;811.0;0.0;5.6770000000000005;0.0;-5.6770000000000005
2023-02-13;4084.0;0.0;28.588;0.0;-28.588
2023-02-20;1371.0;3400.0;9.597;23.8;14.203000000000001
2023-02-27;1059.0;0.0;7.413;0.0;-7.413
2023-03-06;693.0;0.0;4.851;0.0;-4.851
2023-03-13;740.0;2001.0;5.18;14.007;8.827
2023-03-20;1240.0;4559.0;8.68;31.913;23.233
2023-03-27;1595.0;36.0;11.165000000000001;0.252;-10.913
2023-04-03;2010.0;6418.0;14.07;44.926;30.856
2023-04-10;1601.0;0.0;11.207;0.0;-11.207
2023-04-17;1312.0;0.0;9.184000000000001;0.0;-9.184000000000001
2023-04-24;3955.0;6395.0;27.685000000000002;44.765;17.08
2023-05-01;950.0;0.0;6.65;0.0;-6.65
2023-05-08;985.0;6438.0;6.8950000000000005;45.066;38.171
2023-05-15;2690.0;0.0;18.830000000000002;0.0;-18.830000000000002
2023-05-22;1370.0;6442.0;9.59;45.094;35.504000000000005
2023-05-29;2475.0;0.0;17.325;0.0;-17.325
2023-06-05;756.0;0.0;5.292;0.0;-5.292
2023-06-12;611.0;0.0;4.277;0.0;-4.277
2023-06-19;2732.0;6495.0;19.124;45.465;26.341000000000005
2023-06-26;636.0;0.0;4.452;0.0;-4.452
2023-07-03;1250.0;0.0;8.75;0.0;-8.75
2023-07-10;1423.0;0.0;9.961;0.0;-9.961
2023-07-17;1280.0;0.0;8.96;0.0;-8.96
2023-07-24;1003.0;6482.0;7.021;45.374;38.353
2023-07-31;2265.0;0.0;15.855;0.0;-15.855
2023-08-07;917.0;0.0;6.4190000000000005;0.0;-6.4190000000000005
2023-08-14;4051.0;0.0;28.357;0.0;-28.357
2023-08-21;1123.0;0.0;7.861;0.0;-7.861
2023-08-28;213.0;0.0;1.491;0.0;-1.491
2023-09-04;1129.0;1000.0;7.9030000000000005;7.0;-0.9030000000000005
2023-09-11;1216.0;5309.0;8.512;37.163000000000004;28.651000000000003
2023-09-18;1904.0;0.0;13.328;0.0;-13.328
2023-09-25;918.0;0.0;6.426;0.0;-6.426
2023-10-02;1343.0;0.0;9.401;0.0;-9.401
2023-10-09;586.0;0.0;4.102;0.0;-4.102
2023-10-16;1842.0;1000.0;12.894;7.0;-5.894
2023-10-23;365.0;5458.0;2.555;38.206;35.651
2023-10-30;280.0;0.0;1.96;0.0;-1.96
2023-11-06;2220.0;0.0;15.540000000000001;0.0;-15.540000000000001
2023-11-13;1831.0;0.0;12.817;0.0;-12.817
2023-11-20;2624.0;0.0;18.368000000000002;0.0;-18.368000000000002
2023-11-27;1211.0;6464.0;8.477;45.248;36.771
2023-12-04;1511.0;0.0;10.577;0.0;-10.577
2023-12-11;700.0;0.0;4.9;0.0;-4.9
2023-12-18;670.0;0.0;4.69;0.0;-4.69
2023-12-25;3700.0;1000.0;25.900000000000002;7.0;-18.900000000000002
2024-01-01;515.0;3597.0;3.605;25.179000000000002;21.574
2024-01-08;3710.0;0.0;25.97;0.0;-25.97
2024-01-15;7401.0;6551.0;51.807;45.857;-5.950000000000003
2024-01-22;4335.0;8974.0;30.345;62.818;32.473
2024-01-29;1511.0;0.0;10.577;0.0;-10.577
2024-02-05;3208.0;850.0;22.456;5.95;-16.506
2024-02-12;2074.0;1095.0;14.518;7.665;-6.853000000000001
2024-02-19;3120.0;3616.0;21.84;25.312;3.4720000000000013
2024-02-26;1592.0;6309.0;11.144;44.163000000000004;33.019000000000005
2024-03-04;625.0;0.0;4.375;0.0;-4.375
2024-03-11;1056.0;0.0;7.392;0.0;-7.392
2024-03-18;1152.0;700.0;8.064;4.9;-3.1639999999999997
2024-03-25;2145.0;1000.0;15.015;7.0;-8.015
2024-04-01;4083.0;5296.0;28.581;37.072;8.491000000000003
2024-04-08;1494.0;6456.0;10.458;45.192;34.734
2024-04-15;4161.0;2222.0;29.127;15.554;-13.572999999999999
2024-04-22;1573.0;0.0;11.011000000000001;0.0;-11.011000000000001
2024-04-29;1074.0;0.0;7.518;0.0;-7.518
2024-05-06;2745.0;0.0;19.215;0.0;-19.215
2024-05-13;1517.0;7759.0;10.619;54.313;43.694
2024-05-20;751.0;6483.0;5.257;45.381;40.124
2024-05-27;2663.0;2032.0;18.641000000000002;14.224;-4.417000000000002
2024-06-03;1060.0;0.0;7.42;0.0;-7.42
2024-06-10;1646.0;0.0;11.522;0.0;-11.522
2024-06-17;1810.0;6500.0;12.67;45.5;32.83
2024-06-24;4249.0;0.0;29.743000000000002;0.0;-29.743000000000002
2024-07-01;2750.0;6472.0;19.25;45.304;26.054000000000002
2024-07-08;5864.0;0.0;41.048;0.0;-41.048
2024-07-15;1970.0;0.0;13.790000000000001;0.0;-13.790000000000001
2024-07-22;1499.0;7757.0;10.493;54.299;43.806
2024-07-29;2625.0;50.0;18.375;0.35000000000000003;-18.025
2024-08-05;2785.0;0.0;19.495;0.0;-19.495
2024-08-12;3222.0;0.0;22.554000000000002;0.0;-22.554000000000002
2024-08-19;3318.0;7791.0;23.226;54.537;31.311
2024-08-26;1158.0;0.0;8.106;0.0;-8.106
2024-09-02;1881.0;6408.0;13.167;44.856;31.689
2024-09-09;1734.0;0.0;12.138;0.0;-12.138
2024-09-16;3091.0;0.0;21.637;0.0;-21.637
2024-09-23;465.0;537.0;3.255;3.759;0.504
2024-09-30;2485.0;6435.0;17.395;45.045;27.650000000000002
2024-10-07;986.0;0.0;6.902;0.0;-6.902
2024-10-14;1366.0;6312.0;9.562;44.184;34.622
2024-10-21;1385.0;1.0;9.695;0.007;-9.688
2024-10-28;2956.0;0.0;20.692;0.0;-20.692
2024-11-04;1930.0;0.0;13.51;0.0;-13.51
2024-11-11;2042.0;0.0;14.294;0.0;-14.294
2024-11-18;2914.0;7052.0;20.398;49.364000000000004;28.966000000000005
2024-11-25;1225.0;0.0;8.575000000000001;0.0;-8.575000000000001
2024-12-02;860.0;9092.0;6.0200000000000005;63.644;57.623999999999995
2024-12-09;2184.0;0.0;15.288;0.0;-15.288
2024-12-16;749.0;0.0;5.243;0.0;-5.243
2024-12-23;775.0;0.0;5.425;0.0;-5.425
2024-12-30;729.0;0.0;5.103;0.0;-5.103
2025-01-06;1272.0;0.0;8.904;0.0;-8.904
2025-01-13;3182.0;384.0;22.274;2.688;-19.586000000000002
2025-01-20;3349.0;0.0;23.443;0.0;-23.443
2025-01-27;1255.0;0.0;8.785;0.0;-8.785
2025-02-03;1252.0;0.0;8.764;0.0;-8.764
2025-02-10;1646.0;0.0;11.522;0.0;-11.522
2025-02-17;1558.0;1.0;10.906;0.007;-10.899000000000001
2025-02-24;530.0;0.0;3.71;0.0;-3.71
2025-03-03;703.0;0.0;4.921;0.0;-4.921
2025-03-10;1355.0;3060.0;9.485;21.42;11.935000000000002
2025-03-17;2396.0;7784.0;16.772000000000002;54.488;37.715999999999994
2025-03-24;6860.0;134.0;48.02;0.9380000000000001;-47.082
2025-03-31;1853.0;3500.0;12.971;24.5;11.529
2025-04-07;1985.0;3628.0;13.895;25.396;11.501000000000001
2025-04-14;1904.0;0.0;13.328;0.0;-13.328
2025-04-21;3636.0;11220.0;25.452;78.54;53.08800000000001
2025-04-28;2150.0;0.0;15.05;0.0;-15.05
2025-05-05;2209.0;0.0;15.463000000000001;0.0;-15.463000000000001
2025-05-12;4017.0;7765.0;28.119;54.355000000000004;26.236000000000004
2025-05-19;981.0;0.0;6.867;0.0;-6.867
2025-05-26;1589.0;6477.0;11.123000000000001;45.339;34.215999999999994
