Semana_Inicio;Ventas_Semanales;Produccion_Semanal;Planchas_Ventas;Planchas_Produccion;Planchas_Gap
2020-12-28;3500.0;60238.0;24.5;421.666;397.166
2021-01-04;1000.0;1000.0;7.0;7.0;0.0
2021-01-11;1000.0;1000.0;7.0;7.0;0.0
2021-01-18;200.0;0.0;1.4000000000000001;0.0;-1.4000000000000001
2021-01-25;2.0;2.0;0.014;0.014;0.0
2021-02-08;3530.0;0.0;24.71;0.0;-24.71
2021-02-15;1522.0;0.0;10.654;0.0;-10.654
2021-02-22;172.0;0.0;1.204;0.0;-1.204
2021-03-01;850.0;0.0;5.95;0.0;-5.95
2021-03-08;4500.0;4500.0;31.5;31.5;0.0
2021-03-22;5000.0;5000.0;35.0;35.0;0.0
2021-03-29;1000.0;1000.0;7.0;7.0;0.0
2021-04-05;1000.0;500.0;7.0;3.5;-3.5
2021-04-19;2.0;0.0;0.014;0.0;-0.014
2021-04-26;4950.0;4450.0;34.65;31.150000000000002;-3.4999999999999964
2021-05-03;1000.0;1000.0;7.0;7.0;0.0
2021-05-10;3000.0;3000.0;21.0;21.0;0.0
2021-05-17;3000.0;3000.0;21.0;21.0;0.0
2021-05-24;2998.0;2998.0;20.986;20.986;0.0
2021-05-31;1500.0;11320.0;10.5;79.24;68.74
2021-06-14;6500.0;6500.0;45.5;45.5;0.0
2021-06-21;3000.0;3000.0;21.0;21.0;0.0
2021-06-28;500.0;500.0;3.5;3.5;0.0
2021-07-05;1400.0;1000.0;9.8;7.0;-2.8000000000000007
2021-07-12;3500.0;3500.0;24.5;24.5;0.0
2021-07-19;3184.0;3184.0;22.288;22.288;0.0
2021-08-02;2500.0;2500.0;17.5;17.5;0.0
2021-08-09;2500.0;2500.0;17.5;17.5;0.0
2021-08-16;2250.0;4750.0;15.75;33.25;17.5
2021-08-23;2000.0;12415.0;14.0;86.905;72.905
2021-09-06;3600.0;3600.0;25.2;25.2;0.0
2021-09-13;1000.0;1000.0;7.0;7.0;0.0
2021-09-20;2315.0;2315.0;16.205000000000002;16.205000000000002;0.0
2021-09-27;0.0;8567.0;0.0;59.969;59.969
2021-10-04;3000.0;6214.0;21.0;43.498;22.497999999999998
2021-10-11;77593.0;2030.0;543.1510000000001;14.21;-528.941
2021-10-18;6722.0;2300.0;47.054;16.1;-30.954
2021-10-25;2595.0;0.0;18.165;0.0;-18.165
2021-11-01;7995.0;11440.0;55.965;80.08;24.114999999999995
2021-11-08;2414.0;1455.0;16.898;10.185;-6.712999999999999
2021-11-15;850.0;0.0;5.95;0.0;-5.95
2021-11-22;931.0;0.0;6.517;0.0;-6.517
2021-11-29;2866.0;14889.0;20.062;104.223;84.161
2021-12-06;5951.0;4000.0;41.657000000000004;28.0;-13.657000000000004
2021-12-13;6853.0;3500.0;47.971000000000004;24.5;-23.471000000000004
2021-12-20;3135.0;1500.0;21.945;10.5;-11.445
2021-12-27;930.0;6476.0;6.51;45.332;38.822
2022-01-03;5058.0;2500.0;35.406;17.5;-17.906
2022-01-10;6985.0;4000.0;48.895;28.0;-20.895000000000003
2022-01-17;2499.0;1000.0;17.493000000000002;7.0;-10.493000000000002
2022-01-24;1950.0;0.0;13.65;0.0;-13.65
2022-01-31;829.0;90.0;5.803;0.63;-5.173
2022-02-07;6678.0;8450.0;46.746;59.15;12.403999999999996
2022-02-14;5915.0;9925.0;41.405;69.47500000000001;28.070000000000007
2022-02-21;3236.0;300.0;22.652;2.1;-20.552
2022-02-28;1786.0;0.0;12.502;0.0;-12.502
2022-03-07;1553.0;0.0;10.871;0.0;-10.871
2022-03-14;2481.0;5586.0;17.367;39.102000000000004;21.735000000000003
2022-03-21;3690.0;0.0;25.830000000000002;0.0;-25.830000000000002
2022-03-28;1721.0;4500.0;12.047;31.5;19.453
2022-04-04;1912.0;2837.0;13.384;19.859;6.475000000000001
2022-04-11;431.0;0.0;3.017;0.0;-3.017
2022-04-18;2840.0;4950.0;19.88;34.65;14.77
2022-04-25;2391.0;5096.0;16.737000000000002;35.672000000000004;18.935000000000002
2022-05-02;1750.0;0.0;12.25;0.0;-12.25
2022-05-09;863.0;0.0;6.041;0.0;-6.041
2022-05-16;1064.0;4000.0;7.448;28.0;20.552
2022-05-23;980.0;677.0;6.86;4.739;-2.1210000000000004
2022-05-30;2782.0;261.0;19.474;1.827;-17.647
2022-06-06;1385.0;0.0;9.695;0.0;-9.695
2022-06-13;300.0;0.0;2.1;0.0;-2.1
2022-06-20;1631.0;0.0;11.417;0.0;-11.417
2022-06-27;1498.0;5152.0;10.486;36.064;25.578
2022-07-04;1940.0;20.0;13.58;0.14;-13.44
2022-07-11;273.0;0.0;1.911;0.0;-1.911
2022-07-18;2983.0;0.0;20.881;0.0;-20.881
2022-07-25;1300.0;0.0;9.1;0.0;-9.1
2022-08-01;4013.0;5050.0;28.091;35.35;7.259
2022-08-08;445.0;2351.0;3.115;16.457;13.342
2022-08-15;1662.0;4000.0;11.634;28.0;16.366
2022-08-22;559.0;821.0;3.9130000000000003;5.747;1.8339999999999996
2022-08-29;961.0;0.0;6.727;0.0;-6.727
2022-09-05;1150.0;6500.0;8.05;45.5;37.45
2022-09-12;752.0;0.0;5.264;0.0;-5.264
2022-09-19;222.0;0.0;1.554;0.0;-1.554
2022-09-26;1068.0;0.0;7.476;0.0;-7.476
2022-10-03;784.0;0.0;5.488;0.0;-5.488
2022-10-10;1158.0;0.0;8.106;0.0;-8.106
2022-10-17;2059.0;0.0;14.413;0.0;-14.413
2022-10-24;1397.0;0.0;9.779;0.0;-9.779
2022-10-31;1739.0;0.0;12.173;0.0;-12.173
2022-11-07;1932.0;5538.0;13.524000000000001;38.766;25.241999999999997
