Semana_Inicio;Ventas_Semanales;Produccion_Semanal;Planchas_Ventas;Planchas_Produccion;Planchas_Gap
2020-12-28;0.0;4087.0;0.0;36.782999999999994;36.782999999999994
2021-05-17;1050.0;1000.0;9.45;9.0;-0.4499999999999993
2021-05-24;100.0;0.0;0.8999999999999999;0.0;-0.8999999999999999
2021-05-31;0.0;1484.0;0.0;13.356;13.356
2021-06-07;100.0;0.0;0.8999999999999999;0.0;-0.8999999999999999
2021-06-14;200.0;0.0;1.7999999999999998;0.0;-1.7999999999999998
2021-06-21;50.0;0.0;0.44999999999999996;0.0;-0.44999999999999996
2021-07-19;565.0;500.0;5.085;4.5;-0.585
2021-08-02;500.0;500.0;4.5;4.5;0.0
2021-08-09;1650.0;1600.0;14.85;14.399999999999999;-0.45000000000000107
2021-08-23;60.0;0.0;0.5399999999999999;0.0;-0.5399999999999999
2021-08-30;1.0;1033.0;0.009;9.296999999999999;9.287999999999998
2021-09-20;1000.0;2666.0;9.0;23.994;14.994
2021-09-27;1581.0;1318.0;14.229;11.861999999999998;-2.367000000000001
2021-10-11;6630.0;0.0;59.669999999999995;0.0;-59.669999999999995
2021-10-18;400.0;100.0;3.5999999999999996;0.8999999999999999;-2.6999999999999997
2021-10-25;3450.0;5187.0;31.049999999999997;46.683;15.633000000000003
2021-11-01;600.0;0.0;5.3999999999999995;0.0;-5.3999999999999995
2021-11-08;375.0;0.0;3.3749999999999996;0.0;-3.3749999999999996
2021-11-15;1030.0;3093.0;9.27;27.836999999999996;18.566999999999997
2021-11-22;800.0;500.0;7.199999999999999;4.5;-2.6999999999999993
2021-11-29;402.0;0.0;3.618;0.0;-3.618
2021-12-06;1751.0;1593.0;15.758999999999999;14.337;-1.4219999999999988
2021-12-20;2762.0;1600.0;24.857999999999997;14.399999999999999;-10.457999999999998
2021-12-27;1781.0;2278.0;16.029;20.502;4.472999999999999
2022-01-03;1300.0;1000.0;11.7;9.0;-2.6999999999999993
2022-01-10;528.0;278.0;4.752;2.502;-2.25
2022-01-17;964.0;0.0;8.676;0.0;-8.676
2022-01-24;107.0;0.0;0.963;0.0;-0.963
2022-01-31;80.0;0.0;0.72;0.0;-0.72
2022-02-07;10522.0;11678.0;94.698;105.10199999999999;10.403999999999996
2022-02-14;352.0;362.0;3.1679999999999997;3.2579999999999996;0.08999999999999986
2022-02-21;460.0;0.0;4.14;0.0;-4.14
2022-02-28;100.0;0.0;0.8999999999999999;0.0;-0.8999999999999999
2022-03-07;90.0;0.0;0.8099999999999999;0.0;-0.8099999999999999
2022-03-14;50.0;0.0;0.44999999999999996;0.0;-0.44999999999999996
2022-03-21;16.0;0.0;0.144;0.0;-0.144
2022-03-28;80.0;80.0;0.72;0.72;0.0
2022-04-04;1000.0;2850.0;9.0;25.65;16.65
2022-04-11;500.0;0.0;4.5;0.0;-4.5
2022-04-18;240.0;0.0;2.1599999999999997;0.0;-2.1599999999999997
2022-04-25;436.0;0.0;3.9239999999999995;0.0;-3.9239999999999995
2022-05-02;72.0;0.0;0.6479999999999999;0.0;-0.6479999999999999
2022-05-09;30.0;0.0;0.26999999999999996;0.0;-0.26999999999999996
