Semana_Inicio;Produccion_Semanal;Planchas_Consumidas;Costo_Planchas
2020-12-28;4087.0;36.782999999999994;7416.556289999999
2021-05-17;1000.0;9.0;1814.67
2021-05-24;0.0;0.0;0.0
2021-05-31;1484.0;13.356;2692.97028
2021-06-07;0.0;0.0;0.0
2021-06-14;0.0;0.0;0.0
2021-06-21;0.0;0.0;0.0
2021-07-19;500.0;4.5;907.335
2021-08-02;500.0;4.5;907.335
2021-08-09;1600.0;14.399999999999999;2903.4719999999998
2021-08-23;0.0;0.0;0.0
2021-08-30;1033.0;9.296999999999999;1874.5541099999998
2021-09-20;2666.0;23.994;4837.91022
2021-09-27;1318.0;11.861999999999998;2391.7350599999995
2021-10-11;0.0;0.0;0.0
2021-10-18;100.0;0.8999999999999999;181.46699999999998
2021-10-25;5187.0;46.683;9412.69329
2021-11-01;0.0;0.0;0.0
2021-11-08;0.0;0.0;0.0
2021-11-15;3093.0;27.836999999999996;5612.774309999999
2021-11-22;500.0;4.5;907.335
2021-11-29;0.0;0.0;0.0
2021-12-06;1593.0;14.337;2890.7693099999997
2021-12-20;1600.0;14.399999999999999;2903.4719999999998
2021-12-27;2278.0;20.502;4133.81826
2022-01-03;1000.0;9.0;1814.67
2022-01-10;278.0;2.502;504.4782599999999
2022-01-17;0.0;0.0;0.0
2022-01-24;0.0;0.0;0.0
2022-01-31;0.0;0.0;0.0
2022-02-07;11678.0;105.10199999999999;21191.716259999997
2022-02-14;362.0;3.2579999999999996;656.9105399999999
2022-02-21;0.0;0.0;0.0
2022-02-28;0.0;0.0;0.0
2022-03-07;0.0;0.0;0.0
2022-03-14;0.0;0.0;0.0
2022-03-21;0.0;0.0;0.0
2022-03-28;80.0;0.72;145.1736
2022-04-04;2850.0;25.65;5171.809499999999
2022-04-11;0.0;0.0;0.0
2022-04-18;0.0;0.0;0.0
2022-04-25;0.0;0.0;0.0
2022-05-02;0.0;0.0;0.0
2022-05-09;0.0;0.0;0.0
2022-05-23;2463.0;22.166999999999998;4469.532209999999
2022-05-30;0.0;0.0;0.0
2022-06-06;3250.0;29.249999999999996;5897.677499999999
2022-06-13;0.0;0.0;0.0
2022-06-27;0.0;0.0;0.0
2022-07-04;0.0;0.0;0.0
2022-07-11;0.0;0.0;0.0
2022-07-18;0.0;0.0;0.0
2022-08-01;0.0;0.0;0.0
2022-08-08;0.0;0.0;0.0
2022-08-15;0.0;0.0;0.0
2022-08-22;2579.0;23.211;4680.03393
2022-08-29;0.0;0.0;0.0
2022-09-05;0.0;0.0;0.0
2022-09-12;0.0;0.0;0.0
2022-09-19;0.0;0.0;0.0
2022-09-26;0.0;0.0;0.0
2022-10-03;0.0;0.0;0.0
2022-10-10;0.0;0.0;0.0
2023-01-09;1945.0;17.505;3529.5331499999998
2023-01-16;0.0;0.0;0.0
2023-01-23;0.0;0.0;0.0
2023-01-30;0.0;0.0;0.0
2023-02-06;3864.0;34.775999999999996;7011.884879999999
2023-02-13;0.0;0.0;0.0
2023-02-20;0.0;0.0;0.0
2023-02-27;0.0;0.0;0.0
2023-03-06;0.0;0.0;0.0
2023-03-13;0.0;0.0;0.0
2023-03-20;0.0;0.0;0.0
2023-03-27;0.0;0.0;0.0
2023-04-03;0.0;0.0;0.0
2023-04-10;743.0;6.686999999999999;1348.2998099999998
2023-04-17;212.0;1.908;384.71004
2023-04-24;3172.0;28.548;5756.133239999999
2023-05-01;0.0;0.0;0.0
2023-05-08;3847.0;34.623;6981.035489999999
2023-05-15;0.0;0.0;0.0
2023-05-22;0.0;0.0;0.0
2023-05-29;0.0;0.0;0.0
2023-06-05;0.0;0.0;0.0
2023-06-12;0.0;0.0;0.0
2023-06-19;0.0;0.0;0.0
2023-06-26;0.0;0.0;0.0
2023-07-03;0.0;0.0;0.0
2023-07-10;0.0;0.0;0.0
2023-07-17;0.0;0.0;0.0
2023-07-24;0.0;0.0;0.0
2023-07-31;0.0;0.0;0.0
2023-08-07;0.0;0.0;0.0
2023-08-14;1510.0;13.59;2740.1517
2023-08-21;0.0;0.0;0.0
2023-08-28;0.0;0.0;0.0
2023-09-04;0.0;0.0;0.0
2023-09-11;0.0;0.0;0.0
2023-09-18;1943.0;17.487;3525.90381
2023-09-25;0.0;0.0;0.0
2023-10-02;0.0;0.0;0.0
2023-10-09;0.0;0.0;0.0
2023-10-16;0.0;0.0;0.0
2023-10-30;0.0;0.0;0.0
2023-11-06;3795.0;34.154999999999994;6886.672649999999
2023-11-13;0.0;0.0;0.0
2023-11-20;0.0;0.0;0.0
2023-11-27;0.0;0.0;0.0
2023-12-04;1116.0;10.043999999999999;2025.1717199999996
2023-12-11;0.0;0.0;0.0
2023-12-18;0.0;0.0;0.0
2023-12-25;0.0;0.0;0.0
2024-01-01;396.0;3.5639999999999996;718.6093199999999
2024-01-08;0.0;0.0;0.0
2024-01-15;2139.0;19.250999999999998;3881.5791299999996
2024-01-22;0.0;0.0;0.0
2024-01-29;0.0;0.0;0.0
2024-02-05;549.0;4.941;996.25383
2024-02-12;2236.0;20.124;4057.6021199999996
2024-02-19;400.0;3.5999999999999996;725.8679999999999
2024-02-26;0.0;0.0;0.0
2024-03-11;276.0;2.484;500.84891999999996
2024-03-18;1976.0;17.784;3585.7879199999998
2024-03-25;2069.0;18.621;3754.55223
2024-04-01;1700.0;15.299999999999999;3084.939
2024-04-08;270.0;2.4299999999999997;489.9608999999999
2024-04-15;230.0;2.07;417.37409999999994
2024-04-22;2242.0;20.177999999999997;4068.4901399999994
2024-04-29;0.0;0.0;0.0
2024-05-06;1938.0;17.442;3516.83046
2024-05-27;62.0;0.5579999999999999;112.50953999999999
2024-06-03;0.0;0.0;0.0
2024-06-10;147.0;1.323;266.75649
2024-06-17;1943.0;17.487;3525.90381
2024-06-24;2709.0;24.380999999999997;4915.941029999999
2024-07-01;0.0;0.0;0.0
2024-07-08;0.0;0.0;0.0
2024-07-15;2579.0;23.211;4680.03393
2024-07-22;0.0;0.0;0.0
2024-07-29;1.0;0.009;1.8146699999999998
2024-08-05;0.0;0.0;0.0
2024-08-12;2642.0;23.778;4794.358139999999
2024-08-19;1939.0;17.450999999999997;3518.6451299999994
2024-08-26;0.0;0.0;0.0
2024-09-02;0.0;0.0;0.0
