Código;Num_Transacciones;Salida_Total;Salida_Promedio;Salida_Std;Salida_Min;Salida_Max;Descripción;Acumulado_pct
SCHU-0032;1;36.0;36.0;;36.0;36.0;CAJA SCHUKO 120X71X55MM CIEGA (F. G. 1.50);99.81691441882037
CTF-00009;3;36.0;12.0;11.135528725660043;2.0;24.0;CAJA TELEF. 650X350X150MM (F.G. 1.20);99.81773838633242
CEO-022;1;36.0;36.0;;36.0;36.0;CAJA OCTOG 100X40MM CIEGO (F. G. 1.50);99.81856235384448
CUC-00013;3;36.0;12.0;9.16515138991168;2.0;20.0;"CURVA EMT 65MM/ 2 1/2"" -UL";99.81938632135655
GA-00058;2;36.0;18.0;0.0;18.0;18.0;GABINETE ADOSABLE 250X250X150MM CIEGA (F. G. 1.50);99.82021028886861
CPE-00288;4;36.0;9.0;0.816496580927726;8.0;10.0;CAJA DE PASE 300X300X100MM 3/4 (F. G. 1.20).;99.82103425638067
CPE-00708;2;36.0;18.0;0.0;18.0;18.0;CAJA DE PASE 100X100X70MM 1” (F° G° 0.70);99.82185822389273
CPE-00031;4;35.0;8.75;2.5;5.0;10.0;CAJA DE PASE 100X100X100MM CIEGA (F.G. 1.50);99.82265930341835
CPE-00470;2;35.0;17.5;10.606601717798213;10.0;25.0;CAJA DE PASE150X150X100MM C/TAPA DOBLES 90° (F.G. 1.20);99.82346038294395
CPEH-00003;2;35.0;17.5;3.5355339059327378;15.0;20.0;CAJA DE PASE 150X150X100MM HERMETICA (F.G. 1.20);99.82426146246956
CP-00103;7;34.0;4.857142857142857;1.9518001458970662;2.0;8.0;CAJA DE PASE 120X120X80MM CIEGA (F. G. 1.20).;99.82503965400873
TER-00004;1;34.0;34.0;;34.0;34.0;TERMINAL TUBULAR SOBREMOLDEADO C/GRIS CABLE 12AWG(4MM)(100PZAS) E4012 CHS;99.8258178455479
CPE-00178;1;34.0;34.0;;34.0;34.0;CAJA DE PASE 650X350X150MM C/H (F. G. 1.20);99.82659603708707
CTF-E-00017;1;34.0;34.0;;34.0;34.0;CAJA TELEF. 650X350X150MM CIEGA (F.G. 1.50) C/ CHAPA PUSH;99.82737422862624
PB-00005;1;34.0;34.0;;34.0;34.0;PLACA BASE 650X350MM (F°G° 1.50);99.82815242016541
'53;2;34.0;17.0;9.899494936611665;10.0;24.0;CAJA DE PASE 650X350X150MM CIEGA (F.G.1.50);99.82893061170458
BANR-00020;2;33.6;16.8;20.364675298172568;2.4;31.2;BANDEJA RANURADA 600X100MM (F.G. 1.20);99.82969964804914
GA-00008;1;33.0;33.0;;33.0;33.0;GABINETE ADOSABLE 450X350X150MM Ø  ESP (F.G. 1.50);99.83045495160187
COC-00005;5;33.0;6.6;4.09878030638384;2.0;12.0;"CONECTOR EMT 75MM/ 3"" -UL";99.83121025515459
SCHU-0003;1;33.0;33.0;;33.0;33.0;CAJA SCHUKO 133X74X54MM 1/2 (F. G. 1.20);99.83196555870731
CPE-00624;6;32.0;5.333333333333333;2.6583202716502514;2.0;9.0;CAJA DE PASE 150X150X150MM CIEGA (F.G. 0.75);99.83269797427359
CPE-00085;3;32.0;10.666666666666666;5.033222956847166;6.0;16.0;CAJA DE PASE 250X250X150MM (F. G. 1.20).;99.83343038983986
SCHU-0030;1;32.0;32.0;;32.0;32.0;CAJA SCHUKO 130X75X50MM CIEGA (F. G. 1.20);99.83416280540614
CP-00081;8;32.0;4.0;2.878491668515698;1.0;10.0;CAJA DE PASE 300X300X160MM CIEGA (F. G. 1.20);99.83489522097241
CPE-00097;4;32.0;8.0;0.0;8.0;8.0;CAJA DE PASE 300X300X150MM 3/4” (F.G. 1.20);99.83562763653869
CCL-00004;5;32.0;6.4;4.929503017546495;1.0;10.0;CAJA CONDULET TIPO LB 3/4;99.83636005210496
'55;1;32.0;32.0;;32.0;32.0;GABINETE ADOSABLE 650X650X200MM (F.G.1.50);99.83709246767124
CPE-00489;3;31.0;10.333333333333334;8.082903768654761;1.0;15.0;CAJA DE PASE 400X400X300MM CIEGA (F. G. 1.20).;99.83780199525107
CPE-00107;17;31.0;1.8235294117647058;1.5904124511289146;1.0;7.0;CAJA DE PASE 400X400X150MM (F.G. 0.75).;99.8385115228309
BANR-00072;1;31.0;31.0;;31.0;31.0;BANDEJA RANURADA 200X100X2400MM C/TAPA (F.G. 1.50);99.83922105041073
COC-00026;1;30.0;30.0;;30.0;30.0;"CONECTOR CONDUIT EMT 1 1/4""";99.83990769000411
CPEH-00002;3;30.0;10.0;0.0;10.0;10.0;CAJA DE PASE 100X100X50MM HERMETICA (F.G. 1.50);99.8405943295975
CPEH-00006;2;30.0;15.0;16.97056274847714;3.0;27.0;CAJA DE PASE 100X100X100MM HERMETICA (F.G. 1.50);99.84128096919088
TOR-00005;1;30.0;30.0;;30.0;30.0;TORNILLO TIRAFON ZNC 1/4 X 1 1/2;99.84196760878426
RUNIS-00006;1;30.0;30.0;;30.0;30.0;RIEL UNISTRUT BAJO 400X200X2400mm (F°G° 1.20);99.84265424837764
CPE-01094;1;30.0;30.0;;30.0;30.0;CAJA DE PASE 100X100X100MM (F.G. 0.75);99.84334088797102
RUNIS-00005;1;30.0;30.0;;30.0;30.0;RIEL UNISTRUT BAJO 40X20X3000mm EXTRA PESADO (F°G° 1.90);99.8440275275644
CPE-00862;1;30.0;30.0;;30.0;30.0;CAJA DE PASE 100X100X100MM (F.G.1.20);99.84471416715779
CPE-01028;1;30.0;30.0;;30.0;30.0;CAJA DE PASE 450X100X80MM HCO ESP (F.G 0.75);99.84540080675117
CEO-012;2;30.0;15.0;16.97056274847714;3.0;27.0;CAJA OCTOG 100X55MM 3/4 (ZINCADO 1.20);99.84608744634455
TP-0014;1;30.0;30.0;;30.0;30.0;TAPA PARA CAJA SCHUKO 130X70MM (F.G. 0.75);99.84677408593794
BANR-00071;1;30.0;30.0;;30.0;30.0;BANDEJA RANURADA 1000X100X2400MM C/ TAPA (F.G.1.50);99.84746072553132
CPE-00897;3;30.0;10.0;0.0;10.0;10.0;CAJA DE PASE 200X200X80MM 3/4 (F.G. 1.20);99.8481473651247
SCHU-0008;3;30.0;10.0;9.0;1.0;19.0;"CAJA SCHUKO 130X75X50MM 1"" (1.50).";99.84883400471809
CPE-00252;2;30.0;15.0;0.0;15.0;15.0;CAJA DE PASE 150X100X100MM 3/4 (F.G. 1.20);99.84952064431147
CP-00040;7;29.0;4.142857142857143;3.5790395093549625;1.0;10.0;CAJA DE PASE 200X200X40MM  (F. G. 0.75);99.8501843959184
CPE-00644;1;28.0;28.0;;28.0;28.0;CAJA DE PASE 200X200X70MM 3/4 (F. G. 0.75);99.8508252595389
CPE-00396;3;28.0;9.333333333333334;4.509249752822894;5.0;14.0;"CAJA DE PASE 150X150X100MM 1"" (F.G. 0.90)";99.85146612315938
BANR-00083;4;28.0;7.0;4.898979485566356;1.0;11.0;BANDEJA RANURADA 300X100X2400MM C/TAPA (F.G. 1.20);99.85210698677989
TER-00001;2;28.0;14.0;8.48528137423857;8.0;20.0;TERMINAL TUBULAR SOBREMOLDEADO C/AZUL CABLE 14AWG(2.5MM)(100PZAS) E2510 CHS;99.85274785040038
CPE-01007;1;28.0;28.0;;28.0;28.0;CAJA DE PASE 250X250X80MM (F. G. 0.90);99.85338871402087
CPE-00672;3;28.0;9.333333333333334;3.055050463303893;6.0;12.0;CAJA DE PASE 200X200X100MM 3/4 (F.G.0.75);99.85402957764136
CPE-00611;4;27.0;6.75;2.217355782608345;5.0;10.0;CAJA DE PASE 100X50X60MM CIEGA (F.G.1.20);99.8546475532754
CP-00104;3;27.0;9.0;5.5677643628300215;4.0;15.0;CAJA DE PASE 100X100X80MM CIEGA (F. G. 1.20);99.85526552890944
CPE-00091;4;27.0;6.75;3.947573094109004;2.0;10.0;CAJA DE PASE 300X300X100MM 3/4 (F. G. 1.50);99.85588350454348
CPE-00082;1;26.0;26.0;;26.0;26.0;CAJA DE PASE 250X250X120MM (F. G. 1.20);99.85647859219108
CPE-00110;3;26.0;8.666666666666666;2.3094010767585034;6.0;10.0;CAJA DE PASE 400X400X150MM (F.G. 1.50);99.85707367983868
CTF-00045;1;26.0;26.0;;26.0;26.0;"CAJA  TELEF. 650X350X150MM 2"" (F. G. 0.90)";99.85766876748629
CR-00017;3;26.0;8.666666666666666;2.8867513459481287;7.0;12.0;CURVA HORIZONTAL 90° RANU 350X100MM C/TAPA (F.G. 1.20);99.85826385513388
CPE-00474;2;26.0;13.0;4.242640687119285;10.0;16.0;CAJA DE PASE 100X100X40MM CIEGA (F.G. 1.50);99.85885894278148
CPE-00661;3;26.0;8.666666666666666;2.309401076758503;6.0;10.0;CAJA DE PASE 300X300X150MM 1” (F.G. 1.20);99.85945403042908
TBC-00028;3;26.0;8.666666666666666;9.865765724632494;2.0;20.0;"TUBERIA CONDUIT EMT 75MM/ 3"" X 3MTS-UL PESADO";99.86004911807667
CPE-01079;1;25.0;25.0;;25.0;25.0;CAJA DE PASE 350X350X150MM 3/4 / TAPA BISELADA (F.G. 1.20);99.86062131773782
ABZ-00029;2;25.0;12.5;3.5355339059327378;10.0;15.0;"TIPO GOTA  MM/ "" -EMT";99.86119351739899
CPE-00612;4;25.0;6.25;2.5;5.0;10.0;CAJA DE PASE 100X100X60MM CIEGA (F.G.1.20);99.86176571706014
CPE-01068;1;25.0;25.0;;25.0;25.0;CAJA DE PASE 100X100X50MM / TAPA HERMETICA (F.G. 1.50);99.86233791672129
COLG-00001;1;25.0;25.0;;25.0;25.0;COLGADORES 2” TIPO GOTA;99.86291011638244
CPE-00362;1;25.0;25.0;;25.0;25.0;CAJA DE PASE 500X500X300MM CIEGA (F.G 1.20);99.86348231604359
RUNISA-00002;1;25.0;25.0;;25.0;25.0;RIEL UNISTRUT ALTO 2400MM ( F.G.1.20);99.86405451570475
CUC-00004;3;25.0;8.333333333333334;3.5118845842842465;5.0;12.0;"CURVA  EMT 50MM/ 2"" 1/2 -UL";99.8646267153659
TBC-00033;2;25.0;12.5;12.020815280171307;4.0;21.0;"TUBERIA CONDUIT EMT 100MM/ 4"" X 3MTS-UL PESADO";99.86519891502705
COLG-00004;1;25.0;25.0;;25.0;25.0;COLGADORES 6” TIPO GOTA;99.8657711146882
CPE-00378;5;24.0;4.8;1.6431676725154984;3.0;7.0;CAJA DE PASE 250X250X120MM CIEGA (F. G. 1.20);99.8663204263629
TBC-00023;2;24.0;12.0;14.142135623730951;2.0;22.0;"TUBERIA IMC 15MM/ 1/2"" X 3MTS";99.86686973803762
GECI-00001;2;24.0;12.0;0.0;12.0;12.0;GAB CONTRA INCENDIO PARA EMPOTRAR 600X600X200MM (F.G. 1.20);99.86741904971232
TBC-00029;3;24.0;8.0;4.358898943540674;3.0;11.0;"TUBERIA CONDUIT EMT 50MM/ 2"" X 3MTS-UL PESADO";99.86796836138703
COC-00017;4;24.0;6.0;2.8284271247461903;2.0;8.0;"CONECTOR HERMETICO RECTO 50MM/ 2"" LIQUID TIGHT";99.86851767306173
CPE-00153;2;24.0;12.0;0.0;12.0;12.0;CAJA DE PASE 200X100X100MM CIEGA (F. G. 0.60);99.86906698473643
SCHU-0002;6;24.0;4.0;6.0;1.0;16.0;"CAJA SCHUKO 130X75X50MM 1"" (1.20).";99.86961629641115
CPE-00109;3;24.0;8.0;3.4641016151377544;4.0;10.0;CAJA DE PASE 400X400X150MM (F.G. 1.20);99.87016560808586
GA-00079;1;24.0;24.0;;24.0;24.0;GABINETE ADOSABLE 200X200X100MM CIEGA (F.G. 1.50) C / CHAPA PUSH;99.87071491976056
CPE-01026;3;24.0;8.0;0.0;8.0;8.0;CAJA DE PASE 250X250X75MM (F.G.1.20);99.87126423143526
CPE-00409;8;23.0;2.875;2.1671244937540095;1.0;6.0;CAJA DE PASE 400X400X200MM CIEGA (F. G. 1.20);99.87179065512353
CPE-00473;1;23.0;23.0;;23.0;23.0;CAJA DE PASE 100X55X40MM CIEGA (F.G. 1.50);99.87231707881179
GA-00043;3;23.0;7.666666666666667;4.041451884327381;3.0;10.0;GABINETE ADOSABLE 200X200X100MM CIEGA (F.G. 1.20);99.87284350250005
CPE-00273;5;23.0;4.6;2.3021728866442674;1.0;7.0;CAJA DE PASE 600X600X200MM CIEGA (F. G. 1.20);99.8733699261883
CPE-00452;2;23.0;11.5;3.5355339059327378;9.0;14.0;CAJA DE PASE 350X350X100MM HCO ESP (F. G. 1.50);99.87389634987657
BANR-00081;5;23.0;4.6;1.3416407864998738;3.0;6.0;BANDEJA RANURADA 250X100X2400MM C/TAPA (F.G.1.20);99.87442277356483
CPE-00113;7;23.0;3.2857142857142856;3.3022358947782493;1.0;10.0;CAJA DE PASE 400X400X150MM CIEGA (F.G. 1.50);99.87494919725309
CPE-00585;5;23.0;4.6;2.073644135332772;1.0;6.0;CAJA DE PASE 300X300X75MM CIEGA (F.G.0.75);99.87547562094134
CPE-00007;3;23.0;7.666666666666667;4.041451884327381;3.0;10.0;CAJA DE PASE 100X100X55MM  3/4 (F. G. 1.20);99.87600204462962
CTF-E-00016;1;22.0;22.0;;22.0;22.0;CAJA TELEF. 650X350X150MM CIEGA (F.G. 1.20) C/ CHAPA PUSH;99.87650558033143
CP-00067;1;22.0;22.0;;22.0;22.0;CAJA DE PASE 400X400X100MM 3/4 (F.G. 0.75);99.87700911603324
CPE-00245;1;22.0;22.0;;22.0;22.0;CAJA DE PASE 250X250X125MM 1” (F.G. 1.20);99.87751265173505
'67;2;22.0;11.0;0.0;11.0;11.0;CAJA DE PASE 150X150X70MM (F.G.0.70);99.87801618743687
CPE-00237;1;22.0;22.0;;22.0;22.0;CAJA DE PASE 1100X550X150MM  (F. G.1.50);99.87851972313868
ABZ-00031;2;22.0;11.0;12.727922061357855;2.0;20.0;"ABRAZADERA TIPO O 2""";99.87902325884049
CPE-01002;4;22.0;5.5;3.1091263510296048;3.0;10.0;CAJA DE PASE 300X300X100MM CIEGA (F.G. 2.00).;99.87952679454231
BANE-00015;2;21.6;10.8;5.091168824543142;7.2;14.4;BANDEJA ESCALERILLA 400X100MM (F.G. 1.20);99.88002117504955
TPH-00011;1;21.0;21.0;;21.0;21.0;"TAPA CUADRADA GANG 100X100MM 1"" (F. G.0.70)";99.88050182276491
CPE-00867;3;21.0;7.0;0.0;7.0;7.0;CAJA DE PASE 250X250X130MM CIEGA (F.G. 1.20);99.88098247048028
GA-00024;1;21.0;21.0;;21.0;21.0;GABINETE ADOSABLE 650X350X200MM CIEGA (F. G. 1.50);99.88146311819565
TPBC-00010;1;21.0;21.0;;21.0;21.0;TAPA BISELADA CIEGA 100X100MM (F. G. 0.75);99.88194376591102
CEO-030;2;21.0;10.5;13.435028842544403;1.0;20.0;CAJA OCTOG 100X50MM BR 1/2 (F.G 0.90).;99.88242441362638
TPC-00030;2;21.0;10.5;0.7071067811865476;10.0;11.0;TAPA CIEGA 250X250MM (F.G. 1.20);99.88290506134176
GECI-00003;1;20.0;20.0;;20.0;20.0;GAB CONTRA INCEN ADOSAR 450X250X250MM (F.G. 1.20);99.88336282107068
CPE-00140;1;20.0;20.0;;20.0;20.0;CAJA DE PASE 250X200X200MM CIEGA (F.G. 1.20);99.8838205807996
TAB-00003;1;20.0;20.0;;20.0;20.0;TABLERO EMPOTRADO 18 POLOS RIEL  (F.G. 0.90);99.88427834052852
RUNISP-00001;1;20.0;20.0;;20.0;20.0;RIEL UNISTRUT ALTO RANU 400X400X2400mm EXTRA PESADO (F°G° 1.90);99.88473610025744
CPE-00660;1;20.0;20.0;;20.0;20.0;CAJA DE PASE 125X125X75MM CIEGA (F. G. 1.50);99.88519385998636
TPTF-00007;1;20.0;20.0;;20.0;20.0;TAPA TELEFONICA 1100X550MM (F.G. 0.90);99.88565161971529
'37;1;20.0;20.0;;20.0;20.0;TAPA TELEF. 650X350X130MM (F.G.1.20);99.8861093794442
VD-00003;1;20.0;20.0;;20.0;20.0;VIDRIO 315X145MM;99.88656713917312
VD-00002;1;20.0;20.0;;20.0;20.0;VIDRIO 545X430MM;99.88702489890206
COC-00019;1;20.0;20.0;;20.0;20.0;"CONECTOR HERMETICO CURVO 20MM/ 3/4"" LIQUID TIGHT";99.88748265863097
GECI-00002;1;20.0;20.0;;20.0;20.0;GAB CONTRA INCEN  ADOSAR 700X590X200MM (F.G. 1.20);99.88794041835989
CPE-00434;1;20.0;20.0;;20.0;20.0;"CAJA DE PASE 100X100X50MM HCO ESP 1"" (F. G.1.20)*";99.88839817808882
TUCA-00007;1;20.0;20.0;;20.0;20.0;TUERCA ACOPLE 1/2 (UNION);99.88885593781774
SCHU-0025;1;20.0;20.0;;20.0;20.0;"CAJA SCHUKO 130X70X50MM 1"" (F.G. 1.50).";99.88931369754665
'60;2;20.0;10.0;11.313708498984761;2.0;18.0;CAJA DE PASE 650X350X150MM - TIPO C (F.G.1.20);99.88977145727559
TBC-00021;2;20.0;10.0;7.0710678118654755;5.0;15.0;TUBERIA CONDUIT FLEXIBLE LIVIANO 80MM 3”;99.8902292170045
CPE-01008;1;20.0;20.0;;20.0;20.0;CAJA DE PASE 150X150X80MM (F. G. 0.90);99.89068697673343
ABZ-00024;1;20.0;20.0;;20.0;20.0;"ABRAZADERA TIPO O 25mm  1""";99.89114473646235
CPE-00965;1;20.0;20.0;;20.0;20.0;CAJA DE PASE 300X300X70MM 3/4 (F. G. 1.50);99.89160249619127
CPE-00961;1;20.0;20.0;;20.0;20.0;CAJA DE PASE 250X250X100MM 3/4 (F. G.1.20);99.8920602559202
CPE-01023;1;20.0;20.0;;20.0;20.0;CAJA DE PASE 250X250X100MM / TAPA BISELADA (F.G. 1.50);99.89251801564912
TPH-00013;1;20.0;20.0;;20.0;20.0;TAPA RECTANGULAR  (F°G° 1.20);99.89297577537803
CCL-00010;2;20.0;10.0;0.0;10.0;10.0;CAJA CONDULET TIPO T 3/4;99.89343353510696
ABZ-00002;2;20.0;10.0;2.8284271247461903;8.0;12.0;"ABRAZADERA CONDUIT 1 OREJA 1 1/2"" EMT";99.89389129483588
COLG-00005;1;20.0;20.0;;20.0;20.0;COLGADORES 1 1/2” TIPO GOTA;99.8943490545648
BANR-00003;2;20.0;10.0;0.0;10.0;10.0;BANDEJA RANURADA 350X150X2400MM C/TAPA (F.G. 1.20);99.89480681429373
CPE-00924;1;20.0;20.0;;20.0;20.0;CAJA DE PASE 350X350X150MM HCO ESP (F. G. 0.75);99.89526457402265
CPE-00894;2;20.0;10.0;0.0;10.0;10.0;CAJA DE PASE 300X250X200MM CIEGA  (F.G. 1.20).;99.89572233375156
CPE-00892;1;20.0;20.0;;20.0;20.0;CAJA DE PASE 800X450X200MM CIEGA  (F.G. 1.50);99.8961800934805
CPE-01054;1;20.0;20.0;;20.0;20.0;CAJA DE PASE 200X200X70MM  CIEGA (F. G. 1.20);99.89663785320941
CHP-00001;1;20.0;20.0;;20.0;20.0;CHAPA PUSH;99.89709561293833
CTF-E-00008;1;20.0;20.0;;20.0;20.0;CAJA TELEF. 1100X550X150MM CIEGA (F.G. 1.20);99.89755337266726
CTF-E-00004;3;19.0;6.333333333333333;5.773502691896257;3.0;13.0;"CAJA  TELEF. 300X300X150MM 1"" (F. G. 0.90) C/ CHAPA PUSH";99.89798824440973
CP-00100;3;19.0;6.333333333333333;5.131601439446884;2.0;12.0;CAJA DE PASE 150X150X100MM 1/2 (F.G. 0.90);99.89842311615222
CPE-00926;1;19.0;19.0;;19.0;19.0;CAJA DE PASE 250X250X150MM HCO ESP (F. G. 0.75);99.89885798789469
TP-0005;1;18.0;18.0;;18.0;18.0;TAPA CON PUERTA Y CHAPA PUSH 42X37CM (F.G. 0.75);99.89926997165071
CTF-E-00015;1;18.0;18.0;;18.0;18.0;CAJA TELEF. 600X350X150MM CIEGA (F.G. 1.20) C/ CHAPA PUSH;99.89968195540675
CPE-00554;1;18.0;18.0;;18.0;18.0;CAJA DE PASE 300X300X100MM Ø ESP (F.G. 0.70);99.90009393916277
CPE-00520;1;18.0;18.0;;18.0;18.0;CAJA DE PASE 80X80X50MM CIEGA (F. G. 0.90);99.90050592291881
CPE-00942;1;18.0;18.0;;18.0;18.0;CAJA DE PASE 300X300X75MM 3/4 (F.G. 1.50);99.90091790667483
CPE-00730;2;18.0;9.0;1.4142135623730951;8.0;10.0;CAJA DE PASE 200X200X200MM CIEGA (F. G. 0.75).	;99.90132989043086
'49;2;18.0;9.0;8.48528137423857;3.0;15.0;CAJA DE PASE 650X500X150MM C/H (F.G.1.20);99.9017418741869
TBC-00027;2;18.0;9.0;1.4142135623730951;8.0;10.0;"TUBERIA CONDUIT EMT 35MM/ 1 1/4"" PESADO";99.90215385794292
CPE-00693;2;18.0;9.0;1.4142135623730951;8.0;10.0;CAJA DE PASE 200X200X75MM CIEGA (F.G. 1.50);99.90256584169896
CPE-00692;2;18.0;9.0;0.0;9.0;9.0;CAJA DE PASE 650X350X120MM C/H (F. G. 0.70);99.90297782545498
CERCD-00003;6;18.0;3.0;2.3664319132398464;1.0;6.0;CAJA OCTOGONAL CONDUIT 3/4 (ALUMINIO);99.903389809211
CPE-00541;1;18.0;18.0;;18.0;18.0;CAJA DE PASE 450X450X120MM CIEGA (F. G. 1.20);99.90380179296704
CPE-00234;2;18.0;9.0;0.0;9.0;9.0;CAJA DE PASE 600X300X150MM CIEGA (F. G. 1.50);99.90421377672307
CPE-00223;5;18.0;3.6;2.8809720581775866;1.0;8.0;CAJA DE PASE 900X600X200MM CIEGA (F. G. 1.50);99.9046257604791
CPE-00021;1;18.0;18.0;;18.0;18.0;CAJA DE PASE 100X100X75MM CIEGA (F.G. 1.50);99.90503774423513
COC-00022;2;18.0;9.0;1.4142135623730951;8.0;10.0;"CONECTOR  RECTO HUB  1/2""";99.90544972799117
CPE-00143;2;18.0;9.0;4.242640687119285;6.0;12.0;CAJA PARA VALVULA 250X250X250MM (F.G. 1.50);99.90586171174719
CP-00088;3;17.0;5.666666666666667;8.082903768654761;1.0;15.0;CAJA DE PASE 350X350X100MM CIEGA (F. G. 0.70);99.90625080751677
CPE-00186;6;17.0;2.8333333333333335;1.8348478592697182;1.0;5.0;CAJA DE PASE 400X400X200MM CIEGA (F. G. 0.75);99.90663990328636
TPBC-00009;1;17.0;17.0;;17.0;17.0;TAPA BISELADA CIEGA 150X150MM (F. G. 0.75);99.90702899905594
CUC-00005;2;17.0;8.5;0.7071067811865476;8.0;9.0;"CURVA  EMT 75MM/ 3"" -UL";99.90741809482553
GA-00067;1;17.0;17.0;;17.0;17.0;GABINETE ADOSABLE 450X350X150MM CIEGA (F. G. 1.20);99.90780719059511
PB-00001;1;17.0;17.0;;17.0;17.0;PLACA BASE 400X300MM (F°G° 1.20);99.9081962863647
PB-00002;1;17.0;17.0;;17.0;17.0;PLACA BASE 600X300MM (F°G° 1.20);99.90858538213428
SCHU-0012;2;17.0;8.5;2.1213203435596424;7.0;10.0;CAJA SCHUKO 130X70X50MM 3/4 (F. G. 1.20).;99.90897447790387
BISG-00002;1;17.0;17.0;;17.0;17.0;BISAGRA CORRIDA 2.40ML (0.70);99.90936357367345
BANR-00012;1;17.0;17.0;;17.0;17.0;BANDEJA RANURADA 300X70X2400MM C/TAPA (F.G. 1.50);99.90975266944302
CPE-01071;1;17.0;17.0;;17.0;17.0;CAJA DE PASE 100X50X63MM 3/4 (F. G. 0.75);99.91014176521261
BANR-00040;1;16.8;16.8;;16.8;16.8;BANDEJA RANURADA 500X150MMX2.40MT C/T (F.G. 1.20);99.9105262833849
CPE-00215;2;16.0;8.0;0.0;8.0;8.0;CAJA DE PASE 600X300X150MM CIEGA (F.G. 1.20);99.91089249116803
CPE-00946;1;16.0;16.0;;16.0;16.0;CAJA DE PASE 150X150X75MM 1 1/2 (F. G. 0.75);99.91125869895117
'96;2;16.0;8.0;9.899494936611665;1.0;15.0;TAPA CIEGA 200X200MM (F.G.1.20);99.9116249067343
TP-0008;2;16.0;8.0;2.8284271247461903;6.0;10.0;TAPA CIEGA 300X300MM (F.G. 1.20);99.91199111451745
CPE-01098;1;16.0;16.0;;16.0;16.0;CAJA DE PASE 250X250X200MM CIEGA (F. G. 0.75);99.91235732230058
TP-0018;2;16.0;8.0;2.8284271247461903;6.0;10.0;TAPA CIEGA 350X350MM (F.G. 0.80);99.91272353008372
CPE-00165;2;16.0;8.0;0.0;8.0;8.0;CAJA DE PASE 500X500X150MM CIEGA (F. G. 0.70);99.91308973786685
CPE-00428;2;16.0;8.0;1.4142135623730951;7.0;9.0;CAJA DE PASE 300X400X150MM CIEGA (F.G. 0.70);99.91345594565
GA-00014;1;16.0;16.0;;16.0;16.0;GABINETE ADOSABLE 450X250X150 CIEGA (F.G.1.20);99.91382215343313
TM-00003;1;16.0;16.0;;16.0;16.0;CAJA POP UP DOBLE DATA + RJ-45 + USB;99.91418836121628
CCL-00002;2;16.0;8.0;2.8284271247461903;6.0;10.0;CAJA CONDULET TIPO C 3/4;99.9145545689994
CPE-00074;4;16.0;4.0;1.1547005383792515;3.0;5.0;CAJA DE PASE 250X250X100MM 3/4 (F. G. 0.90);99.91492077678255
CPE-00654;9;16.0;1.7777777777777777;0.6666666666666666;1.0;3.0;CAJA DE PASE 400X400X150MM CIEGA (F. G. 0.70).;99.91528698456568
BANR-00021;1;16.0;16.0;;16.0;16.0;BANDEJA RANURADA 600X100X2400MM C/TAPA (F.G. 1.50);99.91565319234883
CPE-01003;1;15.0;15.0;;15.0;15.0;CAJA DE PASE 80X80X59MM CIEGA (F.G. 1.20);99.91599651214551
CPE-00688;1;15.0;15.0;;15.0;15.0;CAJA DE PASE 200X200X120MM C/H (F. G. 0.70);99.91633983194221
TPTF-00013;1;15.0;15.0;;15.0;15.0;TAPA TELEFONICA 400X400MM (F.G. 1.20);99.9166831517389
TP-0016;1;15.0;15.0;;15.0;15.0;TAPA CIEGA 1000X300MM  (F.G. 0.75);99.91702647153559
CCL-00009;4;15.0;3.75;2.217355782608345;1.0;6.0;CAJA CONDULET TIPO T 1/2;99.91736979133228
TPCH-00001;1;15.0;15.0;;15.0;15.0;TAPA CIEGA 200X200MM C/DOBLES 90° (F.G 1.20);99.91771311112898
CPE-00032;1;15.0;15.0;;15.0;15.0;CAJA DE PASE 150X100X50MM  3/4 (F.G. 1.50);99.91805643092566
CR-00083;5;15.0;3.0;1.224744871391589;1.0;4.0;CURVA HORIZONTAL 90° RANU 300X100MM C/TAPA (F.G. 1.20);99.91839975072236
CPE-00704;1;15.0;15.0;;15.0;15.0;CAJA DE PASE 650X500X150 MM CIEGA (F°G° 1.20);99.91874307051904
CPEH-00008;4;15.0;3.75;2.753785273643051;1.0;7.0;CAJA DE PASE 200X200X150MM HERMETICA (F.G. 1.50);99.91908639031574
BANR-00035;1;14.4;14.4;;14.4;14.4;BANDEJA RANURADA 800X100MM (F.G. 1.20);99.91941597732057
BANL-00012;1;14.4;14.4;;14.4;14.4;BANDEJA LISA 400X100MM (F.G. 1.20);99.91974556432541
BANR-00022;1;14.4;14.4;;14.4;14.4;BANDEJA RANURADA 700X100MM (F.G. 1.20);99.92007515133024
CJBAME-00071;3;14.0;4.666666666666667;2.3094010767585034;2.0;6.0;CAJA BANCO MEDIDOR 760X200X200MM (F.G. 1.20);99.92039558314048
CP-00061;1;14.0;14.0;;14.0;14.0;CAJA DE PASE 350X350X100MM 1/2 (F. G. 0.75);99.92071601495073
CPE-00962;1;14.0;14.0;;14.0;14.0;CAJA DE PASE 800X500X125MM CIEGA (F.G.1.20);99.92103644676097
CTF-00017;1;14.0;14.0;;14.0;14.0;CAJA TELEF. 450X250X150MM C/CHAPA PUSH CIEGA (F. G. 0.70);99.92135687857122
TBC-00034;1;14.0;14.0;;14.0;14.0;"TUBERIA CONDUIT IMC 100MM/ 4"" X 3MTS-UL PESADO";99.92167731038145
