Código;Num_Transacciones;Salida_Total;Salida_Promedio;Salida_Std;Salida_Min;Salida_Max;Descripción;Acumulado_pct
TBC-00009;2;125.0;62.5;81.31727983645297;5.0;120.0;"TUBERIA CONDUIT EMT 50MM/ 2"" X 3MTS-UL PESADO";99.4840635871293
CPE-00444;4;125.0;31.25;45.89389937671455;5.0;100.0;CAJA DE PASE 150X150X75MM 3/4 (F. G.1.50);99.48692458543506
SCHU-0028;1;125.0;125.0;;125.0;125.0;CAJA SCHUKO 130X75X55MM 3/4 (F. G. 1.50).;99.48978558374081
TBC-00007;4;124.0;31.0;37.255872020394314;2.0;80.0;"TUBERIA CONDUIT EMT 35MM/ 1 1/4"" X 3MTS-UL PESADO";99.49262369406013
TBC-00016;4;122.0;30.5;46.400431032480725;4.0;100.0;TUBERIA CONDUIT FLEXIBLE LIVIANO 25MM 1”	;99.49541602840655
COLG-00003;1;122.0;122.0;;122.0;122.0;COLGADORES 4” TIPO GOTA;99.49820836275298
CPE-01042;11;122.0;11.090909090909092;17.149078957509907;1.0;60.0;CAJA DE PASE 250X250X100MM (F. G. 0.80).;99.50100069709941
CPE-00265;5;121.0;24.2;24.36595986206987;1.0;50.0;CAJA DE PASE 150X150X50MM 1/2 (F.G.0.90).;99.50377014345939
TPC-00015;14;120.0;8.571428571428571;11.758560127147211;1.0;40.0;TAPA CIEGA 250X250MM (F.G. 0.75).;99.50651670183292
CPE-00023;12;120.0;10.0;10.574411653523889;1.0;40.0;CAJA DE PASE 100X100X100MM  3/4 (F. G. 0.75);99.50926326020645
SCHU-0017;1;120.0;120.0;;120.0;120.0;CAJA SCHUKO 144X84X52MM CIEGA (F. G. 1.20);99.51200981857998
COC-00025;1;120.0;120.0;;120.0;120.0;"CONECTOR HERMETICO CURVO 15MM/ 1/2"" LIQUID TIGHT";99.51475637695351
VLLA-00003;3;120.0;40.0;52.20153254455275;5.0;100.0;ESPARRAGO ROSCADO 1/2” X 1.00 MTS;99.51750293532704
SCHU-0007;1;120.0;120.0;;120.0;120.0;CAJA SCHUKO 106X71X52MM 1/2 (F. G. 1.50)*;99.52024949370058
CPE-00410;1;120.0;120.0;;120.0;120.0;CAJA DE PASE 150X150X100MM HCO ESP (F.G. 0.90);99.5229960520741
CEO-020;2;120.0;60.0;70.71067811865476;10.0;110.0;CAJA OCTOG 100X55MM 3/4 (F.G 1.20).;99.52574261044764
CPE-00160;7;118.0;16.857142857142858;10.415190371577012;2.0;25.0;CAJA DE PASE 150X150X50MM 3/4 (F. G. 1.20);99.52844339284829
CP-00049;8;117.0;14.625;12.443443482986762;2.0;40.0;CAJA DE PASE 300X300X100MM (F.G. 1.50);99.53112128726248
COC-00011;5;116.0;23.2;20.27806696901852;6.0;50.0;CONECTOR RECTO HUB  20MM  3/4;99.53377629369022
CP-00099;2;114.0;57.0;60.81118318204309;14.0;100.0;CAJA DE PASE 150X150X100MM 1/2 (F.G. 1.50);99.53638552414508
CPE-00062;14;113.0;8.071428571428571;5.967402291608143;1.0;20.0;CAJA DE PASE 200X200X75MM CIEGA (F.G. 1.20).;99.5389718666135
SCHU-0015;2;110.0;55.0;63.63961030678928;10.0;100.0;CAJA SCHUKO 130X71X52MM 3/4 (F. G. 1.20);99.54148954512256
ABZ-00017;3;110.0;36.666666666666664;23.094010767585033;10.0;50.0;ABRAZADERA FG 2 OREJAS 65MM	;99.54400722363162
CPE-00415;2;110.0;55.0;63.63961030678928;10.0;100.0;CAJA DE PASE 200X200X80MM CIEGA (F.G. 1.20);99.5465249021407
CER 007;2;109.0;54.5;24.748737341529164;37.0;72.0;CAJA RECT 100X55X40MM 3/4 (F. G. 1.15);99.54901969266332
CP-00086;10;108.0;10.8;7.955431408094025;1.0;29.0;CAJA DE PASE 150X150X100MM 1/2 (F.G. 1.20).;99.55149159519951
CP-00054;16;108.0;6.75;5.471136384091822;1.0;19.0;CAJA DE PASE 300X300X100MM CIEGA (F. G. 1.50).;99.55396349773568
TPM-00005;1;108.0;108.0;;108.0;108.0;TAPA CON MARCO 350X300MM (F.G 1.20);99.55643540027187
BANR-00036;2;108.0;54.0;5.091168824543144;50.4;57.6;BANDEJA RANURADA 1000X100MM (F.G. 1.20);99.55890730280804
COC-00010;7;108.0;15.428571428571429;21.21208101418578;1.0;60.0;CONECTOR HERMETICO 25MM;99.56137920534422
TBC-00008;6;107.0;17.833333333333332;17.279081765726637;2.0;40.0;"TUBERIA CONDUIT EMT 40MM/ 1 1/2"" X 3MTS-UL PESADO";99.56382821989395
GA-00010;5;107.0;21.4;17.21336689901194;5.0;44.0;GABINETE ADOSABLE 650X350X150MM Ø ESP (F. G. 1.50);99.56627723444369
CPE-00124;5;107.0;21.4;27.40072991728505;1.0;64.0;CAJA DE PASE 650X350X150MM CIEGA (F.G. 1.20);99.56872624899341
CPE-00083;8;106.0;13.25;18.218906976780232;1.0;50.0;CAJA DE PASE 250X250X150MM (F. G. 0.75).;99.57115237555671
CPE-00157;8;105.0;13.125;28.068474944575915;1.0;82.0;CAJA DE PASE 150X150X50MM CIEGA (F.G. 1.20);99.57355561413354
CPE-00162;22;101.0;4.590909090909091;6.200300230127807;1.0;30.0;CAJA DE PASE 150X150X75MM CIEGA (F. G. 1.20).;99.5758673007646
CPE-00232;4;101.0;25.25;22.23173407541571;6.0;45.0;CAJA DE PASE 250X250X120MM CIEGA (F. G. 1.50);99.57817898739566
CEO-021;3;101.0;33.666666666666664;31.78574103797697;11.0;70.0;CAJA OCTOG 100X40MM CIEGO (F. G. 1.20).;99.58049067402672
CPE-01090;1;100.0;100.0;;100.0;100.0;CAJA DE PASE 150X150X80MM 3/4 (F.G. 1.20).;99.58277947267132
CPE-00259;2;100.0;50.0;0.0;50.0;50.0;"CAJA DE PASE 100X100X100MM 1"" (F.G. 0.70)";99.58506827131593
CEO-037;1;100.0;100.0;;100.0;100.0;"CAJA OCTOG 100X50MM BR 1"" (F.G 1.20)";99.58735706996055
ABZ-00003;1;100.0;100.0;;100.0;100.0;"ABRAZADERA CONDUIT 1 OREJA 2""  EMT - RIGID";99.58964586860516
CPE-00006;2;100.0;50.0;0.0;50.0;50.0;CAJA DE PASE 100X100X55MM HCO ESP (F.G. 1.50);99.59193466724976
CPE-01058;1;100.0;100.0;;100.0;100.0;CAJA DE PASE 150X150X50MM CIEGA (F.G. 0.80);99.59422346589437
PTM-00001;9;100.0;11.11111111111111;15.822803516163345;1.0;50.0;PORTAMEDIDOR COMPLAC INTERIOR.;99.59651226453899
ABZ-00011;1;100.0;100.0;;100.0;100.0;"ABRAZADERA 2 OREJAS 1/2"" EMT";99.5988010631836
'11;2;100.0;50.0;0.0;50.0;50.0;PEGAMENTO DE 1/4  AZUL;99.6010898618282
CPE-01057;1;100.0;100.0;;100.0;100.0;CAJA DE PASE 200X200X70MM CIEGA (F. G. 0.80);99.60337866047281
TOR-00004;3;100.0;33.333333333333336;15.275252316519468;20.0;50.0;TARUGO NARANJA  3/8;99.60566745911743
CP-00004;1;100.0;100.0;;100.0;100.0;00000;99.60795625776204
CUC-00007;17;99.0;5.823529411764706;4.693550017279659;1.0;15.0;"CURVA EMT 40MM/ 1 1/2"" -UL";99.6102221684202
CUC-00012;14;99.0;7.071428571428571;6.798917172997088;1.0;24.0;"CURVA EMT 50MM/  2"" -UL";99.61248807907836
GA-00004;6;98.0;16.333333333333332;10.112698288126007;2.0;25.0;GABINETE ADOSABLE 200X200X150MM CIEGA (F. G. 1.50);99.61473110175008
ABZ-00026;4;98.0;24.5;24.241837114102278;8.0;60.0;"ABRAZADERA UNISTRUT 2 1/2"" EMT - RIGID";99.6169741244218
ABZ-00022;5;98.0;19.6;18.297540818372287;2.0;50.0;"ABRAZADERA CONDUIT 2 OREJA 1-1/4"" EMT";99.61921714709352
CP-00062;13;95.0;7.3076923076923075;6.459935698655927;1.0;19.0;CAJA DE PASE 350X350X100MM CIEGA (F. G. 1.20);99.6213915058059
TBC-00020;3;95.0;31.666666666666668;23.629078131263043;5.0;50.0;TUBERIA CONDUIT FLEXIBLE LIVIANO 65MM 2 1/2”	;99.62356586451827
CPE-00145;7;94.0;13.428571428571429;11.516034370348486;1.0;30.0;CAJA DE PASE 150X150X70MM CIEGA (F.G. 1.20);99.6257173352442
UNC-00013;6;93.0;15.5;12.864680330268607;5.0;40.0;"UNION EMT 65MM/ 2"" 1/2-UL";99.62784591798369
CP-00026;5;93.0;18.6;19.844394674567425;1.0;40.0;CAJA DE PASE 150X150X100MM (F. G. 1.15);99.62997450072318
ABZ-00018;9;92.0;10.222222222222221;15.295242542844637;1.0;50.0;"ABRAZADERA 2 OREJAS 2"" EMT";99.63208019547622
'34;2;91.0;45.5;41.71930009000631;16.0;75.0;CAJA DE PASE 650X350X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20);99.63416300224281
CPE-00033;3;91.0;30.333333333333332;25.403411844343534;1.0;45.0;CAJA DE PASE 150X150X50MM  3/4 (F.G. 0.75).;99.63624580900941
TOR-00003;2;90.0;45.0;7.0710678118654755;40.0;50.0;TORNILLO SPACK TROP  6X40;99.63830572778957
CPE-00088;5;89.0;17.8;12.13260071048248;2.0;35.0;CAJA DE PASE 250X250X150MM CIEGA (F.G. 1.50);99.64034275858327
CPE-01063;1;89.0;89.0;;89.0;89.0;CAJA DE PASE 700X700X500MM CIEGA (F.G.1.50);99.64237978937697
CPE-00276;5;89.0;17.8;16.754103974847474;1.0;40.0;"CAJA GANG 100X100X50MM 1"" (F.G. 1.20).";99.64441682017068
TBC-00010;4;89.0;22.25;6.34428877022476;15.0;30.0;"TUBERIA CONDUIT EMT 65MM/ 2 1/2"" X 3MTS-UL PESADO";99.64645385096438
CPE-00069;7;88.0;12.571428571428571;10.921799956312801;2.0;30.0;CAJA DE PASE 200X200X150MM CIEGA (F.G. 1.50);99.64846799377163
PB-00003;1;88.0;88.0;;88.0;88.0;PLACA BASE 550X250MM;99.65048213657889
TPTF-00008;2;88.0;44.0;60.81118318204309;1.0;87.0;TAPA TELEFONICA 250X250MM (F.G. 1.20);99.65249627938614
CERE-007;2;88.0;44.0;59.39696961966999;2.0;86.0;CAJA RECT 100X60X50MM 1/2 (F.G. 1.00);99.65451042219341
TP-0004;2;86.0;43.0;41.012193308819754;14.0;72.0;TAPA CIEGA 350X350MM (F.G. 0.75);99.65647878902777
ABZ-00010;3;86.0;28.666666666666668;16.289055630494154;10.0;40.0;"ABRAZADERA UNISTRUT 3"" EMT - RIGID";99.65844715586213
CP-00097;2;86.0;43.0;59.39696961966999;1.0;85.0;CAJA DE PASE 150X150X100MM CIEGA (F. G. 0.80)	;99.6604155226965
CP-00089;4;85.0;21.25;23.542514733987108;2.0;50.0;CAJA DE PASE 200X200X100MM HCO ESP (F. G. 1.20);99.66236100154441
TP-0024;2;85.0;42.5;10.606601717798213;35.0;50.0;TAPA 150X150MM (F.G. 1.20);99.66430648039234
CP-00036;6;85.0;14.166666666666666;18.540945678866183;3.0;51.0;CAJA DE PASE 200X200X100MM (F. G. 0.90);99.66625195924026
'48;2;85.0;42.5;45.96194077712559;10.0;75.0;CAJA DE PASE 150X150X100MM 1/2 (F.G.0.75);99.66819743808817
CP-00031;7;83.0;11.857142857142858;8.39500985563391;4.0;30.0;CAJA DE PASE 150X150X100MM CIEGA (F. G. 0.90);99.6700971409632
CPE-00579;25;83.0;3.32;3.0512292604784714;1.0;12.0;CAJA DE PASE 250X250X150MM CIEGA (F.G. 0.75).;99.67199684383823
CPE-00325;2;83.0;41.5;12.020815280171307;33.0;50.0;CAJA DE PASE 300X300X100MM 3/4 (F.G.0.75);99.67389654671325
CUC-00003;10;82.0;8.2;6.941021378570864;1.0;19.0;"CURVA EMT 35MM/ 1 1/4"" -UL";99.67577336160183
TPBJ-00009;1;81.0;81.0;;81.0;81.0;TAPA PARA BANDEJA 800X100X2400MM (F.G. 1.50);99.67762728850397
CPE-00255;1;80.0;80.0;;80.0;80.0;CAJA DE PASE 100X100X55MM 1/2 (F. G. 1.50);99.67945832741965
CPE-00028;8;78.0;9.75;10.700467279516348;1.0;26.0;CAJA DE PASE 100X100X100MM CIEGA (F. G. 0.75).;99.68124359036246
CPE-00044;4;78.0;19.5;10.535653752852738;5.0;30.0;CAJA DE PASE 150X150X75MM (F. G. 1.50).;99.68302885330525
CERCD-00001;18;78.0;4.333333333333333;3.564531154716027;1.0;15.0;CAJA RECTANGULAR CONDUIT TIPO RAWELT 4X2´´ 3/4´´ 3 SALIDAS ALUMINIO;99.68481411624803
BANR-00013;4;74.2;18.55;17.053152201279385;1.0;36.0;BANDEJA RANURADA 400X100MM (F.G. 1.20);99.68651240484235
CERCD-00002;10;74.0;7.4;7.229568912920511;1.0;20.0;CAJA RECTANGULAR CONDUIT 1/2 (ALUMINIO);99.68820611583935
CPE-01047;3;73.0;24.333333333333332;25.32455988429677;5.0;53.0;CAJA DE PASE 250X250X100MM CIEGA (F. G. 0.80).;99.68987693884992
ABZ-00009;3;73.0;24.333333333333332;18.175074506954115;4.0;39.0;ABRAZADERA CONDUIT TIPO O 3/4;99.69154776186049
'58;5;72.0;14.4;27.73625785862253;1.0;64.0;CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20);99.6931956968846
CPE-00068;6;72.0;12.0;12.181953866272849;1.0;30.0;CAJA DE PASE 200X200X150MM (F.G. 1.20).;99.69484363190873
SCHU-0031;2;72.0;36.0;0.0;36.0;36.0;CAJA SCHUKO 100X75X50MM 3/4 (F. G. 1.50);99.69649156693285
CPE-00005;1;70.0;70.0;;70.0;70.0;CAJA DE PASE 100X100X55MM  3/4 (F. G. 0.90);99.69809372598407
BANR-00063;3;70.0;23.333333333333332;17.672954855748753;3.0;35.0;BANDEJA RANURADA 650X100MM (F.G. 1.50);99.6996958850353
COC-00020;8;70.0;8.75;9.176834188013082;1.0;26.0;"CONECTOR EMT 65MM/ 2 1/2"" -UL	";99.70129804408653
'1;12;68.0;5.666666666666667;7.126561498217691;1.0;26.0;PLANCHA GALVANIZADA F°G° 1.45 (1200x2400mm);99.70285442716485
CPE-01044;1;67.0;67.0;;67.0;67.0;CAJA DE PASE 200X200X150MM (F. G. 0.80).;99.70438792225674
TPBJ-00010;1;67.0;67.0;;67.0;67.0;TAPA PARA BANDEJA 120X80X2400MM (F.G. 1.50);99.70592141734863
CPE-00060;5;67.0;13.4;16.28803241647069;1.0;39.0;CAJA DE PASE 200X200X75MM (F.G. 1.20);99.70745491244053
CPE-00690;2;67.0;33.5;38.890872965260115;6.0;61.0;CAJA DE PASE 400X400X120MM C/H (F. G. 0.70);99.70898840753242
CPE-00435;1;66.0;66.0;;66.0;66.0;CAJA DE PASE 250X250X150MM CIEGA (F. G. 0.90);99.71049901463786
UNC-00006;4;66.0;16.5;12.151817422372122;2.0;30.0;"UNION EMT 100MM/ 4"" -UL";99.71200962174329
SCHU-0014;1;65.0;65.0;;65.0;65.0;CAJA SCHUKO 106X71X52  3/4 (F°G° 1.20);99.71349734086229
CPE-00517;1;65.0;65.0;;65.0;65.0;CAJA DE PASE 300X300X130MM CIEGA (F.G. 1.20);99.71498505998129
CPE-00042;1;64.0;64.0;;64.0;64.0;"CAJA DE PASE 150X150X75MM 1/2"" (F. G.1.20)";99.71644989111384
CPE-00426;2;64.0;32.0;0.0;32.0;32.0;CAJA GANG 100X100X50MM  (F. G. 0.90);99.71791472224639
CPE-00557;2;64.0;32.0;39.59797974644666;4.0;60.0;CAJA DE PASE 100X100X70MM 1/2 (F. G. 1.20);99.71937955337894
CPE-00056;11;64.0;5.818181818181818;5.250108223992755;2.0;20.0;CAJA DE PASE 150X150X150MM CIEGA (F. G. 1.20).;99.7208443845115
CPE-00673;4;63.0;15.75;7.932002689527196;6.0;24.0;CAJA DE PASE 200X200X100MM 1/2 (F.G. 0.75);99.7222863276576
CP-00071;14;63.0;4.5;4.653369333487957;1.0;20.0;CAJA DE PASE 400X400X100MM CIEGA (F.G. 1.20);99.7237282708037
'39;2;62.0;31.0;1.4142135623730951;30.0;32.0;CAJA DE PASE 200X200X75MM 1 1/4” (F.G 1.50);99.72514732596336
CPE-00614;1;62.0;62.0;;62.0;62.0;CAJA DE PASE RECT 100X50X50MM 3/4 (F.G. 1.50);99.72656638112302
ABZ-00005;3;62.0;20.666666666666668;25.716402029314548;2.0;50.0;"ABRAZADERA UNISTRUT 1/2""  EMT - RIGID";99.72798543628268
CPE-00026;4;61.0;15.25;7.088723439378913;5.0;20.0;CAJA DE PASE 100X100X100MM  3/4 (F.G. 1.20);99.72938160345589
GA-00023;4;60.0;15.0;6.0;8.0;20.0;GABINETE ADOSABLE 350X350X150MM CIEGA (F. G. 1.20);99.73075488264266
CPE-00238;14;60.0;4.285714285714286;3.1726856235583862;1.0;8.0;CAJA DE PASE 500X500X200MM CIEGA (F.G. 1.20);99.73212816182942
CPE-00671;2;60.0;30.0;28.284271247461902;10.0;50.0;CAJA DE PASE 150X150X100MM 3/4 (F.G. 0.75);99.73350144101619
CPEH-00041;1;60.0;60.0;;60.0;60.0;CAJA DE PASE 100X100X100MM HERMETICA (F.G. 0.90);99.73487472020295
CPE-01000;1;60.0;60.0;;60.0;60.0;CAJA DE PASE 100X100X75MM (F.G. 1.20);99.73624799938972
CPE-00613;6;59.0;9.833333333333334;10.342469079802301;1.0;30.0;CAJA DE PASE 250X250X75MM (F.G.0.75);99.73759839059004
CPE-00676;4;59.0;14.75;12.093386622447824;4.0;32.0;CAJA DE PASE 200X200X50MM CIEGA (F.G. 1.20);99.73894878179036
BANE-00030;1;59.0;59.0;;59.0;59.0;BANDEJA ESCALERILLA 300X70X2400MM C/TAPA ( F. G. 1.50);99.74029917299067
CPE-00079;10;58.0;5.8;5.094659513211414;3.0;20.0;CAJA DE PASE 250X250X100MM CIEGA (F. G. 1.50);99.74162667620455
COC-00006;5;56.0;11.2;10.894952959971878;1.0;28.0;"CONECTOR EMT 100MM/ 4"" -UL";99.74290840344554
CPE-00893;2;56.0;28.0;0.0;28.0;28.0;CAJA DE PASE 300X270X200MM CIEGA  (F.G. 1.20).;99.74419013068652
CPE-00184;15;56.0;3.7333333333333334;3.7314621160892845;1.0;14.0;CAJA DE PASE 300X300X150MM  CIEGA  (F. G. 0.75).;99.7454718579275
GA-00006;5;56.0;11.2;5.718391382198319;1.0;14.0;GABINETE ADOSABLE 300X300X100MM  ESP (F.G. 1.50);99.74675358516848
CP-00105;7;55.0;7.857142857142857;6.1759903774906535;1.0;18.0;CAJA DE PASE 80X80X50MM CIEGA (F. G. 1.20);99.74801242442301
CPE-00311;1;54.0;54.0;;54.0;54.0;CAJA DE PASE 150X150X70MM / CIEGA (F. G. 0.90);99.74924837569111
CPE-00092;6;54.0;9.0;6.0332412515993425;4.0;20.0;CAJA DE PASE 300X300X120MM CIEGA (F. G. 1.20);99.7504843269592
CPE-00146;11;53.0;4.818181818181818;4.423079963513701;1.0;11.0;CAJA DE PASE 400X300X150MM CIEGA (F.G. 1.20).;99.75169739024084
TBC-00022;3;53.0;17.666666666666668;28.00595174839329;1.0;50.0;TUBERIA CONDUIT FLEXIBLE LIVIANO 102MM 4”	;99.75291045352247
CPE-01052;1;53.0;53.0;;53.0;53.0;CAJA DE PASE 350X350X120MM (F. G. 1.20);99.75412351680413
CPE-00562;5;52.0;10.4;5.366563145999495;4.0;16.0;CAJA DE PASE 200X100X70MM 3/4 (F. G. 1.20);99.75531369209932
CPE-00957;2;51.0;25.5;34.64823227814083;1.0;50.0;CAJA DE PASE 150X150X75MM 3/4 (F. G.0.75).;99.75648097940807
CPE-00148;4;51.0;12.75;9.535023160258536;4.0;21.0;CAJA DE PASE 300X300X120MM CIEGA (F. G. 1.50);99.75764826671683
CEO-036;1;50.0;50.0;;50.0;50.0;"CAJA OCTOG 100X55MM BR 1"" (F.G 1.50).";99.75879266603913
CERE-016;1;50.0;50.0;;50.0;50.0;CAJA RECT 100X60X50MM BC 3/4 (F.G. 1.20);99.75993706536143
CPE-00046;1;50.0;50.0;;50.0;50.0;"CAJA DE PASE 150X150X75MM 3/4"" (F. G.1.20)";99.76108146468374
GA-00078;2;50.0;25.0;14.142135623730951;15.0;35.0;GABINETE ADOSABLE 450X350X180MM CIEGO (F.G. 1.20);99.76222586400604
TCE-00004;1;50.0;50.0;;50.0;50.0;TACO DE EXPANSION MINI  3/8;99.76337026332835
CPE-00065;2;50.0;25.0;24.041630560342615;8.0;42.0;CAJA DE PASE 200X200X120MM CIEGA (F. G. 1.20);99.76451466265065
CPE-00915;1;50.0;50.0;;50.0;50.0;"CAJA DE PASE 150X150X50MM 1"" (F. G.1.20)";99.76565906197295
PN-00004;1;50.0;50.0;;50.0;50.0;PERNO CAB PAN NC G°2 1/4” X 2” + TURCA;99.76680346129527
RUNIS-00002;1;50.0;50.0;;50.0;50.0;RIEL UNISTRUT BAJO LISO 40X20X2.400mm (F°G° 1.50);99.76794786061757
CPE-00009;1;50.0;50.0;;50.0;50.0;CAJA DE PASE 100X100X55MM 1/2 (F. G. 0.90);99.76909225993987
SCHU-0016;1;50.0;50.0;;50.0;50.0;CAJA SCHUKO 125X75X75MM CIEGA (F. G. 1.20);99.77023665926218
CPE-00187;4;50.0;12.5;12.396235987858034;1.0;26.0;"CAJA GANG 100X100X50MM 1"" (F.G. 1.50)";99.77138105858448
CPE-00123;4;49.0;12.25;7.5;1.0;16.0;CAJA DE PASE 450X400X250MM CIEGA (F.G.1.50);99.77250256992035
CP-00042;2;49.0;24.5;20.506096654409877;10.0;39.0;CAJA DE PASE 200X200X100MM CIEGA (F. G. 0.90);99.7736240812562
CPE-00114;2;48.0;24.0;0.0;24.0;24.0;CAJA DE PASE 400X400X200MM (F. G. 1.20);99.77472270460561
CPE-00233;2;48.0;24.0;0.0;24.0;24.0;CAJA DE PASE 350X650X150MM CIEGA (F. G. 1.50);99.77582132795503
CPE-00161;11;47.0;4.2727272727272725;3.951984541743783;1.0;15.0;CAJA DE PASE 250X250X100MM CIEGA (F. G. 0.90);99.77689706331799
CP-00106;2;46.0;23.0;28.284271247461902;3.0;43.0;CAJA DE PASE 120X120X100MM CIEGA (F. G. 1.20);99.77794991069452
CPE-00715;6;46.0;7.666666666666667;5.573747990954262;1.0;15.0;CAJA PASE 100X50X40MM CIEGA (F.G. 1.20);99.77900275807103
CPE-00716;7;45.0;6.428571428571429;4.503966505838414;3.0;13.0;CAJA PASE 100X100X40MM CIEGA (F.G. 1.20);99.78003271746111
CPE-00446;1;45.0;45.0;;45.0;45.0;CAJA DE PASE 150X150X100MM CIEGA (F. G. 1.20)*;99.78106267685118
CPE-00495;11;45.0;4.090909090909091;2.6250541119963775;2.0;8.0;CAJA DE PASE 200X200X150MM CIEGA (F. G. 0.75).;99.78209263624126
CPE-00115;2;45.0;22.5;0.7071067811865476;22.0;23.0;CAJA DE PASE 400x400x200MM Ø ESP (F.G. 1.50);99.78312259563133
CPE-00064;5;45.0;9.0;4.358898943540674;2.0;14.0;"CAJA DE PASE 200X200X100MM 1"" (F.G. 1.50)";99.78415255502141
CPE-00250;3;45.0;15.0;7.0;8.0;22.0;CAJA DE PASE 400X400X200MM CIEGA (F. G. 1.50);99.78518251441149
GA-00039;4;44.0;11.0;7.958224257542215;3.0;22.0;GABINETE ADOSABLE 1000X550X150MM CIEGA (F. G. 1.50);99.78618958581511
CTF-00023;1;44.0;44.0;;44.0;44.0;CAJA TELEF. 200X120X100MM (F. G. 1.20);99.78719665721874
CPE-00099;2;44.0;22.0;0.0;22.0;22.0;CAJA DE PASE 300X300X150MM 1” (F.G. 1.50);99.78820372862236
CUC-00006;4;44.0;11.0;8.082903768654761;4.0;22.0;"CURVA EMT 100MM/ 4"" -UL";99.789210800026
BANR-00093;2;44.0;22.0;0.0;22.0;22.0;BANDEJA RANURADA 350X100X2400MM C/TAPA (F.G. 1.20);99.79021787142962
CPE-00144;4;44.0;11.0;13.038404810405298;2.0;30.0;CAJA DE PASE 250X250X75MM CIEGA (F.G. 0.75);99.79122494283325
CPE-00112;13;43.0;3.3076923076923075;2.780426087988895;1.0;9.0;CAJA DE PASE 400X400X150MM CIEGA (F.G. 1.20);99.79220912625044
GA-00069;1;43.0;43.0;;43.0;43.0;GABINETE ADOSABLE 300X300X130MM CIEGA (F.G. 1.20);99.79319330966761
CPE-00945;1;42.0;42.0;;42.0;42.0;"CAJA DE PASE 125X125X75MM 1"" (F. G. 0.75)";99.79415460509836
TP-0015;2;42.0;21.0;26.870057685088806;2.0;40.0;TAPA CIEGA 500X500MM (F.G. 0.75);99.79511590052908
CPE-00221;6;42.0;7.0;5.019960159204453;2.0;16.0;CAJA DE PASE 450X450X200MM CIEGA (F. G. 1.50);99.79607719595982
'81;14;42.0;3.0;2.6311740579210876;1.0;10.0;CAJA DE PASE 300X300X200 CIEGA (F.G.1.20);99.79703849139057
CPE-00138;7;41.0;5.857142857142857;7.5813053279887415;1.0;22.0;CAJA DE PASE  350X350X150MM  CIEGA (F.G. 1.20);99.79797689883485
CPE-01062;1;41.0;41.0;;41.0;41.0;CAJA DE PASE 150X150X70MM (F.G. 1.50);99.79891530627914
CPEH-00058;2;40.0;20.0;0.0;20.0;20.0;CAJA DE PASE 100X100X50 CIEGA HERMETICA (F:G. 0.70);99.79983082573699
CPE-00674;1;40.0;40.0;;40.0;40.0;CAJA DE PASE 150X150X100MM CIEGA (F. G. 0.75)	;99.80074634519482
CPE-00652;3;40.0;13.333333333333334;4.618802153517006;8.0;16.0;CAJA DE PASE 100X100X70MM 3/4 (F. G. 1.20);99.80166186465267
CPE-00600;1;40.0;40.0;;40.0;40.0;CAJA DE PASE 300X150X120MM CIEGA (F.G. 1.20);99.80257738411052
GA-00042;5;40.0;8.0;2.5495097567963922;5.0;12.0;GABINETE ADOSABLE 1100X550X150MM CIEGA (F.G. 1.50);99.80349290356837
CPE-00988;1;40.0;40.0;;40.0;40.0;CAJA DE PASE 150X100X100MM CIEGA (F. G. 1.20);99.8044084230262
CECCD-00001;9;40.0;4.444444444444445;5.002777006601211;1.0;15.0;CAJA CUADRADA CONDUIT 4X4X2``3/4´´ 3 SALIDAS ALUMINIO;99.80532394248405
CPE-01027;1;40.0;40.0;;40.0;40.0;CAJA DE PASE 100X100X60MM 3/4 (F.G.0.90);99.8062394619419
CP-00090;1;40.0;40.0;;40.0;40.0;CAJA DE PASE 100X100X50MM (F.G. 1.20);99.80715498139973
UNC-00005;3;40.0;13.333333333333334;6.110100926607786;8.0;20.0;"UNION EMT 75MM/ 3"" -UL";99.80807050085758
COLG-00006;1;40.0;40.0;;40.0;40.0;COLGADORES  1/2” TIPO GOTA;99.80898602031543
TPBC-00008;1;40.0;40.0;;40.0;40.0;TAPA BISELADA CIEGA 200X200MM (F. G. 0.75);99.80990153977326
COLG-00002;2;40.0;20.0;0.0;20.0;20.0;COLGADORES 3” TIPO GOTA;99.81081705923111
'47;3;40.0;13.333333333333334;3.055050463303893;10.0;16.0;CAJA DE PASE 150X150X70MM HCO ESP (F.G.1.50);99.81173257868896
CPE-00937;3;39.0;13.0;9.643650760992955;2.0;20.0;CAJA DE PASE 250X250X100MM 1/2 (F.G. 1.20).;99.81262521016036
BANL-00011;1;38.4;38.4;;38.4;38.4;BANDEJA LISA 300X100MM (F.G. 1.50);99.81350410883991
CPE-00213;6;38.0;6.333333333333333;4.08248290463863;2.0;10.0;"CAJA DE PASE 200X200X100MM 1"" (F. G.1.20)";99.81437385232485
TPC-00054;1;38.0;38.0;;38.0;38.0;TAPA CIEGA 350X650 MM (F°G°0.7);99.8152435958098
CPE-00051;4;37.0;9.25;6.18465843842649;1.0;16.0;"CAJA DE PASE 150X150X100MM 1"" (F.G. 1.50)";99.81609045130831
