Código;Stock_Min;Stock_Promedio;Stock_Max;Stock_Std;Num_Registros;Bodega_Principal
CTF-00044;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPTB-00002;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01039;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00524;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00899;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00898;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01041;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CR-00021;0.0;0.2857142857142857;1.0;0.4879500364742666;7;Sin asignar
CUC-00015;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GA-00053;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPC-00044;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01006;0.0;0.2857142857142857;1.0;0.48795003647426666;7;Sin asignar
CPE-01075;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GA-00029;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01105;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
REDUC-00058;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
PB-00006;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00679;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
MCN-00011;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
HJC-00006;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
HJC-00005;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
HJC-00002;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GA-00045;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GECI-00006;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GA-00077;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GA-00076;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GA-00075;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GA-00074;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GA-00072;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00697;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01092;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00831;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TER-00006;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPEH-00067;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TER-00007;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPC-00039;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPEH-00042;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPEH-00031;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPC-00038;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPEH-00023;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
GA-00015;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPC-00034;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01093;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00606;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPBJ-00013;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPB-0007;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00616;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00860;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPB-0005;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TP-0025;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01009;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00634;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TP-0021;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01072;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00604;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01016;0.0;0.2857142857142857;1.0;0.48795003647426666;7;Sin asignar
CPE-00453;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00082;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00038;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00153;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00075;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00076;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00077;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00080;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00366;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00289;0.0;0.2857142857142857;1.0;0.4879500364742666;7;Sin asignar
CP-00069;0.0;0.2857142857142857;1.0;0.48795003647426666;7;Sin asignar
CP-00052;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00364;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00095;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00361;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00091;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00090;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00088;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00151;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00152;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00062;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00073;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CP-00037;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00162;0.0;0.2857142857142857;1.0;0.48795003647426666;7;Sin asignar
CPE-00331;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
BANR-00073;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00040;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
COC-00021;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00477;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00318;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
BANR-00102;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CJBAME-00158;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00333;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00334;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00131;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00385;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00336;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00208;0.0;0.2727272727272727;1.0;0.4670993664969138;11;Sin asignar
CPE-00515;0.0;0.2727272727272727;1.0;0.4670993664969138;11;Almacen Central
CPE-00397;0.0;0.2727272727272727;1.0;0.4670993664969138;11;Almacen Central
CERCD-00004;0.0;0.2727272727272727;1.0;0.4670993664969138;11;Almacen Punto de Ventas 1
CPE-01102;0.0;0.25;1.0;0.4629100498862757;8;Sin asignar
CPE-01005;0.0;0.25;1.0;0.4629100498862757;8;Sin asignar
CJBAME-00048;0.0;0.2222222222222222;1.0;0.4409585518440985;9;Sin asignar
CPE-00209;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-00205;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
TR-00047;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-00640;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
TR-00048;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-00036;0.0;0.2222222222222222;1.0;0.4409585518440985;9;Sin asignar
CPE-00712;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-00713;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-00207;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-00206;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-00307;0.0;0.2222222222222222;1.0;0.4409585518440985;9;Sin asignar
CJBAME-00049;0.0;0.2222222222222222;1.0;0.4409585518440985;9;Sin asignar
CPE-00086;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
'82;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-00264;0.0;0.2222222222222222;1.0;0.4409585518440985;9;Sin asignar
CPE-00239;0.0;0.2222222222222222;1.0;0.4409585518440985;9;Sin asignar
CPE-00663;0.0;0.2222222222222222;1.0;0.4409585518440985;9;Sin asignar
CJBAME-00085;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CR-000053;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CR-00100;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-00241;0.0;0.2222222222222222;1.0;0.4409585518440985;9;Sin asignar
CPE-00216;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CR-00012;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CR-00112;0.0;0.2222222222222222;1.0;0.44095855184409843;9;Sin asignar
CPE-01087;0.0;0.16666666666666666;1.0;0.408248290463863;6;Sin asignar
CPE-01083;0.0;0.16666666666666666;1.0;0.408248290463863;6;Sin asignar
TV - 00001;0.0;0.16666666666666666;1.0;0.408248290463863;6;Sin asignar
TV - 00002;0.0;0.16666666666666666;1.0;0.408248290463863;6;Sin asignar
CPE-01088;0.0;0.16666666666666666;1.0;0.408248290463863;6;Sin asignar
CPE-01060;0.0;0.16666666666666666;1.0;0.408248290463863;6;Sin asignar
CPE-01082;0.0;0.16666666666666666;1.0;0.408248290463863;6;Sin asignar
CPE-01085;0.0;0.16666666666666666;1.0;0.408248290463863;6;Sin asignar
TV - 00003;0.0;0.16666666666666666;1.0;0.408248290463863;6;Sin asignar
CPE-00338;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
'42;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CTF-00042;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
'41;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01065;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00339;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00360;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CTF-00043;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01066;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPB-0008;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPB-0009;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00039;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01067;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00041;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00044;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPB-0010;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00678;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TP-0010;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TP-0009;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TP-0012;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00720;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00687;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00355;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00696;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00050;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00359;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00358;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00067;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01056;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00368;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01059;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00357;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00356;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00710;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01043;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00711;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01061;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01051;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00134;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00718;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00719;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00721;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00722;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00063;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TP-0026;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00478;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPF-00004;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00337;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00096;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00956;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00955;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00100;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00099;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00098;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00097;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00944;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00922;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00217;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00118;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPC-00047;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
RUNIS-00001;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPC-00050;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00927;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00101;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00117;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CR-00114;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00282;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00102;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00103;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00104;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00269;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00267;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00266;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00975;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00976;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
'97;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CR-00099;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00985;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00986;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00987;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00923;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00918;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00849;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00323;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00064;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00890;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00321;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TBC-00017;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00870;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPB-0013;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00324;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00917;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPB-0012;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01030;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00863;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPB-0011;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01032;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00051;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CR-00054;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPF-00003;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPF-00002;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPF-00001;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00067;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00068;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-01020;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
REDUC-00054;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
REDUC-00057;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CR-00084;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00910;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPCH-00002;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00069;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00913;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TPC-00060;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00070;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00916;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CR-00056;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00990;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00009;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00455;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00013;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00014;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00589;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
GA-00030;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CR-00008;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00592;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00593;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00594;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00595;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TR-00044;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00597;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00598;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TR-00043;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TR-00042;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00601;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00602;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00603;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TR-00041;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00605;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TR-00040;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00607;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00608;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00150;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00610;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00411;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00617;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TR-00034;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00012;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00010;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00512;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00008;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00119;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
HJC-00003;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
HJC-00004;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TER-00009;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00154;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
TCPVC-00002;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00550;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CR-00027;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00558;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
LLT-0001;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00442;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00111;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
DESNV-00005;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
DESNV-00004;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00441;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00568;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00440;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00001;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00571;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00002;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00003;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00004;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00005;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00576;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00006;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00578;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
MCN-00007;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00134;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00609;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00157;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00391;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
BROC-00003;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
BROC-00002;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00156;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPEH-00068;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CTV-0002;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00641;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00642;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00159;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00398;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00492;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00392;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00388;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CJBAME-00156;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CR-00047;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00491;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CP-00016;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
CPE-00387;0.0;0.14285714285714285;1.0;0.37796447300922725;7;Sin asignar
