Código;Stock_Min;Stock_Promedio;Stock_Max;Stock_Std;Num_Registros;Bodega_Principal
'62;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
GA-00073;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
CPE-00573;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
CPE-00978;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
COC-00030;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
CPE-00367;0.0;1.1428571428571428;2.0;1.0690449676496976;7;Sin asignar
CP-00059;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
SCHU-0018;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
CPE-00022;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
CPE-00940;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
CPE-00052;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
VD-00001;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
UNC-00019;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
TV - 00006;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
CPE-01070;0.0;1.1428571428571428;8.0;3.023715784073818;7;Sin asignar
UNI-00003;0.0;1.125;6.0;2.03100960115899;8;Sin asignar
CPE-00895;0.0;1.125;3.0;1.5526475085202969;8;Sin asignar
GA-00003;0.0;1.1;4.0;1.523883926754995;10;Almacen Central
'84;0.0;1.1;4.0;1.7919573407620817;10;Sin asignar
CPE-00409;0.0;1.0952380952380953;6.0;1.9210612146613628;21;Almacen Central
CPE-00151;0.0;1.0909090909090908;10.0;2.9817627489304193;11;Sin asignar
CCL-00005;0.0;1.0909090909090908;5.0;1.92117388356939;11;Almacen Punto de Ventas 1
CPE-00236;0.0;1.0909090909090908;8.0;2.4271195048676715;11;Sin asignar
CPE-00104;0.0;1.0769230769230769;5.0;1.8912755158683456;13;Sin asignar
BANR-00065;0.0;1.0285714285714287;7.2;2.721344205666436;7;Sin asignar
BANR-00004;0.0;1.018181818181818;7.2;2.2008262911089473;11;Sin asignar
CPE-00154;0.0;1.0;3.0;1.5;9;Sin asignar
CPE-00186;0.0;1.0;5.0;1.7320508075688772;17;Almacen Punto de Ventas 1
CPE-01099;0.0;1.0;7.0;2.6457513110645903;7;Sin asignar
CPE-01013;0.0;1.0;10.0;2.7386127875258306;13;Almacen Punto de Ventas 1
TPC-00033;0.0;1.0;7.0;2.6457513110645907;7;Sin asignar
'33;0.0;1.0;3.0;1.7320508075688772;3;Almacen Central
CPE-00450;0.0;1.0;7.0;2.6457513110645907;7;Sin asignar
CPE-00496;0.0;1.0;7.0;2.6457513110645903;7;Sin asignar
CPE-00456;0.0;1.0;4.0;1.7320508075688772;13;Almacen Punto de Ventas 1
BANR-00092;0.0;1.0;8.0;2.6457513110645907;9;Sin asignar
TABA-00027;0.0;1.0;7.0;2.6457513110645903;7;Sin asignar
CPE-00980;0.0;1.0;7.0;2.6457513110645903;7;Sin asignar
CJBAME-00065;0.0;1.0;7.0;2.6457513110645907;7;Sin asignar
TABA-00026;0.0;1.0;7.0;2.6457513110645903;7;Sin asignar
BANR-00032;0.0;1.0;7.0;2.6457513110645903;7;Sin asignar
CPE-01103;0.0;1.0;4.0;1.8516401995451028;8;Sin asignar
TBC-00012;0.0;1.0;7.0;2.6457513110645903;7;Sin asignar
CPE-00953;0.0;1.0;8.0;2.6457513110645907;9;Sin asignar
REDUC-00003;0.0;1.0;3.0;1.4142135623730951;8;Sin asignar
CPEH-00011;0.0;1.0;5.0;1.9999999999999998;9;Sin asignar
CPE-00270;0.0;1.0;7.0;2.6457513110645907;7;Sin asignar
REDUC-00002;0.0;1.0;3.0;1.4142135623730951;8;Sin asignar
REDUC-00001;0.0;1.0;3.0;1.4142135623730951;8;Sin asignar
CPE-00901;0.0;1.0;7.0;2.6457513110645903;7;Sin asignar
TBC-00019;0.0;0.9166666666666666;3.0;1.1645001528813148;12;Almacen Punto de Ventas 1
COC-00018;0.0;0.9090909090909091;6.0;1.868397465987655;11;Almacen Punto de Ventas 1
CPE-00654;0.0;0.9047619047619048;3.0;1.0442586798663398;21;Almacen Punto de Ventas 1
CPE-00133;0.0;0.9;4.0;1.1652874052533586;20;Almacen Central
SCHU-0001;0.0;0.9;2.0;0.8755950357709131;10;Sin asignar
CPE-00577;0.0;0.8888888888888888;6.0;2.0275875100994063;9;Sin asignar
CTF-E-00012;0.0;0.8888888888888888;6.0;2.0275875100994067;9;Sin asignar
CPE-00377;0.0;0.8888888888888888;4.0;1.763834207376394;9;Sin asignar
GA-00018;0.0;0.8888888888888888;6.0;2.0275875100994067;9;Sin asignar
CJBAME-00089;0.0;0.8888888888888888;2.0;1.0540925533894598;9;Sin asignar
CPE-00277;0.0;0.8888888888888888;6.0;2.0275875100994067;9;Sin asignar
CTF-E-00005;0.0;0.8888888888888888;6.0;2.0275875100994067;9;Sin asignar
CCL-00001;0.0;0.8888888888888888;5.0;1.8333333333333333;9;Sin asignar
CPE-00653;0.0;0.8888888888888888;4.0;1.4529663145135576;9;Sin asignar
CR-00020;0.0;0.875;3.0;1.3562026818605373;8;Sin asignar
PLAF-00001;0.0;0.875;6.0;2.100170061141308;8;Sin asignar
TPH-00017;0.0;0.875;4.0;1.3562026818605375;8;Sin asignar
CJBAME-00045;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00963;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00047;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
TPH-00016;0.0;0.8571428571428571;2.0;0.8997354108424375;7;Almacen Punto de Ventas 1
CJBAME-00047;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CJBAME-00046;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
TPM-00006;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CP-00083;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
TV - 00013;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00914;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
TPTF-00006;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CTF-E-00009;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-01055;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
BANR-00082;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00705;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00728;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CJBAME-00073;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
TPBJ-00006;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
TPC-000446;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-01107;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
RUNISP-00002;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00675;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00394;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00643;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
ABZ-00025;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00278;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
GECI-00022;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00941;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPEH-00043;0.0;0.8571428571428571;3.0;1.4638501094227998;7;Sin asignar
CPE-00698;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CPE-00432;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
CJBAME-00074;0.0;0.8571428571428571;6.0;2.2677868380553634;7;Sin asignar
'12;0.0;0.8333333333333334;1.0;0.408248290463863;6;Sin asignar
'15;0.0;0.8333333333333334;1.0;0.408248290463863;6;Sin asignar
'16;0.0;0.8333333333333334;1.0;0.408248290463863;6;Sin asignar
'22;0.0;0.8333333333333334;1.0;0.408248290463863;6;Sin asignar
'23;0.0;0.8333333333333334;1.0;0.408248290463863;6;Sin asignar
'24;0.0;0.8333333333333334;1.0;0.408248290463863;6;Sin asignar
'26;0.0;0.8333333333333334;1.0;0.408248290463863;6;Sin asignar
TPD-00002;0.0;0.8333333333333334;5.0;2.041241452319315;6;Sin asignar
CPE-00681;0.0;0.8181818181818182;4.0;1.4709304414677002;11;Sin asignar
CPE-00689;0.0;0.8181818181818182;3.0;0.9816498172140428;11;Sin asignar
COC-00027;0.0;0.7777777777777778;4.0;1.5634719199411433;9;Sin asignar
CPE-00443;0.0;0.7777777777777778;5.0;1.7159383568311666;9;Sin asignar
CPE-00864;0.0;0.7692307692307693;3.0;1.0127393670836666;13;Almacen Punto de Ventas 1
CP-00085;0.0;0.7333333333333333;3.0;1.162919151265879;15;Almacen Central
TPC-00035;0.0;0.7272727272727273;6.0;1.7939291563999449;11;Almacen Central
CP-00072;0.0;0.7272727272727273;5.0;1.5550504230351563;11;Almacen Central
CPE-00399;0.0;0.7142857142857143;5.0;1.8898223650461359;7;Sin asignar
CPE-00695;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPE-00983;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPE-00471;0.0;0.7142857142857143;5.0;1.8898223650461359;7;Sin asignar
CPE-00433;0.0;0.7142857142857143;5.0;1.8898223650461359;7;Sin asignar
CPE-00947;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPE-00735;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CR-00060;0.0;0.7142857142857143;2.0;0.7559289460184545;7;Sin asignar
CR-00113;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPE-00024;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPE-01069;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPEH-00032;0.0;0.7142857142857143;5.0;1.8898223650461359;7;Sin asignar
RUNIS-00009;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CTF-E-00014;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CCL-00003;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPE-01048;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPEH-00066;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CP-00051;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPE-00117;0.0;0.7142857142857143;5.0;1.8898223650461359;7;Sin asignar
CPE-00150;0.0;0.7142857142857143;5.0;1.8898223650461359;7;Sin asignar
CR-00119;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPE-00149;0.0;0.7142857142857143;5.0;1.8898223650461359;7;Sin asignar
UNC-00016;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
CPEH-00004;0.0;0.7142857142857143;5.0;1.8898223650461359;7;Sin asignar
TP-0019;0.0;0.7142857142857143;5.0;1.889822365046136;7;Sin asignar
TPC-00036;0.0;0.7;2.0;0.6749485577105528;10;Sin asignar
CPE-00098;0.0;0.6923076923076923;2.0;0.8548504142651103;13;Sin asignar
CP-00055;0.0;0.6666666666666666;2.0;0.9759000729485332;15;Almacen Punto de Ventas 1
CPE-00247;0.0;0.6666666666666666;5.0;1.6583123951776997;9;Sin asignar
CPE-00136;0.0;0.6666666666666666;2.0;0.9759000729485332;15;Almacen Central
CP-00087;0.0;0.6666666666666666;2.0;1.1547005383792517;3;Almacen Punto de Ventas 1
BANE-00011;0.0;0.6666666666666666;3.0;1.1180339887498947;9;Sin asignar
CP-00065;0.0;0.6666666666666666;4.0;1.4142135623730951;9;Sin asignar
CPEH-00052;0.0;0.6666666666666666;3.0;1.3228756555322951;9;Sin asignar
CPE-00451;0.0;0.6666666666666666;2.0;1.1547005383792517;3;Almacen Central
TPC-00057;0.0;0.6666666666666666;2.0;1.1547005383792517;3;Almacen Central
TR-00046;0.0;0.6666666666666666;3.0;1.3228756555322951;9;Sin asignar
CPE-00222;0.0;0.6666666666666666;4.0;1.1751393027860064;15;Almacen Central
'77;0.0;0.6666666666666666;2.0;1.1547005383792517;3;Almacen Central
CP-00079;0.0;0.6363636363636364;4.0;1.2862913567871994;11;Sin asignar
CR-00075;0.0;0.625;2.0;0.7440238091428449;8;Sin asignar
TPTF-00012;0.0;0.625;2.0;0.7440238091428449;8;Sin asignar
CR-00022;0.0;0.625;2.0;0.9161253813129042;8;Sin asignar
CZR-00003;0.0;0.625;2.0;0.9161253813129042;8;Sin asignar
GA-00025;0.0;0.625;3.0;1.1877349391654208;8;Sin asignar
CPE-00866;0.0;0.625;2.0;0.7440238091428449;8;Sin asignar
CPE-00224;0.0;0.6153846153846154;4.0;1.192927878405448;13;Sin asignar
CPE-00584;0.0;0.5789473684210527;4.0;1.0173926082384548;19;Almacen Punto de Ventas 1
CPE-00332;0.0;0.5714285714285714;1.0;0.5345224838248488;7;Sin asignar
CPE-00479;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00921;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00977;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00974;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00973;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00889;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00327;0.0;0.5714285714285714;1.0;0.5345224838248488;7;Sin asignar
CPE-00105;0.0;0.5714285714285714;1.0;0.5345224838248488;7;Sin asignar
CPE-00967;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CP-00098;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00014;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00328;0.0;0.5714285714285714;1.0;0.5345224838248488;7;Sin asignar
CTF-00029;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00737;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CCL-00012;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-01080;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CER 013;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-01015;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-01014;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
TPM-00007;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00445;0.0;0.5714285714285714;1.0;0.5345224838248488;7;Sin asignar
TPC-00048;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
TPC-00042;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
TPB-0004;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00627;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
TP-0006;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00393;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
TBC-00018;0.0;0.5714285714285714;2.0;0.9759000729485333;7;Sin asignar
CPE-00130;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
GA-00041;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-01001;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
GA-00035;0.0;0.5714285714285714;2.0;0.9759000729485332;7;Sin asignar
CPE-00135;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00164;0.0;0.5714285714285714;2.0;0.9759000729485332;7;Sin asignar
CPE-00365;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CP-00047;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CCL-00011;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CP-00063;0.0;0.5714285714285714;4.0;1.511857892036909;7;Sin asignar
CPE-00485;0.0;0.5555555555555556;4.0;1.3333333333333335;9;Sin asignar
CPE-00121;0.0;0.5555555555555556;3.0;1.130388330520878;9;Sin asignar
DISC-00001;0.0;0.5555555555555556;3.0;1.130388330520878;9;Sin asignar
CJBAME-00042;0.0;0.5555555555555556;3.0;1.130388330520878;9;Sin asignar
CPE-00725;0.0;0.5555555555555556;4.0;1.3333333333333335;9;Sin asignar
CPE-00271;0.0;0.5555555555555556;4.0;1.3333333333333335;9;Sin asignar
CPE-00667;0.0;0.5555555555555556;4.0;1.3333333333333333;9;Sin asignar
CPE-00731;0.0;0.5555555555555556;3.0;1.130388330520878;9;Sin asignar
CPE-00583;0.0;0.5454545454545454;3.0;1.0357254813546264;11;Almacen Punto de Ventas 1
CPE-00480;0.0;0.5384615384615384;2.0;0.8770580193070292;13;Almacen Central
CR-00089;0.0;0.5;3.0;1.0690449676496976;8;Sin asignar
CPE-01084;0.0;0.5;3.0;1.224744871391589;6;Sin asignar
CECCD-00002;0.0;0.5;2.0;0.7071067811865476;10;Almacen Punto de Ventas 1
CPE-00189;0.0;0.5;2.0;0.648074069840786;26;Almacen Central
TPC-00052;0.0;0.5;1.0;0.7071067811865476;2;Almacen Central
CTF-00037;0.0;0.5;1.0;0.5477225575051661;6;Sin asignar
CPE-00717;0.0;0.5;1.0;0.5477225575051661;6;Sin asignar
CPE-00210;0.0;0.46153846153846156;2.0;0.7762500258061847;13;Almacen Central
CPE-00369;0.0;0.46153846153846156;2.0;0.7762500258061847;13;Almacen Central
CR-00115;0.0;0.45454545454545453;2.0;0.8201995322647244;11;Almacen Punto de Ventas 1
'51;0.0;0.45454545454545453;2.0;0.8201995322647245;11;Almacen Central
CPE-00218;0.0;0.4444444444444444;2.0;0.8819171036881969;9;Sin asignar
CJBAME-00081;0.0;0.4444444444444444;2.0;0.881917103688197;9;Sin asignar
CPE-00235;0.0;0.4444444444444444;2.0;0.881917103688197;9;Sin asignar
CPE-00220;0.0;0.4444444444444444;2.0;0.8819171036881969;9;Sin asignar
CPE-00219;0.0;0.4444444444444444;2.0;0.8819171036881969;9;Sin asignar
CPE-00258;0.0;0.4444444444444444;2.0;0.881917103688197;9;Sin asignar
CPEH-00012;0.0;0.4444444444444444;2.0;0.881917103688197;9;Sin asignar
GA-00028;0.0;0.4444444444444444;2.0;0.7264831572567788;9;Sin asignar
'79;0.0;0.4444444444444444;2.0;0.7264831572567789;9;Sin asignar
CPE-00570;0.0;0.4444444444444444;2.0;0.8819171036881969;9;Sin asignar
TP-0020;0.0;0.4444444444444444;2.0;0.8819171036881969;9;Sin asignar
CPE-00137;0.0;0.4444444444444444;2.0;0.881917103688197;9;Sin asignar
CPE-00155;0.0;0.4444444444444444;3.0;1.0137937550497034;9;Sin asignar
'54;0.0;0.4444444444444444;2.0;0.881917103688197;9;Sin asignar
CJBAME-00043;0.0;0.4444444444444444;2.0;0.881917103688197;9;Sin asignar
CPE-00212;0.0;0.4444444444444444;2.0;0.8819171036881969;9;Sin asignar
CPE-00240;0.0;0.4444444444444444;2.0;0.881917103688197;9;Sin asignar
CPE-00472;0.0;0.4444444444444444;3.0;1.0137937550497034;9;Sin asignar
CPE-01073;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-01074;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00677;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00389;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CJBAME-00167;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00645;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-01004;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
RDIN-00001;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CR-00069;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00379;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
RUNISA-00001;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CR-00073;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
TPB-0006;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
TPBC-00003;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00204;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00197;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-01037;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CJBAME-00025;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00460;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00516;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
'50;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00214;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CJBAME-00066;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CJBAME-00072;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00567;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-01049;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
TPC-00045;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00699;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00423;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CJBAME-00092;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CJBAME-00105;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00363;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-01034;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CR-00004;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00335;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CTF-E-00006;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-01095;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00991;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-01036;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
GA-00017;0.0;0.42857142857142855;1.0;0.5345224838248488;7;Sin asignar
CPE-00127;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00275;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00989;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00354;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00706;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00896;0.0;0.42857142857142855;3.0;1.1338934190276817;7;Sin asignar
CPE-00268;0.0;0.38461538461538464;2.0;0.6504436355879909;13;Sin asignar
CPE-00847;0.0;0.375;1.0;0.5175491695067657;8;Sin asignar
CPE-00390;0.0;0.375;1.0;0.5175491695067657;8;Sin asignar
'80;0.0;0.36363636363636365;2.0;0.6741998624632421;11;Sin asignar
CPE-00291;0.0;0.36363636363636365;2.0;0.6741998624632421;11;Almacen Central
CPE-00639;0.0;0.36363636363636365;2.0;0.6741998624632421;11;Almacen Central
CPE-00662;0.0;0.36363636363636365;2.0;0.6741998624632421;11;Sin asignar
BANE-00017;0.0;0.34285714285714286;2.4;0.9071147352221454;7;Sin asignar
CPE-01081;0.0;0.3333333333333333;2.0;0.816496580927726;6;Sin asignar
CPE-00833;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
CPE-273;0.0;0.3333333333333333;1.0;0.5773502691896258;3;Almacen Central
TPD-00001;0.0;0.3333333333333333;2.0;0.816496580927726;6;Sin asignar
CPE-00225;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
CPE-00727;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
TPC-00053;0.0;0.3333333333333333;1.0;0.5773502691896258;3;Almacen Central
TPC-00055;0.0;0.3333333333333333;1.0;0.5773502691896258;3;Almacen Central
CPE-00475;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
CR-00116;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
CPE-00582;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
CPE-00422;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
CPE-01019;0.0;0.3333333333333333;1.0;0.5163977794943223;6;Sin asignar
CPE-00226;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
CPE-00572;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
TPTF-00014;0.0;0.3333333333333333;1.0;0.5163977794943223;6;Sin asignar
CPE-00714;0.0;0.3333333333333333;2.0;0.7071067811865476;9;Sin asignar
TPC-00056;0.0;0.3333333333333333;1.0;0.5773502691896258;3;Almacen Central
CPE-01086;0.0;0.3333333333333333;2.0;0.816496580927726;6;Sin asignar
CP-00077;0.0;0.3;1.0;0.48304589153964794;10;Sin asignar
CTF-E-00018;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-01012;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00888;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CR-00016;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00874;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00954;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPC-00049;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CR-00007;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CTF-E-00002;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
'63;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00952;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00938;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CR-00061;0.0;0.2857142857142857;1.0;0.4879500364742666;7;Sin asignar
UNC-00010;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TV - 00012;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CR-00023;0.0;0.2857142857142857;1.0;0.4879500364742666;7;Sin asignar
TV - 00011;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TV - 00007;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CTF-00012;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00493;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
CPE-00902;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
'52;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
TPTF-00011;0.0;0.2857142857142857;2.0;0.7559289460184545;7;Sin asignar
