Semana_Inicio;Planchas_CER001;Costo_CER001;Planchas_CER005;Costo_CER005;Planchas_CER004;Costo_CER004;Planchas_CERE002;Costo_CERE002;Planchas_CEO001;Costo_CEO001;Planchas_CEO006;Costo_CEO006;Planchas_CER008;Costo_CER008;Planchas_Total;Costo_Total
2022-10-24;27.104;3522.1647999999996;0.0;0.0;0.0;0.0;25.2;5081.076;0.0;0.0;0.0;0.0;0.0;0.0;52.304;8603.2408
2022-10-31;0.0;0.0;0.0;0.0;9.198;1854.59274;3.5;705.7049999999999;79.98299999999999;10393.790849999998;0.0;0.0;0.0;0.0;92.68099999999998;12954.088589999998
2022-11-07;0.0;0.0;38.766;5037.641699999999;0.0;0.0;1.8760000000000001;378.25788;1.44;187.128;49.922999999999995;6487.493849999999;0.0;0.0;92.005;12090.521429999997
2022-11-14;0.0;0.0;0.0;0.0;0.0;0.0;20.006;4033.80978;0.0;0.0;0.0;0.0;0.0;0.0;20.006;4033.80978
2022-11-21;0.0;0.0;37.912;4926.6644;0.0;0.0;3.15;635.1345;0.0;0.0;0.0;0.0;0.0;0.0;41.062;5561.7989
2022-11-28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.747;2436.17265;0.0;0.0;18.747;2436.17265
2022-12-05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2022-12-12;44.576;5792.651199999999;0.0;0.0;0.0;0.0;0.0;0.0;0.8999999999999999;116.95499999999998;31.166999999999998;4050.1516499999993;0.0;0.0;76.643;9959.757849999998
2022-12-19;0.0;0.0;7.7;1000.6149999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.7;1000.6149999999999
2022-12-26;0.0;0.0;31.822;4135.268899999999;0.0;0.0;0.0;0.0;51.083999999999996;6638.365799999999;0.0;0.0;0.0;0.0;82.90599999999999;10773.634699999999
2023-01-02;0.0;0.0;0.0;0.0;0.0;0.0;0.007;1.41141;0.0;0.0;18.0;2339.1;0.0;0.0;18.007;2340.51141
2023-01-09;31.85;4138.9075;0.0;0.0;0.0;0.0;1.925;388.13775;0.0;0.0;12.312;1599.9443999999999;17.505;3529.5331499999998;63.592;9656.522799999999
2023-01-16;0.0;0.0;0.0;0.0;0.0;0.0;51.261;10335.755430000001;0.0;0.0;0.0;0.0;0.0;0.0;51.261;10335.755430000001
2023-01-23;85.05;11052.2475;20.3;2637.9849999999997;0.0;0.0;23.289;4695.7610700000005;0.0;0.0;0.0;0.0;0.0;0.0;128.639;18385.99357
2023-01-30;0.0;0.0;27.916;3627.6841999999997;0.0;0.0;0.0;0.0;0.0;0.0;40.949999999999996;5321.452499999999;0.0;0.0;68.866;8949.1367
2023-02-06;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.168999999999999;1451.4115499999998;34.775999999999996;7011.884879999999;45.94499999999999;8463.296429999999
2023-02-13;32.704;4249.8848;0.0;0.0;0.41300000000000003;83.27319;0.0;0.0;50.157;6517.902149999999;0.0;0.0;0.0;0.0;83.274;10851.060139999998
2023-02-20;12.6;1637.37;23.8;3092.81;13.839;2790.35757;17.927;3614.62101;0.0;0.0;0.0;0.0;0.0;0.0;68.166;11135.15858
2023-02-27;0.0;0.0;0.0;0.0;0.0;0.0;18.55;3740.2365;0.0;0.0;0.0;0.0;0.0;0.0;18.55;3740.2365
