Semana_Inicio;Ventas_Semanales;Produccion_Semanal;Planchas_Ventas;Planchas_Produccion;Planchas_Gap
2020-12-28;600.0;99176.0;5.3999999999999995;892.584;887.184
2021-01-04;0.0;200.0;0.0;1.7999999999999998;1.7999999999999998
2021-01-11;9500.0;9500.0;85.5;85.5;0.0
2021-01-18;1792.0;648.0;16.128;5.832;-10.296
2021-01-25;1200.0;1200.0;10.799999999999999;10.799999999999999;0.0
2021-02-01;3932.0;1400.0;35.388;12.6;-22.787999999999997
2021-02-08;500.0;200.0;4.5;1.7999999999999998;-2.7
2021-02-15;3941.0;0.0;35.468999999999994;0.0;-35.468999999999994
2021-02-22;1350.0;0.0;12.149999999999999;0.0;-12.149999999999999
2021-03-01;200.0;0.0;1.7999999999999998;0.0;-1.7999999999999998
2021-03-08;9650.0;7250.0;86.85;65.25;-21.599999999999994
2021-03-15;500.0;0.0;4.5;0.0;-4.5
2021-03-22;1000.0;1000.0;9.0;9.0;0.0
2021-04-05;5150.0;4000.0;46.349999999999994;36.0;-10.349999999999994
2021-04-12;2000.0;2000.0;18.0;18.0;0.0
2021-04-19;2066.0;2000.0;18.593999999999998;18.0;-0.5939999999999976
2021-04-26;500.0;0.0;4.5;0.0;-4.5
2021-05-03;1700.0;1000.0;15.299999999999999;9.0;-6.299999999999999
2021-05-10;5000.0;5000.0;45.0;45.0;0.0
2021-05-17;1000.0;1000.0;9.0;9.0;0.0
2021-05-24;2500.0;2500.0;22.5;22.5;0.0
2021-05-31;1003.0;3166.0;9.027;28.493999999999996;19.467
2021-06-14;5500.0;5500.0;49.49999999999999;49.49999999999999;0.0
2021-06-21;2000.0;2000.0;18.0;18.0;0.0
2021-06-28;4600.0;3000.0;41.4;26.999999999999996;-14.400000000000002
2021-07-05;5750.0;5500.0;51.74999999999999;49.49999999999999;-2.25
2021-07-12;500.0;500.0;4.5;4.5;0.0
2021-07-19;5300.0;5300.0;47.699999999999996;47.699999999999996;0.0
2021-07-26;5500.0;5500.0;49.49999999999999;49.49999999999999;0.0
2021-08-09;1768.0;1768.0;15.911999999999999;15.911999999999999;0.0
2021-08-16;1800.0;2169.0;16.2;19.520999999999997;3.320999999999998
2021-08-23;3053.0;2500.0;27.476999999999997;22.5;-4.976999999999997
2021-08-30;4501.0;4569.0;40.509;41.120999999999995;0.6119999999999948
2021-09-06;4085.0;5585.0;36.765;50.26499999999999;13.499999999999993
2021-09-13;4400.0;13019.0;39.599999999999994;117.17099999999999;77.571
2021-09-20;1719.0;1719.0;15.470999999999998;15.470999999999998;0.0
2021-09-27;4000.0;5545.0;36.0;49.904999999999994;13.904999999999994
2021-10-04;6000.0;6000.0;53.99999999999999;53.99999999999999;0.0
2021-10-11;96236.0;8159.0;866.1239999999999;73.431;-792.6929999999999
2021-10-18;3317.0;1500.0;29.852999999999998;13.499999999999998;-16.353
2021-10-25;6130.0;1650.0;55.169999999999995;14.85;-40.31999999999999
2021-11-01;1453.0;5743.0;13.076999999999998;51.687;38.61
2021-11-08;6352.0;5749.0;57.16799999999999;51.74099999999999;-5.427
2021-11-15;3101.0;0.0;27.909;0.0;-27.909
2021-11-22;3820.0;10500.0;34.379999999999995;94.49999999999999;60.11999999999999
2021-11-29;4232.0;5829.0;38.087999999999994;52.461;14.373000000000005
2021-12-06;16618.0;11300.0;149.56199999999998;101.69999999999999;-47.861999999999995
2021-12-13;3672.0;6067.0;33.047999999999995;54.602999999999994;21.555
2021-12-20;655.0;4571.0;5.895;41.138999999999996;35.244
2021-12-27;856.0;0.0;7.704;0.0;-7.704
2022-01-03;6691.0;3500.0;60.218999999999994;31.499999999999996;-28.718999999999998
2022-01-10;10242.0;3243.0;92.178;29.186999999999998;-62.991
2022-01-17;7372.0;12950.0;66.348;116.55;50.202
2022-01-24;3069.0;2800.0;27.621;25.2;-2.4209999999999994
2022-01-31;1340.0;6341.0;12.059999999999999;57.068999999999996;45.009
2022-02-07;856.0;0.0;7.704;0.0;-7.704
2022-02-14;1875.0;2169.0;16.875;19.520999999999997;2.6459999999999972
2022-02-21;899.0;0.0;8.091;0.0;-8.091
2022-02-28;1222.0;0.0;10.998;0.0;-10.998
2022-03-07;695.0;0.0;6.255;0.0;-6.255
2022-03-14;768.0;0.0;6.911999999999999;0.0;-6.911999999999999
2022-03-21;1403.0;0.0;12.626999999999999;0.0;-12.626999999999999
2022-03-28;2444.0;5000.0;21.996;45.0;23.004
2022-04-04;1180.0;655.0;10.62;5.895;-4.725
2022-04-11;400.0;0.0;3.5999999999999996;0.0;-3.5999999999999996
2022-04-18;2015.0;0.0;18.134999999999998;0.0;-18.134999999999998
2022-04-25;2612.0;0.0;23.508;0.0;-23.508
2022-05-02;4275.0;3400.0;38.474999999999994;30.599999999999998;-7.8749999999999964
2022-05-09;1154.0;5674.0;10.386;51.065999999999995;40.67999999999999
2022-05-16;1502.0;0.0;13.517999999999999;0.0;-13.517999999999999
2022-05-23;2030.0;2000.0;18.27;18.0;-0.2699999999999996
2022-05-30;1499.0;3650.0;13.491;32.849999999999994;19.358999999999995
2022-06-06;1052.0;0.0;9.468;0.0;-9.468
2022-06-13;1277.0;4.0;11.492999999999999;0.036;-11.456999999999999
2022-06-20;1836.0;4868.0;16.523999999999997;43.812;27.288
2022-06-27;1608.0;0.0;14.472;0.0;-14.472
2022-07-04;825.0;3150.0;7.425;28.349999999999998;20.924999999999997
2022-07-11;2916.0;3105.0;26.244;27.944999999999997;1.700999999999997
2022-07-18;1058.0;0.0;9.521999999999998;0.0;-9.521999999999998
2022-07-25;1373.0;0.0;12.357;0.0;-12.357
2022-08-01;761.0;0.0;6.848999999999999;0.0;-6.848999999999999
2022-08-08;787.0;0.0;7.082999999999999;0.0;-7.082999999999999
2022-08-15;1049.0;0.0;9.440999999999999;0.0;-9.440999999999999
2022-08-22;855.0;4027.0;7.694999999999999;36.242999999999995;28.547999999999995
2022-08-29;1381.0;0.0;12.428999999999998;0.0;-12.428999999999998
2022-09-05;755.0;0.0;6.795;0.0;-6.795
2022-09-12;929.0;0.0;8.360999999999999;0.0;-8.360999999999999
2022-09-19;486.0;0.0;4.374;0.0;-4.374
2022-09-26;713.0;5823.0;6.417;52.407;45.989999999999995
2022-10-03;1735.0;0.0;15.614999999999998;0.0;-15.614999999999998
2022-10-10;1922.0;0.0;17.298;0.0;-17.298
2022-10-17;1320.0;0.0;11.879999999999999;0.0;-11.879999999999999
2022-10-24;1614.0;0.0;14.525999999999998;0.0;-14.525999999999998
2022-10-31;983.0;8887.0;8.847;79.98299999999999;71.136
2022-11-07;1082.0;160.0;9.738;1.44;-8.298
2022-11-14;1150.0;0.0;10.35;0.0;-10.35
2022-11-21;990.0;0.0;8.91;0.0;-8.91
2022-11-28;511.0;0.0;4.598999999999999;0.0;-4.598999999999999
2022-12-05;600.0;0.0;5.3999999999999995;0.0;-5.3999999999999995
2022-12-12;1227.0;100.0;11.043;0.8999999999999999;-10.142999999999999
2022-12-19;1580.0;0.0;14.219999999999999;0.0;-14.219999999999999
2022-12-26;628.0;5676.0;5.651999999999999;51.083999999999996;45.431999999999995
2023-01-02;1145.0;0.0;10.305;0.0;-10.305
2023-01-09;1756.0;0.0;15.803999999999998;0.0;-15.803999999999998
